Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
F.Lindor,New York Mets,Washington Nationals,0,4,0,0,0,0,1,4,0.309,0.447,0.756,-0.128,1.31,-0.06,1.05,-0.8,0,0,0,0,0,0,704
B.Nimmo,New York Mets,Washington Nationals,0,4,0,0,0,0,1,4,0.364,0.443,0.807,-0.092,0.89,-0.04,0.71,-0.6,0,0,0,0,0,0,704
F.Alvarez,New York Mets,Washington Nationals,0,3,0,0,0,0,1,3,0.354,0.496,0.85,-0.076,1.01,-0.04,0.81,-0.6,0,0,0,0,0,0,704
P.Alonso,New York Mets,Washington Nationals,0,3,0,0,0,0,1,3,0.326,0.468,0.794,-0.07,0.94,-0.03,0.76,-0.5,0,0,0,0,0,0,704
D.Stewart,New York Mets,Washington Nationals,0,2,0,0,0,1,1,3,0.333,0.328,0.661,-0.006,0.64,-0.0,0.52,0.1,0,0,0,0,0,0,704
M.Vientos,New York Mets,Washington Nationals,0,3,0,0,0,0,1,3,0.346,0.568,0.913,-0.105,1.42,-0.05,1.14,-0.7,0,0,0,0,0,0,704
B.Gamel,New York Mets,Washington Nationals,0,3,0,0,0,0,1,3,0.286,0.333,0.619,-0.078,1.02,-0.04,0.82,-0.5,0,0,0,0,0,0,704
T.Taylor,New York Mets,Washington Nationals,0,3,0,0,0,0,2,3,0.266,0.372,0.638,-0.064,0.84,-0.03,0.67,-0.4,0,0,0,0,0,0,704
J.McNeil,New York Mets,Washington Nationals,0,3,0,1,0,0,1,3,0.273,0.3,0.573,-0.077,1.63,-0.04,1.31,-0.2,1,1,0,0,0,1,704
C.Abrams,Washington Nationals,New York Mets,1,4,0,0,0,0,1,4,0.344,0.498,0.842,-0.137,1.4,-0.04,0.68,-1.1,0,0,0,0,0,0,704
L.Thomas,Washington Nationals,New York Mets,1,3,0,1,0,1,1,4,0.301,0.406,0.707,-0.036,1.2,-0.01,0.58,-0.0,1,1,0,0,0,1,704
H.Ramirez,Washington Nationals,New York Mets,1,3,0,0,0,0,0,3,0.277,0.311,0.587,-0.104,1.3,-0.03,0.63,-0.9,0,0,0,0,0,0,704
J.Winker,Washington Nationals,New York Mets,1,1,1,1,1,0,0,1,0.377,0.425,0.802,0.3,1.37,0.09,0.66,1.0,3,-9,0,0,10,4,704
J.Meneses,Washington Nationals,New York Mets,1,4,0,0,0,0,0,4,0.291,0.306,0.597,-0.092,0.89,-0.03,0.43,-0.8,0,0,0,0,0,0,704
J.Wood,Washington Nationals,New York Mets,1,3,0,1,0,1,1,4,0.471,0.308,0.778,0.018,0.66,0.01,0.32,0.1,1,1,0,0,0,1,704
N.Senzel,Washington Nationals,New York Mets,1,3,0,0,0,0,0,3,0.304,0.361,0.666,-0.113,1.12,-0.03,0.54,-0.9,0,0,0,0,0,0,704
R.Adams,Washington Nationals,New York Mets,1,2,0,2,0,0,0,3,0.304,0.37,0.675,0.116,1.04,0.03,0.5,0.9,2,2,0,0,0,2,704
I.Vargas,Washington Nationals,New York Mets,1,2,0,0,0,0,0,3,0.305,0.325,0.63,-0.098,1.7,-0.03,0.82,-0.8,0,0,0,0,0,0,704
J.Young,Washington Nationals,New York Mets,1,2,0,0,0,1,0,3,0.322,0.331,0.652,-0.051,1.55,-0.01,0.75,-0.3,0,0,0,0,0,0,704
M.Winn,St Louis Cardinals,Pittsburgh Pirates,0,3,0,1,0,2,1,5,0.341,0.419,0.76,0.042,1.18,0.03,1.23,0.4,1,1,0,0,0,1,704
A.Burleson,St Louis Cardinals,Pittsburgh Pirates,0,5,0,2,1,0,0,5,0.316,0.464,0.78,0.223,1.58,0.14,1.65,1.2,3,2,0,0,0,2,704
W.Contreras,St Louis Cardinals,Pittsburgh Pirates,0,5,0,1,0,0,1,5,0.39,0.5,0.89,-0.325,1.32,-0.2,1.38,-2.7,1,-12,13,0,0,2,704
P.Goldschmidt,St Louis Cardinals,Pittsburgh Pirates,0,4,0,1,0,0,2,4,0.296,0.367,0.663,-0.084,1.35,-0.05,1.41,-0.3,1,1,0,0,0,1,704
N.Arenado,St Louis Cardinals,Pittsburgh Pirates,0,4,0,1,0,0,0,4,0.31,0.367,0.677,-0.06,1.19,-0.04,1.24,-0.6,1,1,0,0,0,1,704
B.Donovan,St Louis Cardinals,Pittsburgh Pirates,0,4,1,1,0,0,0,4,0.337,0.41,0.747,0.031,1.28,0.02,1.33,0.0,2,-18,19,0,0,2,704
D.Carlson,St Louis Cardinals,Pittsburgh Pirates,0,3,0,2,1,0,0,3,0.283,0.26,0.543,0.145,0.94,0.09,0.98,1.4,3,-3,5,0,0,3,704
M.Carpenter,St Louis Cardinals,Pittsburgh Pirates,0,1,0,0,0,0,1,1,0.321,0.34,0.661,-0.146,4.99,-0.09,5.2,-0.6,0,0,0,0,0,0,704
J.Fermin,St Louis Cardinals,Pittsburgh Pirates,0,4,0,0,0,0,0,4,0.216,0.174,0.39,-0.195,2.2,-0.12,2.29,-1.5,0,0,0,0,0,0,704
P.Pages,St Louis Cardinals,Pittsburgh Pirates,0,4,1,1,1,0,1,4,0.259,0.333,0.593,0.113,2.23,0.07,2.32,0.2,3,-1,2,0,0,2,704
A.McCutchen,Pittsburgh Pirates,St. Louis Cardinals,1,4,0,0,0,1,2,5,0.329,0.396,0.725,-0.251,2.52,-0.11,1.78,-1.0,0,0,0,0,0,0,704
B.Reynolds,Pittsburgh Pirates,St. Louis Cardinals,1,4,1,1,1,0,1,4,0.338,0.466,0.803,-0.011,1.76,-0.01,1.25,0.1,3,-13,0,0,14,4,704
O.Cruz,Pittsburgh Pirates,St. Louis Cardinals,1,4,0,1,0,0,1,4,0.294,0.425,0.719,-0.098,1.16,-0.04,0.82,-0.5,1,1,0,0,0,1,704
C.Joe,Pittsburgh Pirates,St. Louis Cardinals,1,4,0,1,0,0,0,4,0.325,0.4,0.725,-0.085,1.31,-0.04,0.93,-0.5,1,1,0,0,0,1,704
R.Tellez,Pittsburgh Pirates,St. Louis Cardinals,1,3,0,0,0,0,0,3,0.293,0.351,0.644,-0.116,1.19,-0.05,0.84,-0.9,0,0,0,0,0,0,704
E.Olivares,Pittsburgh Pirates,St. Louis Cardinals,1,1,0,0,0,0,0,1,0.294,0.337,0.631,-0.035,1.38,-0.01,0.98,-0.1,0,0,0,0,0,0,704
N.Gonzales,Pittsburgh Pirates,St. Louis Cardinals,1,3,0,0,1,0,1,4,0.312,0.425,0.737,-0.154,1.47,-0.07,1.04,-0.4,1,0,0,0,0,0,704
K.Hayes,Pittsburgh Pirates,St. Louis Cardinals,1,4,0,1,0,0,2,4,0.296,0.307,0.603,-0.144,1.47,-0.06,1.04,-0.7,1,1,0,0,0,1,704
J.Suwinski,Pittsburgh Pirates,St. Louis Cardinals,1,3,0,1,0,0,1,3,0.262,0.317,0.579,0.049,1.02,0.02,0.72,0.1,1,-6,7,0,0,2,704
J.Triolo,Pittsburgh Pirates,St. Louis Cardinals,1,1,0,1,0,0,0,1,0.281,0.281,0.562,0.051,1.81,0.02,1.28,0.1,1,1,0,0,0,1,704
Y.Grandal,Pittsburgh Pirates,St. Louis Cardinals,1,2,0,0,0,0,0,2,0.203,0.256,0.46,-0.053,1.04,-0.02,0.74,-0.4,0,0,0,0,0,0,704
J.Palacios,Pittsburgh Pirates,St. Louis Cardinals,1,0,0,0,0,1,0,1,1.0,,,0.018,2.54,0.01,1.8,0.2,0,0,0,0,0,0,704
J.Bart,Pittsburgh Pirates,St. Louis Cardinals,1,1,0,1,0,0,0,1,0.333,0.471,0.804,0.073,3.49,0.03,2.47,0.2,1,1,0,0,0,1,704
J.India,Cincinnati Reds,New York Yankees,0,5,3,3,1,0,0,5,0.383,0.415,0.798,0.111,0.46,0.03,0.24,1.1,7,-3,0,0,6,6,704
E.De,Cincinnati Reds,New York Yankees,0,3,2,1,0,1,1,5,0.342,0.475,0.818,0.064,0.55,0.02,0.29,0.8,3,1,0,0,0,1,704
J.Candelario,Cincinnati Reds,New York Yankees,0,5,0,1,0,0,1,5,0.294,0.461,0.756,-0.084,0.74,-0.03,0.39,-1.1,1,1,0,0,0,1,704
S.Steer,Cincinnati Reds,New York Yankees,0,4,2,1,3,1,1,5,0.332,0.416,0.749,0.134,0.81,0.04,0.43,2.1,6,-10,0,0,11,4,704
J.Fraley,Cincinnati Reds,New York Yankees,0,4,0,2,3,0,1,4,0.333,0.356,0.689,0.08,0.65,0.03,0.34,2.6,5,0,0,2,0,4,704
N.Marte,Cincinnati Reds,New York Yankees,0,4,0,0,0,0,2,4,0.172,0.286,0.458,-0.051,0.52,-0.02,0.27,-1.0,0,0,0,0,0,0,704
N.Martini,Cincinnati Reds,New York Yankees,0,1,1,1,1,1,0,2,0.266,0.36,0.626,0.118,0.68,0.04,0.35,1.1,3,-4,0,0,5,4,704
S.Fairchild,Cincinnati Reds,New York Yankees,0,2,0,0,0,0,1,2,0.302,0.358,0.66,-0.011,0.21,-0.0,0.11,-0.4,0,0,0,0,0,0,704
L.Maile,Cincinnati Reds,New York Yankees,0,3,0,0,0,0,2,3,0.274,0.265,0.538,-0.049,0.64,-0.01,0.33,-0.6,0,0,0,0,0,0,704
B.Dunn,Cincinnati Reds,New York Yankees,0,1,0,0,0,0,0,1,0.188,0.143,0.33,-0.002,0.09,-0.0,0.05,-0.2,0,0,0,0,0,0,704
W.Benson,Cincinnati Reds,New York Yankees,0,2,0,0,0,0,1,2,0.278,0.374,0.652,-0.039,0.78,-0.01,0.41,-0.5,0,0,0,0,0,0,704
T.Stephenson,Cincinnati Reds,New York Yankees,0,2,0,0,0,0,0,2,0.317,0.387,0.703,-0.01,0.2,-0.0,0.11,-0.3,0,0,0,0,0,0,704
B.Rice,New York Yankees,Cincinnati Reds,1,5,1,1,1,0,2,5,0.36,0.405,0.765,0.0,0.48,0.0,0.5,0.1,3,0,0,0,1,4,704
J.Soto,New York Yankees,Cincinnati Reds,1,3,1,1,2,1,0,4,0.438,0.568,1.005,-0.004,0.58,-0.0,0.6,1.5,4,-20,0,0,21,4,704
A.Judge,New York Yankees,Cincinnati Reds,1,4,0,0,0,0,2,4,0.433,0.702,1.135,-0.059,0.56,-0.04,0.57,-0.6,0,0,0,0,0,0,704
A.Verdugo,New York Yankees,Cincinnati Reds,1,4,0,3,0,0,0,4,0.305,0.398,0.703,0.097,0.78,0.06,0.8,1.0,3,-16,19,0,0,5,704
G.Torres,New York Yankees,Cincinnati Reds,1,3,0,0,0,1,0,4,0.295,0.343,0.638,-0.058,1.22,-0.04,1.25,-0.6,0,0,0,0,0,0,704
A.Volpe,New York Yankees,Cincinnati Reds,1,4,0,0,0,0,0,4,0.307,0.38,0.687,-0.152,1.18,-0.09,1.21,-1.5,0,0,0,0,0,0,704
A.Wells,New York Yankees,Cincinnati Reds,1,4,1,1,1,0,0,4,0.312,0.359,0.67,-0.015,0.69,-0.01,0.71,0.3,3,-3,0,0,4,4,704
O.Cabrera,New York Yankees,Cincinnati Reds,1,3,0,0,0,0,1,3,0.274,0.34,0.614,-0.043,0.57,-0.03,0.59,-0.6,0,0,0,0,0,0,704
D.LeMahieu,New York Yankees,Cincinnati Reds,1,1,0,0,0,0,0,1,0.28,0.204,0.485,-0.011,0.43,-0.01,0.44,-0.2,0,0,0,0,0,0,704
T.Grisham,New York Yankees,Cincinnati Reds,1,2,1,1,0,1,0,3,0.287,0.365,0.652,0.011,0.35,0.01,0.36,0.4,2,-1,2,0,0,0,704
J.Davis,New York Yankees,Cincinnati Reds,1,1,0,0,0,0,1,1,0.293,0.346,0.639,-0.005,0.2,-0.0,0.21,-0.2,0,0,0,0,0,0,704
J.Altuve,Houston Astros,Toronto Blue Jays,0,4,1,2,0,1,2,5,0.357,0.466,0.823,0.073,0.85,0.04,0.8,0.6,3,2,0,0,0,2,704
A.Bregman,Houston Astros,Toronto Blue Jays,0,5,1,2,0,0,1,5,0.309,0.393,0.701,0.017,1.21,0.01,1.14,0.3,3,2,0,0,0,2,704
