Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
M.Semien,Texas Rangers,Detroit Tigers,0,6,2,3,1,0,0,6,0.355,0.464,0.819,0.237,0.95,0.15,0.99,1.8,6,-6,6,0,3,7,418
C.Seager,Texas Rangers,Detroit Tigers,0,5,0,2,1,0,0,5,0.385,0.377,0.761,0.181,1.48,0.11,1.55,0.8,3,2,0,0,0,2,418
E.Carter,Texas Rangers,Detroit Tigers,0,4,0,0,1,0,2,5,0.312,0.359,0.671,-0.139,1.54,-0.09,1.61,-1.6,1,0,0,0,0,0,418
A.Garcia,Texas Rangers,Detroit Tigers,0,5,1,2,1,0,0,5,0.361,0.568,0.929,0.134,1.05,0.08,1.1,0.8,4,-3,0,0,5,5,418
J.Smith,Texas Rangers,Detroit Tigers,0,3,2,1,0,1,2,5,0.433,0.4,0.833,0.05,1.31,0.03,1.37,0.8,3,1,0,0,0,1,418
W.Langford,Texas Rangers,Detroit Tigers,0,4,2,1,1,1,1,5,0.333,0.31,0.643,-0.033,1.53,-0.02,1.6,0.2,4,-1,2,0,0,2,418
J.Heim,Texas Rangers,Detroit Tigers,0,5,1,2,2,0,2,5,0.3,0.456,0.756,-0.04,1.6,-0.03,1.67,0.4,5,-1,0,0,3,5,418
E.Duran,Texas Rangers,Detroit Tigers,0,4,0,0,0,1,0,5,0.317,0.25,0.567,0.011,1.16,0.01,1.21,0.5,0,0,0,0,0,0,418
L.Taveras,Texas Rangers,Detroit Tigers,0,5,1,2,1,0,0,5,0.286,0.323,0.609,0.117,1.06,0.07,1.11,0.6,4,-2,4,0,0,3,418
R.Greene,Detroit Tigers,Texas Rangers,1,4,2,2,1,1,1,5,0.386,0.463,0.848,0.14,1.18,0.09,1.25,1.0,5,-3,4,1,0,5,418
M.Canha,Detroit Tigers,Texas Rangers,1,3,1,2,1,2,0,5,0.387,0.45,0.837,0.17,1.51,0.11,1.6,1.2,4,2,0,0,0,2,418
K.Carpenter,Detroit Tigers,Texas Rangers,1,5,1,1,2,0,3,5,0.333,0.585,0.918,0.004,2.02,0.0,2.13,0.7,4,-1,0,2,0,3,418
S.Torkelson,Detroit Tigers,Texas Rangers,1,3,0,1,1,2,1,5,0.318,0.311,0.628,0.058,1.94,0.04,2.05,0.9,2,-6,7,0,0,2,418
M.Vierling,Detroit Tigers,Texas Rangers,1,5,0,0,0,0,1,5,0.292,0.383,0.675,-0.216,1.68,-0.14,1.77,-1.6,0,0,0,0,0,0,418
