Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
M.Vierling,Detroit Tigers,Cleveland Guardians,0,3,0,0,0,1,0,4,0.292,0.444,0.736,-0.055,1.23,-0.02,0.7,-0.6,0,0,0,0,0,0,723
C.Keith,Detroit Tigers,Cleveland Guardians,0,4,0,1,0,0,0,4,0.308,0.394,0.703,-0.084,1.14,-0.03,0.65,-0.4,1,1,0,0,0,1,723
J.Malloy,Detroit Tigers,Cleveland Guardians,0,4,0,1,0,0,1,4,0.315,0.445,0.76,-0.006,1.47,-0.0,0.83,-0.4,1,1,0,0,0,1,723
M.Canha,Detroit Tigers,Cleveland Guardians,0,4,1,1,0,0,1,4,0.341,0.361,0.701,-0.076,1.54,-0.03,0.87,-0.3,2,-16,17,0,0,2,723
W.Perez,Detroit Tigers,Cleveland Guardians,0,4,1,1,2,0,1,4,0.316,0.412,0.729,0.124,1.63,0.04,0.92,1.1,4,-6,0,0,7,4,723
A.Ibanez,Detroit Tigers,Cleveland Guardians,0,2,0,0,0,0,1,2,0.325,0.436,0.76,-0.032,0.66,-0.01,0.37,-0.3,0,0,0,0,0,0,723
B.Madris,Detroit Tigers,Cleveland Guardians,0,2,0,0,0,0,2,2,0.0,0.0,0.0,-0.105,1.9,-0.04,1.07,-0.5,0,0,0,0,0,0,723
G.Urshela,Detroit Tigers,Cleveland Guardians,0,2,1,0,0,2,0,4,0.29,0.34,0.63,-0.044,1.07,-0.01,0.6,0.0,1,0,0,0,0,0,723
Z.McKinstry,Detroit Tigers,Cleveland Guardians,0,4,1,1,0,0,0,4,0.247,0.314,0.561,0.055,1.58,0.02,0.89,1.0,2,-5,6,0,0,2,723
J.Rogers,Detroit Tigers,Cleveland Guardians,0,3,0,1,1,0,0,4,0.251,0.373,0.624,-0.043,1.33,-0.01,0.76,0.0,2,-8,9,0,0,2,723
S.Kwan,Cleveland Guardians,Detroit Tigers,1,3,1,2,1,1,0,5,0.401,0.507,0.907,0.156,1.05,0.12,1.4,1.3,4,-8,0,0,10,5,723
