,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
0,M.Tauchman,Chicago Cubs,Philadelphia Phillies,0,3,0,1,1,2,0,5,.359,.370,.728,0.002,0.70,0,0.00,0.5,2,1,0,0,0,1,923
1,M.Busch,Chicago Cubs,Philadelphia Phillies,0,5,0,1,0,0,2,5,.333,.446,.779,-0.064,0.84,0,0.00,-1.3,1,1,0,0,0,1,923
2,S.Suzuki,Chicago Cubs,Philadelphia Phillies,0,4,0,1,0,0,2,4,.358,.479,.838,-0.052,0.78,0,0.00,-0.5,1,-25,26,0,0,2,923
3,C.Bellinger,Chicago Cubs,Philadelphia Phillies,0,4,0,0,0,0,2,4,.324,.425,.749,-0.077,0.72,0,0.00,-1.3,0,0,0,0,0,0,923
4,I.Paredes,Chicago Cubs,Philadelphia Phillies,0,3,1,2,0,1,0,4,.347,.396,.743,0.029,0.39,0,0.00,0.8,3,-23,25,0,0,3,923
5,N.Hoerner,Chicago Cubs,Philadelphia Phillies,0,4,1,1,1,0,0,4,.334,.358,.692,-0.031,0.64,0,0.00,0.2,3,-32,33,0,0,2,923
6,P.Crow-Armstrong,Chicago Cubs,Philadelphia Phillies,0,3,0,0,0,1,0,4,.289,.393,.682,-0.019,0.56,0,0.00,-0.3,0,0,0,0,0,0,923
7,C.Bethancourt,Chicago Cubs,Philadelphia Phillies,0,4,0,1,0,0,1,4,.248,.378,.626,0.034,0.66,0,0.00,0.9,1,1,0,0,0,1,923
8,L.Vazquez,Chicago Cubs,Philadelphia Phillies,0,2,0,0,0,0,1,2,.100,.000,.100,-0.028,0.54,0,0.00,-0.4,0,0,0,0,0,0,923
9,P.Wisdom,Chicago Cubs,Philadelphia Phillies,0,1,0,0,0,0,1,1,.248,.413,.662,-0.048,2.03,0,0.00,-0.8,0,0,0,0,0,0,923
10,M.Mastrobuoni,Chicago Cubs,Philadelphia Phillies,0,1,0,0,0,0,1,1,.245,.224,.470,-0.012,0.43,0,0.00,-0.4,0,0,0,0,0,0,923
11,K.Schwarber,Philadelphia Phillies,Chicago Cubs,1,5,1,2,1,0,1,5,.367,.488,.855,0.036,0.43,0.01,0.17,-1.1,4,-35,0,0,37,5,923
12,T.Turner,Philadelphia Phillies,Chicago Cubs,1,5,1,1,0,0,0,5,.341,.464,.805,0.001,0.32,0,0.13,-0.6,2,-23,24,0,0,2,923
13,B.Harper,Philadelphia Phillies,Chicago Cubs,1,3,1,2,0,1,0,4,.372,.525,.897,0.034,0.35,0.01,0.14,1.5,3,-40,42,0,0,3,923
14,A.Bohm,Philadelphia Phillies,Chicago Cubs,1,3,0,0,0,1,1,4,.339,.459,.798,-0.029,0.46,-0.01,0.19,-0.8,0,0,0,0,0,0,923
15,N.Castellanos,Philadelphia Phillies,Chicago Cubs,1,3,0,2,1,1,1,4,.307,.418,.725,0.086,0.57,0.02,0.23,1.3,3,2,0,0,0,2,923
16,B.Stott,Philadelphia Phillies,Chicago Cubs,1,4,1,0,0,0,0,4,.315,.354,.669,-0.058,0.61,-0.01,0.25,-1.4,1,0,0,0,0,0,923
17,J.Realmuto,Philadelphia Phillies,Chicago Cubs,1,4,1,2,2,0,0,4,.321,.434,.755,0.162,0.51,0.04,0.21,1.4,5,-12,0,0,14,0,923
18,B.Marsh,Philadelphia Phillies,Chicago Cubs,1,2,1,1,0,2,0,4,.335,.427,.763,0.005,0.22,0.00,0.09,1.2,2,1,0,0,0,1,923
19,J.Rojas,Philadelphia Phillies,Chicago Cubs,1,2,0,1,0,0,1,4,.278,.322,.601,-0.003,0.23,-0.00,0.10,0.6,1,1,0,0,0,1,923
20,J.Duran,Boston Red Sox,Toronto Blue Jays,0,5,0,2,0,0,1,5,.344,.498,.841,-0.042,0.53,-0.00,0.05,-0.6,2,-59,47,14,0,5,923
21,T.Story,Boston Red Sox,Toronto Blue Jays,0,3,0,0,0,2,2,5,.326,.375,.701,-0.054,0.82,-0.00,0.08,-0.8,0,0,0,0,0,0,923
22,T.Casas,Boston Red Sox,Toronto Blue Jays,0,2,1,0,0,3,1,5,.338,.461,.799,0.040,0.49,0.00,0.05,0.4,1,0,0,0,0,0,923
23,T.O'Neill,Boston Red Sox,Toronto Blue Jays,0,3,0,0,0,1,0,4,.338,.517,.855,-0.026,0.64,-0.00,0.06,-0.5,0,0,0,0,0,0,923
24,W.Abreu,Boston Red Sox,Toronto Blue Jays,0,3,1,2,1,1,0,4,.325,.472,.796,0.184,0.83,0.01,0.08,2.1,4,-31,33,0,0,3,923
25,C.Wong,Boston Red Sox,Toronto Blue Jays,0,2,1,0,0,2,0,4,.338,.431,.769,0.043,0.94,0.00,0.09,1.0,1,0,0,0,0,0,923
26,N.Sogard,Boston Red Sox,Toronto Blue Jays,0,3,1,1,0,1,0,4,.333,.338,.672,-0.021,1.04,-0.00,0.10,-0.6,2,-3,4,0,0,0,923
27,V.Grissom,Boston Red Sox,Toronto Blue Jays,0,3,0,0,1,0,0,4,.198,.157,.355,-0.033,0.94,-0.00,0.09,-0.9,1,0,0,0,0,0,923
28,C.Rafaela,Boston Red Sox,Toronto Blue Jays,0,4,0,0,2,0,0,4,.274,.391,.665,0.002,0.57,0,0.05,-0.4,2,0,0,0,0,0,923
29,G.Springer,Toronto Blue Jays,Boston Red Sox,1,4,0,1,0,0,0,4,.302,.371,.674,0.028,0.96,0,0.00,0.0,1,1,0,0,0,1,923
30,N.Lukes,Toronto Blue Jays,Boston Red Sox,1,4,1,1,0,0,0,4,.370,.422,.792,-0.153,1.11,0,0.00,-1.0,2,1,0,0,0,1,923
31,V.Guerrero,Toronto Blue Jays,Boston Red Sox,1,4,0,0,0,0,0,4,.397,.548,.946,-0.073,0.73,0,0.00,-0.8,0,0,0,0,0,0,923
32,S.Horwitz,Toronto Blue Jays,Boston Red Sox,1,4,0,1,1,0,0,4,.361,.447,.808,-0.054,0.89,0,0.00,0.2,2,1,0,0,0,1,923
33,A.Kirk,Toronto Blue Jays,Boston Red Sox,1,4,0,1,0,0,0,4,.313,.352,.664,-0.046,0.80,0,0.00,-0.6,1,1,0,0,0,1,923
