Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
A.Rosario,Tampa Bay Rays,New York Yankees,0,4,0,2,0,0,2,4,0.332,0.415,0.747,-0.012,0.44,-0.0,0.27,0.0,2,2,0,0,0,0,722
I.Paredes,Tampa Bay Rays,New York Yankees,0,4,0,0,0,0,0,4,0.353,0.449,0.803,-0.066,0.66,-0.02,0.41,-0.9,0,0,0,0,0,0,722
C.Mead,Tampa Bay Rays,New York Yankees,0,4,0,0,0,0,0,4,0.275,0.292,0.566,-0.042,0.4,-0.02,0.25,-0.7,0,0,0,0,0,0,722
R.Arozarena,Tampa Bay Rays,New York Yankees,0,3,0,0,0,0,1,4,0.313,0.395,0.708,-0.05,0.49,-0.02,0.3,-0.3,0,0,0,0,0,0,722
B.Lowe,Tampa Bay Rays,New York Yankees,0,3,0,0,0,1,2,4,0.33,0.471,0.801,0.0,0.42,0.0,0.26,-0.7,0,0,0,0,0,0,722
J.Siri,Tampa Bay Rays,New York Yankees,0,2,1,1,1,1,1,3,0.281,0.411,0.692,0.031,0.63,0.01,0.38,0.8,3,-13,0,0,14,4,722
J.Caballero,Tampa Bay Rays,New York Yankees,0,3,0,0,0,0,2,3,0.304,0.37,0.674,-0.051,0.62,-0.02,0.38,-0.6,0,0,0,0,0,0,722
J.DeLuca,Tampa Bay Rays,New York Yankees,0,3,0,0,0,0,2,3,0.243,0.273,0.516,-0.04,0.53,-0.01,0.32,-0.6,0,0,0,0,0,0,722
A.Jackson,Tampa Bay Rays,New York Yankees,0,3,0,0,0,0,0,3,0.152,0.198,0.349,-0.037,0.48,-0.01,0.3,-0.6,0,0,0,0,0,0,722
B.Rice,New York Yankees,Tampa Bay Rays,1,5,0,0,0,0,3,5,0.297,0.432,0.729,-0.053,0.42,-0.04,0.55,-1.9,0,0,0,0,0,0,722
J.Soto,New York Yankees,Tampa Bay Rays,1,5,2,3,4,0,1,5,0.435,0.594,1.029,0.007,0.24,0.01,0.31,3.8,9,-41,19,0,25,10,722
A.Judge,New York Yankees,Tampa Bay Rays,1,5,1,2,0,0,1,5,0.435,0.676,1.111,0.003,0.27,0.0,0.36,-0.2,3,2,0,0,0,2,722
A.Wells,New York Yankees,Tampa Bay Rays,1,5,2,3,1,0,0,5,0.324,0.391,0.715,0.134,0.44,0.11,0.59,1.3,6,-4,0,0,7,6,722
A.Volpe,New York Yankees,Tampa Bay Rays,1,4,1,2,1,0,1,4,0.305,0.38,0.686,0.053,0.49,0.04,0.65,-0.2,4,-5,0,0,7,5,722
A.Verdugo,New York Yankees,Tampa Bay Rays,1,3,0,1,0,1,1,4,0.286,0.367,0.653,0.013,0.55,0.01,0.73,0.5,1,1,0,0,0,1,722
O.Cabrera,New York Yankees,Tampa Bay Rays,1,4,1,2,2,0,0,4,0.293,0.345,0.639,0.081,0.66,0.07,0.88,1.1,5,2,0,0,0,2,722
T.Grisham,New York Yankees,Tampa Bay Rays,1,3,1,1,0,1,1,4,0.297,0.36,0.657,-0.038,0.3,-0.03,0.4,0.1,2,1,0,0,0,1,722
D.LeMahieu,New York Yankees,Tampa Bay Rays,1,3,1,1,1,1,2,4,0.276,0.228,0.504,0.034,0.33,0.03,0.44,0.5,3,0,0,0,1,4,722
M.Vierling,Detroit Tigers,Cleveland Guardians,0,5,1,3,0,0,2,5,0.292,0.448,0.74,0.059,0.31,0.02,0.16,0.8,4,-14,17,0,0,5,722
C.Keith,Detroit Tigers,Cleveland Guardians,0,4,1,1,1,1,0,5,0.309,0.396,0.705,-0.03,0.4,-0.01,0.21,0.7,3,-9,0,0,10,4,722
J.Malloy,Detroit Tigers,Cleveland Guardians,0,5,1,1,2,0,3,5,0.317,0.453,0.77,0.106,0.47,0.03,0.24,0.4,4,-6,0,0,7,4,722
R.Greene,Detroit Tigers,Cleveland Guardians,0,4,0,0,0,0,2,4,0.36,0.493,0.854,-0.037,0.36,-0.01,0.19,-1.0,0,0,0,0,0,0,722
M.Canha,Detroit Tigers,Cleveland Guardians,0,4,1,3,0,0,1,4,0.342,0.359,0.701,0.022,0.23,0.01,0.12,0.8,4,-13,16,0,0,4,722
W.Perez,Detroit Tigers,Cleveland Guardians,0,4,3,2,1,0,1,4,0.317,0.404,0.721,0.075,0.39,0.02,0.21,1.5,6,-11,13,0,0,3,722
G.Urshela,Detroit Tigers,Cleveland Guardians,0,2,0,0,2,0,1,4,0.287,0.343,0.63,-0.011,0.51,-0.0,0.27,-0.1,2,0,0,0,0,0,722
J.Baez,Detroit Tigers,Cleveland Guardians,0,4,0,1,0,0,2,4,0.212,0.239,0.452,-0.038,0.35,-0.01,0.18,-0.7,1,1,0,0,0,1,722
J.Rogers,Detroit Tigers,Cleveland Guardians,0,4,1,1,1,0,1,4,0.251,0.368,0.62,0.132,0.32,0.04,0.17,1.2,3,0,0,1,0,3,722
S.Kwan,Cleveland Guardians,Detroit Tigers,1,5,0,1,0,0,1,5,0.396,0.495,0.891,-0.148,1.22,-0.11,1.46,-1.0,1,1,0,0,0,1,722
A.Martinez,Cleveland Guardians,Detroit Tigers,1,4,0,1,0,1,0,5,0.366,0.426,0.792,0.032,0.63,0.02,0.74,0.9,1,-3,4,0,0,2,722
J.Ramirez,Cleveland Guardians,Detroit Tigers,1,5,0,2,1,0,1,5,0.324,0.512,0.835,-0.035,0.54,-0.03,0.65,-0.1,3,-19,21,0,0,3,722
J.Naylor,Cleveland Guardians,Detroit Tigers,1,5,0,1,0,0,1,5,0.318,0.474,0.792,-0.032,0.77,-0.02,0.92,-1.2,1,1,0,0,0,1,722
D.Fry,Cleveland Guardians,Detroit Tigers,1,5,1,2,0,0,1,5,0.395,0.465,0.86,-0.096,0.79,-0.07,0.94,-1.2,3,2,0,0,0,2,722
