Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
N.Schanuel,Los Angeles Angels,Washington Nationals,0,3,1,0,0,3,1,6,0.344,0.372,0.716,-0.045,0.6,-0.0,0.01,-0.5,1,0,0,0,0,0,811
Z.Neto,Los Angeles Angels,Washington Nationals,0,4,1,0,0,2,1,6,0.329,0.464,0.794,0.005,0.58,0.0,0.02,-1.1,1,0,0,0,0,0,811
K.Pillar,Los Angeles Angels,Washington Nationals,0,5,0,2,3,0,1,5,0.314,0.434,0.748,0.162,0.87,0.0,0.02,1.9,5,-12,14,0,0,3,811
T.Ward,Los Angeles Angels,Washington Nationals,0,5,0,2,0,0,0,5,0.314,0.396,0.71,-0.05,0.43,-0.0,0.01,-0.7,2,2,0,0,0,2,811
B.Drury,Los Angeles Angels,Washington Nationals,0,2,2,0,0,3,0,5,0.241,0.195,0.436,0.071,0.61,0.0,0.01,0.4,2,0,0,0,0,0,811
M.Moniak,Los Angeles Angels,Washington Nationals,0,5,1,3,0,0,1,5,0.265,0.355,0.62,0.045,0.99,0.0,0.03,0.8,4,-10,13,0,0,4,811
J.Adell,Los Angeles Angels,Washington Nationals,0,4,1,0,0,1,0,5,0.281,0.395,0.676,0.029,0.65,0.0,0.02,-0.3,1,0,0,0,0,0,811
M.Thaiss,Los Angeles Angels,Washington Nationals,0,2,0,2,0,3,0,5,0.362,0.367,0.729,0.114,0.59,0.0,0.01,2.1,2,2,0,0,0,0,811
M.Stefanic,Los Angeles Angels,Washington Nationals,0,4,0,0,1,1,1,5,0.368,0.344,0.712,-0.081,0.76,-0.0,0.02,-1.1,1,0,0,0,0,0,811
A.Call,Washington Nationals,Los Angeles Angels,1,5,0,2,1,0,1,5,0.507,0.565,1.071,0.054,1.05,0.0,0.03,0.6,3,-4,6,0,0,3,811
L.Garcia,Washington Nationals,Los Angeles Angels,1,4,0,2,2,1,0,5,0.328,0.463,0.791,0.143,1.4,0.0,0.05,2.0,4,-18,20,0,0,0,811
J.Yepez,Washington Nationals,Los Angeles Angels,1,3,0,0,0,2,0,5,0.367,0.484,0.851,-0.303,1.88,-0.01,0.06,-1.4,0,0,0,0,0,0,811
J.Wood,Washington Nationals,Los Angeles Angels,1,3,0,0,0,1,0,4,0.355,0.429,0.784,-0.022,0.9,0.0,0.03,-0.4,0,0,0,0,0,0,811
J.Tena,Washington Nationals,Los Angeles Angels,1,1,0,0,0,0,0,1,0.222,0.222,0.444,-0.016,0.66,0.0,0.02,-0.2,0,0,0,0,0,0,811
I.Vargas,Washington Nationals,Los Angeles Angels,1,3,0,0,0,0,0,3,0.31,0.336,0.647,-0.127,1.19,-0.0,0.04,-2.1,0,0,0,0,0,0,811
T.Blankenhorn,Washington Nationals,Los Angeles Angels,1,4,0,0,0,0,0,4,0.138,0.143,0.281,-0.036,0.35,-0.0,0.01,-0.7,0,0,0,0,0,0,811
J.Young,Washington Nationals,Los Angeles Angels,1,4,2,2,1,0,1,4,0.314,0.324,0.637,-0.012,0.41,0.0,0.01,0.9,5,0,0,0,2,5,811
R.Adams,Washington Nationals,Los Angeles Angels,1,4,1,1,0,0,0,4,0.306,0.355,0.661,-0.006,0.42,0.0,0.01,-0.1,2,1,0,0,0,1,811
N.Nunez,Washington Nationals,Los Angeles Angels,1,3,1,2,0,1,0,4,0.36,0.273,0.633,0.076,0.54,0.0,0.02,1.0,3,2,0,0,0,2,811
J.Altuve,Houston Astros,Boston Red Sox,0,4,1,3,0,0,0,4,0.355,0.443,0.799,0.128,0.94,0.1,1.2,1.2,4,3,0,0,0,3,811
