Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
C.Cowser,Baltimore Orioles,Cleveland Guardians,0,2,1,1,0,1,0,3,0.329,0.461,0.79,0.067,0.84,0.05,1.06,0.6,2,-15,16,0,0,2,801
A.Slater,Baltimore Orioles,Cleveland Guardians,0,1,0,1,0,0,0,1,0.313,0.229,0.543,0.002,0.04,0.0,0.05,0.7,1,1,0,0,0,1,801
A.Rutschman,Baltimore Orioles,Cleveland Guardians,0,4,0,0,1,0,0,4,0.329,0.419,0.748,-0.113,2.05,-0.08,2.59,-0.4,1,0,0,0,0,0,801
G.Henderson,Baltimore Orioles,Cleveland Guardians,0,4,0,2,1,0,0,4,0.376,0.561,0.937,0.091,0.59,0.07,0.74,0.5,3,-19,21,0,0,3,801
A.Santander,Baltimore Orioles,Cleveland Guardians,0,4,1,1,1,0,1,4,0.314,0.538,0.852,0.004,0.58,0.0,0.73,-0.1,3,-31,0,0,32,4,801
R.O'Hearn,Baltimore Orioles,Cleveland Guardians,0,3,0,0,0,1,0,4,0.343,0.452,0.795,-0.065,0.64,-0.05,0.81,-0.3,0,0,0,0,0,0,801
R.Mountcastle,Baltimore Orioles,Cleveland Guardians,0,4,0,0,0,0,3,4,0.311,0.442,0.752,-0.049,0.49,-0.04,0.62,-0.8,0,0,0,0,0,0,801
C.Mullins,Baltimore Orioles,Cleveland Guardians,0,4,0,0,0,0,1,4,0.279,0.395,0.674,-0.048,0.47,-0.04,0.6,-0.8,0,0,0,0,0,0,801
R.Urias,Baltimore Orioles,Cleveland Guardians,0,3,0,0,0,0,2,3,0.318,0.381,0.699,-0.026,0.35,-0.02,0.44,-0.5,0,0,0,0,0,0,801
E.Jimenez,Baltimore Orioles,Cleveland Guardians,0,1,0,0,0,0,1,1,0.296,0.343,0.639,0.0,0.01,0.0,0.01,-0.2,0,0,0,0,0,0,801
J.Holliday,Baltimore Orioles,Cleveland Guardians,0,2,1,0,0,0,1,3,0.136,0.146,0.283,-0.034,0.46,-0.03,0.58,-0.1,1,0,0,0,0,0,801
S.Kwan,Cleveland Guardians,Baltimore Orioles,1,5,1,2,0,0,1,5,0.385,0.486,0.872,0.026,0.45,0.02,0.45,-0.0,3,2,0,0,0,0,801
L.Thomas,Cleveland Guardians,Baltimore Orioles,1,4,2,2,0,1,1,5,0.334,0.412,0.747,0.088,0.63,0.05,0.62,1.5,4,-16,18,0,0,4,801
J.Ramirez,Cleveland Guardians,Baltimore Orioles,1,3,2,2,3,0,0,4,0.33,0.542,0.872,0.042,0.65,0.03,0.64,1.3,7,-50,24,0,28,6,801
D.Schneemann,Cleveland Guardians,Baltimore Orioles,1,1,0,0,0,0,1,1,0.295,0.416,0.711,0.0,0.0,0.0,0.0,-0.4,0,0,0,0,0,0,801
J.Naylor,Cleveland Guardians,Baltimore Orioles,1,3,2,2,1,2,0,5,0.326,0.478,0.804,0.083,0.54,0.05,0.54,1.2,5,2,0,0,0,2,801
D.Fry,Cleveland Guardians,Baltimore Orioles,1,5,1,1,3,0,3,5,0.387,0.456,0.843,0.182,0.62,0.11,0.61,1.5,5,-8,0,0,9,4,801
J.Noel,Cleveland Guardians,Baltimore Orioles,1,3,0,0,0,1,1,4,0.301,0.561,0.862,-0.022,0.35,-0.01,0.35,-0.5,0,0,0,0,0,0,801
T.Freeman,Cleveland Guardians,Baltimore Orioles,1,3,1,0,0,0,0,4,0.319,0.348,0.667,-0.046,0.47,-0.03,0.46,-0.7,1,0,0,0,0,0,801
B.Naylor,Cleveland Guardians,Baltimore Orioles,1,4,1,1,3,0,1,4,0.269,0.352,0.621,-0.016,0.3,-0.01,0.3,2.1,5,-7,0,0,8,4,801
B.Rocchio,Cleveland Guardians,Baltimore Orioles,1,3,0,1,0,1,0,4,0.298,0.304,0.602,-0.009,0.19,-0.01,0.19,0.1,1,-13,14,0,0,2,801
M.Garcia,Kansas City Royals,Detroit Tigers,0,5,1,1,0,0,0,5,0.286,0.345,0.631,0.045,0.76,0.04,1.02,-0.1,2,1,0,0,0,1,801
B.Witt,Kansas City Royals,Detroit Tigers,0,4,2,2,2,1,1,5,0.398,0.604,1.002,0.047,0.51,0.04,0.69,2.1,6,-49,31,0,20,0,801
V.Pasquantino,Kansas City Royals,Detroit Tigers,0,5,2,2,4,0,0,5,0.32,0.444,0.764,0.144,0.5,0.12,0.67,2.1,8,-12,0,0,14,8,801
S.Perez,Kansas City Royals,Detroit Tigers,0,4,0,1,0,0,0,4,0.336,0.465,0.8,-0.004,0.35,-0.0,0.48,-0.1,1,1,0,0,0,1,801
H.Renfroe,Kansas City Royals,Detroit Tigers,0,4,0,1,0,0,1,4,0.317,0.415,0.732,-0.043,0.45,-0.03,0.61,-0.6,1,1,0,0,0,1,801
M.Massey,Kansas City Royals,Detroit Tigers,0,3,1,1,0,0,0,4,0.278,0.459,0.737,-0.006,0.35,-0.01,0.47,-0.0,2,-8,9,0,0,2,801
F.Fermin,Kansas City Royals,Detroit Tigers,0,4,0,2,1,0,0,4,0.357,0.442,0.799,0.075,0.55,0.06,0.74,0.6,3,2,0,0,0,2,801
G.Hampson,Kansas City Royals,Detroit Tigers,0,4,0,0,0,0,1,4,0.292,0.342,0.634,-0.028,0.49,-0.02,0.67,-0.8,0,0,0,0,0,0,801
K.Isbel,Kansas City Royals,Detroit Tigers,0,3,1,0,0,0,0,4,0.281,0.37,0.65,-0.048,0.44,-0.04,0.6,-0.5,1,0,0,0,0,0,801
M.Vierling,Detroit Tigers,Kansas City Royals,1,4,0,1,0,0,0,4,0.291,0.436,0.727,0.027,0.67,0.0,0.14,-0.1,1,1,0,0,0,1,801
C.Keith,Detroit Tigers,Kansas City Royals,1,3,1,1,0,1,1,4,0.314,0.402,0.716,0.03,1.0,0.0,0.22,0.2,2,1,0,0,0,1,801
W.Perez,Detroit Tigers,Kansas City Royals,1,3,0,1,0,1,0,4,0.301,0.394,0.694,-0.006,0.95,-0.0,0.21,0.3,1,1,0,0,0,1,801
J.Malloy,Detroit Tigers,Kansas City Royals,1,4,0,0,0,0,1,4,0.299,0.4,0.699,-0.101,1.21,-0.01,0.27,-1.1,0,0,0,0,0,0,801
B.Madris,Detroit Tigers,Kansas City Royals,1,2,0,0,1,0,1,3,0.355,0.357,0.712,-0.058,1.34,-0.01,0.29,-0.4,1,0,0,0,0,0,801
A.Ibanez,Detroit Tigers,Kansas City Royals,1,1,0,0,0,0,0,1,0.318,0.421,0.739,-0.001,0.02,0.0,0.0,-0.3,0,0,0,0,0,0,801
D.Dingler,Detroit Tigers,Kansas City Royals,1,3,0,0,0,0,2,3,0.286,0.333,0.619,-0.072,0.89,-0.01,0.19,-0.6,0,0,0,0,0,0,801
G.Urshela,Detroit Tigers,Kansas City Royals,1,3,0,1,0,0,0,3,0.279,0.323,0.603,0.034,0.66,0.0,0.14,0.2,1,1,0,0,0,1,801
Z.McKinstry,Detroit Tigers,Kansas City Royals,1,3,0,0,0,0,0,3,0.234,0.286,0.52,-0.08,1.12,-0.01,0.24,-0.8,0,0,0,0,0,0,801
R.Kreidler,Detroit Tigers,Kansas City Royals,1,2,0,0,0,0,0,2,0.208,0.205,0.413,-0.087,1.15,-0.01,0.25,-0.7,0,0,0,0,0,0,801
R.Vilade,Detroit Tigers,Kansas City Royals,1,1,0,0,0,0,0,1,0.294,0.344,0.638,-0.005,0.18,-0.0,0.04,-0.2,0,0,0,0,0,0,801
X.Edwards,Miami Marlins,Atlanta Braves,0,3,0,1,0,1,0,4,0.453,0.48,0.933,0.02,0.77,0.0,0.0,0.2,1,1,0,0,0,1,801
J.Burger,Miami Marlins,Atlanta Braves,0,3,0,2,1,1,0,4,0.287,0.418,0.706,0.128,1.01,0.0,0.0,1.6,3,2,0,0,0,2,801
J.Sanchez,Miami Marlins,Atlanta Braves,0,3,0,0,0,1,1,4,0.289,0.404,0.693,-0.127,1.35,0.0,0.0,-1.1,0,0,0,0,0,0,801
J.Bride,Miami Marlins,Atlanta Braves,0,4,0,1,0,0,2,4,0.32,0.378,0.698,-0.061,1.25,0.0,0.0,-0.6,1,1,0,0,0,1,801
K.Stowers,Miami Marlins,Atlanta Braves,0,3,0,0,0,0,2,4,0.267,0.419,0.685,-0.076,1.23,0.0,0.0,-0.6,0,0,0,0,0,0,801
O.Lopez,Miami Marlins,Atlanta Braves,0,4,0,1,0,0,1,4,0.256,0.308,0.563,-0.092,0.95,0.0,0.0,-1.1,1,1,0,0,0,1,801
N.Gordon,Miami Marlins,Atlanta Braves,0,4,0,0,0,0,2,4,0.26,0.374,0.634,-0.103,1.03,0.0,0.0,-1.0,0,0,0,0,0,0,801
F.Wall,Miami Marlins,Atlanta Braves,0,2,1,1,0,0,1,2,0.314,0.25,0.564,0.033,0.98,0.0,0.0,0.6,2,1,0,0,0,1,801
D.Hensley,Miami Marlins,Atlanta Braves,0,1,1,0,0,1,1,2,0.333,0.0,0.333,0.003,0.8,0.0,0.0,0.1,1,0,0,0,0,0,801
N.Fortes,Miami Marlins,Atlanta Braves,0,3,0,0,1,0,0,4,0.235,0.282,0.517,-0.085,0.85,0.0,0.0,-0.8,1,0,0,0,0,0,801
J.Soler,Atlanta Braves,Miami Marlins,1,3,0,0,0,1,2,4,0.328,0.412,0.74,-0.03,0.53,-0.03,0.74,-0.5,0,0,0,0,0,0,801
A.Riley,Atlanta Braves,Miami Marlins,1,4,1,1,1,0,2,4,0.323,0.454,0.778,0.056,0.56,0.05,0.77,-0.0,3,-14,0,0,15,4,801
M.Ozuna,Atlanta Braves,Miami Marlins,1,4,1,2,0,0,0,4,0.379,0.583,0.962,0.027,0.38,0.02,0.52,0.3,3,2,0,0,0,2,801
M.Olson,Atlanta Braves,Miami Marlins,1,4,1,1,2,0,1,4,0.305,0.417,0.722,0.098,0.51,0.08,0.72,0.7,4,-17,0,0,18,4,801
O.Arcia,Atlanta Braves,Miami Marlins,1,3,1,1,1,0,0,3,0.264,0.361,0.625,0.044,0.3,0.04,0.42,0.6,3,-9,0,0,10,4,801
E.Rosario,Atlanta Braves,Miami Marlins,1,3,0,0,0,0,1,3,0.22,0.327,0.548,-0.017,0.22,-0.01,0.3,-0.4,0,0,0,0,0,0,801
S.Murphy,Atlanta Braves,Miami Marlins,1,3,0,1,0,0,1,3,0.299,0.379,0.678,-0.006,0.31,-0.01,0.43,0.0,1,1,0,0,0,1,801
J.Kelenic,Atlanta Braves,Miami Marlins,1,3,0,1,0,0,0,3,0.29,0.408,0.698,0.001,0.4,0.0,0.56,-0.2,1,-14,15,0,0,2,801
W.Merrifield,Atlanta Braves,Miami Marlins,1,3,0,0,0,0,2,3,0.278,0.29,0.568,-0.033,0.45,-0.03,0.63,-0.8,0,0,0,0,0,0,801
M.Winn,St Louis Cardinals,Chicago Cubs,0,5,1,2,2,0,1,5,0.329,0.414,0.743,0.336,1.1,0.23,1.27,1.3,5,-6,0,0,8,5,801
W.Contreras,St Louis Cardinals,Chicago Cubs,0,5,0,0,0,0,1,5,0.379,0.493,0.872,-0.1,0.82,-0.07,0.95,-1.1,0,0,0,0,0,0,801
P.Goldschmidt,St Louis Cardinals,Chicago Cubs,0,5,2,3,1,0,0,5,0.295,0.399,0.694,0.094,0.61,0.07,0.7,0.7,6,-31,17,0,17,7,801
N.Arenado,St Louis Cardinals,Chicago Cubs,0,4,0,2,1,0,0,4,0.319,0.387,0.706,0.1,1.0,0.07,1.16,0.8,3,2,0,0,0,2,801
T.Pham,St Louis Cardinals,Chicago Cubs,0,4,0,2,0,0,1,4,0.339,0.402,0.741,0.005,1.06,0.0,1.23,-0.0,2,2,0,0,0,2,801
B.Donovan,St Louis Cardinals,Chicago Cubs,0,4,0,0,0,0,2,4,0.327,0.389,0.716,-0.114,1.17,-0.08,1.35,-1.1,0,0,0,0,0,0,801
L.Nootbaar,St Louis Cardinals,Chicago Cubs,0,4,0,1,0,0,1,4,0.326,0.394,0.721,0.003,1.04,0.0,1.2,0.2,1,1,0,0,0,1,801
P.Pages,St Louis Cardinals,Chicago Cubs,0,4,0,0,0,0,2,4,0.28,0.333,0.613,-0.126,1.05,-0.09,1.22,-1.1,0,0,0,0,0,0,801
M.Siani,St Louis Cardinals,Chicago Cubs,0,4,1,2,0,0,1,4,0.296,0.328,0.624,-0.025,1.15,-0.02,1.33,-0.2,3,2,0,0,0,2,801
I.Happ,Chicago Cubs,St. Louis Cardinals,1,4,0,0,0,0,3,4,0.339,0.439,0.777,-0.093,0.92,-0.01,0.23,-0.8,0,0,0,0,0,0,801
