Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
J.Profar,San Diego Padres,Washington Nationals,0,4,0,1,0,0,1,4,0.387,0.478,0.865,-0.02,0.42,-0.01,0.49,-0.4,1,-16,17,0,0,2,725
D.Solano,San Diego Padres,Washington Nationals,0,4,1,2,0,0,1,4,0.356,0.402,0.758,0.003,0.46,0.0,0.53,0.1,3,2,0,0,0,2,725
X.Bogaerts,San Diego Padres,Washington Nationals,0,3,1,1,0,1,0,4,0.299,0.338,0.637,0.025,0.6,0.02,0.69,0.0,2,1,0,0,0,1,725
M.Machado,San Diego Padres,Washington Nationals,0,4,0,0,0,0,0,4,0.315,0.411,0.726,-0.089,0.77,-0.06,0.89,-1.6,0,0,0,0,0,0,725
J.Cronenworth,San Diego Padres,Washington Nationals,0,3,1,0,0,1,0,4,0.321,0.423,0.743,0.017,0.55,0.01,0.63,-0.0,1,0,0,0,0,0,725
H.Kim,San Diego Padres,Washington Nationals,0,4,0,2,3,0,2,4,0.327,0.368,0.695,0.223,0.93,0.15,1.07,2.3,5,-11,13,0,0,3,725
J.Merrill,San Diego Padres,Washington Nationals,0,3,0,0,0,1,1,4,0.316,0.439,0.755,-0.018,0.39,-0.01,0.45,-0.4,0,0,0,0,0,0,725
L.Campusano,San Diego Padres,Washington Nationals,0,3,0,0,0,0,1,3,0.277,0.373,0.649,-0.032,0.41,-0.02,0.47,-0.7,0,0,0,0,0,0,725
B.Johnson,San Diego Padres,Washington Nationals,0,3,0,0,0,0,1,3,0.209,0.154,0.363,-0.034,0.44,-0.02,0.51,-0.7,0,0,0,0,0,0,725
C.Abrams,Washington Nationals,San Diego Padres,1,3,0,0,0,1,1,4,0.333,0.467,0.799,-0.001,0.75,0.0,0.19,-0.2,0,0,0,0,0,0,725
L.Thomas,Washington Nationals,San Diego Padres,1,1,0,0,0,2,0,3,0.32,0.396,0.716,-0.017,1.06,-0.0,0.27,-0.1,0,0,0,0,0,0,725
J.Winker,Washington Nationals,San Diego Padres,1,3,0,0,0,0,1,3,0.374,0.422,0.796,-0.101,1.02,-0.02,0.26,-1.0,0,0,0,0,0,0,725
J.Yepez,Washington Nationals,San Diego Padres,1,3,0,0,0,0,0,3,0.409,0.583,0.992,-0.076,0.97,-0.01,0.25,-0.8,0,0,0,0,0,0,725
J.Wood,Washington Nationals,San Diego Padres,1,3,0,0,0,0,3,3,0.277,0.303,0.58,-0.056,0.75,-0.01,0.19,-0.5,0,0,0,0,0,0,725
K.Ruiz,Washington Nationals,San Diego Padres,1,3,0,0,0,0,0,3,0.253,0.332,0.585,-0.034,0.45,-0.01,0.12,-0.4,0,0,0,0,0,0,725
L.Garcia,Washington Nationals,San Diego Padres,1,3,0,0,0,0,1,3,0.305,0.438,0.743,-0.056,0.74,-0.01,0.19,-0.6,0,0,0,0,0,0,725
I.Vargas,Washington Nationals,San Diego Padres,1,3,0,0,0,0,1,3,0.319,0.353,0.672,-0.054,0.72,-0.01,0.18,-0.5,0,0,0,0,0,0,725
J.Young,Washington Nationals,San Diego Padres,1,3,0,0,0,0,2,3,0.312,0.308,0.62,-0.031,0.4,-0.01,0.1,-0.4,0,0,0,0,0,0,725
G.Henderson,Baltimore Orioles,Miami Marlins,0,5,0,1,0,0,0,5,0.37,0.565,0.934,-0.059,0.41,-0.04,0.51,-0.8,1,1,0,0,0,1,725
J.Westburg,Baltimore Orioles,Miami Marlins,0,5,1,0,0,0,0,5,0.312,0.484,0.796,-0.046,0.36,-0.03,0.44,-1.1,1,0,0,0,0,0,725
A.Santander,Baltimore Orioles,Miami Marlins,0,5,1,2,1,0,0,5,0.307,0.524,0.832,0.212,1.02,0.16,1.27,1.1,4,-26,0,0,28,5,725
R.O'Hearn,Baltimore Orioles,Miami Marlins,0,4,1,0,0,1,1,5,0.344,0.458,0.803,-0.146,1.09,-0.11,1.35,-1.0,1,0,0,0,0,0,725
R.Mountcastle,Baltimore Orioles,Miami Marlins,0,5,1,3,1,0,2,5,0.31,0.441,0.751,-0.016,1.78,-0.01,2.21,-0.4,5,-20,23,0,0,4,725
C.Cowser,Baltimore Orioles,Miami Marlins,0,3,2,1,3,1,2,4,0.321,0.446,0.766,0.205,0.54,0.15,0.67,2.3,6,-13,0,0,14,4,725
A.Hays,Baltimore Orioles,Miami Marlins,0,4,0,2,0,0,0,4,0.316,0.395,0.711,0.037,0.35,0.03,0.43,0.9,2,2,0,0,0,2,725
C.Norby,Baltimore Orioles,Miami Marlins,0,4,1,2,1,0,1,4,0.278,0.611,0.889,-0.009,0.63,-0.01,0.78,0.6,4,0,0,0,2,5,725
J.McCann,Baltimore Orioles,Miami Marlins,0,4,0,1,1,0,0,4,0.253,0.321,0.575,0.069,0.52,0.05,0.65,-0.8,2,1,0,0,0,1,725
J.Chisholm,Miami Marlins,Baltimore Orioles,1,5,0,0,1,0,0,5,0.32,0.407,0.727,0.077,1.45,0.0,0.0,0.2,1,0,0,0,0,0,725
X.Edwards,Miami Marlins,Baltimore Orioles,1,4,1,2,2,0,0,5,0.444,0.421,0.865,-0.114,1.72,0.0,0.0,0.7,5,2,0,0,0,2,725
J.Bell,Miami Marlins,Baltimore Orioles,1,5,1,2,2,0,2,5,0.299,0.377,0.675,0.416,2.36,0.0,0.0,1.3,5,-10,0,0,12,5,725
B.De,Miami Marlins,Baltimore Orioles,1,5,0,2,1,0,1,5,0.285,0.41,0.695,-0.132,1.3,0.0,0.0,0.2,3,-16,18,0,0,4,725
J.Sanchez,Miami Marlins,Baltimore Orioles,1,5,0,0,0,0,2,5,0.294,0.419,0.713,-0.242,1.42,0.0,0.0,-1.6,0,0,0,0,0,0,725
O.Lopez,Miami Marlins,Baltimore Orioles,1,5,0,0,0,0,1,5,0.274,0.332,0.605,-0.201,1.45,0.0,0.0,-1.2,0,0,0,0,0,0,725
J.Bride,Miami Marlins,Baltimore Orioles,1,2,0,1,0,1,0,3,0.29,0.286,0.576,0.005,0.27,0.0,0.0,0.3,1,1,0,0,0,1,725
N.Gordon,Miami Marlins,Baltimore Orioles,1,2,1,1,0,0,1,2,0.263,0.389,0.652,-0.139,3.27,0.0,0.0,-0.1,2,1,0,0,0,1,725
E.Rivera,Miami Marlins,Baltimore Orioles,1,3,0,0,0,0,2,3,0.298,0.248,0.547,-0.037,0.46,0.0,0.0,-0.8,0,0,0,0,0,0,725
V.Brujan,Miami Marlins,Baltimore Orioles,1,0,1,0,0,1,0,1,0.316,0.333,0.649,0.059,1.24,0.0,0.0,0.4,1,0,0,0,0,0,725
N.Fortes,Miami Marlins,Baltimore Orioles,1,3,1,1,0,0,1,3,0.218,0.256,0.474,-0.002,0.34,0.0,0.0,-0.0,2,1,0,0,0,1,725
J.Burger,Miami Marlins,Baltimore Orioles,1,0,1,0,0,1,0,1,0.271,0.388,0.659,0.102,2.79,0.0,0.0,0.7,1,0,0,0,0,0,725
W.Perez,Detroit Tigers,Cleveland Guardians,0,4,0,1,0,0,1,4,0.312,0.405,0.716,-0.035,0.42,-0.01,0.19,-0.4,1,1,0,0,0,1,725
C.Keith,Detroit Tigers,Cleveland Guardians,0,3,0,1,0,1,0,4,0.313,0.393,0.706,0.015,0.35,0.0,0.15,0.1,1,1,0,0,0,1,725
J.Malloy,Detroit Tigers,Cleveland Guardians,0,3,0,1,0,1,2,4,0.321,0.442,0.763,0.027,0.58,0.01,0.26,0.1,1,1,0,0,0,1,725
R.Greene,Detroit Tigers,Cleveland Guardians,0,4,0,0,0,0,3,4,0.357,0.485,0.842,-0.08,0.84,-0.02,0.37,-1.2,0,0,0,0,0,0,725
M.Vierling,Detroit Tigers,Cleveland Guardians,0,4,0,0,0,0,0,4,0.288,0.445,0.734,-0.062,0.61,-0.02,0.27,-0.9,0,0,0,0,0,0,725
B.Madris,Detroit Tigers,Cleveland Guardians,0,4,1,3,0,0,0,4,0.3,0.4,0.7,0.059,0.46,0.02,0.2,1.2,4,2,1,0,0,4,725
Z.McKinstry,Detroit Tigers,Cleveland Guardians,0,4,0,0,0,0,2,4,0.238,0.302,0.54,-0.087,0.7,-0.02,0.3,-1.6,0,0,0,0,0,0,725
J.Rogers,Detroit Tigers,Cleveland Guardians,0,4,1,1,0,0,1,4,0.251,0.371,0.622,0.018,0.5,0.01,0.22,-0.3,2,1,0,0,0,1,725
J.Baez,Detroit Tigers,Cleveland Guardians,0,4,1,1,3,0,1,4,0.21,0.25,0.46,0.211,0.75,0.06,0.33,1.7,5,-1,0,0,2,4,725
S.Kwan,Cleveland Guardians,Detroit Tigers,1,4,0,0,0,0,1,4,0.394,0.497,0.891,-0.076,0.76,-0.05,0.8,-0.8,0,0,0,0,0,0,725
A.Martinez,Cleveland Guardians,Detroit Tigers,1,4,0,0,0,0,1,4,0.333,0.397,0.731,-0.047,0.46,-0.03,0.48,-0.5,0,0,0,0,0,0,725
J.Ramirez,Cleveland Guardians,Detroit Tigers,1,3,0,1,0,1,1,4,0.326,0.515,0.841,-0.017,0.64,-0.01,0.67,-0.0,1,-21,22,0,0,2,725
D.Fry,Cleveland Guardians,Detroit Tigers,1,2,0,0,0,0,2,2,0.39,0.457,0.847,-0.048,0.9,-0.03,0.94,-0.5,0,0,0,0,0,0,725
W.Brennan,Cleveland Guardians,Detroit Tigers,1,2,0,0,0,0,0,2,0.295,0.384,0.679,-0.032,0.6,-0.02,0.63,-0.5,0,0,0,0,0,0,725
J.Naylor,Cleveland Guardians,Detroit Tigers,1,3,0,1,0,0,0,3,0.319,0.471,0.79,-0.011,0.53,-0.01,0.56,-0.1,1,-16,17,0,0,2,725
J.Noel,Cleveland Guardians,Detroit Tigers,1,2,0,1,0,0,1,2,0.296,0.612,0.909,0.013,0.8,0.01,0.83,0.2,1,-2,3,0,0,2,725
D.Schneemann,Cleveland Guardians,Detroit Tigers,1,1,0,0,0,0,1,1,0.306,0.429,0.734,-0.03,1.04,-0.02,1.09,-0.3,0,0,0,0,0,0,725
A.Gimenez,Cleveland Guardians,Detroit Tigers,1,3,0,1,0,0,1,3,0.297,0.331,0.628,-0.027,0.96,-0.02,1.0,-0.3,1,1,0,0,0,1,725
B.Rocchio,Cleveland Guardians,Detroit Tigers,1,2,0,0,0,0,1,3,0.302,0.296,0.597,-0.057,1.04,-0.04,1.09,-0.6,0,0,0,0,0,0,725
B.Naylor,Cleveland Guardians,Detroit Tigers,1,2,0,0,0,0,1,2,0.273,0.335,0.608,-0.049,0.96,-0.03,1.01,-0.5,0,0,0,0,0,0,725
T.Freeman,Cleveland Guardians,Detroit Tigers,1,1,0,0,0,0,0,1,0.322,0.355,0.677,-0.053,1.34,-0.03,1.4,-0.5,0,0,0,0,0,0,725
L.Robert,Chicago White Sox,Texas Rangers,0,4,0,0,0,0,3,4,0.293,0.466,0.759,-0.13,1.27,0.0,0.0,-1.0,0,0,0,0,0,0,725
T.Pham,Chicago White Sox,Texas Rangers,0,4,0,0,0,0,2,4,0.327,0.372,0.7,-0.099,0.95,0.0,0.0,-0.7,0,0,0,0,0,0,725
A.Vaughn,Chicago White Sox,Texas Rangers,0,4,0,0,0,0,1,4,0.286,0.379,0.665,-0.125,1.25,0.0,0.0,-0.7,0,0,0,0,0,0,725
G.Sheets,Chicago White Sox,Texas Rangers,0,2,0,1,0,0,0,2,0.311,0.368,0.679,-0.023,0.98,0.0,0.0,-0.2,1,1,0,0,0,1,725
C.Julks,Chicago White Sox,Texas Rangers,0,1,0,0,0,0,1,1,0.311,0.382,0.693,-0.043,1.73,0.0,0.0,-0.2,0,0,0,0,0,0,725
A.Benintendi,Chicago White Sox,Texas Rangers,0,1,0,0,0,0,0,1,0.252,0.308,0.559,-0.051,2.07,0.0,0.0,-0.2,0,0,0,0,0,0,725
