Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
B.Turang,Milwaukee Brewers,Minnesota Twins,0,5,0,0,0,0,1,5,0.334,0.38,0.715,-0.094,0.76,-0.07,0.99,-0.9,0,0,0,0,0,0,721
W.Contreras,Milwaukee Brewers,Minnesota Twins,0,4,0,0,0,1,0,5,0.35,0.434,0.784,-0.084,0.67,-0.07,0.88,-0.6,0,0,0,0,0,0,721
W.Adames,Milwaukee Brewers,Minnesota Twins,0,5,0,1,0,0,2,5,0.332,0.43,0.762,0.022,0.91,0.02,1.18,-0.1,1,-23,24,0,0,2,721
S.Frelick,Milwaukee Brewers,Minnesota Twins,0,4,1,1,0,0,0,4,0.347,0.35,0.698,-0.055,1.21,-0.04,1.58,-0.5,2,1,0,0,0,1,721
R.Hoskins,Milwaukee Brewers,Minnesota Twins,0,4,1,2,2,0,1,4,0.307,0.42,0.727,0.33,1.56,0.26,2.05,1.6,5,-13,0,0,15,5,721
J.Ortiz,Milwaukee Brewers,Minnesota Twins,0,4,1,1,0,0,1,4,0.361,0.421,0.782,-0.019,1.52,-0.01,1.98,-0.3,2,1,0,0,0,1,721
G.Mitchell,Milwaukee Brewers,Minnesota Twins,0,4,1,1,0,0,2,4,0.35,0.364,0.714,-0.08,1.52,-0.06,1.99,-0.5,2,1,0,0,0,1,721
J.Chourio,Milwaukee Brewers,Minnesota Twins,0,4,2,2,3,0,1,4,0.302,0.404,0.705,0.406,1.32,0.32,1.73,2.4,7,-21,13,0,10,6,721
E.Haase,Milwaukee Brewers,Minnesota Twins,0,4,2,3,3,0,1,4,0.455,0.857,1.312,0.224,0.96,0.18,1.26,2.6,8,0,0,0,3,9,721
W.Castro,Minnesota Twins,Milwaukee Brewers,1,2,1,1,0,2,1,5,0.355,0.424,0.779,-0.035,2.19,-0.03,2.86,0.1,2,-23,24,0,0,2,721
T.Larnach,Minnesota Twins,Milwaukee Brewers,1,3,1,1,2,0,1,3,0.313,0.436,0.748,0.185,1.6,0.14,2.09,0.7,4,-9,0,0,10,4,721
R.Jeffers,Minnesota Twins,Milwaukee Brewers,1,2,0,1,0,0,1,2,0.32,0.458,0.778,-0.07,4.2,-0.06,5.49,-0.2,1,1,0,0,0,1,721
B.Buxton,Minnesota Twins,Milwaukee Brewers,1,5,2,2,2,0,0,5,0.335,0.51,0.844,0.035,1.12,0.03,1.47,1.1,6,-9,0,0,11,8,721
M.Kepler,Minnesota Twins,Milwaukee Brewers,1,4,2,1,0,1,1,5,0.308,0.392,0.7,0.042,1.41,0.03,1.85,0.1,3,-16,17,0,0,2,721
C.Santana,Minnesota Twins,Milwaukee Brewers,1,4,1,0,0,1,2,5,0.325,0.429,0.753,-0.115,1.69,-0.09,2.21,-0.3,1,0,0,0,0,0,721
B.Lee,Minnesota Twins,Milwaukee Brewers,1,4,0,1,1,1,0,5,0.31,0.396,0.707,-0.025,1.49,-0.02,1.95,0.3,2,1,0,0,0,1,721
A.Martin,Minnesota Twins,Milwaukee Brewers,1,3,0,0,0,0,2,3,0.315,0.353,0.668,-0.091,1.3,-0.07,1.7,-1.1,0,0,0,0,0,0,721
M.Wallner,Minnesota Twins,Milwaukee Brewers,1,2,0,1,0,0,1,2,0.349,0.451,0.8,0.077,2.41,0.06,3.15,0.5,1,1,0,0,0,1,721
E.Julien,Minnesota Twins,Milwaukee Brewers,1,2,0,0,0,2,1,4,0.315,0.364,0.679,0.151,1.9,0.12,2.48,0.7,0,0,0,0,0,0,721
C.Vazquez,Minnesota Twins,Milwaukee Brewers,1,3,0,1,1,0,0,3,0.22,0.297,0.517,0.144,1.36,0.11,1.78,1.3,2,1,0,0,0,1,721
M.Margot,Minnesota Twins,Milwaukee Brewers,1,1,0,0,0,0,0,1,0.295,0.335,0.63,-0.147,5.4,-0.11,7.07,-0.8,0,0,0,0,0,0,721
M.Winn,St Louis Cardinals,Atlanta Braves,0,4,0,1,0,1,1,5,0.335,0.416,0.751,-0.003,0.56,-0.0,0.69,0.0,1,1,0,0,0,1,721
A.Burleson,St Louis Cardinals,Atlanta Braves,0,5,1,2,2,0,1,5,0.324,0.5,0.824,0.139,0.7,0.1,0.87,0.8,5,-16,0,0,18,5,721
W.Contreras,St Louis Cardinals,Atlanta Braves,0,4,1,1,1,0,3,4,0.402,0.521,0.923,0.022,0.59,0.02,0.74,0.3,3,-10,0,0,11,4,721
B.Donovan,St Louis Cardinals,Atlanta Braves,0,4,0,1,0,0,0,4,0.341,0.413,0.755,-0.025,0.65,-0.02,0.81,-0.3,1,1,0,0,0,1,721
N.Arenado,St Louis Cardinals,Atlanta Braves,0,4,0,0,0,0,0,4,0.32,0.382,0.702,-0.07,0.7,-0.05,0.88,-0.9,0,0,0,0,0,0,721
