,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
0,M.Margot,Minnesota Twins,Cleveland Guardians,0,3,0,1,0,1,1,4,.298,.346,.644,0.002,0.78,0.00,0.94,0.3,1,-14,15,0,0,2,916
1,M.Wallner,Minnesota Twins,Cleveland Guardians,0,1,0,0,0,0,0,1,.359,.533,.892,-0.012,0.47,-0.01,0.57,-0.1,0,0,0,0,0,0,916
2,C.Correa,Minnesota Twins,Cleveland Guardians,0,3,1,1,0,2,2,5,.381,.525,.905,0.072,1.58,0.05,1.93,1.0,2,-17,18,0,0,2,916
3,C.Santana,Minnesota Twins,Cleveland Guardians,0,5,0,1,0,0,2,5,.330,.433,.763,-0.124,1.39,-0.09,1.69,-0.9,1,1,0,0,0,1,916
4,R.Lewis,Minnesota Twins,Cleveland Guardians,0,4,1,1,0,1,1,5,.310,.504,.815,-0.082,1.30,-0.06,1.58,-1.0,2,1,0,0,0,1,916
5,R.Jeffers,Minnesota Twins,Cleveland Guardians,0,3,1,0,0,1,2,4,.307,.445,.752,-0.035,1.14,-0.03,1.39,-0.6,1,0,0,0,0,0,916
6,B.Buxton,Minnesota Twins,Cleveland Guardians,0,4,0,1,2,0,1,4,.333,.530,.863,0.117,0.92,0.09,1.12,1.1,3,1,0,0,0,1,916
7,K.Farmer,Minnesota Twins,Cleveland Guardians,0,4,0,2,0,0,0,4,.302,.377,.679,0.024,0.42,0.02,0.52,0.3,2,2,0,0,0,2,916
8,C.Vazquez,Minnesota Twins,Cleveland Guardians,0,4,0,0,0,0,2,4,.253,.339,.592,-0.094,0.94,-0.07,1.15,-1.2,0,0,0,0,0,0,916
9,W.Castro,Minnesota Twins,Cleveland Guardians,0,4,0,1,0,0,1,4,.333,.387,.721,-0.035,0.63,-0.03,0.77,-0.4,1,1,0,0,0,1,916
10,A.Martinez,Cleveland Guardians,Minnesota Twins,1,4,0,3,1,0,0,4,.331,.392,.723,0.216,1.93,0.14,2.01,1.5,4,-4,7,0,0,4,916
11,A.Gimenez,Cleveland Guardians,Minnesota Twins,1,4,0,1,1,0,1,4,.299,.335,.634,-0.186,2.37,-0.12,2.47,-0.9,2,1,0,0,0,1,916
12,J.Ramirez,Cleveland Guardians,Minnesota Twins,1,4,0,2,0,0,0,4,.331,.515,.847,-0.070,2.27,-0.04,2.37,-0.1,2,2,0,0,0,2,916
13,J.Naylor,Cleveland Guardians,Minnesota Twins,1,4,1,1,0,0,1,4,.323,.459,.782,-0.013,1.93,-0.01,2.01,-0.9,2,-25,26,0,0,2,916
14,L.Thomas,Cleveland Guardians,Minnesota Twins,1,4,0,0,0,0,1,4,.314,.397,.711,-0.190,1.52,-0.12,1.59,-1.1,0,0,0,0,0,0,916
15,K.Manzardo,Cleveland Guardians,Minnesota Twins,1,3,2,1,2,1,0,4,.270,.407,.677,0.532,1.59,0.33,1.66,1.6,5,-2,0,0,3,4,916
16,W.Brennan,Cleveland Guardians,Minnesota Twins,1,4,0,2,0,0,1,4,.297,.377,.674,0.096,1.19,0.06,1.24,0.5,2,2,0,0,0,2,916
17,B.Naylor,Cleveland Guardians,Minnesota Twins,1,2,0,0,0,1,1,3,.270,.358,.628,0.091,1.87,0.06,1.94,0.4,0,0,0,0,0,0,916
18,D.Fry,Cleveland Guardians,Minnesota Twins,1,0,0,0,0,1,0,1,.358,.449,.807,0.007,0.29,0.01,0.30,0.1,0,0,0,0,0,0,916
19,B.Rocchio,Cleveland Guardians,Minnesota Twins,1,1,1,0,0,0,1,2,.302,.322,.625,-0.010,0.62,-0.01,0.65,-0.1,1,0,0,0,0,0,916
20,D.Schneemann,Cleveland Guardians,Minnesota Twins,1,2,0,0,0,0,1,2,.301,.380,.682,-0.141,2.49,-0.09,2.59,-1.0,0,0,0,0,0,0,916
21,D.Crews,Washington Nationals,New York Mets,0,4,0,0,0,0,2,4,.272,.378,.650,-0.100,1.10,0,0.00,-1.0,0,0,0,0,0,0,916
22,J.Wood,Washington Nationals,New York Mets,0,4,0,1,0,0,1,4,.363,.426,.788,0.078,1.87,0,0.00,-0.3,1,1,0,0,0,1,916
23,J.Yepez,Washington Nationals,New York Mets,0,4,1,1,0,0,1,4,.341,.463,.804,-0.065,1.21,0,0.00,-0.1,2,-14,15,0,0,2,916
24,A.Chaparro,Washington Nationals,New York Mets,0,3,0,0,0,0,1,3,.284,.439,.724,-0.050,0.97,0,0.00,-0.5,0,0,0,0,0,0,916
25,L.Garcia,Washington Nationals,New York Mets,0,1,0,0,0,0,0,1,.320,.442,.762,-0.075,3.27,0,0.00,-0.3,0,0,0,0,0,0,916
26,J.Tena,Washington Nationals,New York Mets,0,4,0,1,1,0,2,4,.336,.420,.756,-0.129,1.79,0,0.00,-0.6,2,1,0,0,0,1,916
27,I.Vargas,Washington Nationals,New York Mets,0,3,0,0,0,0,0,4,.301,.328,.629,-0.057,1.37,0,0.00,-0.5,0,0,0,0,0,0,916
28,K.Ruiz,Washington Nationals,New York Mets,0,4,0,1,0,0,0,4,.266,.374,.639,-0.159,2.12,0,0.00,-0.5,1,1,0,0,0,1,916
29,J.Young,Washington Nationals,New York Mets,0,4,0,1,0,0,2,4,.317,.336,.653,-0.102,2.00,0,0.00,-0.1,1,1,0,0,0,1,916
30,N.Nunez,Washington Nationals,New York Mets,0,2,0,0,0,1,1,3,.383,.282,.665,-0.062,1.08,0,0.00,-0.6,0,0,0,0,0,0,916
31,J.Iglesias,New York Mets,Washington Nationals,1,4,0,2,1,0,0,4,.372,.436,.809,0.268,1.93,0.23,2.73,0.8,3,2,0,0,0,2,916
32,J.Winker,New York Mets,Washington Nationals,1,3,0,0,0,1,0,4,.363,.414,.777,-0.028,1.39,-0.02,1.96,-0.3,0,0,0,0,0,0,916
33,J.Martinez,New York Mets,Washington Nationals,1,4,0,0,0,0,2,4,.323,.418,.742,-0.164,1.58,-0.14,2.23,-1.0,0,0,0,0,0,0,916
34,P.Alonso,New York Mets,Washington Nationals,1,4,0,1,0,0,2,4,.329,.465,.795,-0.105,1.66,-0.09,2.34,-0.5,1,1,0,0,0,1,916
35,B.Nimmo,New York Mets,Washington Nationals,1,3,0,1,0,1,1,4,.336,.392,.728,0.027,1.56,0.02,2.21,0.2,1,1,0,0,0,1,916
