,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
0,J.India,Cincinnati Reds,Chicago Cubs,0,3,0,2,0,0,1,4,.356,.395,.751,0.097,1.02,0,0.00,0.5,2,2,0,0,0,2,927
1,E.De,Cincinnati Reds,Chicago Cubs,0,4,0,1,0,0,2,4,.342,.473,.815,-0.149,1.60,0,0.00,-0.9,1,-35,36,0,0,2,927
2,T.Stephenson,Cincinnati Reds,Chicago Cubs,0,4,0,0,0,0,0,4,.336,.447,.783,-0.204,1.63,0,0.00,-1.2,0,0,0,0,0,0,927
3,S.Steer,Cincinnati Reds,Chicago Cubs,0,4,0,1,0,0,1,4,.321,.408,.730,-0.033,1.46,0,0.00,-0.2,1,1,0,0,0,1,927
4,T.Friedl,Cincinnati Reds,Chicago Cubs,0,3,0,0,0,1,0,4,.311,.384,.695,-0.064,1.42,0,0.00,-0.2,0,0,0,0,0,0,927
5,T.France,Cincinnati Reds,Chicago Cubs,0,2,0,0,0,1,0,3,.309,.371,.679,-0.043,1.38,0,0.00,-0.1,0,0,0,0,0,0,927
6,J.Fraley,Cincinnati Reds,Chicago Cubs,0,3,0,0,0,0,0,3,.328,.385,.713,-0.141,1.84,0,0.00,-1.0,0,0,0,0,0,0,927
7,S.Espinal,Cincinnati Reds,Chicago Cubs,0,3,0,0,0,0,0,3,.297,.359,.656,-0.121,1.59,0,0.00,-0.8,0,0,0,0,0,0,927
8,W.Benson,Cincinnati Reds,Chicago Cubs,0,3,0,0,0,0,0,3,.274,.376,.650,-0.079,1.04,0,0.00,-0.5,0,0,0,0,0,0,927
9,I.Happ,Chicago Cubs,Cincinnati Reds,1,3,0,1,0,0,0,3,.343,.446,.790,-0.022,1.00,0,0.00,-0.1,1,1,0,0,0,1,927
10,D.Swanson,Chicago Cubs,Cincinnati Reds,1,3,0,0,0,0,0,3,.311,.388,.699,-0.109,0.94,0,0.00,-1.2,0,0,0,0,0,0,927
11,C.Bellinger,Chicago Cubs,Cincinnati Reds,1,3,0,0,0,0,0,3,.324,.427,.751,-0.048,0.63,0,0.00,-0.4,0,0,0,0,0,0,927
12,I.Paredes,Chicago Cubs,Cincinnati Reds,1,3,0,0,0,0,1,3,.346,.394,.740,-0.062,0.82,0,0.00,-0.6,0,0,0,0,0,0,927
13,M.Busch,Chicago Cubs,Cincinnati Reds,1,3,0,0,0,0,1,3,.333,.443,.776,-0.044,0.58,0,0.00,-0.4,0,0,0,0,0,0,927
14,N.Hoerner,Chicago Cubs,Cincinnati Reds,1,3,1,2,0,0,0,3,.339,.377,.716,0.085,0.66,0,0.00,0.6,3,-33,35,0,0,3,927
15,P.Crow-Armstrong,Chicago Cubs,Cincinnati Reds,1,2,0,1,0,0,0,3,.289,.389,.678,-0.051,0.93,0,0.00,-0.6,1,1,0,0,0,1,927
16,M.Amaya,Chicago Cubs,Cincinnati Reds,1,2,0,1,1,0,1,3,.288,.358,.646,0.069,1.12,0,0.00,0.4,2,1,0,0,0,1,927
17,K.Alcantara,Chicago Cubs,Cincinnati Reds,1,3,0,0,0,0,0,3,.143,.143,.286,-0.055,0.77,0,0.00,-0.6,0,0,0,0,0,0,927
18,N.Lopez,Chicago White Sox,Detroit Tigers,0,3,0,0,0,0,0,3,.312,.294,.606,-0.074,1.01,0,0.00,-0.7,0,0,0,0,0,0,927
19,M.Vargas,Chicago White Sox,Detroit Tigers,0,0,0,0,0,1,0,1,.250,.266,.516,0.037,0.73,0,0.00,0.4,0,0,0,0,0,0,927
20,Z.DeLoach,Chicago White Sox,Detroit Tigers,0,4,1,2,1,0,1,4,.288,.350,.638,0.091,0.88,0,0.00,0.8,4,-4,5,0,1,6,927
21,A.Benintendi,Chicago White Sox,Detroit Tigers,0,4,0,0,0,0,0,4,.288,.387,.675,-0.097,0.97,0,0.00,-0.9,0,0,0,0,0,0,927
22,A.Vaughn,Chicago White Sox,Detroit Tigers,0,4,0,0,0,0,0,4,.298,.405,.703,-0.110,1.05,0,0.00,-1.0,0,0,0,0,0,0,927
23,G.Sheets,Chicago White Sox,Detroit Tigers,0,3,0,0,0,0,0,3,.303,.357,.660,-0.067,0.89,0,0.00,-0.5,0,0,0,0,0,0,927
24,L.Sosa,Chicago White Sox,Detroit Tigers,0,3,0,0,0,0,0,3,.277,.347,.623,-0.067,0.88,0,0.00,-0.5,0,0,0,0,0,0,927
25,B.Ramos,Chicago White Sox,Detroit Tigers,0,3,0,0,0,0,1,3,.232,.293,.526,-0.054,0.72,0,0.00,-0.5,0,0,0,0,0,0,927
26,K.Lee,Chicago White Sox,Detroit Tigers,0,3,0,0,0,0,1,3,.244,.349,.594,-0.053,0.69,0,0.00,-0.5,0,0,0,0,0,0,927
27,D.Fletcher,Chicago White Sox,Detroit Tigers,0,3,0,1,0,0,1,3,.258,.260,.518,-0.009,0.73,0,0.00,-0.1,1,1,0,0,0,1,927
28,A.Ibanez,Detroit Tigers,Chicago White Sox,1,3,1,1,0,1,0,4,.298,.360,.658,0.121,1.05,0.03,0.43,1.2,2,-8,9,0,0,2,927
29,C.Keith,Detroit Tigers,Chicago White Sox,1,0,0,0,0,1,0,1,.311,.382,.693,0.001,0.10,0,0.04,0.1,0,0,0,0,0,0,927
30,M.Vierling,Detroit Tigers,Chicago White Sox,1,3,1,1,1,1,1,5,.313,.425,.738,0.060,0.84,0.01,0.35,0.5,3,-27,28,0,0,2,927
31,R.Greene,Detroit Tigers,Chicago White Sox,1,4,0,2,1,0,2,4,.351,.485,.836,0.034,1.15,0.01,0.47,0.5,3,-25,27,0,0,3,927
32,J.Malloy,Detroit Tigers,Chicago White Sox,1,3,0,0,0,1,3,4,.293,.368,.661,-0.089,0.97,-0.02,0.40,-0.7,0,0,0,0,0,0,927
33,W.Perez,Detroit Tigers,Chicago White Sox,1,4,0,1,0,0,1,4,.296,.377,.673,-0.036,0.80,-0.01,0.33,-0.9,1,1,0,0,0,1,927
34,S.Torkelson,Detroit Tigers,Chicago White Sox,1,2,0,1,0,2,0,4,.292,.377,.669,0.082,0.90,0.02,0.37,0.4,1,1,0,0,0,1,927
35,T.Sweeney,Detroit Tigers,Chicago White Sox,1,4,0,0,0,0,1,4,.270,.383,.653,-0.168,1.47,-0.04,0.60,-1.8,0,0,0,0,0,0,927
36,J.Rogers,Detroit Tigers,Chicago White Sox,1,3,1,1,0,1,1,4,.257,.355,.613,0.065,1.16,0.01,0.47,0.9,2,-15,16,0,0,2,927
37,P.Meadows,Detroit Tigers,Chicago White Sox,1,4,1,1,0,0,1,4,.308,.437,.745,0.029,0.88,0.01,0.36,-0.1,2,1,0,0,0,1,927
38,K.Schwarber,Philadelphia Phillies,Washington Nationals,0,3,0,0,0,1,0,4,.366,.489,.855,-0.005,0.41,-0.00,0.08,-0.2,0,0,0,0,0,0,927
39,T.Turner,Philadelphia Phillies,Washington Nationals,0,3,0,0,0,0,1,3,.337,.465,.802,-0.035,0.58,-0.00,0.11,-0.6,0,0,0,0,0,0,927
40,E.Sosa,Philadelphia Phillies,Washington Nationals,0,1,0,0,0,0,0,1,.311,.424,.735,0.000,0.01,0,0.00,-0.2,0,0,0,0,0,0,927
41,B.Harper,Philadelphia Phillies,Washington Nationals,0,1,0,0,0,1,1,2,.374,.527,.901,-0.036,0.67,-0.01,0.13,-0.8,0,0,0,0,0,0,927
42,K.Clemens,Philadelphia Phillies,Washington Nationals,0,2,0,0,0,0,0,2,.241,.446,.688,-0.001,0.02,0,0.01,-0.3,0,0,0,0,0,0,927
43,N.Castellanos,Philadelphia Phillies,Washington Nationals,0,2,0,1,0,0,0,2,.310,.429,.739,0.020,0.49,0.00,0.10,0.1,1,1,0,0,0,1,927
