,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
0,T.Ward,Los Angeles Angels,Detroit Tigers,0,3,0,1,0,1,0,4,.311,.402,.713,0.060,1.05,0,0.00,0.5,1,1,0,0,0,1,829
1,Z.Neto,Los Angeles Angels,Detroit Tigers,0,4,1,1,2,0,0,4,.318,.453,.770,0.117,1.14,0,0.00,0.8,4,-19,0,0,20,4,829
2,N.Schanuel,Los Angeles Angels,Detroit Tigers,0,4,0,1,0,0,1,4,.346,.370,.716,-0.098,0.90,0,0.00,-0.8,1,1,0,0,0,1,829
3,A.Rendon,Los Angeles Angels,Detroit Tigers,0,3,1,0,0,1,1,4,.314,.275,.589,0.002,0.66,0,0.00,-0.4,1,0,0,0,0,0,829
4,M.Thaiss,Los Angeles Angels,Detroit Tigers,0,4,0,0,0,0,3,4,.363,.372,.735,-0.079,0.81,0,0.00,-1.0,0,0,0,0,0,0,829
5,M.Moniak,Los Angeles Angels,Detroit Tigers,0,3,0,2,1,0,1,3,.270,.372,.642,0.104,0.77,0,0.00,0.7,3,-14,16,0,0,3,829
6,K.Pillar,Los Angeles Angels,Detroit Tigers,0,1,0,0,0,0,0,1,.305,.406,.712,-0.003,0.13,0,0.00,-0.2,0,0,0,0,0,0,829
7,J.Adell,Los Angeles Angels,Detroit Tigers,0,4,0,0,0,0,1,4,.281,.398,.679,-0.076,0.53,0,0.00,-1.0,0,0,0,0,0,0,829
8,N.Kavadas,Los Angeles Angels,Detroit Tigers,0,3,1,1,0,0,1,3,.182,.200,.382,0.005,0.73,0,0.00,-0.0,2,1,0,0,0,1,829
9,L.O'Hoppe,Los Angeles Angels,Detroit Tigers,0,1,0,0,0,0,0,1,.303,.410,.713,-0.002,0.07,0,0.00,-0.1,0,0,0,0,0,0,829
10,M.Stefanic,Los Angeles Angels,Detroit Tigers,0,2,0,1,0,1,1,3,.319,.280,.599,-0.002,0.77,0,0.00,0.0,1,1,0,0,0,1,829
11,P.Meadows,Detroit Tigers,Los Angeles Angels,1,5,0,1,0,0,2,5,.297,.424,.721,-0.059,1.00,-0.02,0.46,-0.7,1,1,0,0,0,1,829
12,K.Carpenter,Detroit Tigers,Los Angeles Angels,1,3,0,1,0,0,1,3,.347,.585,.932,0.032,1.23,0.01,0.57,0.2,1,1,0,0,0,1,829
13,A.Ibanez,Detroit Tigers,Los Angeles Angels,1,0,0,0,0,1,0,1,.308,.400,.708,0.031,0.65,0.01,0.30,0.3,0,0,0,0,0,0,829
14,R.Greene,Detroit Tigers,Los Angeles Angels,1,4,0,0,0,0,1,4,.350,.480,.830,-0.113,1.35,-0.03,0.62,-0.9,0,0,0,0,0,0,829
15,J.Jung,Detroit Tigers,Los Angeles Angels,1,3,0,1,0,0,0,3,.362,.300,.662,-0.125,1.28,-0.03,0.59,-1.2,1,-1,2,0,0,2,829
16,M.Vierling,Detroit Tigers,Los Angeles Angels,1,1,0,1,0,0,0,1,.306,.441,.747,0.032,0.74,0.01,0.34,0.3,1,1,0,0,0,1,829
17,C.Keith,Detroit Tigers,Los Angeles Angels,1,3,0,0,0,1,0,4,.311,.389,.700,-0.040,1.29,-0.01,0.59,-0.4,0,0,0,0,0,0,829
18,S.Torkelson,Detroit Tigers,Los Angeles Angels,1,3,0,0,0,0,3,4,.287,.382,.669,-0.105,1.52,-0.03,0.70,-0.8,0,0,0,0,0,0,829
19,Z.McKinstry,Detroit Tigers,Los Angeles Angels,1,4,0,3,0,0,1,4,.280,.352,.632,0.109,1.00,0.03,0.46,1.0,3,-9,12,0,0,4,829
20,T.Sweeney,Detroit Tigers,Los Angeles Angels,1,3,0,1,0,0,1,4,.219,.323,.541,-0.004,1.35,-0.00,0.62,0.1,1,1,0,0,0,1,829
21,D.Dingler,Detroit Tigers,Los Angeles Angels,1,4,0,0,0,0,0,4,.175,.291,.466,-0.229,1.58,-0.06,0.73,-2.2,0,0,0,0,0,0,829
22,M.Semien,Texas Rangers,Chicago White Sox,0,5,0,0,0,0,3,5,.311,.394,.705,-0.121,0.93,-0.00,0.03,-1.5,0,0,0,0,0,0,829
23,C.Seager,Texas Rangers,Chicago White Sox,0,4,1,1,1,0,0,4,.354,.513,.867,0.088,0.65,0.00,0.02,0.5,3,-29,0,0,30,4,829
24,J.Smith,Texas Rangers,Chicago White Sox,0,3,0,2,0,1,0,4,.354,.414,.768,0.053,0.47,0.00,0.01,0.6,2,-22,24,0,0,3,829
25,A.Garcia,Texas Rangers,Chicago White Sox,0,4,0,0,0,0,1,4,.284,.397,.681,-0.105,1.02,-0.00,0.04,-1.1,0,0,0,0,0,0,829
26,N.Lowe,Texas Rangers,Chicago White Sox,0,4,1,2,0,0,0,4,.347,.367,.714,0.039,0.73,0.00,0.03,0.4,3,-11,13,0,0,3,829
27,J.Jung,Texas Rangers,Chicago White Sox,0,4,0,2,0,0,0,4,.270,.407,.677,0.109,1.00,0.00,0.03,1.0,2,2,0,0,0,0,829
28,W.Langford,Texas Rangers,Chicago White Sox,0,3,0,0,1,0,0,4,.312,.370,.682,-0.044,1.03,-0.00,0.03,-0.4,1,0,0,0,0,0,829
29,J.Heim,Texas Rangers,Chicago White Sox,0,3,0,0,0,1,0,4,.275,.341,.616,-0.043,0.82,-0.00,0.03,-0.4,0,0,0,0,0,0,829
30,L.Taveras,Texas Rangers,Chicago White Sox,0,4,0,0,0,0,3,4,.282,.345,.627,-0.108,0.92,-0.00,0.03,-1.5,0,0,0,0,0,0,829
31,N.Lopez,Chicago White Sox,Texas Rangers,1,4,0,0,0,0,3,4,.306,.287,.593,-0.143,1.34,0,0.00,-0.9,0,0,0,0,0,0,829
32,L.Robert,Chicago White Sox,Texas Rangers,1,4,0,0,0,0,0,4,.276,.405,.681,-0.129,1.28,0,0.00,-0.8,0,0,0,0,0,0,829
33,A.Benintendi,Chicago White Sox,Texas Rangers,1,3,1,1,1,1,2,4,.278,.375,.653,0.080,0.86,0,0.00,1.0,3,-14,0,0,15,4,829
34,A.Vaughn,Chicago White Sox,Texas Rangers,1,4,0,0,0,0,2,4,.292,.394,.686,-0.150,1.53,0,0.00,-0.8,0,0,0,0,0,0,829
35,G.Sheets,Chicago White Sox,Texas Rangers,1,4,0,1,0,0,1,4,.313,.370,.683,-0.045,1.29,0,0.00,-0.1,1,1,0,0,0,1,829
36,K.Lee,Chicago White Sox,Texas Rangers,1,2,0,0,0,1,0,3,.246,.353,.599,-0.143,1.45,0,0.00,-0.9,0,0,0,0,0,0,829
37,L.Sosa,Chicago White Sox,Texas Rangers,1,3,0,0,0,0,0,3,.247,.295,.543,-0.068,0.87,0,0.00,-0.5,0,0,0,0,0,0,829
38,D.Fletcher,Chicago White Sox,Texas Rangers,1,3,0,1,0,0,1,3,.280,.279,.559,-0.026,1.29,0,0.00,-0.2,1,1,0,0,0,1,829
39,M.Vargas,Chicago White Sox,Texas Rangers,1,2,0,0,0,1,2,3,.264,.296,.560,-0.010,1.29,0,0.00,-0.2,0,0,0,0,0,0,829
40,L.Wade,San Francisco Giants,Milwaukee Brewers,0,3,0,0,0,0,1,3,.398,.376,.774,-0.047,0.59,-0.01,0.14,-0.7,0,0,0,0,0,0,829
41,M.Canha,San Francisco Giants,Milwaukee Brewers,0,1,0,0,0,0,0,1,.341,.349,.690,-0.001,0.03,0,0.01,-0.1,0,0,0,0,0,0,829
42,T.Fitzgerald,San Francisco Giants,Milwaukee Brewers,0,3,0,1,0,1,1,4,.352,.553,.905,0.029,0.35,0.00,0.09,-0.1,1,1,0,0,0,1,829
43,H.Ramos,San Francisco Giants,Milwaukee Brewers,0,4,0,0,0,0,3,4,.338,.497,.836,-0.058,0.55,-0.01,0.13,-0.9,0,0,0,0,0,0,829
44,M.Conforto,San Francisco Giants,Milwaukee Brewers,0,4,0,1,0,0,0,4,.309,.431,.740,0.000,0.44,0,0.10,-0.2,1,1,0,0,0,1,829
45,M.Chapman,San Francisco Giants,Milwaukee Brewers,0,3,0,0,0,0,1,3,.331,.440,.771,-0.069,0.84,-0.01,0.20,-0.9,0,0,0,0,0,0,829
46,P.Bailey,San Francisco Giants,Milwaukee Brewers,0,3,0,0,0,0,1,3,.296,.340,.637,-0.036,0.47,-0.01,0.11,-0.5,0,0,0,0,0,0,829
47,J.Encarnacion,San Francisco Giants,Milwaukee Brewers,0,2,0,0,0,1,0,3,.281,.396,.677,-0.004,0.35,-0.00,0.08,0.1,0,0,0,0,0,0,829
48,G.McCray,San Francisco Giants,Milwaukee Brewers,0,3,0,0,0,0,2,3,.306,.522,.828,-0.029,0.39,-0.00,0.09,-0.7,0,0,0,0,0,0,829
49,T.Estrada,San Francisco Giants,Milwaukee Brewers,0,3,0,0,0,0,1,3,.247,.343,.590,-0.037,0.48,-0.01,0.11,-0.7,0,0,0,0,0,0,829
50,B.Turang,Milwaukee Brewers,San Francisco Giants,1,4,1,1,0,1,1,5,.317,.357,.674,0.015,0.46,0.01,0.57,-0.1,2,1,0,0,0,1,829
51,J.Chourio,Milwaukee Brewers,San Francisco Giants,1,4,1,1,2,1,1,5,.319,.443,.761,0.039,0.57,0.03,0.70,1.3,4,-19,20,0,0,2,829
52,W.Contreras,Milwaukee Brewers,San Francisco Giants,1,3,1,2,1,1,1,4,.361,.466,.827,0.074,0.63,0.06,0.78,1.9,4,2,0,0,0,2,829
53,R.Hoskins,Milwaukee Brewers,San Francisco Giants,1,3,0,0,0,1,3,4,.297,.412,.710,-0.044,0.45,-0.03,0.56,-0.8,0,0,0,0,0,0,829
54,W.Adames,Milwaukee Brewers,San Francisco Giants,1,4,0,1,0,0,2,4,.337,.451,.789,-0.011,0.43,-0.01,0.54,-0.7,1,1,0,0,0,1,829
55,G.Mitchell,Milwaukee Brewers,San Francisco Giants,1,3,1,2,1,1,1,4,.348,.390,.738,0.099,0.24,0.07,0.30,1.6,4,-1,0,0,3,5,829
56,G.Sanchez,Milwaukee Brewers,San Francisco Giants,1,2,1,0,0,2,1,4,.329,.425,.754,0.005,0.32,0.00,0.39,-0.5,1,0,0,0,0,0,829
57,J.Ortiz,Milwaukee Brewers,San Francisco Giants,1,4,0,1,0,0,1,4,.340,.397,.736,0.062,0.38,0.04,0.46,-0.3,1,-18,19,0,0,2,829
58,B.Perkins,Milwaukee Brewers,San Francisco Giants,1,2,1,0,1,1,1,4,.334,.364,.698,0.011,0.39,0.01,0.48,-0.4,2,0,0,0,0,0,829
59,L.Arraez,San Diego Padres,St. Louis Cardinals,0,4,0,0,0,0,0,4,.339,.383,.722,-0.121,1.15,-0.09,1.35,-1.0,0,0,0,0,0,0,829
60,J.Profar,San Diego Padres,St. Louis Cardinals,0,4,0,0,0,0,1,4,.379,.464,.843,-0.083,0.81,-0.06,0.94,-0.7,0,0,0,0,0,0,829
61,J.Cronenworth,San Diego Padres,St. Louis Cardinals,0,4,0,1,0,0,0,4,.321,.400,.721,-0.001,0.64,-0.00,0.76,-0.0,1,-24,25,0,0,2,829
62,M.Machado,San Diego Padres,St. Louis Cardinals,0,4,0,0,0,0,0,4,.323,.458,.781,-0.106,1.03,-0.07,1.21,-1.0,0,0,0,0,0,0,829
63,D.Solano,San Diego Padres,St. Louis Cardinals,0,4,0,0,0,0,3,4,.349,.420,.769,-0.083,0.79,-0.06,0.92,-0.8,0,0,0,0,0,0,829
