,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
0,J.Chourio,Milwaukee Brewers,Cincinnati Reds,0,5,0,1,0,0,0,5,.323,.454,.777,-0.132,1.93,-0.09,2.28,-0.5,1,1,0,0,0,1,901
1,B.Perkins,Milwaukee Brewers,Cincinnati Reds,0,4,0,0,1,0,1,5,.338,.366,.704,-0.203,2.14,-0.14,2.53,-1.2,1,0,0,0,0,0,901
2,W.Contreras,Milwaukee Brewers,Cincinnati Reds,0,5,0,0,0,0,1,5,.359,.468,.827,-0.228,1.76,-0.16,2.09,-1.6,0,0,0,0,0,0,901
3,W.Adames,Milwaukee Brewers,Cincinnati Reds,0,5,1,1,1,0,1,5,.338,.470,.809,-0.096,1.84,-0.07,2.18,0.0,3,-27,0,0,28,4,901
4,B.Hicklen,Milwaukee Brewers,Cincinnati Reds,0,2,0,0,0,0,2,2,.000,.000,.000,-0.045,0.87,-0.03,1.03,-0.4,0,0,0,0,0,0,901
5,S.Frelick,Milwaukee Brewers,Cincinnati Reds,0,2,0,0,0,0,0,2,.336,.343,.679,-0.086,1.67,-0.06,1.98,-0.4,0,0,0,0,0,0,901
6,G.Sanchez,Milwaukee Brewers,Cincinnati Reds,0,4,0,0,0,0,1,4,.322,.410,.732,-0.095,0.93,-0.07,1.09,-0.6,0,0,0,0,0,0,901
7,R.Hoskins,Milwaukee Brewers,Cincinnati Reds,0,4,0,0,0,0,0,4,.294,.410,.704,-0.114,1.09,-0.08,1.29,-0.7,0,0,0,0,0,0,901
8,J.Ortiz,Milwaukee Brewers,Cincinnati Reds,0,3,2,2,0,0,0,4,.338,.394,.732,0.152,1.69,0.11,2.00,1.1,4,-18,20,0,0,3,901
9,B.Turang,Milwaukee Brewers,Cincinnati Reds,0,4,0,2,1,0,0,4,.320,.357,.677,-0.120,2.45,-0.09,2.90,0.2,3,2,0,0,0,2,901
10,J.India,Cincinnati Reds,Milwaukee Brewers,1,4,1,3,1,0,1,5,.349,.396,.745,0.069,1.24,0,0.00,0.4,5,-23,26,0,0,4,901
11,E.De,Cincinnati Reds,Milwaukee Brewers,1,5,0,1,0,0,2,5,.343,.478,.822,-0.035,1.77,0,0.01,-0.3,1,-30,31,0,0,2,901
12,T.Stephenson,Cincinnati Reds,Milwaukee Brewers,1,5,0,1,0,0,2,5,.338,.470,.808,-0.172,1.32,0,0.01,-1.1,1,1,0,0,0,1,901
13,T.Friedl,Cincinnati Reds,Milwaukee Brewers,1,4,0,1,1,0,0,5,.302,.377,.679,0.019,1.24,0,0.00,0.2,2,1,0,0,0,1,901
14,T.France,Cincinnati Reds,Milwaukee Brewers,1,3,0,0,0,2,0,5,.314,.366,.679,-0.183,1.71,0,0.01,-1.0,0,0,0,0,0,0,901
