Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
C.Abrams,Washington Nationals,Atlanta Braves,0,5,0,2,2,0,2,5,0.321,0.441,0.762,0.021,0.82,0.0,0.0,1.3,4,2,0,0,0,2,825
J.Wood,Washington Nationals,Atlanta Braves,0,3,1,0,0,2,1,5,0.379,0.443,0.822,0.005,0.55,0.0,0.0,-0.4,1,0,0,0,0,0,825
L.Garcia,Washington Nationals,Atlanta Braves,0,4,0,1,0,0,1,4,0.327,0.458,0.785,-0.007,0.95,0.0,0.0,-0.2,1,1,0,0,0,0,825
A.Chaparro,Washington Nationals,Atlanta Braves,0,4,0,0,0,0,1,4,0.318,0.415,0.733,-0.061,0.89,0.0,0.0,-0.9,0,0,0,0,0,0,825
J.Tena,Washington Nationals,Atlanta Braves,0,4,0,0,0,0,1,4,0.356,0.419,0.774,-0.063,0.6,0.0,0.0,-0.8,0,0,0,0,0,0,825
K.Ruiz,Washington Nationals,Atlanta Braves,0,4,1,1,0,0,0,4,0.261,0.367,0.627,0.165,1.11,0.0,0.0,0.9,2,1,0,0,0,1,825
J.Gallo,Washington Nationals,Atlanta Braves,0,3,0,0,0,1,3,4,0.285,0.31,0.595,-0.039,1.02,0.0,0.0,-0.3,0,0,0,0,0,0,825
D.Millas,Washington Nationals,Atlanta Braves,0,4,1,2,0,0,2,4,0.25,0.324,0.574,0.138,1.62,0.0,0.0,0.6,3,2,0,0,0,2,825
J.Young,Washington Nationals,Atlanta Braves,0,4,2,2,1,0,0,4,0.313,0.327,0.641,0.005,1.19,0.0,0.0,0.1,5,-18,20,0,0,3,825
M.Harris,Atlanta Braves,Washington Nationals,1,1,0,0,0,0,1,2,0.294,0.362,0.656,0.012,0.91,0.01,1.23,0.2,0,0,0,0,0,0,825
J.Kelenic,Atlanta Braves,Washington Nationals,1,2,0,0,0,0,2,2,0.289,0.398,0.686,-0.053,1.02,-0.04,1.38,-0.4,0,0,0,0,0,0,825
J.Soler,Atlanta Braves,Washington Nationals,1,3,0,0,0,1,1,4,0.335,0.428,0.763,-0.048,0.98,-0.04,1.31,-0.5,0,0,0,0,0,0,825
M.Ozuna,Atlanta Braves,Washington Nationals,1,3,0,0,0,1,2,4,0.377,0.582,0.959,-0.057,1.25,-0.05,1.68,-0.3,0,0,0,0,0,0,825
M.Olson,Atlanta Braves,Washington Nationals,1,4,1,1,1,0,0,4,0.309,0.42,0.729,0.103,1.11,0.08,1.49,0.2,3,-21,0,0,22,4,825
R.Laureano,Atlanta Braves,Washington Nationals,1,3,0,0,0,1,2,4,0.307,0.421,0.728,-0.035,1.09,-0.03,1.46,-0.3,0,0,0,0,0,0,825
