,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
218,218,E.Haase,Milwaukee Brewers,Arizona Diamondbacks,1,1,0,0,0,0,1,1,0.339,0.571,0.91,-0.015,0.51,-0.01,0.45,-0.2,0,0,0,0,0,0,920
219,219,W.Adames,Milwaukee Brewers,Arizona Diamondbacks,1,3,0,1,0,1,1,4,0.33,0.466,0.795,0.002,1.12,0.0,0.99,0.0,1,1,0,0,0,1,920
220,220,R.Hoskins,Milwaukee Brewers,Arizona Diamondbacks,1,4,0,1,0,0,1,4,0.298,0.415,0.713,-0.097,1.67,-0.05,1.48,-1.0,1,1,0,0,0,1,920
221,221,S.Frelick,Milwaukee Brewers,Arizona Diamondbacks,1,4,0,1,0,0,0,4,0.32,0.328,0.648,0.017,1.06,0.01,0.94,0.0,1,1,0,0,0,1,920
222,222,G.Sanchez,Milwaukee Brewers,Arizona Diamondbacks,1,3,0,0,0,0,1,3,0.309,0.394,0.703,-0.107,1.38,-0.06,1.22,-1.0,0,0,0,0,0,0,920
223,223,J.Bauers,Milwaukee Brewers,Arizona Diamondbacks,1,1,0,0,0,0,0,1,0.299,0.354,0.653,-0.017,0.67,-0.01,0.59,-0.2,0,0,0,0,0,0,920
224,224,J.Ortiz,Milwaukee Brewers,Arizona Diamondbacks,1,4,1,1,1,0,0,4,0.331,0.399,0.73,0.007,0.94,0.0,0.83,0.5,3,-10,0,0,11,4,920
225,225,A.Martinez,Cleveland Guardians,St. Louis Cardinals,0,4,0,1,0,1,0,5,0.318,0.365,0.683,0.022,0.67,0.0,0.21,-0.2,1,1,0,0,0,1,920
226,226,K.Manzardo,Cleveland Guardians,St. Louis Cardinals,0,2,0,0,0,1,1,3,0.301,0.444,0.746,-0.073,1.2,-0.01,0.38,-0.7,0,0,0,0,0,0,920
227,227,D.Fry,Cleveland Guardians,St. Louis Cardinals,0,2,0,0,0,0,0,2,0.354,0.443,0.797,-0.014,0.3,-0.0,0.1,-0.5,0,0,0,0,0,0,920
228,228,J.Ramirez,Cleveland Guardians,St. Louis Cardinals,0,4,1,3,2,0,0,4,0.332,0.517,0.849,0.228,0.97,0.04,0.31,2.2,6,-33,0,0,36,6,920
229,229,J.Naylor,Cleveland Guardians,St. Louis Cardinals,0,3,0,0,0,1,0,4,0.32,0.462,0.782,-0.041,0.97,-0.01,0.31,-0.6,0,0,0,0,0,0,920
230,230,L.Thomas,Cleveland Guardians,St. Louis Cardinals,0,4,1,1,1,0,0,4,0.313,0.404,0.717,-0.068,1.07,-0.01,0.34,-0.1,3,-13,0,0,14,4,920
231,231,A.Gimenez,Cleveland Guardians,St. Louis Cardinals,0,4,1,1,1,0,0,4,0.301,0.342,0.642,0.04,0.59,0.01,0.19,0.4,3,-8,0,0,9,4,920
232,232,W.Brennan,Cleveland Guardians,St. Louis Cardinals,0,4,0,0,0,0,0,4,0.298,0.375,0.673,-0.042,0.41,-0.01,0.13,-0.7,0,0,0,0,0,0,920
233,233,B.Naylor,Cleveland Guardians,St. Louis Cardinals,0,4,1,1,0,0,0,4,0.266,0.35,0.616,-0.012,0.46,-0.0,0.15,-0.3,2,1,0,0,0,1,920
234,234,D.Schneemann,Cleveland Guardians,St. Louis Cardinals,0,3,1,1,1,1,2,4,0.304,0.378,0.681,0.122,0.56,0.02,0.18,0.8,3,1,0,0,0,1,920
235,235,M.Winn,St Louis Cardinals,St. Louis Cardinals,0,4,0,0,0,0,1,4,0.313,0.405,0.719,-0.097,0.91,0.0,0.0,-1.0,0,0,0,0,0,0,920
236,236,A.Burleson,St Louis Cardinals,St. Louis Cardinals,0,4,1,1,0,0,0,4,0.313,0.427,0.74,0.022,0.8,0.0,0.0,0.1,2,-19,20,0,0,2,920
237,237,P.Goldschmidt,St Louis Cardinals,St. Louis Cardinals,0,2,0,0,0,2,0,4,0.304,0.411,0.715,0.004,0.74,0.0,0.0,0.1,0,0,0,0,0,0,920
238,238,N.Arenado,St Louis Cardinals,St. Louis Cardinals,0,4,0,1,0,0,0,4,0.322,0.393,0.715,-0.137,1.08,0.0,0.0,-1.1,1,1,0,0,0,1,920
239,239,B.Donovan,St Louis Cardinals,St. Louis Cardinals,0,3,0,0,0,1,0,4,0.341,0.412,0.753,-0.054,1.07,0.0,0.0,-0.8,0,0,0,0,0,0,920
240,240,L.Nootbaar,St Louis Cardinals,St. Louis Cardinals,0,4,0,2,1,0,1,4,0.336,0.401,0.737,0.124,0.96,0.0,0.0,1.2,3,-15,17,0,0,3,920
241,241,J.Walker,St Louis Cardinals,St. Louis Cardinals,0,4,0,1,0,0,0,4,0.247,0.346,0.592,-0.132,1.27,0.0,0.0,-1.5,1,1,0,0,0,1,920
242,242,T.Saggese,St Louis Cardinals,St. Louis Cardinals,0,4,0,2,0,0,1,4,0.194,0.323,0.516,0.042,0.73,0.0,0.0,0.3,2,1,1,0,0,3,920
243,243,P.Pages,St Louis Cardinals,St. Louis Cardinals,0,2,0,0,0,0,1,2,0.269,0.362,0.631,-0.059,1.18,0.0,0.0,-0.5,0,0,0,0,0,0,920
244,244,L.Baker,St Louis Cardinals,St. Louis Cardinals,0,1,0,0,0,0,1,1,0.302,0.441,0.744,-0.051,1.96,0.0,0.0,-0.4,0,0,0,0,0,0,920
245,245,G.Torres,New York Yankees,Oakland Athletics,0,5,0,1,0,0,2,5,0.325,0.367,0.692,-0.062,0.95,-0.03,0.64,-0.5,1,1,0,0,0,1,920
246,246,A.Wells,New York Yankees,Oakland Athletics,0,5,0,0,0,0,1,5,0.327,0.413,0.74,-0.161,1.1,-0.07,0.73,-1.6,0,0,0,0,0,0,920
247,247,A.Judge,New York Yankees,Oakland Athletics,0,3,0,0,0,1,1,4,0.454,0.683,1.137,-0.046,0.82,-0.02,0.54,-0.2,0,0,0,0,0,0,920
248,248,J.Chisholm,New York Yankees,Oakland Athletics,0,3,0,0,0,1,1,4,0.326,0.434,0.76,-0.059,1.18,-0.02,0.79,-0.5,0,0,0,0,0,0,920
249,249,G.Stanton,New York Yankees,Oakland Athletics,0,3,0,1,0,0,2,3,0.293,0.468,0.761,0.022,1.02,0.01,0.68,0.1,1,1,0,0,0,1,920
250,250,J.Dominguez,New York Yankees,Oakland Athletics,0,1,1,0,0,0,1,1,0.297,0.313,0.61,0.036,3.41,0.01,2.27,0.1,1,0,0,0,0,0,920
251,251,A.Rizzo,New York Yankees,Oakland Athletics,0,3,1,1,0,1,0,4,0.287,0.329,0.617,0.015,1.84,0.01,1.23,0.0,2,1,0,0,0,1,920
252,252,T.Grisham,New York Yankees,Oakland Athletics,0,3,0,1,0,0,1,3,0.293,0.376,0.669,-0.006,0.97,-0.0,0.65,-0.1,1,1,0,0,0,1,920
253,253,J.Soto,New York Yankees,Oakland Athletics,0,1,0,1,1,0,0,1,0.419,0.577,0.997,0.135,2.38,0.05,1.59,1.0,2,-30,31,0,0,2,920
254,254,A.Volpe,New York Yankees,Oakland Athletics,0,4,0,3,2,0,0,4,0.295,0.369,0.665,0.176,1.58,0.07,1.05,1.7,5,3,0,0,0,3,920
255,255,A.Verdugo,New York Yankees,Oakland Athletics,0,3,0,0,0,0,0,4,0.293,0.354,0.647,-0.15,1.36,-0.06,0.91,-1.2,0,0,0,0,0,0,920
256,256,L.Butler,Oakland Athletics,New York Yankees,1,4,1,1,0,0,2,4,0.323,0.51,0.833,-0.022,1.21,0.0,0.0,0.0,2,1,0,0,0,1,920
257,257,B.Rooker,Oakland Athletics,New York Yankees,1,4,1,0,0,0,2,4,0.373,0.58,0.953,-0.105,1.09,0.0,0.0,-0.7,1,0,0,0,0,0,920
258,258,J.Bleday,Oakland Athletics,New York Yankees,1,3,0,1,1,1,0,4,0.329,0.45,0.779,0.09,1.28,0.0,0.0,0.7,2,1,0,0,0,1,920
259,259,S.Langeliers,Oakland Athletics,New York Yankees,1,4,0,1,1,0,3,4,0.281,0.445,0.726,-0.012,2.04,0.0,0.0,0.1,2,1,0,0,0,1,920
260,260,S.Brown,Oakland Athletics,New York Yankees,1,4,0,0,0,0,1,4,0.29,0.391,0.681,-0.192,1.57,0.0,0.0,-1.2,0,0,0,0,0,0,920
261,261,Z.Gelof,Oakland Athletics,New York Yankees,1,4,0,0,0,0,2,4,0.275,0.374,0.649,-0.126,1.22,0.0,0.0,-0.8,0,0,0,0,0,0,920
262,262,T.Soderstrom,Oakland Athletics,New York Yankees,1,3,0,0,0,0,0,3,0.299,0.402,0.701,-0.079,1.07,0.0,0.0,-0.5,0,0,0,0,0,0,920
263,263,J.Wilson,Oakland Athletics,New York Yankees,1,3,0,0,0,0,0,3,0.28,0.309,0.589,-0.056,0.76,0.0,0.0,-0.3,0,0,0,0,0,0,920
264,264,M.Schuemann,Oakland Athletics,New York Yankees,1,3,0,0,0,0,0,3,0.308,0.307,0.615,-0.1,1.33,0.0,0.0,-0.5,0,0,0,0,0,0,920
265,265,D.Fletcher,Chicago White Sox,San Diego Padres,0,5,0,0,0,0,2,5,0.261,0.268,0.528,-0.354,2.23,0.0,0.0,-1.8,0,0,0,0,0,0,920
266,266,N.Lopez,Chicago White Sox,San Diego Padres,0,5,0,0,0,0,2,5,0.315,0.297,0.611,-0.204,1.47,0.0,0.0,-1.2,0,0,0,0,0,0,920
267,267,L.Robert,Chicago White Sox,San Diego Padres,0,4,0,1,0,0,1,4,0.278,0.386,0.664,0.012,0.92,0.0,0.0,0.1,1,-16,17,0,0,0,920
268,268,A.Benintendi,Chicago White Sox,San Diego Padres,0,4,0,1,0,0,2,4,0.289,0.393,0.682,-0.085,1.24,0.0,0.0,-0.5,1,1,0,0,0,1,920
269,269,A.Vaughn,Chicago White Sox,San Diego Padres,0,4,0,1,0,0,2,4,0.299,0.413,0.712,-0.097,1.25,0.0,0.0,-0.8,1,-29,30,0,0,2,920
270,270,G.Sheets,Chicago White Sox,San Diego Padres,0,3,1,0,0,1,1,4,0.308,0.364,0.672,-0.073,1.08,0.0,0.0,-0.6,1,0,0,0,0,0,920
271,271,L.Sosa,Chicago White Sox,San Diego Padres,0,4,1,1,2,0,1,4,0.269,0.332,0.602,0.287,1.02,0.0,0.0,1.2,4,-5,0,0,6,4,920
272,272,B.Ramos,Chicago White Sox,San Diego Padres,0,4,0,0,0,0,1,4,0.232,0.303,0.534,-0.081,0.79,0.0,0.0,-0.5,0,0,0,0,0,0,920
273,273,K.Lee,Chicago White Sox,San Diego Padres,0,4,0,2,0,0,1,4,0.237,0.332,0.57,0.064,1.74,0.0,0.0,0.3,2,-12,14,0,0,3,920
274,274,L.Arraez,San Diego Padres,Chicago White Sox,1,5,0,0,0,0,0,5,0.351,0.39,0.74,-0.42,1.77,-0.27,1.91,-2.2,0,0,0,0,0,0,920
275,275,F.Tatis,San Diego Padres,Chicago White Sox,1,5,0,1,1,0,3,5,0.346,0.489,0.835,0.11,1.13,0.07,1.22,0.2,2,-17,18,0,0,0,920
276,276,J.Profar,San Diego Padres,Chicago White Sox,1,4,1,1,0,0,1,4,0.384,0.461,0.845,-0.018,0.53,-0.01,0.56,-0.4,2,1,0,0,0,1,920
277,277,M.Machado,San Diego Padres,Chicago White Sox,1,4,1,1,0,0,2,4,0.328,0.484,0.812,0.009,1.12,0.01,1.21,-0.1,2,1,0,0,0,1,920
278,278,J.Merrill,San Diego Padres,Chicago White Sox,1,3,0,1,2,1,1,4,0.324,0.505,0.829,0.208,1.22,0.13,1.32,1.4,3,-28,29,0,0,2,920
279,279,X.Bogaerts,San Diego Padres,Chicago White Sox,1,4,0,2,0,0,1,4,0.305,0.375,0.68,-0.027,0.82,-0.02,0.88,-0.2,2,2,0,0,0,2,920
280,280,D.Solano,San Diego Padres,Chicago White Sox,1,3,0,1,0,1,1,4,0.343,0.411,0.754,0.031,1.25,0.02,1.34,-0.3,1,1,0,0,0,1,920
281,281,J.Cronenworth,San Diego Padres,Chicago White Sox,1,3,0,3,0,1,0,4,0.327,0.392,0.719,0.172,1.35,0.11,1.46,1.5,3,3,0,0,0,3,920
282,282,K.Higashioka,San Diego Padres,Chicago White Sox,1,4,0,0,0,0,1,4,0.266,0.478,0.744,-0.096,1.85,-0.06,1.99,-1.4,0,0,0,0,0,0,920
283,283,C.Blackmon,Colorado Rockies,Los Angeles Dodgers,0,4,1,1,1,0,1,4,0.316,0.39,0.706,0.018,1.2,0.0,0.0,-0.1,3,-9,0,0,10,4,920
284,284,E.Tovar,Colorado Rockies,Los Angeles Dodgers,0,4,0,1,0,0,2,4,0.292,0.466,0.759,-0.04,0.67,0.0,0.0,-0.4,1,1,0,0,0,1,920
285,285,R.McMahon,Colorado Rockies,Los Angeles Dodgers,0,4,0,0,0,0,2,4,0.331,0.397,0.729,-0.065,0.62,0.0,0.0,-0.7,0,0,0,0,0,0,920
286,286,B.Rodgers,Colorado Rockies,Los Angeles Dodgers,0,3,1,0,0,1,1,4,0.314,0.406,0.72,-0.015,0.76,0.0,0.0,-0.1,1,0,0,0,0,0,920
287,287,M.Toglia,Colorado Rockies,Los Angeles Dodgers,0,4,1,2,1,0,2,4,0.308,0.473,0.781,0.101,1.05,0.0,0.0,1.7,4,-36,13,0,25,6,920
288,288,S.Hilliard,Colorado Rockies,Los Angeles Dodgers,0,3,1,1,1,1,1,4,0.32,0.548,0.868,0.144,1.08,0.0,0.0,1.0,3,-8,0,0,9,4,920
289,289,H.Goodman,Colorado Rockies,Los Angeles Dodgers,0,4,0,0,1,0,2,4,0.229,0.423,0.652,-0.035,1.07,0.0,0.0,-0.3,1,0,0,0,0,0,920
290,290,J.Cave,Colorado Rockies,Los Angeles Dodgers,0,4,0,0,0,0,2,4,0.29,0.392,0.682,-0.15,1.13,0.0,0.0,-1.4,0,0,0,0,0,0,920
291,291,J.Beck,Colorado Rockies,Los Angeles Dodgers,0,2,0,0,0,0,2,3,0.254,0.288,0.543,-0.035,1.26,0.0,0.0,-0.1,0,0,0,0,0,0,920
292,292,S.Ohtani,Los Angeles Dodgers,Colorado Rockies,1,4,2,3,2,0,1,4,0.378,0.635,1.013,0.341,1.16,0.19,1.08,2.4,7,-49,0,0,52,6,920
293,293,M.Betts,Los Angeles Dodgers,Colorado Rockies,1,3,0,0,1,0,0,4,0.377,0.492,0.869,-0.03,0.82,-0.02,0.77,-0.5,1,0,0,0,0,0,920
294,294,T.Hernandez,Los Angeles Dodgers,Colorado Rockies,1,4,1,2,2,0,0,4,0.335,0.493,0.828,0.182,0.9,0.1,0.83,1.5,5,-28,0,0,30,5,920
295,295,F.Freeman,Los Angeles Dodgers,Colorado Rockies,1,4,0,0,0,0,0,4,0.378,0.477,0.855,-0.072,0.72,-0.04,0.67,-0.8,0,0,0,0,0,0,920
296,296,W.Smith,Los Angeles Dodgers,Colorado Rockies,1,4,0,1,0,0,0,4,0.324,0.432,0.756,-0.012,0.49,-0.01,0.46,-0.2,1,1,0,0,0,1,920
297,297,A.Pages,Los Angeles Dodgers,Colorado Rockies,1,4,1,2,1,0,0,4,0.307,0.4,0.707,0.116,0.71,0.07,0.66,0.7,4,-9,0,0,11,5,920
298,298,M.Rojas,Los Angeles Dodgers,Colorado Rockies,1,4,0,0,0,0,1,4,0.336,0.423,0.759,-0.082,0.77,-0.05,0.72,-0.8,0,0,0,0,0,0,920
299,299,M.Muncy,Los Angeles Dodgers,Colorado Rockies,1,3,1,1,0,0,0,3,0.357,0.516,0.873,0.018,0.93,0.01,0.86,-0.0,2,-14,15,0,0,2,920
300,300,E.Hernandez,Los Angeles Dodgers,Colorado Rockies,1,2,0,0,0,0,0,2,0.269,0.351,0.62,-0.072,1.34,-0.04,1.24,-0.5,0,0,0,0,0,0,920
301,301,T.Edman,Los Angeles Dodgers,Colorado Rockies,1,0,1,0,0,1,0,1,0.325,0.505,0.829,0.036,0.76,0.02,0.7,0.4,1,0,0,0,0,0,920
