Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
S.Kwan,Cleveland Guardians,New York Yankees,0,4,0,1,0,0,0,4,0.371,0.457,0.828,0.01,0.64,0.01,0.97,0.0,1,1,0,0,0,1,822
W.Brennan,Cleveland Guardians,New York Yankees,0,2,0,0,0,1,0,3,0.297,0.381,0.678,-0.03,0.77,-0.03,1.16,-0.5,0,0,0,0,0,0,822
L.Thomas,Cleveland Guardians,New York Yankees,0,1,0,0,0,0,1,1,0.311,0.367,0.678,-0.004,0.14,-0.0,0.21,-0.2,0,0,0,0,0,0,822
J.Ramirez,Cleveland Guardians,New York Yankees,0,1,0,0,0,3,0,4,0.332,0.53,0.862,0.014,0.58,0.01,0.88,0.5,0,0,0,0,0,0,822
J.Naylor,Cleveland Guardians,New York Yankees,0,3,0,0,0,1,1,4,0.319,0.466,0.784,-0.073,0.97,-0.07,1.46,-0.8,0,0,0,0,0,0,822
J.Noel,Cleveland Guardians,New York Yankees,0,3,0,0,0,1,1,4,0.319,0.577,0.896,-0.033,0.78,-0.03,1.18,-1.0,0,0,0,0,0,0,822
A.Gimenez,Cleveland Guardians,New York Yankees,0,4,0,0,0,0,2,4,0.301,0.328,0.63,-0.064,0.67,-0.06,1.02,-0.9,0,0,0,0,0,0,822
B.Naylor,Cleveland Guardians,New York Yankees,0,2,0,0,0,0,0,2,0.262,0.35,0.612,-0.043,0.87,-0.04,1.31,-0.4,0,0,0,0,0,0,822
D.Fry,Cleveland Guardians,New York Yankees,0,1,0,0,0,0,0,1,0.363,0.446,0.809,-0.005,0.21,-0.01,0.32,-0.2,0,0,0,0,0,0,822
A.Hedges,Cleveland Guardians,New York Yankees,0,1,0,0,0,0,0,1,0.202,0.21,0.411,0.0,0.0,0.0,0.0,-0.1,0,0,0,0,0,0,822
T.Freeman,Cleveland Guardians,New York Yankees,0,2,0,0,0,0,0,3,0.307,0.326,0.633,-0.052,0.75,-0.05,1.13,-0.3,0,0,0,0,0,0,822
