Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
A.Ibanez,Detroit Tigers,New York Yankees,0,3,0,0,0,0,1,3,0.276,0.296,0.572,-0.055,0.72,-0.03,0.77,-0.5,0,0,0,0,0,0,505
Z.McKinstry,Detroit Tigers,New York Yankees,0,1,0,0,0,0,1,1,0.288,0.25,0.538,-0.024,0.91,-0.01,0.97,-0.2,0,0,0,0,0,0,505
M.Vierling,Detroit Tigers,New York Yankees,0,4,0,1,0,0,0,4,0.313,0.457,0.771,-0.03,0.68,-0.02,0.73,-0.3,1,1,0,0,0,1,505
M.Canha,Detroit Tigers,New York Yankees,0,4,1,1,0,0,1,4,0.37,0.456,0.827,0.001,0.92,0.0,0.98,-0.2,2,1,0,0,0,1,505
R.Greene,Detroit Tigers,New York Yankees,0,3,0,0,0,1,3,4,0.397,0.538,0.935,-0.083,1.09,-0.05,1.17,-0.7,0,0,0,0,0,0,505
J.Rogers,Detroit Tigers,New York Yankees,0,3,1,1,0,0,1,3,0.247,0.284,0.53,0.017,1.13,0.01,1.21,-0.0,2,1,0,0,0,1,505
S.Torkelson,Detroit Tigers,New York Yankees,0,3,0,2,1,0,1,3,0.283,0.304,0.587,0.219,1.57,0.14,1.68,1.5,3,-9,11,0,0,4,505
C.Keith,Detroit Tigers,New York Yankees,0,2,0,0,0,1,1,3,0.227,0.172,0.399,-0.038,1.62,-0.02,1.74,-0.3,0,0,0,0,0,0,505
J.Baez,Detroit Tigers,New York Yankees,0,3,0,0,1,0,0,3,0.221,0.25,0.471,-0.031,2.06,-0.02,2.2,-0.4,1,0,0,0,0,0,505
P.Meadows,Detroit Tigers,New York Yankees,0,2,0,0,0,0,2,2,0.217,0.222,0.439,-0.049,0.96,-0.03,1.03,-0.4,0,0,0,0,0,0,505
K.Carpenter,Detroit Tigers,New York Yankees,0,1,0,0,0,0,0,1,0.324,0.443,0.767,-0.089,3.17,-0.06,3.39,-0.5,0,0,0,0,0,0,505
A.Volpe,New York Yankees,Detroit Tigers,1,3,1,0,0,1,1,4,0.344,0.37,0.715,-0.052,1.56,-0.04,1.99,-0.8,1,0,0,0,0,0,505
J.Soto,New York Yankees,Detroit Tigers,1,4,0,1,3,0,2,4,0.421,0.559,0.98,0.163,1.43,0.12,1.81,1.4,4,-6,7,0,0,2,505
A.Judge,New York Yankees,Detroit Tigers,1,3,1,2,1,1,1,4,0.35,0.439,0.789,0.13,0.42,0.1,0.54,1.7,4,-13,8,0,7,6,505
G.Stanton,New York Yankees,Detroit Tigers,1,4,0,1,0,0,3,4,0.282,0.435,0.717,-0.029,0.45,-0.02,0.57,-0.0,1,1,0,0,0,1,505
A.Verdugo,New York Yankees,Detroit Tigers,1,4,0,0,0,0,2,4,0.353,0.417,0.77,-0.075,0.68,-0.06,0.86,-1.7,0,0,0,0,0,0,505
G.Torres,New York Yankees,Detroit Tigers,1,4,1,1,0,0,1,4,0.293,0.274,0.567,-0.029,0.62,-0.02,0.78,-1.0,2,1,0,0,0,1,505
J.Berti,New York Yankees,Detroit Tigers,1,2,1,1,0,1,1,3,0.304,0.238,0.542,0.104,0.95,0.08,1.21,0.9,2,1,0,0,0,1,505
J.Trevino,New York Yankees,Detroit Tigers,1,3,1,1,0,0,1,3,0.333,0.383,0.717,0.073,1.5,0.06,1.9,0.0,2,1,0,0,0,1,505
O.Cabrera,New York Yankees,Detroit Tigers,1,3,0,2,1,0,1,3,0.285,0.397,0.681,0.026,1.27,0.02,1.62,0.7,3,-3,5,0,0,3,505
B.Doyle,Colorado Rockies,Pittsburgh Pirates,0,4,0,0,0,0,0,4,0.323,0.426,0.749,-0.064,0.62,-0.01,0.12,-0.8,0,0,0,0,0,0,505
R.McMahon,Colorado Rockies,Pittsburgh Pirates,0,3,0,0,0,1,1,4,0.395,0.488,0.883,-0.073,1.09,-0.01,0.21,-0.7,0,0,0,0,0,0,505
E.Diaz,Colorado Rockies,Pittsburgh Pirates,0,4,0,2,0,0,2,4,0.356,0.421,0.776,-0.002,0.58,0.0,0.12,0.2,2,2,0,0,0,0,505
E.Montero,Colorado Rockies,Pittsburgh Pirates,0,4,0,0,0,0,2,4,0.252,0.276,0.528,-0.078,0.76,-0.01,0.15,-1.0,0,0,0,0,0,0,505
B.Rodgers,Colorado Rockies,Pittsburgh Pirates,0,3,1,2,0,1,0,4,0.291,0.35,0.64,0.048,0.91,0.01,0.18,1.0,3,-4,6,0,0,3,505
J.Stallings,Colorado Rockies,Pittsburgh Pirates,0,4,1,1,2,0,0,4,0.419,0.568,0.986,0.07,1.12,0.01,0.22,0.3,4,-1,0,0,2,4,505
S.Bouchard,Colorado Rockies,Pittsburgh Pirates,0,3,1,2,1,1,0,4,0.378,0.452,0.83,0.072,0.69,0.01,0.14,0.7,4,-2,3,0,1,6,505
J.Beck,Colorado Rockies,Pittsburgh Pirates,0,3,0,0,0,0,0,3,0.143,0.143,0.286,-0.06,0.75,-0.01,0.15,-0.7,0,0,0,0,0,0,505
J.Cave,Colorado Rockies,Pittsburgh Pirates,0,1,0,0,0,0,1,1,0.263,0.294,0.557,-0.039,1.33,-0.01,0.26,-0.3,0,0,0,0,0,0,505
