,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
15,15,K.Carpenter,Detroit Tigers,Colorado Rockies,1,3,0,0,1,1,1,5,0.344,0.57,0.914,0.014,0.29,0.01,0.18,-0.4,1,0,0,0,0,0,910
16,16,C.Keith,Detroit Tigers,Colorado Rockies,1,4,1,2,0,0,0,4,0.311,0.383,0.694,-0.018,0.48,-0.01,0.3,0.3,3,-13,15,0,0,3,910
17,17,A.Ibanez,Detroit Tigers,Colorado Rockies,1,4,0,1,2,0,1,4,0.305,0.386,0.691,-0.053,0.53,-0.02,0.33,0.7,3,1,0,0,0,1,910
18,18,J.Jung,Detroit Tigers,Colorado Rockies,1,2,2,0,0,2,1,4,0.342,0.274,0.617,0.03,0.26,0.01,0.16,0.4,2,0,0,0,0,0,910
19,19,T.Sweeney,Detroit Tigers,Colorado Rockies,1,3,1,1,0,1,1,4,0.29,0.431,0.721,-0.02,0.36,-0.01,0.23,0.5,2,1,0,0,0,1,910
20,20,J.Rogers,Detroit Tigers,Colorado Rockies,1,4,1,0,0,0,2,4,0.247,0.355,0.602,0.016,0.39,0.01,0.24,-0.9,1,0,0,0,0,0,910
21,21,C.Morel,Tampa Bay Rays,Philadelphia Phillies,0,5,0,2,1,0,1,5,0.295,0.359,0.654,0.165,1.38,0.01,0.21,1.0,3,-11,10,3,0,5,910
22,22,J.Aranda,Tampa Bay Rays,Philadelphia Phillies,0,4,1,1,0,1,0,5,0.284,0.315,0.599,0.02,1.15,0.0,0.17,-0.1,2,-4,5,0,0,2,910
23,23,J.DeLuca,Tampa Bay Rays,Philadelphia Phillies,0,3,1,1,0,0,1,3,0.279,0.343,0.622,-0.051,1.16,-0.01,0.17,-0.5,2,1,0,0,0,1,910
24,24,B.Lowe,Tampa Bay Rays,Philadelphia Phillies,0,1,0,0,0,0,1,1,0.321,0.475,0.796,-0.101,2.81,-0.01,0.42,-0.7,0,0,0,0,0,0,910
25,25,J.Siri,Tampa Bay Rays,Philadelphia Phillies,0,0,0,0,0,1,0,1,0.257,0.361,0.618,0.004,0.11,0.0,0.02,0.3,0,0,0,0,0,0,910
26,26,Y.Diaz,Tampa Bay Rays,Philadelphia Phillies,0,5,0,1,1,0,1,5,0.337,0.415,0.752,-0.053,1.4,-0.01,0.21,-0.6,2,1,0,0,0,1,910
27,27,J.Lowe,Tampa Bay Rays,Philadelphia Phillies,0,5,0,2,0,0,0,5,0.303,0.405,0.707,-0.061,0.97,-0.01,0.15,-0.2,2,2,0,0,0,2,910
28,28,J.Caminero,Tampa Bay Rays,Philadelphia Phillies,0,4,1,3,1,1,0,5,0.339,0.4,0.739,0.135,1.04,0.01,0.16,1.5,5,3,0,0,0,3,910
29,29,D.Carlson,Tampa Bay Rays,Philadelphia Phillies,0,5,0,1,0,0,0,5,0.282,0.28,0.561,-0.102,1.35,-0.01,0.2,-1.4,1,1,0,0,0,1,910
30,30,L.Driscoll,Tampa Bay Rays,Philadelphia Phillies,0,4,1,1,0,0,0,4,0.214,0.214,0.429,-0.063,1.62,-0.01,0.24,-0.6,2,1,0,0,0,1,910
31,31,J.Caballero,Tampa Bay Rays,Philadelphia Phillies,0,3,0,1,1,1,1,4,0.288,0.361,0.648,0.045,1.57,0.0,0.24,0.7,2,1,0,0,0,1,910
32,32,K.Schwarber,Philadelphia Phillies,Tampa Bay Rays,1,1,2,1,1,1,0,2,0.372,0.496,0.868,0.139,0.93,0.06,0.72,1.4,4,-34,0,0,35,4,910
33,33,B.Kennedy,Philadelphia Phillies,Tampa Bay Rays,1,3,1,1,1,0,1,3,0.368,0.429,0.797,-0.011,0.7,-0.01,0.54,0.5,3,1,0,0,0,1,910
34,34,T.Turner,Philadelphia Phillies,Tampa Bay Rays,1,5,2,3,4,0,1,5,0.345,0.474,0.818,0.177,0.83,0.08,0.64,3.1,9,-15,0,0,18,9,910
35,35,B.Harper,Philadelphia Phillies,Tampa Bay Rays,1,5,0,4,0,0,0,5,0.378,0.528,0.906,0.117,0.65,0.05,0.51,1.4,4,-35,39,0,0,7,910
36,36,N.Castellanos,Philadelphia Phillies,Tampa Bay Rays,1,4,0,0,0,0,1,5,0.301,0.407,0.708,-0.155,1.11,-0.07,0.86,-1.3,0,0,0,0,0,0,910
37,37,B.Stott,Philadelphia Phillies,Tampa Bay Rays,1,5,0,0,0,0,2,5,0.32,0.368,0.687,-0.13,1.0,-0.06,0.77,-1.6,0,0,0,0,0,0,910
38,38,B.Marsh,Philadelphia Phillies,Tampa Bay Rays,1,3,2,1,0,1,1,4,0.333,0.42,0.754,0.011,1.09,0.01,0.84,-0.1,3,1,0,0,0,1,910
39,39,K.Clemens,Philadelphia Phillies,Tampa Bay Rays,1,4,1,1,0,0,1,4,0.273,0.484,0.757,0.1,1.29,0.05,1.0,0.2,2,-8,9,0,0,2,910
40,40,J.Rojas,Philadelphia Phillies,Tampa Bay Rays,1,3,0,1,0,0,0,3,0.28,0.319,0.599,0.095,0.65,0.04,0.51,0.9,1,-10,11,0,0,2,910
41,41,C.Stevenson,Philadelphia Phillies,Tampa Bay Rays,1,1,1,1,2,0,0,1,0.375,0.429,0.804,0.169,3.13,0.08,2.42,1.3,4,-1,2,0,0,2,910
42,42,G.Stubbs,Philadelphia Phillies,Tampa Bay Rays,1,3,0,0,0,1,2,4,0.295,0.265,0.56,-0.074,0.84,-0.03,0.65,-0.8,0,0,0,0,0,0,910
43,43,J.Sanoja,Miami Marlins,Pittsburgh Pirates,0,5,0,1,0,0,1,5,0.364,0.4,0.764,-0.077,1.13,0.0,0.0,-0.7,1,1,0,0,0,1,910
44,44,J.Sanchez,Miami Marlins,Pittsburgh Pirates,0,4,0,0,0,1,1,5,0.306,0.422,0.729,-0.081,0.92,0.0,0.0,-0.6,0,0,0,0,0,0,910
45,45,J.Burger,Miami Marlins,Pittsburgh Pirates,0,5,1,1,1,0,2,5,0.297,0.448,0.745,-0.03,0.82,0.0,0.0,0.1,3,1,0,0,0,1,910
46,46,O.Lopez,Miami Marlins,Pittsburgh Pirates,0,4,1,1,0,1,1,5,0.297,0.349,0.646,-0.063,1.06,0.0,0.0,-0.1,2,1,0,0,0,1,910
47,47,G.Conine,Miami Marlins,Pittsburgh Pirates,0,3,0,0,0,1,2,4,0.313,0.409,0.722,-0.036,0.99,0.0,0.0,-0.0,0,0,0,0,0,0,910
48,48,J.Bride,Miami Marlins,Pittsburgh Pirates,0,3,0,1,1,0,0,4,0.354,0.407,0.761,-0.03,0.9,0.0,0.0,-0.1,2,1,0,0,0,1,910
49,49,K.Stowers,Miami Marlins,Pittsburgh Pirates,0,4,1,2,1,0,0,4,0.261,0.333,0.594,0.029,1.1,0.0,0.0,0.6,4,-6,8,0,0,4,910
50,50,D.Hensley,Miami Marlins,Pittsburgh Pirates,0,3,0,0,0,1,2,4,0.302,0.298,0.6,-0.079,1.24,0.0,0.0,-0.9,0,0,0,0,0,0,910
51,51,J.Pereda,Miami Marlins,Pittsburgh Pirates,0,4,1,3,1,0,0,4,0.304,0.273,0.577,0.116,0.99,0.0,0.0,1.1,5,3,0,0,0,3,910
52,52,I.Kiner-Falefa,Pittsburgh Pirates,Miami Marlins,1,4,1,2,0,0,1,4,0.315,0.385,0.7,0.01,0.72,0.0,0.0,0.1,3,2,0,0,0,2,910
53,53,B.Reynolds,Pittsburgh Pirates,Miami Marlins,1,4,2,2,1,0,0,4,0.343,0.448,0.791,0.216,0.94,0.0,0.0,2.3,5,2,0,0,0,2,910
54,54,O.Cruz,Pittsburgh Pirates,Miami Marlins,1,3,1,0,1,1,2,4,0.325,0.462,0.788,-0.014,0.86,0.0,0.0,-0.4,2,0,0,0,0,0,910
55,55,A.McCutchen,Pittsburgh Pirates,Miami Marlins,1,2,1,1,3,2,0,4,0.338,0.432,0.771,0.08,0.95,0.0,0.0,1.8,5,-19,0,0,20,4,910
56,56,J.Bart,Pittsburgh Pirates,Miami Marlins,1,4,0,1,1,0,1,4,0.345,0.502,0.847,0.09,0.62,0.0,0.0,1.0,2,-8,9,0,0,2,910
57,57,R.Tellez,Pittsburgh Pirates,Miami Marlins,1,4,0,0,0,0,0,4,0.303,0.403,0.705,-0.094,0.57,0.0,0.0,-1.7,0,0,0,0,0,0,910
58,58,N.Gonzales,Pittsburgh Pirates,Miami Marlins,1,2,0,1,0,1,0,4,0.306,0.386,0.692,0.003,0.41,0.0,0.0,0.6,1,1,0,0,0,1,910
59,59,B.Cook,Pittsburgh Pirates,Miami Marlins,1,4,0,0,0,0,0,4,0.25,0.375,0.625,-0.066,0.65,0.0,0.0,-1.4,0,0,0,0,0,0,910
60,60,J.Triolo,Pittsburgh Pirates,Miami Marlins,1,4,1,1,0,0,2,4,0.296,0.305,0.601,0.024,0.57,0.0,0.0,-0.3,2,-9,10,0,0,2,910
61,61,M.Harris,Atlanta Braves,Washington Nationals,0,6,2,3,2,0,1,6,0.285,0.376,0.661,-0.009,0.43,-0.01,0.61,1.3,7,-8,0,0,11,9,910
62,62,J.Soler,Atlanta Braves,Washington Nationals,0,4,2,1,1,1,2,5,0.327,0.41,0.738,0.106,0.57,0.09,0.82,0.5,4,-26,27,0,0,2,910
63,63,E.White,Atlanta Braves,Washington Nationals,0,1,0,0,0,0,0,1,0.345,0.519,0.863,0.0,0.0,0.0,0.0,-0.2,0,0,0,0,0,0,910
64,64,M.Ozuna,Atlanta Braves,Washington Nationals,0,2,2,1,0,1,0,4,0.379,0.561,0.94,0.007,0.49,0.01,0.71,0.6,3,1,0,0,0,1,910
65,65,A.Duvall,Atlanta Braves,Washington Nationals,0,0,1,0,0,1,0,2,0.248,0.328,0.576,0.0,0.0,0.0,0.0,0.6,1,0,0,0,0,0,910
66,66,M.Olson,Atlanta Braves,Washington Nationals,0,5,1,3,2,1,0,6,0.317,0.44,0.757,0.177,0.52,0.15,0.74,2.3,6,-30,33,0,0,4,910
67,67,R.Laureano,Atlanta Braves,Washington Nationals,0,5,1,3,3,0,0,5,0.314,0.415,0.729,0.116,0.68,0.1,0.97,2.9,7,-9,12,0,0,4,910
68,68,S.Murphy,Atlanta Braves,Washington Nationals,0,4,1,2,3,0,2,5,0.291,0.369,0.66,-0.026,0.39,-0.02,0.56,2.2,6,-7,0,0,9,5,910
69,69,G.Urshela,Atlanta Braves,Washington Nationals,0,5,0,0,0,0,0,5,0.283,0.328,0.611,-0.043,0.32,-0.04,0.45,-1.7,0,0,0,0,0,0,910
70,70,O.Arcia,Atlanta Braves,Washington Nationals,0,5,1,1,1,0,1,5,0.274,0.364,0.638,-0.024,0.27,-0.02,0.39,-0.5,3,-15,0,0,16,4,910
71,71,L.Williams,Atlanta Braves,Washington Nationals,0,5,1,1,0,0,2,5,0.275,0.261,0.535,0.042,0.39,0.04,0.55,-0.4,2,1,0,0,0,1,910
72,72,C.Abrams,Washington Nationals,Atlanta Braves,1,3,0,0,0,0,0,3,0.305,0.419,0.724,-0.036,0.48,0.0,0.0,-0.6,0,0,0,0,0,0,910
73,73,N.Nunez,Washington Nationals,Atlanta Braves,1,0,0,0,0,1,0,1,0.457,0.379,0.836,0.0,0.0,0.0,0.0,0.3,0,0,0,0,0,0,910
74,74,J.Wood,Washington Nationals,Atlanta Braves,1,4,0,1,0,0,1,4,0.365,0.414,0.779,0.033,0.23,0.0,0.0,-0.1,1,-10,11,0,0,0,910
75,75,K.Ruiz,Washington Nationals,Atlanta Braves,1,4,0,0,0,0,1,4,0.259,0.366,0.626,-0.036,0.37,0.0,0.0,-1.0,0,0,0,0,0,0,910
76,76,A.Chaparro,Washington Nationals,Atlanta Braves,1,2,0,0,0,1,0,4,0.32,0.489,0.808,0.017,0.65,0.0,0.0,-0.0,0,0,0,0,0,0,910
77,77,J.Tena,Washington Nationals,Atlanta Braves,1,4,0,2,0,0,1,4,0.337,0.406,0.743,-0.054,0.51,0.0,0.0,-0.2,2,-2,4,0,0,4,910
78,78,L.Garcia,Washington Nationals,Atlanta Braves,1,2,0,0,0,0,0,2,0.322,0.443,0.766,-0.03,0.57,0.0,0.0,-0.5,0,0,0,0,0,0,910
79,79,D.Baker,Washington Nationals,Atlanta Braves,1,2,0,0,0,0,1,2,0.25,0.25,0.5,-0.001,0.01,0.0,0.0,-0.5,0,0,0,0,0,0,910
80,80,D.Crews,Washington Nationals,Atlanta Braves,1,4,0,0,0,0,2,4,0.281,0.44,0.721,-0.02,0.2,0.0,0.0,-0.9,0,0,0,0,0,0,910
81,81,J.Gallo,Washington Nationals,Atlanta Braves,1,2,0,0,0,1,1,3,0.288,0.309,0.598,-0.008,0.18,0.0,0.0,0.1,0,0,0,0,0,0,910
82,82,J.Young,Washington Nationals,Atlanta Braves,1,3,0,0,0,0,2,3,0.315,0.337,0.653,-0.022,0.3,0.0,0.0,-0.7,0,0,0,0,0,0,910
83,83,T.Pham,Kansas City Royals,New York Yankees,0,5,1,2,1,0,0,5,0.32,0.388,0.708,0.051,0.79,0.04,1.08,0.8,4,-7,0,0,9,5,910
84,84,B.Witt,Kansas City Royals,New York Yankees,0,5,1,1,1,0,0,5,0.386,0.597,0.984,0.029,0.81,0.02,1.1,-0.2,3,1,0,0,0,0,910
85,85,S.Perez,Kansas City Royals,New York Yankees,0,3,0,2,2,0,1,4,0.337,0.475,0.812,0.183,0.85,0.15,1.16,1.7,4,2,0,0,0,2,910
86,86,M.Melendez,Kansas City Royals,New York Yankees,0,4,0,0,0,0,1,4,0.273,0.411,0.685,-0.068,0.71,-0.06,0.96,-0.9,0,0,0,0,0,0,910
87,87,H.Renfroe,Kansas City Royals,New York Yankees,0,4,0,1,0,0,2,4,0.312,0.403,0.715,-0.066,0.71,-0.05,0.97,-0.5,1,1,0,0,0,1,910
88,88,M.Massey,Kansas City Royals,New York Yankees,0,1,0,1,0,2,0,3,0.291,0.448,0.739,0.09,0.7,0.07,0.95,1.2,1,1,0,0,0,1,910
89,89,M.Garcia,Kansas City Royals,New York Yankees,0,0,0,0,1,0,0,1,0.285,0.344,0.629,0.001,0.0,0.0,0.0,-0.2,1,0,0,0,0,0,910
90,90,P.DeJong,Kansas City Royals,New York Yankees,0,4,0,1,0,0,1,4,0.281,0.44,0.721,-0.077,0.65,-0.06,0.88,-1.0,1,1,0,0,0,1,910
91,91,F.Fermin,Kansas City Royals,New York Yankees,0,4,0,1,0,0,1,4,0.338,0.394,0.732,-0.073,0.69,-0.06,0.93,-0.9,1,1,0,0,0,1,910
92,92,K.Isbel,Kansas City Royals,New York Yankees,0,3,2,2,0,0,1,3,0.28,0.362,0.642,0.039,0.88,0.03,1.19,0.2,4,2,0,0,0,2,910
93,93,R.Grossman,Kansas City Royals,New York Yankees,0,1,0,0,0,0,1,1,0.336,0.317,0.654,-0.001,0.02,-0.0,0.03,-0.2,0,0,0,0,0,0,910
94,94,G.Torres,New York Yankees,Kansas City Royals,1,4,0,2,0,0,1,4,0.329,0.364,0.693,0.033,0.48,0.03,0.66,0.2,2,2,0,0,0,2,910
95,95,J.Soto,New York Yankees,Kansas City Royals,1,4,0,0,0,0,2,4,0.42,0.578,0.998,-0.089,0.88,-0.07,1.22,-1.0,0,0,0,0,0,0,910
96,96,A.Judge,New York Yankees,Kansas City Royals,1,4,0,0,0,0,2,4,0.453,0.688,1.141,-0.066,0.67,-0.06,0.93,-0.8,0,0,0,0,0,0,910
97,97,A.Wells,New York Yankees,Kansas City Royals,1,3,0,1,0,0,1,3,0.342,0.437,0.779,-0.015,0.57,-0.01,0.79,-0.1,1,1,0,0,0,1,910
98,98,G.Stanton,New York Yankees,Kansas City Royals,1,3,0,0,0,0,1,3,0.292,0.479,0.771,-0.072,0.95,-0.06,1.32,-0.8,0,0,0,0,0,0,910
99,99,J.Chisholm,New York Yankees,Kansas City Royals,1,3,0,0,0,0,2,3,0.328,0.445,0.773,-0.048,0.61,-0.04,0.85,-0.6,0,0,0,0,0,0,910
100,100,J.Dominguez,New York Yankees,Kansas City Royals,1,3,0,0,0,0,1,3,0.091,0.091,0.182,-0.03,0.39,-0.03,0.54,-0.4,0,0,0,0,0,0,910
101,101,A.Rizzo,New York Yankees,Kansas City Royals,1,3,0,0,0,0,2,3,0.282,0.33,0.612,-0.058,0.76,-0.05,1.05,-0.6,0,0,0,0,0,0,910
102,102,A.Volpe,New York Yankees,Kansas City Royals,1,3,0,0,0,0,2,3,0.299,0.378,0.677,-0.038,0.5,-0.03,0.7,-0.4,0,0,0,0,0,0,910
103,103,F.Lindor,New York Mets,Toronto Blue Jays,0,4,1,1,0,1,1,5,0.339,0.488,0.828,0.03,0.71,0.03,1.06,-0.0,2,1,0,0,0,1,910
104,104,J.Winker,New York Mets,Toronto Blue Jays,0,2,0,1,0,0,0,3,0.366,0.422,0.788,0.036,1.17,0.03,1.73,0.5,1,1,0,0,0,1,910
105,105,T.Taylor,New York Mets,Toronto Blue Jays,0,0,0,0,0,1,0,1,0.288,0.387,0.675,0.026,0.78,0.02,1.16,0.2,0,0,0,0,0,0,910
106,106,M.Vientos,New York Mets,Toronto Blue Jays,0,4,0,0,0,0,2,4,0.336,0.542,0.877,-0.126,1.33,-0.11,1.97,-1.4,0,0,0,0,0,0,910
107,107,P.Alonso,New York Mets,Toronto Blue Jays,0,3,0,0,0,0,1,4,0.326,0.464,0.789,-0.069,1.19,-0.06,1.77,-0.9,0,0,0,0,0,0,910
108,108,B.Nimmo,New York Mets,Toronto Blue Jays,0,4,0,1,1,0,1,4,0.337,0.393,0.73,0.018,1.18,0.02,1.75,0.0,2,1,0,0,0,1,910
109,109,J.Martinez,New York Mets,Toronto Blue Jays,0,4,0,0,0,0,1,4,0.33,0.433,0.764,-0.071,0.7,-0.06,1.04,-1.0,0,0,0,0,0,0,910
110,110,D.Stewart,New York Mets,Toronto Blue Jays,0,3,0,1,0,0,2,3,0.325,0.297,0.622,-0.023,0.48,-0.02,0.71,-0.3,1,1,0,0,0,1,910
111,111,H.Bader,New York Mets,Toronto Blue Jays,0,1,0,0,0,0,0,1,0.289,0.383,0.672,-0.003,0.13,-0.0,0.19,-0.1,0,0,0,0,0,0,910
112,112,F.Alvarez,New York Mets,Toronto Blue Jays,0,4,0,1,0,0,2,4,0.303,0.361,0.664,-0.028,0.41,-0.03,0.6,-0.5,1,1,0,0,0,1,910
113,113,E.Alvarez,New York Mets,Toronto Blue Jays,0,2,0,0,0,0,1,2,0.0,0.0,0.0,-0.025,0.46,-0.02,0.69,-0.3,0,0,0,0,0,0,910
114,114,J.Iglesias,New York Mets,Toronto Blue Jays,0,2,1,1,0,0,0,2,0.37,0.444,0.815,0.058,0.74,0.05,1.09,1.2,2,-13,14,0,0,2,910
115,115,G.Springer,Toronto Blue Jays,New York Mets,1,4,0,1,0,1,0,5,0.305,0.38,0.684,-0.026,0.69,0.0,0.0,-0.4,1,1,0,0,0,1,910
116,116,D.Varsho,Toronto Blue Jays,New York Mets,1,5,1,1,0,0,1,5,0.292,0.407,0.699,0.022,0.6,0.0,0.0,-0.7,2,1,0,0,0,1,910
117,117,V.Guerrero,Toronto Blue Jays,New York Mets,1,4,0,1,0,1,0,5,0.395,0.549,0.943,0.013,0.59,0.0,0.0,-0.9,1,1,0,0,0,0,910
118,118,A.Kirk,Toronto Blue Jays,New York Mets,1,4,1,1,1,0,0,4,0.309,0.348,0.657,-0.019,1.01,0.0,0.0,-0.5,3,-15,16,0,0,2,910
119,119,E.Clement,Toronto Blue Jays,New York Mets,1,4,3,2,0,0,0,4,0.286,0.422,0.709,0.136,0.94,0.0,0.0,1.6,5,-1,0,3,0,4,910
120,120,S.Horwitz,Toronto Blue Jays,New York Mets,1,3,0,2,1,1,0,4,0.364,0.473,0.837,0.019,0.92,0.0,0.0,0.9,3,-16,18,0,0,3,910
121,121,D.Schneider,Toronto Blue Jays,New York Mets,1,4,1,1,2,0,2,4,0.285,0.336,0.621,0.095,0.97,0.0,0.0,0.6,4,0,0,1,0,3,910
122,122,L.Jimenez,Toronto Blue Jays,New York Mets,1,2,0,1,1,1,1,4,0.335,0.377,0.712,0.082,0.8,0.0,0.0,0.7,2,1,0,0,0,1,910
123,123,J.Loperfido,Toronto Blue Jays,New York Mets,1,4,0,2,1,0,1,4,0.284,0.383,0.667,0.002,0.84,0.0,0.0,0.7,3,-9,11,0,0,3,910
124,124,G.Henderson,Baltimore Orioles,Boston Red Sox,0,4,2,1,0,1,2,5,0.368,0.538,0.905,-0.041,0.68,-0.03,0.96,-0.7,3,1,0,0,0,1,910
125,125,C.Mullins,Baltimore Orioles,Boston Red Sox,0,4,2,2,3,1,0,5,0.307,0.421,0.728,0.265,0.73,0.22,1.03,2.8,7,-15,0,0,17,8,910
126,126,A.Santander,Baltimore Orioles,Boston Red Sox,0,3,1,1,0,2,1,5,0.313,0.515,0.828,-0.044,0.74,-0.04,1.05,-0.3,2,1,0,0,0,1,910
127,127,R.O'Hearn,Baltimore Orioles,Boston Red Sox,0,5,0,1,0,0,1,5,0.334,0.418,0.752,-0.038,0.67,-0.03,0.95,-0.7,1,1,0,0,0,1,910
128,128,A.Rutschman,Baltimore Orioles,Boston Red Sox,0,5,0,1,2,0,0,5,0.322,0.398,0.72,0.049,0.87,0.04,1.23,0.6,3,1,0,0,0,1,910
129,129,C.Cowser,Baltimore Orioles,Boston Red Sox,0,4,0,1,0,0,1,4,0.324,0.432,0.756,-0.026,0.43,-0.02,0.61,-0.7,1,1,0,0,0,1,910
130,130,C.Mayo,Baltimore Orioles,Boston Red Sox,0,3,0,1,0,0,1,3,0.216,0.094,0.31,-0.002,0.44,-0.0,0.62,-0.0,1,1,0,0,0,1,910
131,131,E.Rivera,Baltimore Orioles,Boston Red Sox,0,1,0,0,0,0,1,1,0.301,0.296,0.597,-0.004,0.14,-0.0,0.2,-0.2,0,0,0,0,0,0,910
132,132,J.Holliday,Baltimore Orioles,Boston Red Sox,0,4,0,1,0,0,1,4,0.232,0.311,0.543,-0.031,0.74,-0.03,1.04,-0.5,1,1,0,0,0,1,910
133,133,J.McCann,Baltimore Orioles,Boston Red Sox,0,4,0,1,0,0,2,4,0.265,0.338,0.604,0.006,0.61,0.01,0.86,0.1,1,1,0,0,0,1,910
134,134,J.Duran,Boston Red Sox,Baltimore Orioles,1,5,1,1,0,0,1,5,0.346,0.51,0.856,-0.089,1.01,-0.03,0.64,-0.5,2,1,0,0,0,1,910
135,135,R.Devers,Boston Red Sox,Baltimore Orioles,1,3,0,1,0,1,0,4,0.359,0.54,0.899,-0.011,0.78,-0.0,0.49,-0.1,1,1,0,0,0,1,910
136,136,W.Abreu,Boston Red Sox,Baltimore Orioles,1,3,0,0,0,0,1,3,0.329,0.494,0.823,-0.067,0.85,-0.03,0.54,-0.6,0,0,0,0,0,0,910
137,137,R.Refsnyder,Boston Red Sox,Baltimore Orioles,1,1,0,0,0,0,1,1,0.361,0.472,0.833,-0.02,0.78,-0.01,0.49,-0.3,0,0,0,0,0,0,910
138,138,T.O'Neill,Boston Red Sox,Baltimore Orioles,1,3,1,0,0,1,3,4,0.348,0.541,0.889,-0.039,1.16,-0.01,0.73,0.2,1,0,0,0,0,0,910
139,139,M.Yoshida,Boston Red Sox,Baltimore Orioles,1,4,0,1,1,0,1,4,0.356,0.42,0.776,-0.005,0.9,-0.0,0.56,0.6,2,-17,18,0,0,2,910
140,140,C.Wong,Boston Red Sox,Baltimore Orioles,1,4,1,2,0,0,1,4,0.338,0.439,0.777,-0.006,0.93,-0.0,0.59,0.2,3,-18,20,0,0,4,910
141,141,T.Casas,Boston Red Sox,Baltimore Orioles,1,4,0,1,1,0,3,4,0.339,0.433,0.772,-0.013,1.27,-0.01,0.8,0.1,2,-5,6,0,0,2,910
142,142,E.Valdez,Boston Red Sox,Baltimore Orioles,1,1,0,0,0,1,0,2,0.283,0.386,0.669,-0.021,1.31,-0.01,0.82,-0.2,0,0,0,0,0,0,910
143,143,R.Gonzalez,Boston Red Sox,Baltimore Orioles,1,2,0,0,0,0,1,2,0.326,0.424,0.75,-0.042,0.84,-0.02,0.53,-0.3,0,0,0,0,0,0,910
144,144,C.Rafaela,Boston Red Sox,Baltimore Orioles,1,4,0,1,0,0,1,4,0.282,0.406,0.687,-0.053,0.95,-0.02,0.6,-0.7,1,1,0,0,0,1,910
145,145,S.Kwan,Cleveland Guardians,Chicago White Sox,0,4,1,1,0,1,2,5,0.359,0.418,0.777,-0.048,0.35,-0.03,0.4,-0.1,2,1,0,0,0,1,910
146,146,A.Gimenez,Cleveland Guardians,Chicago White Sox,0,5,0,2,1,0,0,5,0.304,0.342,0.645,-0.042,0.6,-0.03,0.69,0.6,3,2,0,0,0,2,910
