Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
M.Semien,Texas Rangers,Oakland Athletics,0,5,2,3,0,1,1,6,0.333,0.476,0.81,0.144,0.9,0.11,1.09,1.2,5,3,0,0,0,3,508
E.Carter,Texas Rangers,Oakland Athletics,0,6,1,1,1,0,0,6,0.305,0.419,0.724,-0.092,1.23,-0.07,1.5,-0.4,3,1,0,0,0,1,508
N.Lowe,Texas Rangers,Oakland Athletics,0,4,2,2,3,2,0,6,0.438,0.448,0.885,0.143,1.0,0.1,1.22,2.4,7,2,0,0,0,2,508
A.Garcia,Texas Rangers,Oakland Athletics,0,5,0,1,1,1,3,6,0.321,0.493,0.814,0.023,1.09,0.02,1.34,-0.7,2,-7,8,0,0,2,508
J.Smith,Texas Rangers,Oakland Athletics,0,5,2,1,1,0,3,6,0.402,0.464,0.866,-0.001,0.95,-0.0,1.17,-0.1,4,1,0,0,0,1,508
J.Heim,Texas Rangers,Oakland Athletics,0,4,2,2,3,1,0,5,0.341,0.425,0.766,0.343,1.25,0.25,1.53,3.8,7,2,0,0,0,2,508
T.Jankowski,Texas Rangers,Oakland Athletics,0,3,0,2,1,0,0,3,0.318,0.366,0.684,0.109,1.09,0.08,1.33,1.1,3,2,0,0,0,2,508
R.Grossman,Texas Rangers,Oakland Athletics,0,2,0,0,0,0,1,2,0.322,0.26,0.582,-0.039,0.84,-0.03,1.03,-0.7,0,0,0,0,0,0,508
E.Duran,Texas Rangers,Oakland Athletics,0,4,1,3,1,1,1,5,0.328,0.295,0.623,0.144,0.86,0.1,1.05,1.6,5,3,0,0,0,3,508
L.Taveras,Texas Rangers,Oakland Athletics,0,4,2,1,0,1,1,5,0.326,0.377,0.703,-0.111,1.09,-0.08,1.33,-0.5,3,1,0,0,0,1,508
A.Toro,Oakland Athletics,Texas Rangers,1,5,2,3,1,1,0,6,0.351,0.447,0.798,0.199,1.15,0.1,1.02,2.6,6,-5,8,0,0,4,508
J.Bleday,Oakland Athletics,Texas Rangers,1,6,0,1,2,0,0,6,0.329,0.431,0.76,-0.103,1.57,-0.06,1.39,-0.1,3,-9,10,0,0,2,508
B.Rooker,Oakland Athletics,Texas Rangers,1,5,1,2,0,1,2,6,0.37,0.628,0.998,0.028,2.14,0.01,1.89,-0.0,3,-4,6,0,0,3,508
S.Brown,Oakland Athletics,Texas Rangers,1,2,1,1,0,0,0,2,0.248,0.309,0.557,0.171,1.57,0.09,1.39,1.7,2,1,0,0,0,1,508
T.Nevin,Oakland Athletics,Texas Rangers,1,2,0,0,0,2,1,4,0.342,0.4,0.742,-0.093,3.12,-0.05,2.75,-0.1,0,0,0,0,0,0,508
S.Langeliers,Oakland Athletics,Texas Rangers,1,5,2,2,3,0,1,5,0.26,0.513,0.773,0.002,2.39,0.0,2.11,1.4,7,-7,0,0,9,5,508
K.McCann,Oakland Athletics,Texas Rangers,1,2,0,0,0,0,1,2,0.457,0.7,1.157,-0.047,0.88,-0.03,0.77,-0.4,0,0,0,0,0,0,508
J.Davis,Oakland Athletics,Texas Rangers,1,3,1,1,0,0,1,3,0.273,0.361,0.634,-0.096,1.79,-0.05,1.58,-0.1,2,1,0,0,0,0,508
M.Schuemann,Oakland Athletics,Texas Rangers,1,4,2,2,0,1,2,5,0.348,0.351,0.699,0.089,1.28,0.05,1.13,1.3,4,2,0,0,0,2,508
T.Soderstrom,Oakland Athletics,Texas Rangers,1,5,1,2,2,0,2,5,0.4,1.0,1.4,0.012,1.84,0.01,1.63,0.3,5,1,0,0,1,5,508
B.Harris,Oakland Athletics,Texas Rangers,1,2,1,0,1,2,1,5,0.323,0.542,0.864,0.001,1.07,0.0,0.95,0.3,2,0,0,0,0,0,508
E.Adrianza,Los Angeles Angels,Pittsburgh Pirates,0,4,0,1,0,0,2,4,0.25,0.346,0.596,-0.075,1.18,-0.02,0.46,-0.9,1,0,1,0,0,2,508
C.Tucker,Los Angeles Angels,Pittsburgh Pirates,0,4,0,0,0,0,2,4,0.32,0.318,0.638,-0.08,0.92,-0.02,0.36,-0.9,0,0,0,0,0,0,508
T.Ward,Los Angeles Angels,Pittsburgh Pirates,0,3,1,1,0,1,0,4,0.307,0.469,0.776,-0.04,0.99,-0.01,0.39,-0.6,2,1,0,0,0,1,508
K.Pillar,Los Angeles Angels,Pittsburgh Pirates,0,4,1,1,0,0,3,4,0.304,0.525,0.829,0.007,1.25,0.0,0.49,-0.2,2,1,0,0,0,1,508
L.O'Hoppe,Los Angeles Angels,Pittsburgh Pirates,0,4,1,1,1,0,1,4,0.328,0.398,0.726,0.129,1.25,0.03,0.49,0.8,3,1,0,0,0,1,508
B.Drury,Los Angeles Angels,Pittsburgh Pirates,0,3,1,2,1,0,0,3,0.23,0.24,0.47,0.205,1.38,0.05,0.54,1.6,4,-2,4,0,0,4,508
N.Schanuel,Los Angeles Angels,Pittsburgh Pirates,0,1,0,0,0,0,1,1,0.32,0.336,0.656,-0.013,0.49,-0.0,0.19,-0.1,0,0,0,0,0,0,508
W.Calhoun,Los Angeles Angels,Pittsburgh Pirates,0,3,0,0,1,0,0,4,0.36,0.5,0.86,-0.026,1.06,-0.01,0.41,-0.6,1,0,0,0,0,0,508
J.Adell,Los Angeles Angels,Pittsburgh Pirates,0,4,1,2,2,0,0,4,0.311,0.506,0.817,0.089,1.16,0.02,0.46,0.8,5,-3,0,0,5,5,508
Z.Neto,Los Angeles Angels,Pittsburgh Pirates,0,4,0,2,0,0,0,4,0.291,0.381,0.672,0.007,0.95,0.0,0.37,0.3,2,2,0,0,0,2,508
A.McCutchen,Pittsburgh Pirates,Los Angeles Angels,1,3,1,0,0,1,1,4,0.298,0.306,0.604,-0.069,1.22,-0.03,0.91,-0.5,1,0,0,0,0,0,508
B.Reynolds,Pittsburgh Pirates,Los Angeles Angels,1,3,1,0,0,1,2,4,0.339,0.39,0.73,-0.014,1.16,-0.01,0.86,-0.1,1,0,0,0,0,0,508
O.Cruz,Pittsburgh Pirates,Los Angeles Angels,1,4,1,2,3,0,0,4,0.299,0.393,0.691,0.297,1.87,0.13,1.4,2.3,6,-2,4,0,0,3,508
C.Joe,Pittsburgh Pirates,Los Angeles Angels,1,4,0,2,1,0,1,4,0.363,0.45,0.813,0.042,1.26,0.02,0.94,0.7,3,2,0,0,0,2,508
