Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB
Brett Baty,New York Mets,Detroit Tigers,1,4,0,1,0,0,0,4,0.25,0.5,0.75,-0.085,1.53,-0.04,1.18,-0.8,1,1,0,0,0,1
Harrison Bader,New York Mets,Detroit Tigers,1,3,0,1,0,0,2,3,0.2,0.2,0.4,-0.04,1.24,-0.02,0.96,-0.3,1,1,0,0,0,1
Jeff McNeil,New York Mets,Detroit Tigers,1,1,0,0,0,0,1,1,0.083,0.083,0.167,-0.065,2.32,-0.03,1.79,-0.2,0,0,0,0,0,0
Joey Wendle,New York Mets,Detroit Tigers,1,4,0,0,0,0,2,4,0.0,0.0,0.0,-0.117,1.12,-0.05,0.86,-1.2,0,0,0,0,0,0
George Springer,Toronto Blue Jays,Houston Astros,0,2,0,0,0,2,0,4,0.318,0.5,0.818,0.025,0.32,0.01,0.3,0.3,0,0,0,0,0,0
Vladimir Guerrero Jr.,Toronto Blue Jays,Houston Astros,0,4,0,0,0,0,3,4,0.409,0.412,0.821,-0.054,0.56,-0.03,0.53,-1.1,0,0,0,0,0,0
Justin Turner,Toronto Blue Jays,Houston Astros,0,3,0,0,0,0,1,3,0.316,0.529,0.845,-0.041,0.55,-0.02,0.53,-0.6,0,0,0,0,0,0
Daulton Varsho,Toronto Blue Jays,Houston Astros,0,3,0,0,0,0,2,3,0.25,0.118,0.368,-0.03,0.36,-0.02,0.34,-0.4,0,0,0,0,0,0
Alejandro Kirk,Toronto Blue Jays,Houston Astros,0,3,0,0,0,0,0,3,0.188,0.143,0.33,-0.033,0.43,-0.02,0.41,-0.7,0,0,0,0,0,0
Ernie Clement,Toronto Blue Jays,Houston Astros,0,3,0,0,0,0,0,3,0.25,0.25,0.5,-0.022,0.28,-0.01,0.27,-0.5,0,0,0,0,0,0
Kevin Kiermaier,Toronto Blue Jays,Houston Astros,0,3,0,0,0,0,0,3,0.154,0.083,0.237,-0.013,0.16,-0.01,0.15,-0.3,0,0,0,0,0,0
Isiah Kiner-Falefa,Toronto Blue Jays,Houston Astros,0,3,0,0,0,0,0,3,0.308,0.25,0.558,-0.028,0.37,-0.02,0.35,-0.7,0,0,0,0,0,0
Cavan Biggio,Toronto Blue Jays,Houston Astros,0,3,0,0,0,0,1,3,0.333,0.4,0.733,-0.018,0.24,-0.01,0.23,-0.5,0,0,0,0,0,0
Jose Altuve,Houston Astros,Toronto Blue Jays,1,4,1,1,0,0,1,4,0.348,0.545,0.893,0.009,0.39,0.0,0.28,-0.7,2,1,0,0,0,1
Mauricio Dubón,Houston Astros,Toronto Blue Jays,1,1,0,0,0,0,0,1,0.333,0.5,0.833,0.0,0.0,0.0,0.0,-0.3,0,0,0,0,0,0
Yordan Alvarez,Houston Astros,Toronto Blue Jays,1,3,1,0,0,1,1,4,0.217,0.1,0.317,-0.044,0.47,-0.02,0.34,-0.5,1,0,0,0,0,0
Grae Kessinger,Houston Astros,Toronto Blue Jays,1,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0,0,0,0,0,0
Kyle Tucker,Houston Astros,Toronto Blue Jays,1,3,2,2,4,1,1,4,0.435,0.7,1.135,0.175,0.38,0.08,0.28,3.4,8,0,0,0,2,8
Alex Bregman,Houston Astros,Toronto Blue Jays,1,4,0,0,0,0,3,4,0.238,0.211,0.449,-0.023,0.23,-0.01,0.17,-0.8,0,0,0,0,0,0
Yainer Diaz,Houston Astros,Toronto Blue Jays,1,4,2,2,2,0,0,4,0.5,0.778,1.278,0.069,0.17,0.03,0.12,1.5,6,0,0,0,2,8
José Abreu,Houston Astros,Toronto Blue Jays,1,4,1,1,0,0,1,4,0.176,0.067,0.243,-0.011,0.14,-0.01,0.1,-0.2,2,1,0,0,0,1
Chas McCormick,Houston Astros,Toronto Blue Jays,1,4,2,2,0,0,1,4,0.313,0.4,0.713,0.01,0.21,0.0,0.15,1.0,4,0,2,0,0,4
Jeremy Peña,Houston Astros,Toronto Blue Jays,1,3,1,2,3,1,0,4,0.5,0.667,1.167,0.059,0.2,0.03,0.15,2.2,6,1,0,0,1,5
Jake Meyers,Houston Astros,Toronto Blue Jays,1,4,0,2,1,0,0,4,0.308,0.5,0.808,0.042,0.17,0.02,0.12,0.6,3,2,0,0,0,2
Gleyber Torres,New York Yankees,Arizona Diamondbacks,0,5,0,2,1,0,1,5,0.333,0.25,0.583,0.089,0.54,0.06,0.56,0.9,3,1,1,0,0,3
Juan Soto,New York Yankees,Arizona Diamondbacks,0,3,0,0,0,2,1,5,0.56,0.65,1.21,-0.016,0.48,-0.01,0.5,-0.3,0,0,0,0,0,0
Aaron Judge,New York Yankees,Arizona Diamondbacks,0,5,0,1,0,0,0,5,0.208,0.19,0.399,-0.013,0.62,-0.01,0.65,-0.9,1,1,0,0,0,1
Anthony Rizzo,New York Yankees,Arizona Diamondbacks,0,3,1,0,0,1,0,4,0.364,0.278,0.641,-0.029,0.82,-0.02,0.85,-0.5,1,0,0,0,0,0
Giancarlo Stanton,New York Yankees,Arizona Diamondbacks,0,3,0,0,0,1,2,4,0.222,0.412,0.634,-0.015,0.82,-0.01,0.84,-0.5,0,0,0,0,0,0
Alex Verdugo,New York Yankees,Arizona Diamondbacks,0,3,1,0,0,1,0,4,0.238,0.167,0.405,-0.058,1.06,-0.04,1.1,-0.8,1,0,0,0,0,0
Anthony Volpe,New York Yankees,Arizona Diamondbacks,0,4,2,4,1,0,0,4,0.667,1.0,1.667,0.174,0.69,0.11,0.71,2.5,7,1,3,0,0,6
Austin Wells,New York Yankees,Arizona Diamondbacks,0,3,0,0,1,0,0,4,0.385,0.222,0.607,0.025,0.77,0.02,0.79,0.1,1,0,0,0,0,0
Oswaldo Cabrera,New York Yankees,Arizona Diamondbacks,0,4,1,1,1,0,0,4,0.429,0.75,1.179,0.033,0.57,0.02,0.59,-0.1,3,1,0,0,0,1
Ketel Marte,Arizona Diamondbacks,New York Yankees,1,2,0,1,2,1,0,5,0.417,0.368,0.785,-0.051,1.28,-0.03,1.24,-0.3,3,1,0,0,0,1
Corbin Carroll,Arizona Diamondbacks,New York Yankees,1,4,0,0,0,0,1,4,0.391,0.176,0.568,-0.157,1.4,-0.09,1.35,-1.6,0,0,0,0,0,0
Lourdes Gurriel Jr.,Arizona Diamondbacks,New York Yankees,1,4,0,0,0,0,1,4,0.435,0.905,1.34,-0.133,1.23,-0.08,1.19,-1.4,0,0,0,0,0,0
Christian Walker,Arizona Diamondbacks,New York Yankees,1,4,0,0,0,0,3,4,0.348,0.6,0.948,-0.084,0.79,-0.05,0.76,-0.9,0,0,0,0,0,0
Joc Pederson,Arizona Diamondbacks,New York Yankees,1,2,0,0,0,2,0,4,0.692,0.667,1.359,-0.01,0.61,-0.01,0.59,-0.0,0,0,0,0,0,0
Eugenio Suárez,Arizona Diamondbacks,New York Yankees,1,4,0,0,0,0,1,4,0.35,0.5,0.85,-0.068,0.65,-0.04,0.63,-0.8,0,0,0,0,0,0
Gabriel Moreno,Arizona Diamondbacks,New York Yankees,1,4,1,1,0,0,0,4,0.235,0.375,0.61,0.003,0.69,0.0,0.67,0.3,2,0,0,1,0,3
Jake McCarthy,Arizona Diamondbacks,New York Yankees,1,3,1,1,0,0,1,3,0.2,0.2,0.4,0.091,1.04,0.05,1.0,1.1,2,1,0,0,0,1
Jorge Barrosa,Arizona Diamondbacks,New York Yankees,1,1,0,1,0,0,0,1,1.0,2.0,3.0,0.034,0.53,0.02,0.51,0.4,1,0,1,0,0,2
Geraldo Perdomo,Arizona Diamondbacks,New York Yankees,1,2,0,0,0,1,0,4,0.368,0.313,0.681,0.065,1.25,0.04,1.21,0.6,0,0,0,0,0,0
Jarren Duran,Boston Red Sox,Oakland Athletics,0,5,2,3,1,0,1,5,0.304,0.238,0.542,0.165,0.56,0.1,0.55,2.6,6,3,0,0,0,3
Rafael Devers,Boston Red Sox,Oakland Athletics,0,3,1,0,0,2,1,5,0.333,0.538,0.872,-0.04,0.45,-0.02,0.44,-0.6,1,0,0,0,0,0
Trevor Story,Boston Red Sox,Oakland Athletics,0,4,1,1,2,1,1,5,0.261,0.238,0.499,-0.069,0.64,-0.04,0.63,0.5,4,0,1,0,0,2
Triston Casas,Boston Red Sox,Oakland Athletics,0,4,0,2,1,0,1,4,0.238,0.211,0.449,0.05,0.78,0.03,0.76,0.7,3,1,1,0,0,3
Bobby Dalbec,Boston Red Sox,Oakland Athletics,0,1,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0,0,0,0,0,0
Tyler O'Neill,Boston Red Sox,Oakland Athletics,0,3,1,1,0,1,0,4,0.529,0.846,1.376,-0.001,0.31,-0.0,0.31,0.1,2,1,0,0,0,1
Wilyer Abreu,Boston Red Sox,Oakland Athletics,0,0,0,0,0,1,0,1,0.333,0.143,0.476,0.0,0.0,0.0,0.0,0.4,0,0,0,0,0,0
Masataka Yoshida,Boston Red Sox,Oakland Athletics,0,3,2,0,1,2,0,5,0.318,0.263,0.581,0.063,0.33,0.04,0.32,0.4,3,0,0,0,0,0
Enmanuel Valdez,Boston Red Sox,Oakland Athletics,0,5,2,1,0,0,2,5,0.176,0.353,0.529,0.164,0.48,0.1,0.47,1.7,3,1,0,0,0,1
Ceddanne Rafaela,Boston Red Sox,Oakland Athletics,0,3,0,0,2,0,2,5,0.235,0.467,0.702,0.044,0.37,0.03,0.36,-0.4,2,0,0,0,0,0
Reese McGuire,Boston Red Sox,Oakland Athletics,0,4,0,1,0,0,2,4,0.417,0.455,0.871,0.007,0.3,0.0,0.29,-0.5,1,1,0,0,0,1
Ryan Noda,Oakland Athletics,Boston Red Sox,1,4,0,1,0,0,1,4,0.294,0.2,0.494,-0.025,0.26,-0.01,0.22,-0.1,1,1,0,0,0,1
JJ Bleday,Oakland Athletics,Boston Red Sox,1,3,0,2,0,0,0,3,0.35,0.55,0.9,-0.006,0.27,-0.0,0.23,0.6,2,0,2,0,0,3
Tyler Nevin,Oakland Athletics,Boston Red Sox,1,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.01,0.0,0.01,-0.2,0,0,0,0,0,0
Zack Gelof,Oakland Athletics,Boston Red Sox,1,4,0,1,0,0,1,4,0.238,0.211,0.449,0.005,0.18,0.0,0.15,-0.9,1,1,0,0,0,1
Seth Brown,Oakland Athletics,Boston Red Sox,1,4,0,0,0,0,1,4,0.25,0.077,0.327,-0.029,0.27,-0.01,0.23,-1.1,0,0,0,0,0,0
Brent Rooker,Oakland Athletics,Boston Red Sox,1,3,0,0,0,0,2,3,0.083,0.0,0.083,-0.026,0.34,-0.01,0.3,-0.7,0,0,0,0,0,0
Abraham Toro,Oakland Athletics,Boston Red Sox,1,3,0,0,0,0,2,3,0.125,0.0,0.125,-0.017,0.23,-0.01,0.2,-0.5,0,0,0,0,0,0
Shea Langeliers,Oakland Athletics,Boston Red Sox,1,3,0,0,0,0,2,3,0.286,0.25,0.536,-0.011,0.15,-0.01,0.13,-0.5,0,0,0,0,0,0
Lawrence Butler,Oakland Athletics,Boston Red Sox,1,3,0,0,0,0,1,3,0.235,0.133,0.369,-0.005,0.07,-0.0,0.06,-0.5,0,0,0,0,0,0
Darell Hernaiz,Oakland Athletics,Boston Red Sox,1,3,0,0,0,0,3,3,0.0,0.0,0.0,-0.004,0.05,-0.0,0.04,-0.5,0,0,0,0,0,0
Brendan Donovan,St Louis Cardinals,San Diego Padres,0,4,3,3,2,1,0,5,0.348,0.5,0.848,0.134,0.59,0.07,0.51,2.1,8,0,2,0,1,7
Paul Goldschmidt,St Louis Cardinals,San Diego Padres,0,4,0,1,1,1,2,5,0.409,0.444,0.854,0.011,0.62,0.01,0.53,0.4,2,1,0,0,0,1
Nolan Gorman,St Louis Cardinals,San Diego Padres,0,5,0,1,0,0,2,5,0.261,0.273,0.534,-0.061,0.54,-0.03,0.47,-0.7,1,1,0,0,0,1
Nolan Arenado,St Louis Cardinals,San Diego Padres,0,5,1,2,1,0,1,5,0.174,0.19,0.364,0.098,0.48,0.05,0.41,0.3,4,1,1,0,0,3
Willson Contreras,St Louis Cardinals,San Diego Padres,0,4,1,1,2,0,0,5,0.294,0.357,0.651,0.144,0.48,0.07,0.41,1.4,4,0,0,0,1,4
Matt Carpenter,St Louis Cardinals,San Diego Padres,0,5,0,2,0,0,1,5,0.3,0.3,0.6,-0.02,0.31,-0.01,0.26,-1.0,2,2,0,0,0,2
Jordan Walker,St Louis Cardinals,San Diego Padres,0,5,0,2,0,0,3,5,0.25,0.2,0.45,-0.011,0.41,-0.01,0.35,-0.8,2,2,0,0,0,2
Victor Scott II,St Louis Cardinals,San Diego Padres,0,4,0,0,0,1,2,5,0.2,0.167,0.367,-0.052,0.49,-0.03,0.42,-0.9,0,0,0,0,0,0
Masyn Winn,St Louis Cardinals,San Diego Padres,0,5,1,2,0,0,2,5,0.357,0.357,0.714,0.018,0.39,0.01,0.33,0.7,3,2,0,0,0,2
Xander Bogaerts,San Diego Padres,St. Louis Cardinals,1,3,0,0,0,1,0,4,0.367,0.296,0.663,-0.025,0.47,-0.01,0.44,-0.4,0,0,0,0,0,0
Fernando Tatis Jr.,San Diego Padres,St. Louis Cardinals,1,4,1,1,1,0,0,4,0.345,0.667,1.011,-0.015,0.53,-0.01,0.49,0.4,3,-2,0,0,3,0
Jake Cronenworth,San Diego Padres,St. Louis Cardinals,1,4,0,0,0,0,1,4,0.355,0.5,0.855,-0.051,0.5,-0.03,0.47,-0.7,0,0,0,0,0,0
Manny Machado,San Diego Padres,St. Louis Cardinals,1,4,0,2,0,0,1,4,0.375,0.556,0.931,0.012,0.43,0.01,0.4,0.2,2,2,0,0,0,2
Ha-Seong Kim,San Diego Padres,St. Louis Cardinals,1,4,0,1,0,0,1,4,0.355,0.462,0.816,-0.064,0.64,-0.04,0.6,-1.0,1,-1,2,0,0,0
Jurickson Profar,San Diego Padres,St. Louis Cardinals,1,2,0,0,0,1,1,3,0.44,0.316,0.756,-0.019,0.61,-0.01,0.57,-0.2,0,0,0,0,0,0
Luis Campusano,San Diego Padres,St. Louis Cardinals,1,3,0,0,0,0,0,3,0.346,0.538,0.885,-0.081,0.89,-0.04,0.83,-1.0,0,0,0,0,0,0
Graham Pauley,San Diego Padres,St. Louis Cardinals,1,2,0,0,0,0,0,2,0.2,0.5,0.7,-0.03,0.59,-0.02,0.56,-0.3,0,0,0,0,0,0
Eguy Rosario,San Diego Padres,St. Louis Cardinals,1,1,0,0,0,0,1,1,0.2,0.6,0.8,-0.015,0.6,-0.01,0.56,-0.2,0,0,0,0,0,0
Jackson Merrill,San Diego Padres,St. Louis Cardinals,1,3,1,1,1,0,0,3,0.304,0.476,0.781,0.046,0.35,0.03,0.33,0.7,3,0,0,0,1,4
Steven Kwan,Cleveland Guardians,Seattle Mariners,0,4,0,0,1,0,2,4,0.32,0.458,0.778,-0.111,1.5,-0.07,1.54,-0.9,1,0,0,0,0,0
Andrés Giménez,Cleveland Guardians,Seattle Mariners,0,3,0,0,1,0,1,4,0.435,0.556,0.99,-0.068,1.04,-0.04,1.08,-0.5,1,0,0,0,0,0
José Ramírez,Cleveland Guardians,Seattle Mariners,0,4,0,1,0,0,0,4,0.208,0.417,0.625,-0.026,0.75,-0.02,0.78,-0.2,1,1,0,0,0,1
Josh Naylor,Cleveland Guardians,Seattle Mariners,0,4,1,1,1,0,0,4,0.444,0.688,1.132,0.001,1.18,0.0,1.21,0.1,3,0,0,0,1,4
Tyler Freeman,Cleveland Guardians,Seattle Mariners,0,4,1,1,1,0,0,4,0.368,0.5,0.868,-0.006,0.96,-0.0,0.99,0.5,3,0,0,0,1,4
Will Brennan,Cleveland Guardians,Seattle Mariners,0,2,0,0,0,0,0,2,0.286,0.167,0.452,-0.029,0.56,-0.02,0.58,-0.3,0,0,0,0,0,0
David Fry,Cleveland Guardians,Seattle Mariners,0,1,0,0,0,0,0,1,0.583,0.714,1.298,-0.021,0.84,-0.01,0.87,-0.2,0,0,0,0,0,0
Estevan Florial,Cleveland Guardians,Seattle Mariners,0,1,0,0,0,0,1,1,0.333,0.429,0.762,-0.026,1.02,-0.02,1.05,-0.1,0,0,0,0,0,0
Ramón Laureano,Cleveland Guardians,Seattle Mariners,0,2,1,0,0,0,0,4,0.4,0.333,0.733,-0.041,1.11,-0.03,1.14,0.2,1,0,0,0,0,0
Bo Naylor,Cleveland Guardians,Seattle Mariners,0,3,1,2,0,1,1,4,0.417,0.222,0.639,0.08,1.38,0.05,1.42,1.0,3,2,0,0,0,2
Brayan Rocchio,Cleveland Guardians,Seattle Mariners,0,4,0,1,0,0,0,4,0.353,0.467,0.82,-0.066,1.86,-0.04,1.92,-0.0,1,1,0,0,0,1
J.P. Crawford,Seattle Mariners,Cleveland Guardians,1,4,0,0,0,0,1,4,0.19,0.263,0.454,-0.103,0.65,-0.06,0.61,-2.1,0,0,0,0,0,0
Julio Rodríguez,Seattle Mariners,Cleveland Guardians,1,3,0,1,0,1,1,4,0.286,0.263,0.549,0.006,0.49,0.0,0.46,0.5,1,1,0,0,0,1
Jorge Polanco,Seattle Mariners,Cleveland Guardians,1,4,0,1,0,0,1,4,0.2,0.111,0.311,-0.012,0.5,-0.01,0.47,-0.0,1,1,0,0,0,1
Mitch Haniger,Seattle Mariners,Cleveland Guardians,1,3,0,1,0,1,0,4,0.368,0.529,0.898,-0.046,0.6,-0.03,0.57,-0.7,1,1,0,0,0,1
Mitch Garver,Seattle Mariners,Cleveland Guardians,1,3,1,0,0,1,1,4,0.25,0.286,0.536,-0.024,0.7,-0.01,0.66,-0.9,1,0,0,0,0,0
Cal Raleigh,Seattle Mariners,Cleveland Guardians,1,3,2,1,0,1,1,4,0.267,0.154,0.421,0.017,0.77,0.01,0.72,-0.2,3,1,0,0,0,1
Ty France,Seattle Mariners,Cleveland Guardians,1,3,1,2,1,1,0,4,0.368,0.333,0.702,0.157,0.96,0.09,0.9,1.8,4,2,0,0,0,2
Dominic Canzone,Seattle Mariners,Cleveland Guardians,1,4,1,1,3,0,2,4,0.083,0.333,0.417,0.168,1.02,0.1,0.96,2.2,5,0,0,0,1,4
Luis Urías,Seattle Mariners,Cleveland Guardians,1,3,0,0,1,1,2,4,0.2,0.0,0.2,0.026,0.69,0.01,0.66,0.5,1,0,0,0,0,0
Jung Hoo Lee,San Francisco Giants,Los Angeles Dodgers,0,5,0,2,0,0,0,5,0.375,0.474,0.849,0.058,0.8,0.04,0.83,0.1,2,2,0,0,0,2
Austin Slater,San Francisco Giants,Los Angeles Dodgers,0,2,0,0,0,1,0,3,0.333,0.0,0.333,-0.126,1.47,-0.08,1.52,-1.3,0,0,0,0,0,0
LaMonte Wade Jr.,San Francisco Giants,Los Angeles Dodgers,0,2,1,1,0,0,0,2,0.412,0.438,0.849,0.015,0.12,0.01,0.12,1.1,2,1,0,0,0,0
Jorge Soler,San Francisco Giants,Los Angeles Dodgers,0,3,0,1,1,1,1,5,0.304,0.222,0.527,-0.033,0.87,-0.02,0.89,-0.1,2,1,0,0,0,1
Matt Chapman,San Francisco Giants,Los Angeles Dodgers,0,3,0,1,0,2,2,5,0.348,0.619,0.967,0.05,0.89,0.03,0.91,-0.2,1,1,0,0,0,1
Wilmer Flores,San Francisco Giants,Los Angeles Dodgers,0,4,0,1,1,0,0,4,0.333,0.231,0.564,-0.172,1.78,-0.11,1.83,-1.2,2,1,0,0,0,1
Tom Murphy,San Francisco Giants,Los Angeles Dodgers,0,3,0,0,0,1,0,4,0.375,0.333,0.708,-0.014,0.74,-0.01,0.77,-0.4,0,0,0,0,0,0
Michael Conforto,San Francisco Giants,Los Angeles Dodgers,0,4,1,1,1,0,2,4,0.429,0.947,1.376,0.022,0.72,0.01,0.74,0.3,3,-2,0,0,3,4
Thairo Estrada,San Francisco Giants,Los Angeles Dodgers,0,4,0,0,0,0,2,4,0.2,0.368,0.568,-0.064,0.63,-0.04,0.65,-0.7,0,0,0,0,0,0
Nick Ahmed,San Francisco Giants,Los Angeles Dodgers,0,3,0,1,0,0,1,3,0.333,0.357,0.69,0.001,0.76,0.0,0.79,0.0,1,1,0,0,0,1
Mike Yastrzemski,San Francisco Giants,Los Angeles Dodgers,0,0,1,0,0,1,0,1,0.2,0.0,0.2,0.003,0.1,0.0,0.1,0.4,1,0,0,0,0,0
Mookie Betts,Los Angeles Dodgers,San Francisco Giants,1,3,3,2,0,1,0,4,0.636,1.2,1.836,0.107,0.47,0.07,0.51,1.4,5,-2,3,1,0,5
Shohei Ohtani,Los Angeles Dodgers,San Francisco Giants,1,4,1,1,1,0,1,4,0.303,0.367,0.67,0.054,0.62,0.03,0.67,0.2,3,-2,3,0,0,0
Freddie Freeman,Los Angeles Dodgers,San Francisco Giants,1,4,2,3,2,0,1,4,0.5,0.52,1.02,0.086,0.68,0.06,0.72,2.0,7,2,1,0,0,4
Will Smith,Los Angeles Dodgers,San Francisco Giants,1,2,0,2,2,1,0,4,0.536,0.583,1.119,0.062,0.67,0.04,0.72,1.7,4,2,0,0,0,2
Max Muncy,Los Angeles Dodgers,San Francisco Giants,1,4,1,0,0,0,2,4,0.333,0.444,0.778,-0.044,0.53,-0.03,0.57,-1.1,1,0,0,0,0,0
Teoscar Hernández,Los Angeles Dodgers,San Francisco Giants,1,4,1,1,3,0,1,4,0.3,0.75,1.05,0.056,0.58,0.04,0.63,1.3,5,-3,0,0,4,4
James Outman,Los Angeles Dodgers,San Francisco Giants,1,4,0,0,0,0,2,4,0.269,0.095,0.364,-0.025,0.25,-0.02,0.27,-0.7,0,0,0,0,0,0
Chris Taylor,Los Angeles Dodgers,San Francisco Giants,1,4,0,0,0,0,2,4,0.333,0.111,0.444,-0.018,0.17,-0.01,0.18,-0.5,0,0,0,0,0,0
Gavin Lux,Los Angeles Dodgers,San Francisco Giants,1,3,0,0,0,0,1,3,0.174,0.174,0.348,-0.035,0.44,-0.02,0.48,-0.8,0,0,0,0,0,0
