Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
J.India,Cincinnati Reds,Miami Marlins,0,4,1,0,0,0,3,5,0.365,0.398,0.762,0.0,0.67,0.0,0.24,-0.2,1,0,0,0,0,0,806
E.De,Cincinnati Reds,Miami Marlins,0,5,2,4,2,0,1,5,0.352,0.505,0.857,0.173,0.68,0.04,0.25,2.9,8,-22,26,0,0,6,806
S.Steer,Cincinnati Reds,Miami Marlins,0,4,0,0,1,1,0,5,0.314,0.409,0.723,-0.026,0.65,-0.01,0.24,0.2,1,0,0,0,0,0,806
T.Friedl,Cincinnati Reds,Miami Marlins,0,4,0,1,2,0,0,5,0.313,0.357,0.67,0.081,0.67,0.02,0.24,0.1,3,-2,3,0,0,2,806
T.Stephenson,Cincinnati Reds,Miami Marlins,0,5,1,2,2,0,1,5,0.32,0.443,0.764,0.064,0.54,0.01,0.19,0.3,5,-12,0,0,14,5,806
J.Candelario,Cincinnati Reds,Miami Marlins,0,4,0,2,0,1,0,5,0.286,0.438,0.724,-0.012,0.53,-0.0,0.19,0.3,2,2,0,0,0,2,806
T.France,Cincinnati Reds,Miami Marlins,0,5,1,1,1,0,0,5,0.307,0.363,0.67,-0.036,0.67,-0.01,0.24,-0.6,3,-9,0,0,10,4,806
J.Fraley,Cincinnati Reds,Miami Marlins,0,4,1,1,0,1,0,5,0.331,0.385,0.716,0.03,0.3,0.01,0.1,-0.2,2,1,0,0,0,1,806
N.Marte,Cincinnati Reds,Miami Marlins,0,5,2,2,0,0,1,5,0.227,0.306,0.533,0.02,0.43,0.0,0.16,0.5,4,-3,5,0,0,3,806
X.Edwards,Miami Marlins,Cincinnati Reds,1,4,0,2,0,0,1,4,0.457,0.479,0.936,0.058,0.48,0.0,0.0,1.0,2,-4,6,0,0,3,806
J.Burger,Miami Marlins,Cincinnati Reds,1,4,0,0,0,0,2,4,0.283,0.422,0.705,-0.082,0.71,0.0,0.0,-1.5,0,0,0,0,0,0,806
J.Bride,Miami Marlins,Cincinnati Reds,1,1,0,0,0,2,0,4,0.356,0.435,0.792,0.003,0.56,0.0,0.0,0.7,0,0,0,0,0,0,806
O.Lopez,Miami Marlins,Cincinnati Reds,1,4,1,0,0,0,1,4,0.258,0.304,0.562,-0.089,0.74,0.0,0.0,-2.5,1,0,0,0,0,0,806
J.Sanchez,Miami Marlins,Cincinnati Reds,1,3,1,0,0,1,2,4,0.288,0.41,0.698,-0.03,0.44,0.0,0.0,-0.5,1,0,0,0,0,0,806
C.Pache,Miami Marlins,Cincinnati Reds,1,3,0,0,0,1,1,4,0.295,0.265,0.56,-0.013,0.47,0.0,0.0,-0.3,0,0,0,0,0,0,806
