Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
G.Springer,Toronto Blue Jays,Baltimore Orioles,0,3,2,1,1,3,1,6,0.311,0.382,0.693,0.088,0.9,0.01,0.11,1.5,4,1,0,0,0,1,729
S.Horwitz,Toronto Blue Jays,Baltimore Orioles,0,5,0,0,1,0,1,5,0.379,0.431,0.809,-0.098,1.25,-0.01,0.15,-1.5,1,0,0,0,0,0,729
D.Varsho,Toronto Blue Jays,Baltimore Orioles,0,1,0,0,0,0,0,1,0.28,0.402,0.682,-0.004,0.15,0.0,0.02,-0.3,0,0,0,0,0,0,729
V.Guerrero,Toronto Blue Jays,Baltimore Orioles,0,5,2,4,3,1,0,6,0.38,0.524,0.904,0.248,0.96,0.02,0.12,3.0,9,-42,25,0,21,0,729
D.Schneider,Toronto Blue Jays,Baltimore Orioles,0,4,0,0,1,1,2,6,0.309,0.382,0.692,-0.027,0.78,-0.0,0.1,-1.1,1,0,0,0,0,0,729
E.Clement,Toronto Blue Jays,Baltimore Orioles,0,5,0,3,1,0,0,5,0.286,0.422,0.707,0.084,0.8,0.01,0.1,1.1,4,-12,15,0,0,4,729
L.Jimenez,Toronto Blue Jays,Baltimore Orioles,0,5,1,2,0,0,1,5,0.317,0.302,0.619,-0.046,0.79,-0.0,0.1,-0.2,3,2,0,0,0,2,729
B.Serven,Toronto Blue Jays,Baltimore Orioles,0,4,0,0,0,1,1,5,0.222,0.067,0.289,-0.054,0.66,-0.0,0.08,-1.1,0,0,0,0,0,0,729
K.Kiermaier,Toronto Blue Jays,Baltimore Orioles,0,5,1,2,0,0,0,5,0.236,0.31,0.546,0.045,0.64,0.0,0.08,0.5,3,-5,7,0,0,3,729
S.Berroa,Toronto Blue Jays,Baltimore Orioles,0,4,2,1,1,1,2,5,0.25,0.214,0.464,0.242,1.05,0.02,0.13,2.0,4,1,0,0,0,1,729
C.Cowser,Baltimore Orioles,Toronto Blue Jays,1,4,1,2,2,0,0,4,0.323,0.449,0.773,0.14,1.22,0.11,1.57,1.5,5,-13,0,0,15,5,729
A.Rutschman,Baltimore Orioles,Toronto Blue Jays,1,4,0,0,0,0,1,4,0.331,0.425,0.756,-0.135,1.36,-0.1,1.75,-1.0,0,0,0,0,0,0,729
A.Santander,Baltimore Orioles,Toronto Blue Jays,1,4,0,1,0,0,0,4,0.309,0.524,0.834,-0.027,0.68,-0.02,0.87,-0.2,1,1,0,0,0,1,729
R.Mountcastle,Baltimore Orioles,Toronto Blue Jays,1,3,0,1,0,1,0,4,0.316,0.448,0.764,-0.002,0.81,-0.0,1.04,-0.1,1,1,0,0,0,1,729
R.O'Hearn,Baltimore Orioles,Toronto Blue Jays,1,4,1,1,0,0,1,4,0.348,0.464,0.812,0.026,1.0,0.02,1.29,0.3,2,-12,13,0,0,2,729
J.Westburg,Baltimore Orioles,Toronto Blue Jays,1,3,2,2,2,1,0,4,0.32,0.505,0.826,0.132,0.94,0.1,1.21,1.5,6,-16,0,0,18,5,729
H.Kjerstad,Baltimore Orioles,Toronto Blue Jays,1,4,0,0,0,0,2,4,0.37,0.42,0.791,-0.108,1.16,-0.08,1.49,-1.1,0,0,0,0,0,0,729
R.Urias,Baltimore Orioles,Toronto Blue Jays,1,4,0,1,0,0,1,4,0.306,0.357,0.664,0.006,0.79,0.01,1.01,-0.3,1,1,0,0,0,1,729
C.Norby,Baltimore Orioles,Toronto Blue Jays,1,4,0,1,0,0,2,4,0.188,0.406,0.594,-0.052,0.9,-0.04,1.16,-0.6,1,0,1,0,0,2,729
G.Springer,Toronto Blue Jays,Baltimore Orioles,0,4,0,1,0,0,1,4,0.306,0.382,0.688,0.002,0.56,0.0,0.09,-0.4,1,1,0,0,0,1,729
S.Berroa,Toronto Blue Jays,Baltimore Orioles,0,1,0,0,0,0,1,1,0.182,0.2,0.382,0.0,0.01,0.0,0.0,-0.1,0,0,0,0,0,0,729
S.Horwitz,Toronto Blue Jays,Baltimore Orioles,0,5,2,2,0,0,1,5,0.39,0.446,0.836,-0.047,0.46,-0.01,0.07,-0.3,4,-7,9,0,0,3,729
V.Guerrero,Toronto Blue Jays,Baltimore Orioles,0,5,2,3,2,0,1,5,0.374,0.506,0.88,-0.024,0.37,-0.0,0.06,1.9,7,-17,0,0,20,0,729
J.Turner,Toronto Blue Jays,Baltimore Orioles,0,1,0,1,0,0,0,1,0.351,0.373,0.724,0.02,0.8,0.0,0.13,0.2,1,1,0,0,0,1,729
A.Barger,Toronto Blue Jays,Baltimore Orioles,0,4,1,1,3,0,1,4,0.197,0.261,0.458,0.04,0.2,0.0,0.03,1.9,5,0,0,0,1,4,729
D.Varsho,Toronto Blue Jays,Baltimore Orioles,0,4,0,0,0,0,0,4,0.281,0.403,0.684,-0.063,0.63,-0.01,0.1,-0.9,0,0,0,0,0,0,729
A.Kirk,Toronto Blue Jays,Baltimore Orioles,0,4,0,3,0,0,1,4,0.305,0.322,0.627,0.046,0.31,0.01,0.05,0.5,3,3,0,0,0,3,729
D.Schneider,Toronto Blue Jays,Baltimore Orioles,0,4,0,1,0,0,3,4,0.312,0.388,0.7,-0.019,0.57,-0.0,0.1,-0.3,1,1,0,0,0,1,729
E.Clement,Toronto Blue Jays,Baltimore Orioles,0,4,0,1,0,0,0,4,0.279,0.413,0.692,0.0,0.53,0.0,0.09,-0.4,1,1,0,0,0,1,729
L.Jimenez,Toronto Blue Jays,Baltimore Orioles,0,4,0,0,0,0,2,4,0.309,0.292,0.601,-0.057,0.61,-0.01,0.1,-1.2,0,0,0,0,0,0,729
C.Cowser,Baltimore Orioles,Toronto Blue Jays,1,3,2,1,1,1,0,5,0.321,0.438,0.76,0.023,0.5,0.02,0.67,-0.1,4,1,0,0,0,1,729
A.Santander,Baltimore Orioles,Toronto Blue Jays,1,4,2,2,2,1,1,5,0.31,0.527,0.837,0.087,0.43,0.07,0.58,2.3,6,-28,0,0,30,5,729
G.Henderson,Baltimore Orioles,Toronto Blue Jays,1,4,2,1,0,1,1,5,0.372,0.556,0.928,0.054,0.51,0.04,0.69,0.2,3,1,0,0,0,1,729
R.Mountcastle,Baltimore Orioles,Toronto Blue Jays,1,4,2,3,2,1,0,5,0.314,0.449,0.763,0.092,0.52,0.07,0.7,2.6,7,-10,0,0,13,6,729
R.O'Hearn,Baltimore Orioles,Toronto Blue Jays,1,2,0,0,1,1,1,4,0.349,0.464,0.812,-0.059,0.5,-0.05,0.67,-1.0,1,0,0,0,0,0,729
C.Pache,Baltimore Orioles,Toronto Blue Jays,1,1,0,1,0,0,0,1,0.294,0.276,0.57,0.0,0.0,0.0,0.0,0.1,1,1,0,0,0,1,729
J.Westburg,Baltimore Orioles,Toronto Blue Jays,1,5,1,3,2,0,1,5,0.316,0.496,0.812,0.045,0.53,0.04,0.71,1.3,6,-22,25,0,0,6,729
C.Mullins,Baltimore Orioles,Toronto Blue Jays,1,3,1,1,0,1,0,5,0.268,0.397,0.665,0.02,0.39,0.02,0.53,0.6,2,-12,13,0,0,2,729
