,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
0,L.Butler,Oakland Athletics,Chicago Cubs,0,5,0,1,1,0,1,5,.324,.513,.837,-0.068,1.01,0,0.00,-0.5,2,1,0,0,0,1,918
1,B.Rooker,Oakland Athletics,Chicago Cubs,0,3,0,2,1,2,0,5,.376,.584,.960,0.158,1.28,0,0.00,1.0,3,2,0,0,0,2,918
2,S.Langeliers,Oakland Athletics,Chicago Cubs,0,4,0,1,0,1,2,5,.281,.447,.728,0.014,1.22,0,0.00,-0.1,1,1,0,0,0,1,918
3,D.Cameron,Oakland Athletics,Chicago Cubs,0,2,0,0,0,0,1,2,.260,.323,.583,-0.113,2.17,0,0.00,-1.1,0,0,0,0,0,0,918
4,S.Brown,Oakland Athletics,Chicago Cubs,0,2,1,1,0,0,0,2,.293,.395,.688,0.037,1.54,0,0.00,0.1,2,1,0,0,0,1,918
5,Z.Gelof,Oakland Athletics,Chicago Cubs,0,3,1,1,1,1,1,4,.277,.377,.654,0.272,1.42,0,0.00,1.5,3,-19,20,0,0,2,918
6,J.Wilson,Oakland Athletics,Chicago Cubs,0,4,0,0,0,0,1,4,.292,.323,.615,-0.154,0.93,0,0.00,-1.5,0,0,0,0,0,0,918
7,T.Soderstrom,Oakland Athletics,Chicago Cubs,0,4,2,2,2,0,0,4,.304,.410,.714,0.242,0.96,0,0.00,1.9,6,-6,0,0,8,5,918
8,T.Nevin,Oakland Athletics,Chicago Cubs,0,3,1,1,0,0,0,3,.289,.330,.620,0.058,1.26,0,0.00,0.3,2,1,0,0,0,1,918
9,J.Bleday,Oakland Athletics,Chicago Cubs,0,1,0,0,0,0,0,1,.328,.451,.779,-0.016,0.65,0,0.00,-0.3,0,0,0,0,0,0,918
10,N.Allen,Oakland Athletics,Chicago Cubs,0,3,0,0,0,0,1,4,.221,.256,.477,-0.073,1.37,0,0.00,-0.7,0,0,0,0,0,0,918
11,I.Happ,Chicago Cubs,Oakland Athletics,1,4,0,0,0,0,2,4,.344,.457,.801,-0.191,1.74,-0.00,0.03,-1.5,0,0,0,0,0,0,918
12,D.Swanson,Chicago Cubs,Oakland Athletics,1,4,0,2,1,0,1,4,.308,.380,.687,0.040,1.73,0,0.03,0.4,3,2,0,0,0,2,918
13,S.Suzuki,Chicago Cubs,Oakland Athletics,1,3,0,1,1,1,2,4,.358,.476,.834,0.051,1.56,0.00,0.03,0.7,2,1,0,0,0,1,918
14,C.Bellinger,Chicago Cubs,Oakland Athletics,1,3,0,0,1,0,1,4,.330,.435,.765,-0.067,1.35,-0.00,0.02,-0.8,1,0,0,0,0,0,918
15,I.Paredes,Chicago Cubs,Oakland Athletics,1,4,0,0,0,0,0,4,.347,.397,.744,-0.089,0.87,-0.00,0.02,-0.9,0,0,0,0,0,0,918
