Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB
Aaron Judge,New York Yankees,Toronto Blue Jays,1,3,2,2,2,2,1,5,0.357,0.455,0.812,0.178,0.34,0.12,0.39,2.2,6,0,0,0,2,5
Anthony Rizzo,New York Yankees,Toronto Blue Jays,1,5,1,1,2,0,1,5,0.3,0.333,0.633,0.007,0.26,0.01,0.3,-0.4,4,0,0,0,1,4
Giancarlo Stanton,New York Yankees,Toronto Blue Jays,1,4,1,3,1,0,0,4,0.241,0.464,0.706,0.086,0.17,0.06,0.2,1.5,5,1,0,0,2,6
Alex Verdugo,New York Yankees,Toronto Blue Jays,1,3,0,0,0,1,0,4,0.25,0.258,0.508,-0.017,0.23,-0.01,0.26,-1.0,0,0,0,0,0,0
Anthony Volpe,New York Yankees,Toronto Blue Jays,1,3,1,0,0,0,1,4,0.455,0.586,1.041,0.021,0.34,0.01,0.39,-0.1,1,0,0,0,0,0
Austin Wells,New York Yankees,Toronto Blue Jays,1,3,1,0,0,1,1,4,0.318,0.176,0.495,0.024,0.34,0.02,0.39,0.1,1,0,0,0,0,0
Oswaldo Cabrera,New York Yankees,Toronto Blue Jays,1,4,1,1,0,0,1,4,0.375,0.567,0.942,0.025,0.32,0.02,0.36,0.2,2,1,0,0,0,1
Jose Altuve,Houston Astros,Texas Rangers,0,5,0,3,0,0,1,5,0.425,0.73,1.155,-0.045,0.69,-0.02,0.54,-0.2,3,-1,4,0,0,4
Yordan Alvarez,Houston Astros,Texas Rangers,0,4,1,2,0,1,1,5,0.325,0.444,0.769,-0.023,0.63,-0.01,0.49,0.2,3,2,0,0,0,2
Kyle Tucker,Houston Astros,Texas Rangers,0,5,1,2,0,0,0,5,0.375,0.528,0.903,-0.027,0.9,-0.01,0.7,-0.7,3,0,2,0,0,3
Alex Bregman,Houston Astros,Texas Rangers,0,3,0,1,0,1,1,4,0.306,0.258,0.564,-0.016,1.27,-0.01,0.99,0.0,1,1,0,0,0,1
Yainer Diaz,Houston Astros,Texas Rangers,0,4,0,0,0,0,0,4,0.405,0.559,0.964,0.071,1.99,0.03,1.56,0.9,0,0,0,0,0,0
Chas McCormick,Houston Astros,Texas Rangers,0,2,0,0,0,2,1,4,0.387,0.346,0.733,-0.026,1.21,-0.01,0.95,-0.0,0,0,0,0,0,0
José Abreu,Houston Astros,Texas Rangers,0,4,0,0,0,0,2,4,0.143,0.077,0.22,-0.147,1.39,-0.07,1.09,-1.3,0,0,0,0,0,0
Jeremy Peña,Houston Astros,Texas Rangers,0,4,0,0,0,0,0,4,0.382,0.563,0.945,-0.074,0.71,-0.03,0.56,-0.9,0,0,0,0,0,0
Jake Meyers,Houston Astros,Texas Rangers,0,3,0,0,0,0,1,3,0.263,0.556,0.819,-0.069,0.9,-0.03,0.71,-0.6,0,0,0,0,0,0
Jon Singleton,Houston Astros,Texas Rangers,0,1,0,0,0,0,0,1,0.273,0.2,0.473,-0.002,0.07,-0.0,0.05,-0.2,0,0,0,0,0,0
Marcus Semien,Texas Rangers,Houston Astros,1,5,1,2,1,0,0,5,0.462,0.469,0.93,0.085,1.38,0.05,1.46,0.5,4,2,0,0,0,2
Corey Seager,Texas Rangers,Houston Astros,1,3,1,2,1,2,0,5,0.471,0.517,0.988,0.14,0.89,0.09,0.94,2.1,4,2,0,0,0,2
Wyatt Langford,Texas Rangers,Houston Astros,1,5,1,2,1,0,1,5,0.316,0.353,0.669,-0.078,1.22,-0.05,1.29,0.4,4,1,1,0,0,3
Adolis García,Texas Rangers,Houston Astros,1,5,0,1,1,0,1,5,0.297,0.647,0.944,-0.112,0.93,-0.07,0.98,-0.5,2,1,0,0,0,1
Evan Carter,Texas Rangers,Houston Astros,1,5,1,3,0,0,1,5,0.406,0.333,0.74,0.066,0.72,0.04,0.76,1.0,4,0,3,0,0,5
Jared Walsh,Texas Rangers,Houston Astros,1,4,1,1,0,1,2,5,0.375,0.5,0.875,-0.064,1.1,-0.04,1.16,-1.0,2,1,0,0,0,1
Jonah Heim,Texas Rangers,Houston Astros,1,5,0,1,1,0,2,5,0.258,0.323,0.581,-0.016,1.06,-0.01,1.12,-0.5,2,1,0,0,0,1
Josh H. Smith,Texas Rangers,Houston Astros,1,3,0,1,0,1,1,4,0.471,0.5,0.971,0.014,1.04,0.01,1.1,0.1,1,1,0,0,0,0
Leody Taveras,Texas Rangers,Houston Astros,1,4,2,2,1,0,0,4,0.357,0.44,0.797,0.109,1.34,0.07,1.42,0.7,5,0,2,0,0,3
Andrew Benintendi,Chicago White Sox,Kansas City Royals,0,4,0,0,0,0,1,4,0.121,0.094,0.215,-0.115,1.14,-0.05,0.75,-1.1,0,0,0,0,0,0
Yoán Moncada,Chicago White Sox,Kansas City Royals,0,3,0,0,0,1,3,4,0.364,0.393,0.756,-0.056,0.99,-0.02,0.65,-0.4,0,0,0,0,0,0
Andrew Vaughn,Chicago White Sox,Kansas City Royals,0,4,0,0,0,0,2,4,0.267,0.185,0.452,-0.088,0.88,-0.03,0.58,-0.8,0,0,0,0,0,0
Gavin Sheets,Chicago White Sox,Kansas City Royals,0,3,0,0,0,0,1,3,0.474,0.571,1.045,-0.081,1.03,-0.03,0.68,-0.6,0,0,0,0,0,0
Kevin Pillar,Chicago White Sox,Kansas City Royals,0,3,0,0,0,0,1,3,0.222,0.0,0.222,-0.068,0.88,-0.03,0.58,-0.5,0,0,0,0,0,0
Paul DeJong,Chicago White Sox,Kansas City Royals,0,3,0,1,0,0,0,3,0.176,0.588,0.765,0.022,0.73,0.01,0.48,0.4,1,0,1,0,0,2
Lenyn Sosa,Chicago White Sox,Kansas City Royals,0,3,0,1,0,0,1,3,0.333,0.333,0.667,-0.018,1.04,-0.01,0.69,-0.2,1,1,0,0,0,1
Dominic Fletcher,Chicago White Sox,Kansas City Royals,0,2,0,0,0,1,1,3,0.2,0.111,0.311,-0.08,1.38,-0.03,0.91,-0.8,0,0,0,0,0,0
Martín Maldonado,Chicago White Sox,Kansas City Royals,0,2,0,1,0,0,0,2,0.125,0.133,0.258,0.051,0.72,0.02,0.47,0.3,1,0,1,0,0,2
Robbie Grossman,Chicago White Sox,Kansas City Royals,0,1,0,0,0,0,0,1,0.0,0.0,0.0,-0.094,2.33,-0.04,1.54,-0.9,0,0,0,0,0,0
Maikel Garcia,Kansas City Royals,Chicago White Sox,1,4,0,2,1,0,0,4,0.275,0.605,0.88,0.033,0.85,0.02,0.79,1.1,3,2,0,0,0,2
Bobby Witt Jr.,Kansas City Royals,Chicago White Sox,1,4,0,2,0,0,1,4,0.45,0.75,1.2,0.043,1.0,0.03,0.92,-0.2,2,2,0,0,0,0
Vinnie Pasquantino,Kansas City Royals,Chicago White Sox,1,4,0,0,0,0,1,4,0.216,0.121,0.337,-0.141,1.28,-0.08,1.18,-1.9,0,0,0,0,0,0
Salvador Perez,Kansas City Royals,Chicago White Sox,1,4,1,1,0,0,0,4,0.405,0.571,0.977,-0.046,1.01,-0.03,0.93,-0.9,2,1,0,0,0,1
MJ Melendez,Kansas City Royals,Chicago White Sox,1,4,1,1,2,0,1,4,0.387,0.679,1.066,0.186,1.12,0.1,1.03,1.0,4,-1,0,0,2,4
Nelson Velázquez,Kansas City Royals,Chicago White Sox,1,4,0,2,0,0,1,4,0.333,0.6,0.933,-0.075,0.9,-0.04,0.83,-0.6,2,0,2,0,0,3
Nick Loftin,Kansas City Royals,Chicago White Sox,1,1,0,0,0,2,0,3,0.357,0.182,0.539,0.045,0.77,0.03,0.71,0.5,0,0,0,0,0,0
Dairon Blanco,Kansas City Royals,Chicago White Sox,1,0,1,0,0,1,0,1,0.5,0.0,0.5,0.001,0.03,0.0,0.03,0.1,1,0,0,0,0,0
Garrett Hampson,Kansas City Royals,Chicago White Sox,1,4,0,1,0,0,3,4,0.167,0.091,0.258,-0.047,0.72,-0.03,0.66,-0.5,1,1,0,0,0,1
Kyle Isbel,Kansas City Royals,Chicago White Sox,1,3,0,1,0,0,1,3,0.286,0.407,0.693,-0.027,0.96,-0.01,0.89,0.3,1,1,0,0,0,1
J.P. Crawford,Seattle Mariners,Milwaukee Brewers,0,5,1,1,0,0,2,5,0.231,0.229,0.459,0.015,0.69,0.01,0.55,-0.2,2,1,0,0,0,0
Julio Rodríguez,Seattle Mariners,Milwaukee Brewers,0,5,0,2,1,0,2,5,0.256,0.222,0.479,0.095,0.64,0.04,0.51,0.8,3,2,0,0,0,2
Jorge Polanco,Seattle Mariners,Milwaukee Brewers,0,4,2,1,2,0,0,4,0.243,0.265,0.508,-0.02,0.8,-0.01,0.63,0.2,5,0,0,0,1,4
Mitch Haniger,Seattle Mariners,Milwaukee Brewers,0,3,0,2,0,1,0,4,0.371,0.452,0.823,0.041,0.54,0.02,0.42,0.9,2,2,0,0,0,2
Mitch Garver,Seattle Mariners,Milwaukee Brewers,0,4,0,1,1,0,2,4,0.292,0.35,0.642,0.028,0.77,0.01,0.61,0.2,2,1,0,0,0,1
Cal Raleigh,Seattle Mariners,Milwaukee Brewers,0,4,0,0,0,0,0,4,0.259,0.2,0.459,-0.103,0.59,-0.05,0.47,-1.9,0,0,0,0,0,0
Dylan Moore,Seattle Mariners,Milwaukee Brewers,0,2,0,1,0,2,1,4,0.438,0.5,0.938,0.031,0.45,0.01,0.35,0.3,1,1,0,0,0,1
Luis Urías,Seattle Mariners,Milwaukee Brewers,0,4,1,1,1,0,2,4,0.3,0.471,0.771,0.041,0.64,0.02,0.51,0.3,3,0,0,0,1,4
Samad Taylor,Seattle Mariners,Milwaukee Brewers,0,2,1,1,0,0,1,2,0.5,0.5,1.0,0.047,1.1,0.02,0.87,0.3,2,1,0,0,0,1
Luke Raley,Seattle Mariners,Milwaukee Brewers,0,2,0,0,0,0,1,2,0.188,0.25,0.438,-0.018,0.34,-0.01,0.27,-0.5,0,0,0,0,0,0
Sal Frelick,Milwaukee Brewers,Seattle Mariners,1,4,0,0,0,0,0,4,0.24,0.174,0.414,-0.095,0.93,-0.06,0.95,-0.8,0,0,0,0,0,0
William Contreras,Milwaukee Brewers,Seattle Mariners,1,3,1,2,0,1,1,4,0.387,0.423,0.81,0.116,0.8,0.07,0.82,0.9,3,-1,3,0,0,3
Christian Yelich,Milwaukee Brewers,Seattle Mariners,1,3,0,0,0,1,0,4,0.379,0.654,1.033,-0.003,1.27,-0.0,1.31,-0.4,0,0,0,0,0,0
Willy Adames,Milwaukee Brewers,Seattle Mariners,1,3,0,1,0,1,1,4,0.433,0.48,0.913,0.109,1.87,0.07,1.92,0.4,1,1,0,0,0,1
Oliver Dunn,Milwaukee Brewers,Seattle Mariners,1,2,0,0,0,1,1,3,0.381,0.444,0.825,-0.052,1.25,-0.03,1.29,-0.4,0,0,0,0,0,0
Rhys Hoskins,Milwaukee Brewers,Seattle Mariners,1,0,0,0,1,0,0,1,0.346,0.524,0.87,-0.088,5.97,-0.05,6.13,-0.1,1,0,0,0,0,0
Jake Bauers,Milwaukee Brewers,Seattle Mariners,1,3,0,0,0,0,1,3,0.2,0.154,0.354,-0.092,1.23,-0.06,1.27,-0.8,0,0,0,0,0,0
Joey Ortiz,Milwaukee Brewers,Seattle Mariners,1,1,0,0,0,0,0,1,0.4,0.333,0.733,-0.123,4.73,-0.08,4.86,-0.4,0,0,0,0,0,0
Gary Sánchez,Milwaukee Brewers,Seattle Mariners,1,4,0,0,0,0,0,4,0.0,0.0,0.0,-0.115,1.07,-0.07,1.1,-0.9,0,0,0,0,0,0
Brice Turang,Milwaukee Brewers,Seattle Mariners,1,4,1,1,0,0,2,4,0.385,0.435,0.819,-0.036,0.8,-0.02,0.82,-0.1,2,1,0,0,0,1
Jackson Chourio,Milwaukee Brewers,Seattle Mariners,1,4,1,1,2,0,2,4,0.3,0.517,0.817,0.035,0.87,0.02,0.9,1.1,4,-1,0,0,2,4
Ketel Marte,Arizona Diamondbacks,Atlanta Braves,0,4,1,2,2,1,2,5,0.409,0.684,1.093,0.109,0.58,0.06,0.56,1.8,5,-4,3,0,3,6
Corbin Carroll,Arizona Diamondbacks,Atlanta Braves,0,5,1,1,0,0,0,5,0.342,0.226,0.568,-0.018,0.52,-0.01,0.5,-1.4,2,1,0,0,0,1
Lourdes Gurriel Jr.,Arizona Diamondbacks,Atlanta Braves,0,5,1,2,0,0,1,5,0.395,0.605,1.001,0.043,0.51,0.03,0.49,0.5,3,2,0,0,0,0
Christian Walker,Arizona Diamondbacks,Atlanta Braves,0,5,1,1,1,0,1,5,0.286,0.474,0.759,-0.032,1.15,-0.02,1.09,-0.1,3,1,0,0,0,1
Eugenio Suárez,Arizona Diamondbacks,Atlanta Braves,0,3,2,1,0,1,1,5,0.41,0.5,0.91,0.126,0.91,0.07,0.86,0.9,3,1,0,0,0,1
Randal Grichuk,Arizona Diamondbacks,Atlanta Braves,0,4,1,2,1,0,0,4,0.5,0.5,1.0,0.048,0.63,0.03,0.6,0.9,4,2,0,0,0,2
Joc Pederson,Arizona Diamondbacks,Atlanta Braves,0,0,0,0,0,0,0,1,0.632,0.571,1.203,-0.064,3.93,-0.04,3.75,-0.2,0,0,0,0,0,0
Gabriel Moreno,Arizona Diamondbacks,Atlanta Braves,0,5,0,1,1,0,0,5,0.281,0.286,0.567,-0.075,1.26,-0.04,1.2,0.8,2,1,0,0,0,1
Jake McCarthy,Arizona Diamondbacks,Atlanta Braves,0,4,1,2,2,0,0,4,0.389,0.471,0.859,0.044,0.47,0.03,0.45,1.6,5,0,2,0,0,3
Blaze Alexander,Arizona Diamondbacks,Atlanta Braves,0,4,0,0,0,0,1,4,0.35,0.444,0.794,-0.042,0.35,-0.02,0.33,-1.8,0,0,0,0,0,0
Ronald Acuña Jr.,Atlanta Braves,Arizona Diamondbacks,1,5,2,2,1,0,2,5,0.364,0.345,0.708,0.215,1.1,0.14,1.16,0.6,5,2,0,0,0,0
Ozzie Albies,Atlanta Braves,Arizona Diamondbacks,1,5,0,0,0,0,2,5,0.333,0.5,0.833,-0.048,0.9,-0.03,0.95,-0.8,0,0,0,0,0,0
Austin Riley,Atlanta Braves,Arizona Diamondbacks,1,5,2,3,1,0,0,5,0.303,0.452,0.755,0.181,1.17,0.11,1.23,1.3,6,0,3,0,0,4
Matt Olson,Atlanta Braves,Arizona Diamondbacks,1,3,2,2,1,2,0,5,0.394,0.69,1.084,0.118,0.8,0.07,0.85,1.4,5,-3,5,0,0,3
Marcell Ozuna,Atlanta Braves,Arizona Diamondbacks,1,5,2,3,4,0,1,5,0.344,0.774,1.118,0.172,1.1,0.11,1.16,3.0,9,-3,2,0,4,7
Michael Harris II,Atlanta Braves,Arizona Diamondbacks,1,5,0,2,2,0,2,5,0.406,0.586,0.992,0.177,1.32,0.11,1.39,1.4,4,1,0,1,0,4
Orlando Arcia,Atlanta Braves,Arizona Diamondbacks,1,4,0,0,0,0,1,4,0.433,0.571,1.005,-0.16,1.66,-0.1,1.74,-1.4,0,0,0,0,0,0
Travis d'Arnaud,Atlanta Braves,Arizona Diamondbacks,1,4,0,0,0,0,1,4,0.286,0.316,0.602,-0.185,1.52,-0.12,1.6,-1.6,0,0,0,0,0,0
Jarred Kelenic,Atlanta Braves,Arizona Diamondbacks,1,4,1,3,0,0,1,4,0.667,0.813,1.479,0.169,1.05,0.11,1.1,0.7,4,0,3,0,0,4
Yandy Díaz,Tampa Bay Rays,Colorado Rockies,0,5,0,1,2,0,1,5,0.35,0.429,0.779,0.194,2.01,0.09,1.5,0.4,3,1,0,0,0,1
Brandon Lowe,Tampa Bay Rays,Colorado Rockies,0,4,1,1,0,1,1,5,0.269,0.304,0.574,-0.072,0.98,-0.03,0.74,-0.9,2,1,0,0,0,1
Randy Arozarena,Tampa Bay Rays,Colorado Rockies,0,5,0,0,0,0,3,5,0.27,0.382,0.653,-0.123,0.98,-0.06,0.73,-1.5,0,0,0,0,0,0
Isaac Paredes,Tampa Bay Rays,Colorado Rockies,0,5,1,2,2,0,2,5,0.324,0.548,0.872,0.063,0.72,0.03,0.54,1.2,5,-1,0,0,3,5
Richie Palacios,Tampa Bay Rays,Colorado Rockies,0,4,2,1,0,1,1,5,0.381,0.375,0.756,-0.008,0.56,-0.0,0.42,-0.0,3,1,0,0,0,1
Harold Ramírez,Tampa Bay Rays,Colorado Rockies,0,4,2,2,1,0,0,4,0.265,0.294,0.559,0.116,0.86,0.05,0.65,1.3,5,1,1,0,0,3
Amed Rosario,Tampa Bay Rays,Colorado Rockies,0,4,1,1,1,0,2,4,0.286,0.37,0.656,0.176,1.5,0.08,1.12,0.4,3,1,0,0,0,1
Ben Rortvedt,Tampa Bay Rays,Colorado Rockies,0,3,1,1,2,1,1,4,0.467,0.538,1.005,0.044,1.18,0.02,0.88,1.1,4,-1,2,0,0,2
Jose Siri,Tampa Bay Rays,Colorado Rockies,0,2,0,0,0,2,1,4,0.389,0.357,0.746,0.087,1.47,0.04,1.09,0.7,0,0,0,0,0,0
Charlie Blackmon,Colorado Rockies,Tampa Bay Rays,1,5,0,1,0,0,0,5,0.353,0.485,0.838,-0.066,0.64,-0.03,0.46,-0.5,1,1,0,0,0,1
Brendan Rodgers,Colorado Rockies,Tampa Bay Rays,1,5,1,1,0,0,0,5,0.171,0.206,0.377,-0.13,0.95,-0.06,0.68,-1.1,2,1,0,0,0,1
Nolan Jones,Colorado Rockies,Tampa Bay Rays,1,4,0,0,0,1,3,5,0.225,0.25,0.475,-0.058,0.77,-0.03,0.55,-0.9,0,0,0,0,0,0
Elias Díaz,Colorado Rockies,Tampa Bay Rays,1,5,0,2,1,0,1,5,0.296,0.4,0.696,0.074,0.85,0.03,0.61,0.8,3,2,0,0,0,2
Ryan McMahon,Colorado Rockies,Tampa Bay Rays,1,3,1,1,1,1,1,4,0.474,0.656,1.13,0.071,0.86,0.03,0.61,0.9,3,-1,0,0,2,4
Elehuris Montero,Colorado Rockies,Tampa Bay Rays,1,4,0,1,0,0,0,4,0.28,0.182,0.462,-0.105,0.67,-0.04,0.48,-2.0,1,1,0,0,0,1
Ezequiel Tovar,Colorado Rockies,Tampa Bay Rays,1,3,2,2,0,1,0,4,0.371,0.548,0.92,0.068,0.46,0.03,0.32,0.9,4,0,2,0,0,3
Michael Toglia,Colorado Rockies,Tampa Bay Rays,1,4,1,1,2,0,2,4,0.222,0.529,0.752,0.047,1.07,0.02,0.76,0.5,4,-1,0,0,2,4
Brenton Doyle,Colorado Rockies,Tampa Bay Rays,1,4,1,2,2,0,1,4,0.294,0.5,0.794,0.076,0.79,0.03,0.56,1.8,5,-2,2,0,2,6
Xander Bogaerts,San Diego Padres,San Francisco Giants,0,4,1,1,0,0,0,4,0.34,0.302,0.643,0.023,0.34,0.01,0.3,0.0,2,1,0,0,0,1
Fernando Tatis Jr.,San Diego Padres,San Francisco Giants,0,4,0,1,0,0,0,4,0.356,0.537,0.892,-0.048,0.54,-0.03,0.49,-0.7,1,1,0,0,0,0
Jake Cronenworth,San Diego Padres,San Francisco Giants,0,3,0,0,0,1,2,4,0.34,0.405,0.745,-0.026,0.44,-0.01,0.4,-0.4,0,0,0,0,0,0
Manny Machado,San Diego Padres,San Francisco Giants,0,4,1,1,0,0,0,4,0.292,0.381,0.673,-0.009,0.38,-0.01,0.34,-0.7,2,1,0,0,0,1
Ha-Seong Kim,San Diego Padres,San Francisco Giants,0,3,1,0,0,1,0,4,0.298,0.325,0.623,0.014,0.56,0.01,0.51,-0.3,1,0,0,0,0,0
Jurickson Profar,San Diego Padres,San Francisco Giants,0,3,1,1,4,0,0,3,0.4,0.485,0.885,0.277,1.07,0.15,0.98,3.0,6,0,0,0,1,4
José Azocar,San Diego Padres,San Francisco Giants,0,1,0,0,0,0,0,1,0.364,0.3,0.664,-0.001,0.04,-0.0,0.04,-0.1,0,0,0,0,0,0
Luis Campusano,San Diego Padres,San Francisco Giants,0,3,0,1,0,0,0,3,0.361,0.528,0.889,-0.007,0.15,-0.0,0.13,-0.1,1,1,0,0,0,1
Tyler Wade,San Diego Padres,San Francisco Giants,0,3,0,0,0,0,0,3,0.381,0.333,0.714,-0.024,0.32,-0.01,0.29,-0.7,0,0,0,0,0,0
Jackson Merrill,San Diego Padres,San Francisco Giants,0,2,0,0,0,1,0,3,0.324,0.4,0.724,-0.017,0.3,-0.01,0.28,-0.6,0,0,0,0,0,0
Jung Hoo Lee,San Francisco Giants,San Diego Padres,1,4,0,0,0,0,0,4,0.268,0.286,0.554,-0.085,0.94,-0.05,0.91,-1.0,0,0,0,0,0,0
LaMonte Wade Jr.,San Francisco Giants,San Diego Padres,1,3,0,1,0,0,1,3,0.393,0.333,0.726,-0.011,0.58,-0.01,0.56,-0.1,1,1,0,0,0,0
Wilmer Flores,San Francisco Giants,San Diego Padres,1,1,0,0,0,0,0,1,0.381,0.333,0.714,-0.022,0.79,-0.01,0.76,-0.4,0,0,0,0,0,0
Jorge Soler,San Francisco Giants,San Diego Padres,1,4,0,0,0,0,0,4,0.308,0.455,0.762,-0.073,0.69,-0.04,0.66,-1.1,0,0,0,0,0,0
Michael Conforto,San Francisco Giants,San Diego Padres,1,3,0,0,0,1,0,4,0.432,0.765,1.197,-0.026,0.57,-0.01,0.55,-0.2,0,0,0,0,0,0
Matt Chapman,San Francisco Giants,San Diego Padres,1,4,0,0,0,0,1,4,0.25,0.405,0.655,-0.059,0.6,-0.03,0.58,-0.9,0,0,0,0,0,0
Thairo Estrada,San Francisco Giants,San Diego Padres,1,4,0,1,0,0,1,4,0.167,0.286,0.452,-0.037,0.5,-0.02,0.48,-0.6,1,1,0,0,0,1
Mike Yastrzemski,San Francisco Giants,San Diego Padres,1,3,0,1,0,1,0,4,0.235,0.071,0.307,0.014,0.42,0.01,0.4,0.0,1,1,0,0,0,1
Tom Murphy,San Francisco Giants,San Diego Padres,1,3,0,0,0,0,2,3,0.273,0.222,0.495,-0.062,0.76,-0.04,0.73,-0.9,0,0,0,0,0,0
Nick Ahmed,San Francisco Giants,San Diego Padres,1,2,0,1,0,1,0,3,0.286,0.269,0.555,0.043,0.71,0.03,0.68,0.5,1,1,0,0,0,1
Jarren Duran,Boston Red Sox,Los Angeles Angels,0,4,0,1,1,0,2,4,0.439,0.459,0.898,-0.054,1.11,-0.04,1.23,-0.5,2,1,0,0,0,1
Pablo Reyes,Boston Red Sox,Los Angeles Angels,0,3,0,0,0,0,3,3,0.235,0.188,0.423,-0.046,0.6,-0.03,0.66,-0.5,0,0,0,0,0,0
Reese McGuire,Boston Red Sox,Los Angeles Angels,0,1,0,0,0,0,1,1,0.333,0.5,0.833,-0.076,2.91,-0.05,3.21,-0.2,0,0,0,0,0,0
Rafael Devers,Boston Red Sox,Los Angeles Angels,0,4,0,1,0,0,1,4,0.324,0.379,0.703,-0.043,1.0,-0.03,1.1,-0.0,1,1,0,0,0,1
Tyler O'Neill,Boston Red Sox,Los Angeles Angels,0,3,0,0,0,1,1,4,0.5,0.84,1.34,-0.08,1.39,-0.05,1.53,-0.3,0,0,0,0,0,0
Bobby Dalbec,Boston Red Sox,Los Angeles Angels,0,2,0,0,0,0,1,2,0.0,0.0,0.0,-0.054,1.35,-0.04,1.5,-0.6,0,0,0,0,0,0
Masataka Yoshida,Boston Red Sox,Los Angeles Angels,0,0,0,0,0,0,0,1,0.333,0.31,0.644,0.049,1.26,0.03,1.39,0.3,0,0,0,0,0,0
Triston Casas,Boston Red Sox,Los Angeles Angels,0,3,0,0,0,0,3,3,0.316,0.333,0.649,-0.121,1.58,-0.08,1.74,-1.0,0,0,0,0,0,0
Ceddanne Rafaela,Boston Red Sox,Los Angeles Angels,0,2,0,0,0,0,2,2,0.25,0.296,0.546,-0.049,0.9,-0.03,0.99,-0.5,0,0,0,0,0,0
Wilyer Abreu,Boston Red Sox,Los Angeles Angels,0,1,0,0,0,0,0,1,0.25,0.143,0.393,-0.046,1.6,-0.03,1.77,-0.2,0,0,0,0,0,0
Connor Wong,Boston Red Sox,Los Angeles Angels,0,3,1,1,0,0,0,3,0.333,0.4,0.733,-0.008,1.29,-0.01,1.42,0.2,2,0,1,0,0,2
Enmanuel Valdez,Boston Red Sox,Los Angeles Angels,0,3,0,0,0,0,0,3,0.133,0.25,0.383,-0.069,1.14,-0.05,1.25,-0.5,0,0,0,0,0,0
Anthony Rendon,Los Angeles Angels,Boston Red Sox,1,4,0,1,0,0,1,4,0.138,0.074,0.212,0.198,2.09,0.12,2.14,0.9,1,1,0,0,0,1
Nolan Schanuel,Los Angeles Angels,Boston Red Sox,1,2,0,0,0,2,0,4,0.344,0.227,0.571,0.012,1.25,0.01,1.28,0.2,0,0,0,0,0,0
Mike Trout,Los Angeles Angels,Boston Red Sox,1,3,0,0,0,1,1,4,0.303,0.533,0.836,-0.135,1.6,-0.08,1.64,-1.3,0,0,0,0,0,0
Taylor Ward,Los Angeles Angels,Boston Red Sox,1,3,0,0,0,1,2,4,0.294,0.606,0.9,-0.061,1.31,-0.04,1.34,-0.6,0,0,0,0,0,0
Aaron Hicks,Los Angeles Angels,Boston Red Sox,1,4,0,0,0,0,3,4,0.24,0.273,0.513,-0.125,1.25,-0.08,1.27,-1.0,0,0,0,0,0,0
Logan O'Hoppe,Los Angeles Angels,Boston Red Sox,1,4,0,1,0,0,1,4,0.5,0.667,1.167,-0.053,0.95,-0.03,0.98,-0.3,1,1,0,0,0,1
Luis Rengifo,Los Angeles Angels,Boston Red Sox,1,4,1,2,0,0,1,4,0.357,0.5,0.857,0.022,1.02,0.01,1.04,-0.1,3,2,0,0,0,2
Mickey Moniak,Los Angeles Angels,Boston Red Sox,1,2,1,0,0,2,0,4,0.231,0.0,0.231,-0.031,1.39,-0.02,1.42,-0.3,1,0,0,0,0,0
Zach Neto,Los Angeles Angels,Boston Red Sox,1,4,0,2,0,0,1,4,0.267,0.31,0.577,0.076,1.62,0.05,1.66,0.3,2,2,0,0,0,2
