Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
E.Tovar,Colorado Rockies,Cincinnati Reds,0,4,0,1,0,0,3,4,0.293,0.436,0.728,-0.01,0.69,0.0,0.0,-0.3,1,1,0,0,0,1,711
B.Rodgers,Colorado Rockies,Cincinnati Reds,0,4,0,0,0,0,1,4,0.309,0.382,0.691,-0.067,0.69,0.0,0.0,-0.8,0,0,0,0,0,0,711
R.McMahon,Colorado Rockies,Cincinnati Reds,0,2,0,0,0,1,1,3,0.349,0.45,0.798,0.019,0.64,0.0,0.0,0.2,0,0,0,0,0,0,711
A.Schunk,Colorado Rockies,Cincinnati Reds,0,1,0,0,0,0,1,1,0.071,0.071,0.143,-0.001,0.03,0.0,0.0,-0.2,0,0,0,0,0,0,711
B.Doyle,Colorado Rockies,Cincinnati Reds,0,3,0,0,0,1,2,4,0.346,0.461,0.807,-0.095,0.98,0.0,0.0,-0.7,0,0,0,0,0,0,711
J.Cave,Colorado Rockies,Cincinnati Reds,0,2,0,0,0,0,1,2,0.306,0.349,0.655,-0.058,1.12,0.0,0.0,-0.6,0,0,0,0,0,0,711
J.Stallings,Colorado Rockies,Cincinnati Reds,0,2,0,0,0,0,0,2,0.36,0.428,0.788,-0.017,0.33,0.0,0.0,-0.7,0,0,0,0,0,0,711
M.Toglia,Colorado Rockies,Cincinnati Reds,0,2,1,1,1,1,1,3,0.256,0.441,0.697,0.062,0.48,0.0,0.0,1.0,3,-11,0,0,12,4,711
N.Jones,Colorado Rockies,Cincinnati Reds,0,2,0,1,0,1,1,3,0.311,0.313,0.623,-0.003,0.99,0.0,0.0,-0.0,1,1,0,0,0,1,711
H.Goodman,Colorado Rockies,Cincinnati Reds,0,3,0,0,0,0,1,3,0.219,0.417,0.635,-0.102,1.31,0.0,0.0,-1.1,0,0,0,0,0,0,711
