Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
A.McCutchen,Pittsburgh Pirates,Detroit Tigers,0,4,2,3,4,1,0,5,0.337,0.407,0.744,0.278,0.79,0.11,0.52,4.3,9,-10,5,0,8,7,529
B.Reynolds,Pittsburgh Pirates,Detroit Tigers,0,4,0,0,1,0,2,5,0.328,0.411,0.739,-0.043,0.47,-0.02,0.3,-1.2,1,0,0,0,0,0,529
C.Joe,Pittsburgh Pirates,Detroit Tigers,0,4,1,2,1,1,0,5,0.357,0.463,0.82,0.027,0.36,0.01,0.24,1.2,4,-11,13,0,0,3,529
O.Cruz,Pittsburgh Pirates,Detroit Tigers,0,5,1,1,1,0,2,5,0.3,0.426,0.726,-0.078,0.6,-0.03,0.39,0.2,3,0,0,1,0,3,529
N.Gonzales,Pittsburgh Pirates,Detroit Tigers,0,5,2,3,2,0,2,5,0.375,0.547,0.922,0.114,0.42,0.04,0.27,2.0,7,-4,4,0,3,7,529
R.Tellez,Pittsburgh Pirates,Detroit Tigers,0,5,1,1,0,0,0,5,0.239,0.222,0.461,-0.044,0.29,-0.02,0.19,-0.8,2,1,0,0,0,1,529
J.Triolo,Pittsburgh Pirates,Detroit Tigers,0,4,1,1,1,0,1,5,0.287,0.273,0.56,0.076,0.76,0.03,0.49,-0.3,3,1,0,0,0,1,529
J.Hwan,Pittsburgh Pirates,Detroit Tigers,0,4,1,2,0,0,2,4,0.353,0.267,0.62,0.06,0.56,0.02,0.36,1.1,3,2,0,0,0,2,529
G.Koch,Pittsburgh Pirates,Detroit Tigers,0,3,1,0,0,1,3,4,0.2,0.0,0.2,-0.067,0.82,-0.03,0.54,-1.1,1,0,0,0,0,0,529
W.Perez,Detroit Tigers,Pittsburgh Pirates,1,4,0,0,0,0,2,4,0.331,0.448,0.779,-0.085,0.87,-0.04,0.62,-1.0,0,0,0,0,0,0,529
R.Greene,Detroit Tigers,Pittsburgh Pirates,1,3,0,0,0,1,1,4,0.335,0.429,0.764,-0.06,0.64,-0.03,0.46,-0.5,0,0,0,0,0,0,529
M.Vierling,Detroit Tigers,Pittsburgh Pirates,1,4,1,1,1,0,2,4,0.32,0.503,0.823,0.012,0.42,0.01,0.3,0.4,3,-6,0,0,7,4,529
M.Canha,Detroit Tigers,Pittsburgh Pirates,1,3,1,1,0,1,1,4,0.36,0.404,0.765,0.002,0.58,0.0,0.41,0.4,2,1,0,0,0,1,529
