Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
M.Winn,St Louis Cardinals,Chicago Cubs,0,4,0,1,0,0,2,4,0.346,0.427,0.773,0.0,0.67,0.0,0.65,-0.2,1,1,0,0,0,1,615
A.Burleson,St Louis Cardinals,Chicago Cubs,0,4,1,1,0,0,0,4,0.305,0.437,0.742,0.024,0.94,0.01,0.93,0.2,2,-7,8,0,0,2,615
P.Goldschmidt,St Louis Cardinals,Chicago Cubs,0,4,0,0,0,0,2,4,0.295,0.347,0.642,-0.089,1.02,-0.05,1.0,-0.9,0,0,0,0,0,0,615
N.Arenado,St Louis Cardinals,Chicago Cubs,0,2,0,1,1,0,0,4,0.317,0.383,0.7,0.13,1.13,0.08,1.1,0.8,2,1,0,0,0,1,615
N.Gorman,St Louis Cardinals,Chicago Cubs,0,4,0,0,0,0,2,4,0.287,0.446,0.733,-0.113,1.2,-0.07,1.18,-0.9,0,0,0,0,0,0,615
I.Herrera,St Louis Cardinals,Chicago Cubs,0,3,0,1,0,0,0,3,0.335,0.366,0.701,0.007,1.6,0.0,1.57,-0.1,1,1,0,0,0,1,615
D.Carlson,St Louis Cardinals,Chicago Cubs,0,3,0,0,0,0,0,3,0.273,0.217,0.49,-0.133,1.84,-0.08,1.8,-0.9,0,0,0,0,0,0,615
B.Donovan,St Louis Cardinals,Chicago Cubs,0,3,0,0,0,0,2,3,0.32,0.373,0.694,-0.124,1.6,-0.07,1.57,-0.8,0,0,0,0,0,0,615
P.Pages,St Louis Cardinals,Chicago Cubs,0,3,0,0,0,0,0,3,0.214,0.229,0.443,-0.068,0.89,-0.04,0.87,-0.6,0,0,0,0,0,0,615
M.Tauchman,Chicago Cubs,St. Louis Cardinals,1,4,1,2,0,0,0,4,0.352,0.38,0.732,-0.044,1.02,-0.02,0.74,-0.3,3,2,0,0,0,2,615
C.Morel,Chicago Cubs,St. Louis Cardinals,1,4,0,0,0,0,0,4,0.306,0.381,0.686,-0.125,0.9,-0.06,0.65,-1.4,0,0,0,0,0,0,615
C.Bellinger,Chicago Cubs,St. Louis Cardinals,1,3,2,2,0,1,1,4,0.324,0.447,0.771,0.078,0.75,0.03,0.55,0.8,4,2,0,0,0,2,615
S.Suzuki,Chicago Cubs,St. Louis Cardinals,1,3,1,2,0,1,0,4,0.337,0.46,0.797,0.139,1.31,0.06,0.95,1.1,3,2,0,0,0,2,615
I.Happ,Chicago Cubs,St. Louis Cardinals,1,3,1,2,3,1,1,4,0.328,0.376,0.705,0.186,1.67,0.08,1.21,3.0,6,-5,0,0,7,5,615
N.Hoerner,Chicago Cubs,St. Louis Cardinals,1,4,0,0,1,0,1,4,0.335,0.338,0.672,0.008,1.64,0.0,1.2,-0.4,1,0,0,0,0,0,615
D.Swanson,Chicago Cubs,St. Louis Cardinals,1,3,0,0,1,1,0,4,0.288,0.352,0.64,0.016,1.28,0.01,0.93,-0.2,1,0,0,0,0,0,615
