Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
D.Schneider,Toronto Blue Jays,Baltimore Orioles,0,5,0,0,0,0,1,5,0.366,0.474,0.84,-0.244,1.84,-0.1,1.28,-1.5,0,0,0,0,0,0,513
D.Varsho,Toronto Blue Jays,Baltimore Orioles,0,5,1,1,2,0,0,5,0.308,0.444,0.752,0.28,2.21,0.12,1.53,0.5,4,-6,0,0,7,4,513
V.Guerrero,Toronto Blue Jays,Baltimore Orioles,0,2,1,1,0,3,0,5,0.376,0.391,0.767,0.12,1.14,0.05,0.79,0.8,2,1,0,0,0,0,513
B.Bichette,Toronto Blue Jays,Baltimore Orioles,0,4,0,3,0,1,0,5,0.275,0.306,0.581,0.21,1.79,0.09,1.25,1.6,3,3,0,0,0,3,513
D.Vogelbach,Toronto Blue Jays,Baltimore Orioles,0,3,0,1,1,1,0,4,0.25,0.176,0.426,-0.057,2.66,-0.02,1.84,-0.1,2,1,0,0,0,1,513
A.Kirk,Toronto Blue Jays,Baltimore Orioles,0,4,0,0,0,0,1,4,0.272,0.263,0.534,-0.315,2.41,-0.13,1.67,-2.3,0,0,0,0,0,0,513
I.Kiner-Falefa,Toronto Blue Jays,Baltimore Orioles,0,4,0,0,0,0,1,4,0.312,0.362,0.674,-0.211,1.71,-0.09,1.19,-1.5,0,0,0,0,0,0,513
C.Biggio,Toronto Blue Jays,Baltimore Orioles,0,4,1,0,0,0,1,4,0.32,0.276,0.596,-0.112,1.11,-0.05,0.78,-0.6,1,0,0,0,0,0,513
E.Clement,Toronto Blue Jays,Baltimore Orioles,0,4,0,2,0,0,0,4,0.295,0.419,0.714,0.113,1.51,0.05,1.05,0.6,2,2,0,0,0,2,513
G.Henderson,Baltimore Orioles,Toronto Blue Jays,1,4,0,0,0,0,2,4,0.339,0.553,0.892,-0.084,0.83,-0.06,1.03,-0.6,0,0,0,0,0,0,513
A.Rutschman,Baltimore Orioles,Toronto Blue Jays,1,4,2,2,2,0,0,4,0.343,0.491,0.834,0.249,1.16,0.18,1.43,1.6,6,-6,0,0,8,8,513
R.O'Hearn,Baltimore Orioles,Toronto Blue Jays,1,4,0,1,0,0,1,4,0.377,0.505,0.883,-0.064,0.86,-0.05,1.06,-0.4,1,1,0,0,0,1,513
R.Mountcastle,Baltimore Orioles,Toronto Blue Jays,1,4,0,0,0,0,0,4,0.314,0.483,0.797,-0.091,0.88,-0.07,1.08,-0.7,0,0,0,0,0,0,513
A.Santander,Baltimore Orioles,Toronto Blue Jays,1,4,0,0,0,0,0,4,0.293,0.438,0.731,-0.078,1.56,-0.06,1.93,-0.7,0,0,0,0,0,0,513
C.Cowser,Baltimore Orioles,Toronto Blue Jays,1,3,0,0,0,1,1,4,0.331,0.5,0.831,-0.277,1.94,-0.21,2.41,-0.8,0,0,0,0,0,0,513
J.Westburg,Baltimore Orioles,Toronto Blue Jays,1,3,0,0,0,1,1,4,0.353,0.518,0.871,-0.009,1.91,-0.01,2.37,-0.3,0,0,0,0,0,0,513
C.Mullins,Baltimore Orioles,Toronto Blue Jays,1,4,0,0,0,0,2,4,0.237,0.355,0.592,-0.279,2.6,-0.21,3.22,-1.1,0,0,0,0,0,0,513
J.Mateo,Baltimore Orioles,Toronto Blue Jays,1,3,0,0,0,0,1,3,0.288,0.418,0.706,-0.085,1.14,-0.06,1.41,-0.5,0,0,0,0,0,0,513
J.Chisholm,Miami Marlins,Detroit Tigers,0,5,0,2,0,0,1,5,0.333,0.429,0.763,-0.094,1.61,-0.0,0.11,-0.4,2,2,0,0,0,0,513
B.De,Miami Marlins,Detroit Tigers,0,5,1,1,1,0,2,5,0.312,0.453,0.765,-0.066,1.25,-0.0,0.09,-0.1,3,1,0,0,0,1,513
J.Bell,Miami Marlins,Detroit Tigers,0,4,1,2,1,0,1,4,0.307,0.338,0.645,0.029,1.02,0.0,0.07,0.2,4,-3,5,0,0,3,513
J.Sanchez,Miami Marlins,Detroit Tigers,0,4,0,1,1,0,0,4,0.28,0.318,0.598,0.033,1.29,0.0,0.09,0.2,2,1,0,0,0,1,513
J.Burger,Miami Marlins,Detroit Tigers,0,4,0,0,0,0,2,4,0.215,0.302,0.517,-0.106,1.01,-0.0,0.07,-0.8,0,0,0,0,0,0,513
N.Gordon,Miami Marlins,Detroit Tigers,0,4,1,3,0,0,1,4,0.262,0.412,0.673,0.039,0.84,0.0,0.06,0.4,4,3,0,0,0,3,513
O.Lopez,Miami Marlins,Detroit Tigers,0,4,1,1,2,0,0,4,0.371,0.656,1.028,0.32,1.19,0.01,0.08,1.2,4,-2,0,0,3,4,513
V.Brujan,Miami Marlins,Detroit Tigers,0,4,1,2,0,0,1,4,0.337,0.423,0.76,0.052,0.93,0.0,0.06,0.4,3,-3,5,0,0,3,513
