,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
0,G.Henderson,Baltimore Orioles,Detroit Tigers,0,4,0,1,0,0,0,4,.366,.538,.903,-0.005,1.29,-0.01,1.85,-0.4,1,-6,0,7,0,0,913
1,A.Santander,Baltimore Orioles,Detroit Tigers,0,4,0,0,0,0,2,4,.312,.516,.828,-0.192,1.81,-0.17,2.61,-0.8,0,0,0,0,0,0,913
2,C.Mullins,Baltimore Orioles,Detroit Tigers,0,3,0,0,0,0,1,3,.302,.412,.714,-0.044,0.57,-0.04,0.82,-0.3,0,0,0,0,0,0,913
3,A.Rutschman,Baltimore Orioles,Detroit Tigers,0,2,0,0,0,1,1,3,.322,.395,.717,0.031,1.47,0.03,2.11,-0.1,0,0,0,0,0,0,913
4,R.O'Hearn,Baltimore Orioles,Detroit Tigers,0,2,0,0,0,0,1,2,.330,.412,.742,-0.039,0.80,-0.03,1.15,-0.3,0,0,0,0,0,0,913
5,A.Slater,Baltimore Orioles,Detroit Tigers,0,1,0,0,0,0,1,1,.325,.270,.595,-0.081,3.50,-0.07,5.03,-0.4,0,0,0,0,0,0,913
6,E.Jimenez,Baltimore Orioles,Detroit Tigers,0,3,0,0,0,0,0,3,.294,.342,.635,-0.095,1.30,-0.08,1.86,-0.5,0,0,0,0,0,0,913
7,C.Cowser,Baltimore Orioles,Detroit Tigers,0,3,0,0,0,0,3,3,.324,.435,.758,-0.121,1.51,-0.10,2.17,-0.7,0,0,0,0,0,0,913
8,E.Rivera,Baltimore Orioles,Detroit Tigers,0,3,0,0,0,0,1,3,.300,.309,.609,-0.117,1.55,-0.10,2.23,-0.6,0,0,0,0,0,0,913
9,J.Holliday,Baltimore Orioles,Detroit Tigers,0,2,0,0,0,0,2,2,.224,.300,.524,-0.029,0.56,-0.03,0.81,-0.2,0,0,0,0,0,0,913
10,C.Mayo,Baltimore Orioles,Detroit Tigers,0,1,0,0,0,0,1,1,.211,.091,.301,-0.053,2.11,-0.04,3.03,-0.2,0,0,0,0,0,0,913
11,P.Meadows,Detroit Tigers,Baltimore Orioles,1,4,0,2,0,0,0,4,.310,.437,.747,0.045,0.66,0.02,0.41,0.6,2,-4,0,6,0,4,913
12,K.Carpenter,Detroit Tigers,Baltimore Orioles,1,3,1,1,1,0,1,3,.349,.591,.939,0.021,1.05,0.01,0.64,0.1,3,-14,0,0,15,4,913
13,Z.McKinstry,Detroit Tigers,Baltimore Orioles,1,0,0,0,0,1,0,1,.284,.343,.627,0.008,1.03,0.00,0.63,0.2,0,0,0,0,0,0,913
14,M.Vierling,Detroit Tigers,Baltimore Orioles,1,4,0,0,0,0,1,4,.304,.432,.737,-0.109,0.99,-0.04,0.60,-1.4,0,0,0,0,0,0,913
15,R.Greene,Detroit Tigers,Baltimore Orioles,1,3,0,1,0,0,0,3,.356,.485,.840,-0.025,0.73,-0.01,0.45,-0.2,1,1,0,0,0,1,913
16,C.Keith,Detroit Tigers,Baltimore Orioles,1,3,0,0,0,0,1,3,.309,.378,.687,-0.070,0.95,-0.03,0.58,-0.8,0,0,0,0,0,0,913
17,S.Torkelson,Detroit Tigers,Baltimore Orioles,1,3,0,1,0,0,0,3,.284,.368,.651,-0.016,0.51,-0.01,0.31,-0.2,1,1,0,0,0,1,913
18,W.Perez,Detroit Tigers,Baltimore Orioles,1,3,0,1,0,0,0,3,.297,.385,.682,-0.041,0.57,-0.01,0.35,-0.4,1,1,0,0,0,1,913
19,T.Sweeney,Detroit Tigers,Baltimore Orioles,1,2,0,0,0,1,1,3,.278,.433,.711,-0.003,0.72,-0.00,0.44,-0.1,0,0,0,0,0,0,913
20,D.Dingler,Detroit Tigers,Baltimore Orioles,1,3,0,0,0,0,1,3,.159,.269,.428,-0.055,0.78,-0.02,0.47,-0.7,0,0,0,0,0,0,913
21,F.Lindor,New York Mets,Philadelphia Phillies,0,4,1,2,1,0,2,4,.341,.493,.834,-0.017,0.52,-0.01,0.78,0.5,4,-37,39,0,0,3,913
22,E.Alvarez,New York Mets,Philadelphia Phillies,0,1,0,0,0,0,0,1,.000,.000,.000,0.000,0.00,0,0.00,-0.1,0,0,0,0,0,0,913
