,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
0,I.Kiner-Falefa,Pittsburgh Pirates,Cincinnati Reds,0,5,0,1,0,0,0,5,.312,.384,.696,-0.039,0.43,0,0.00,-0.8,1,1,0,0,0,1,921
1,B.Reynolds,Pittsburgh Pirates,Cincinnati Reds,0,4,0,0,0,1,2,5,.343,.444,.788,-0.017,0.34,0,0.00,-0.8,0,0,0,0,0,0,921
2,O.Cruz,Pittsburgh Pirates,Cincinnati Reds,0,3,0,1,0,2,0,5,.329,.461,.789,-0.005,0.33,0,0.00,0.2,1,1,0,0,0,1,921
3,N.Gonzales,Pittsburgh Pirates,Cincinnati Reds,0,4,0,1,0,0,0,4,.307,.388,.695,0.025,0.60,0,0.00,0.0,1,1,0,0,0,1,921
4,B.De,Pittsburgh Pirates,Cincinnati Reds,0,4,0,0,0,0,2,4,.268,.379,.647,-0.090,0.90,0,0.00,-1.7,0,0,0,0,0,0,921
5,Y.Grandal,Pittsburgh Pirates,Cincinnati Reds,0,4,0,1,0,0,1,4,.296,.383,.679,0.035,0.54,0,0.00,0.1,1,1,0,0,0,1,921
6,C.Joe,Pittsburgh Pirates,Cincinnati Reds,0,3,0,1,0,1,2,4,.316,.368,.685,-0.054,0.49,0,0.00,-0.5,1,1,0,0,0,1,921
7,N.Yorke,Pittsburgh Pirates,Cincinnati Reds,0,4,0,0,0,0,2,4,.263,.263,.526,-0.075,0.66,0,0.00,-1.2,0,0,0,0,0,0,921
8,B.Cook,Pittsburgh Pirates,Cincinnati Reds,0,4,1,2,1,0,0,4,.226,.452,.677,-0.027,0.36,0,0.00,0.9,4,0,0,0,2,5,921
9,J.India,Cincinnati Reds,Pittsburgh Pirates,1,4,1,0,0,0,0,5,.352,.394,.746,-0.085,0.47,0,0.00,-1.5,1,0,0,0,0,0,921
10,E.De,Cincinnati Reds,Pittsburgh Pirates,1,5,2,3,4,0,1,5,.345,.479,.824,0.125,0.42,0,0.00,3.5,9,-57,35,0,25,7,921
11,T.Stephenson,Cincinnati Reds,Pittsburgh Pirates,1,4,1,1,1,0,3,4,.343,.457,.800,0.091,0.46,0,0.00,0.2,3,1,0,0,0,1,921
12,T.France,Cincinnati Reds,Pittsburgh Pirates,1,3,1,1,2,1,1,4,.313,.378,.691,0.207,0.45,0,0.00,1.8,4,-12,0,0,13,4,921
13,T.Friedl,Cincinnati Reds,Pittsburgh Pirates,1,3,0,0,0,1,0,4,.307,.392,.699,-0.030,0.44,0,0.00,-0.6,0,0,0,0,0,0,921
14,S.Espinal,Cincinnati Reds,Pittsburgh Pirates,1,3,0,0,0,1,1,4,.304,.368,.672,-0.043,0.42,0,0.00,-0.5,0,0,0,0,0,0,921
15,J.Fraley,Cincinnati Reds,Pittsburgh Pirates,1,3,0,1,0,1,0,4,.334,.388,.722,0.035,0.34,0,0.00,0.1,1,1,0,0,0,1,921
16,N.Marte,Cincinnati Reds,Pittsburgh Pirates,1,4,1,2,0,0,0,4,.253,.310,.563,-0.050,0.60,0,0.00,-0.0,3,2,0,0,0,2,921
17,W.Benson,Cincinnati Reds,Pittsburgh Pirates,1,4,1,1,0,0,1,4,.278,.383,.661,0.004,0.51,0,0.00,-0.2,2,1,0,0,0,1,921
18,D.Crews,Washington Nationals,Chicago Cubs,0,4,0,0,0,1,1,5,.262,.340,.603,-0.093,0.77,0,0.00,-1.0,0,0,0,0,0,0,921
19,J.Wood,Washington Nationals,Chicago Cubs,0,5,0,0,0,0,2,5,.356,.419,.776,-0.084,0.66,0,0.00,-1.7,0,0,0,0,0,0,921
20,L.Garcia,Washington Nationals,Chicago Cubs,0,5,1,2,0,0,1,5,.319,.440,.759,0.011,0.47,0,0.00,-0.7,3,2,0,0,0,0,921
21,J.Yepez,Washington Nationals,Chicago Cubs,0,4,2,2,0,0,1,4,.335,.443,.778,0.067,0.88,0,0.00,0.5,4,2,0,0,0,2,921
22,J.Tena,Washington Nationals,Chicago Cubs,0,4,1,3,0,0,1,4,.326,.399,.725,0.150,1.04,0,0.00,1.6,4,3,0,0,0,3,921
23,K.Ruiz,Washington Nationals,Chicago Cubs,0,3,0,0,1,0,1,4,.259,.363,.622,-0.102,1.27,0,0.00,-1.4,1,0,0,0,0,0,921
