,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
0,J.Duran,Boston Red Sox,New York Yankees,0,4,1,1,0,0,0,5,.345,.505,.850,-0.034,0.61,-0.01,0.15,-0.4,2,1,0,0,0,1,914
1,R.Devers,Boston Red Sox,New York Yankees,0,2,2,1,2,2,0,5,.360,.531,.890,0.173,0.81,0.03,0.21,2.2,5,1,0,0,0,1,914
2,T.O'Neill,Boston Red Sox,New York Yankees,0,3,1,0,0,1,1,5,.348,.537,.884,-0.016,0.69,-0.00,0.18,-0.2,1,0,0,0,0,0,914
3,M.Yoshida,Boston Red Sox,New York Yankees,0,4,1,2,3,0,0,4,.359,.436,.795,0.199,1.08,0.03,0.28,2.6,6,-18,20,0,0,3,914
4,W.Abreu,Boston Red Sox,New York Yankees,0,4,0,1,2,0,1,4,.324,.482,.806,0.097,0.69,0.01,0.18,-0.4,3,1,0,0,0,1,914
5,T.Casas,Boston Red Sox,New York Yankees,0,4,0,1,0,0,2,4,.332,.418,.749,-0.053,0.36,-0.01,0.09,-0.7,1,1,0,0,0,1,914
6,T.Story,Boston Red Sox,New York Yankees,0,4,1,3,0,0,0,4,.311,.368,.680,0.025,0.57,0.00,0.15,0.9,4,3,0,0,0,3,914
7,D.Jansen,Boston Red Sox,New York Yankees,0,3,1,0,0,1,0,4,.309,.360,.669,-0.004,0.45,-0.00,0.12,-0.5,1,0,0,0,0,0,914
8,E.Valdez,Boston Red Sox,New York Yankees,0,3,0,0,0,0,0,3,.278,.378,.655,-0.028,0.63,-0.00,0.16,-0.6,0,0,0,0,0,0,914
9,R.Gonzalez,Boston Red Sox,New York Yankees,0,1,0,0,0,0,1,1,.321,.415,.736,0.000,0.01,0,0.00,-0.2,0,0,0,0,0,0,914
10,G.Torres,New York Yankees,Boston Red Sox,1,4,0,1,1,1,1,5,.327,.364,.691,0.033,0.60,0.02,0.65,0.1,2,1,0,0,0,1,914
11,J.Soto,New York Yankees,Boston Red Sox,1,4,0,0,0,0,1,4,.415,.570,.985,0.005,0.53,0.00,0.56,-0.2,0,0,0,0,0,0,914
12,A.Judge,New York Yankees,Boston Red Sox,1,4,0,1,0,0,1,4,.453,.687,1.140,-0.041,0.65,-0.03,0.69,-0.1,1,-33,34,0,0,2,914
13,A.Wells,New York Yankees,Boston Red Sox,1,4,0,0,0,0,1,4,.335,.425,.760,-0.069,0.77,-0.04,0.82,-0.9,0,0,0,0,0,0,914
14,J.Chisholm,New York Yankees,Boston Red Sox,1,2,0,1,0,2,1,4,.332,.441,.773,0.005,0.86,0.00,0.93,0.1,1,1,0,0,0,0,914
15,J.Dominguez,New York Yankees,Boston Red Sox,1,3,0,0,0,1,1,4,.211,.118,.328,-0.062,0.71,-0.04,0.77,-0.7,0,0,0,0,0,0,914
16,A.Rizzo,New York Yankees,Boston Red Sox,1,4,0,0,0,0,0,4,.287,.330,.617,-0.056,0.51,-0.04,0.55,-1.3,0,0,0,0,0,0,914
17,A.Volpe,New York Yankees,Boston Red Sox,1,4,1,1,0,0,0,4,.296,.372,.668,0.023,0.42,0.01,0.45,-0.3,2,1,0,0,0,1,914
18,A.Verdugo,New York Yankees,Boston Red Sox,1,3,0,1,0,1,0,4,.297,.360,.657,0.020,0.50,0.01,0.54,0.0,1,1,0,0,0,1,914
19,T.Pham,Kansas City Royals,Pittsburgh Pirates,0,5,0,0,0,0,2,5,.320,.385,.705,-0.102,0.66,-0.08,0.87,-2.1,0,0,0,0,0,0,914
20,B.Witt,Kansas City Royals,Pittsburgh Pirates,0,3,1,2,3,1,0,5,.385,.599,.984,0.139,0.59,0.11,0.77,2.0,6,-72,43,0,31,0,914
21,S.Perez,Kansas City Royals,Pittsburgh Pirates,0,5,0,0,0,0,2,5,.337,.476,.813,-0.064,0.49,-0.05,0.64,-2.6,0,0,0,0,0,0,914
22,M.Massey,Kansas City Royals,Pittsburgh Pirates,0,4,1,1,0,0,2,4,.285,.449,.734,0.004,0.57,0.00,0.76,-0.1,2,-13,14,0,0,2,914
23,F.Fermin,Kansas City Royals,Pittsburgh Pirates,0,3,0,1,0,1,0,4,.335,.387,.723,0.081,0.61,0.06,0.80,1.5,1,1,0,0,0,1,914
24,M.Melendez,Kansas City Royals,Pittsburgh Pirates,0,3,0,0,0,0,0,3,.271,.404,.675,-0.058,0.81,-0.05,1.07,-0.8,0,0,0,0,0,0,914
25,R.Grossman,Kansas City Royals,Pittsburgh Pirates,0,1,0,0,0,0,0,1,.336,.314,.650,-0.012,0.21,-0.01,0.28,-0.8,0,0,0,0,0,0,914
26,A.Frazier,Kansas City Royals,Pittsburgh Pirates,0,3,1,1,0,0,2,3,.282,.304,.586,0.060,0.88,0.05,1.15,0.3,2,0,0,1,0,3,914
27,H.Renfroe,Kansas City Royals,Pittsburgh Pirates,0,1,0,0,0,0,0,1,.308,.397,.705,-0.002,0.08,-0.00,0.11,-0.1,0,0,0,0,0,0,914
28,M.Garcia,Kansas City Royals,Pittsburgh Pirates,0,3,1,1,1,1,0,4,.284,.343,.626,0.106,0.58,0.08,0.77,2.0,3,-25,26,0,0,2,914
29,K.Isbel,Kansas City Royals,Pittsburgh Pirates,0,2,1,1,0,1,0,4,.286,.377,.664,0.007,0.57,0.00,0.75,1.1,2,-12,13,0,0,2,914
30,I.Kiner-Falefa,Pittsburgh Pirates,Kansas City Royals,1,5,0,1,0,0,1,5,.310,.377,.687,-0.091,1.34,0,0.00,-1.2,1,1,0,0,0,1,914
31,B.Reynolds,Pittsburgh Pirates,Kansas City Royals,1,4,0,2,0,1,2,5,.349,.456,.805,0.012,0.98,0,0.00,0.1,2,2,0,0,0,2,914
32,O.Cruz,Pittsburgh Pirates,Kansas City Royals,1,5,0,1,1,0,3,5,.324,.458,.783,-0.014,1.27,0,0.00,-0.2,2,1,0,0,0,1,914
33,A.McCutchen,Pittsburgh Pirates,Kansas City Royals,1,4,0,1,0,1,0,5,.338,.429,.766,-0.054,1.00,0,0.00,-0.4,1,-16,17,0,0,2,914
34,N.Gonzales,Pittsburgh Pirates,Kansas City Royals,1,5,0,1,0,0,1,5,.306,.381,.687,-0.075,0.97,0,0.00,-0.8,1,1,0,0,0,1,914
35,B.De,Pittsburgh Pirates,Kansas City Royals,1,4,0,0,0,0,2,4,.274,.382,.656,-0.102,1.05,0,0.00,-1.0,0,0,0,0,0,0,914
36,Y.Grandal,Pittsburgh Pirates,Kansas City Royals,1,3,0,1,0,1,1,4,.294,.377,.671,0.003,0.68,0,0.00,0.2,1,1,0,0,0,1,914
37,J.Triolo,Pittsburgh Pirates,Kansas City Royals,1,2,1,2,0,2,0,4,.308,.321,.628,0.179,1.15,0,0.00,1.6,3,2,0,0,0,2,914
38,B.Cook,Pittsburgh Pirates,Kansas City Royals,1,3,0,0,0,0,2,3,.143,.214,.357,-0.132,1.82,0,0.00,-1.2,0,0,0,0,0,0,914
39,J.Bart,Pittsburgh Pirates,Kansas City Royals,1,1,0,0,0,0,1,1,.344,.491,.835,-0.068,3.05,0,0.00,-0.8,0,0,0,0,0,0,914
40,M.Winn,St Louis Cardinals,Toronto Blue Jays,0,4,0,0,0,0,1,4,.318,.409,.727,-0.064,0.60,-0.00,0.01,-0.7,0,0,0,0,0,0,914
41,A.Burleson,St Louis Cardinals,Toronto Blue Jays,0,4,1,1,0,0,1,4,.314,.434,.747,-0.072,0.77,-0.00,0.01,0.0,2,-18,19,0,0,2,914
42,P.Goldschmidt,St Louis Cardinals,Toronto Blue Jays,0,3,0,0,0,0,0,3,.303,.414,.718,-0.053,0.72,-0.00,0.01,-0.4,0,0,0,0,0,0,914
43,L.Baker,St Louis Cardinals,Toronto Blue Jays,0,1,0,0,0,0,0,1,.324,.440,.764,-0.004,0.15,0,0.00,-0.2,0,0,0,0,0,0,914
44,N.Arenado,St Louis Cardinals,Toronto Blue Jays,0,2,0,0,0,1,0,3,.319,.394,.712,-0.025,0.70,0,0.01,-0.2,0,0,0,0,0,0,914
45,J.Fermin,St Louis Cardinals,Toronto Blue Jays,0,1,0,0,1,0,0,1,.239,.190,.430,-0.002,0.08,0,0.00,0.2,1,0,0,0,0,0,914
46,B.Donovan,St Louis Cardinals,Toronto Blue Jays,0,4,0,1,0,0,0,4,.336,.402,.737,-0.007,0.56,0,0.01,-0.3,1,1,0,0,0,1,914
47,T.Saggese,St Louis Cardinals,Toronto Blue Jays,0,3,0,0,0,0,1,3,.158,.316,.474,-0.072,0.93,-0.00,0.02,-0.7,0,0,0,0,0,0,914
48,L.Nootbaar,St Louis Cardinals,Toronto Blue Jays,0,3,0,0,0,0,1,3,.338,.395,.733,-0.059,0.78,-0.00,0.01,-0.6,0,0,0,0,0,0,914
49,P.Pages,St Louis Cardinals,Toronto Blue Jays,0,3,0,0,0,0,0,3,.283,.384,.666,-0.042,0.57,0,0.01,-0.5,0,0,0,0,0,0,914
50,J.Walker,St Louis Cardinals,Toronto Blue Jays,0,2,1,1,1,1,1,3,.242,.321,.563,0.137,0.36,0.00,0.01,1.0,3,-2,0,0,3,4,914
51,G.Springer,Toronto Blue Jays,St. Louis Cardinals,1,5,0,0,0,0,2,5,.304,.374,.678,-0.097,0.74,0,0.00,-1.3,0,0,0,0,0,0,914
52,N.Lukes,Toronto Blue Jays,St. Louis Cardinals,1,5,2,2,0,0,0,5,.395,.474,.869,-0.007,0.61,0,0.00,0.2,4,0,0,2,0,4,914
