,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
37,J.Holliday,Baltimore Orioles,Chicago White Sox,1,6,1,2,0,0,2,6,.239,.338,.577,-0.021,0.83,-0.02,1.16,0.9,3,-1,3,0,0,3,902
38,E.Rivera,Baltimore Orioles,Chicago White Sox,1,5,1,2,2,0,2,5,.302,.293,.595,-0.048,0.77,-0.04,1.07,0.9,5,0,0,2,0,4,902
39,S.Ohtani,Los Angeles Dodgers,Arizona Diamondbacks,0,4,2,2,0,2,1,6,.377,.616,.993,0.095,0.80,0.08,1.09,1.2,4,2,0,0,0,2,902
40,M.Betts,Los Angeles Dodgers,Arizona Diamondbacks,0,4,3,2,3,1,0,5,.393,.493,.886,0.008,1.02,0.01,1.40,1.3,8,-19,21,0,0,3,902
41,F.Freeman,Los Angeles Dodgers,Arizona Diamondbacks,0,3,2,2,5,1,0,5,.383,.498,.880,0.200,0.73,0.16,0.99,3.5,9,-19,0,0,21,8,902
42,T.Hernandez,Los Angeles Dodgers,Arizona Diamondbacks,0,5,2,5,0,0,0,5,.335,.495,.830,0.075,0.56,0.06,0.77,1.3,7,-26,29,2,0,8,902
43,W.Smith,Los Angeles Dodgers,Arizona Diamondbacks,0,5,0,2,2,0,1,5,.329,.429,.758,-0.035,0.80,-0.03,1.09,0.5,4,2,0,0,0,2,902
44,T.Edman,Los Angeles Dodgers,Arizona Diamondbacks,0,5,0,1,1,0,1,5,.294,.347,.641,-0.066,0.53,-0.05,0.72,-0.0,2,1,0,0,0,1,902
45,M.Rojas,Los Angeles Dodgers,Arizona Diamondbacks,0,5,0,1,0,0,1,5,.324,.414,.738,-0.009,0.43,-0.01,0.59,-0.7,1,1,0,0,0,1,902
46,E.Hernandez,Los Angeles Dodgers,Arizona Diamondbacks,0,5,0,0,0,0,0,5,.272,.347,.619,-0.038,0.41,-0.03,0.56,-0.8,0,0,0,0,0,0,902
47,C.Taylor,Los Angeles Dodgers,Arizona Diamondbacks,0,5,2,2,0,0,1,5,.285,.274,.559,0.031,0.54,0.03,0.73,0.0,4,-4,6,0,0,3,902
48,C.Carroll,Arizona Diamondbacks,Los Angeles Dodgers,1,5,1,2,1,0,1,5,.316,.430,.746,-0.020,0.93,-0.01,1.21,0.6,4,-16,18,0,0,3,902
49,J.McCarthy,Arizona Diamondbacks,Los Angeles Dodgers,1,5,0,2,1,0,0,5,.368,.439,.807,-0.042,1.18,-0.03,1.53,-0.3,3,2,0,0,0,2,902
50,J.Pederson,Arizona Diamondbacks,Los Angeles Dodgers,1,3,0,0,0,0,1,3,.400,.533,.933,-0.134,1.54,-0.10,2.00,-1.1,0,0,0,0,0,0,902
51,R.Grichuk,Arizona Diamondbacks,Los Angeles Dodgers,1,1,1,1,0,1,0,2,.336,.455,.792,0.026,0.37,0.02,0.47,0.4,2,1,0,0,0,1,902
52,J.Bell,Arizona Diamondbacks,Los Angeles Dodgers,1,4,0,1,2,1,2,5,.315,.407,.722,-0.079,0.75,-0.06,0.97,0.9,3,1,0,0,0,1,902
53,P.Smith,Arizona Diamondbacks,Los Angeles Dodgers,1,4,0,1,0,1,1,5,.319,.425,.744,0.028,0.50,0.02,0.65,-0.4,1,1,0,0,0,1,902
54,A.Del,Arizona Diamondbacks,Los Angeles Dodgers,1,4,0,0,0,0,3,4,.375,.491,.866,-0.108,1.00,-0.08,1.30,-1.0,0,0,0,0,0,0,902
55,E.Suarez,Arizona Diamondbacks,Los Angeles Dodgers,1,4,3,3,1,0,1,4,.309,.449,.758,0.049,0.65,0.04,0.84,1.8,7,-46,26,0,23,7,902
56,L.Guillorme,Arizona Diamondbacks,Los Angeles Dodgers,1,3,1,1,0,1,1,4,.305,.286,.591,0.070,0.78,0.06,1.00,1.1,2,1,0,0,0,1,902
57,G.Perdomo,Arizona Diamondbacks,Los Angeles Dodgers,1,1,0,1,1,0,0,3,.346,.395,.741,-0.030,1.40,-0.02,1.81,-0.3,2,1,0,0,0,1,902
58,J.Barrosa,Arizona Diamondbacks,Los Angeles Dodgers,1,1,0,0,0,0,1,1,.250,.417,.667,-0.001,0.04,-0.00,0.05,-0.2,0,0,0,0,0,0,902
59,J.Altuve,Houston Astros,Cincinnati Reds,0,4,1,0,0,1,2,5,.348,.436,.785,-0.137,1.25,-0.10,1.55,-1.1,1,0,0,0,0,0,902
60,Y.Alvarez,Houston Astros,Cincinnati Reds,0,4,0,1,0,1,1,5,.400,.571,.971,0.078,1.12,0.06,1.40,0.8,1,-29,30,0,0,2,902
61,Y.Diaz,Houston Astros,Cincinnati Reds,0,3,0,2,3,0,0,4,.324,.454,.778,0.113,1.79,0.08,2.23,1.4,5,2,0,0,0,2,902
62,J.Pena,Houston Astros,Cincinnati Reds,0,4,0,0,0,0,2,4,.311,.403,.714,-0.202,1.57,-0.15,1.96,-1.9,0,0,0,0,0,0,902
63,J.Singleton,Houston Astros,Cincinnati Reds,0,3,0,0,0,1,1,4,.317,.372,.689,-0.090,1.07,-0.07,1.33,-0.7,0,0,0,0,0,0,902
64,B.Gamel,Houston Astros,Cincinnati Reds,0,3,0,0,0,1,0,4,.392,.371,.763,-0.054,0.93,-0.04,1.15,-0.5,0,0,0,0,0,0,902
65,M.Dubon,Houston Astros,Cincinnati Reds,0,2,0,0,0,0,1,2,.285,.357,.642,-0.030,0.58,-0.02,0.73,-0.3,0,0,0,0,0,0,902
66,V.Caratini,Houston Astros,Cincinnati Reds,0,1,0,1,0,0,0,1,.342,.424,.765,0.039,1.67,0.03,2.08,0.3,1,1,0,0,0,1,902
67,S.Whitcomb,Houston Astros,Cincinnati Reds,0,1,0,0,0,0,1,1,.351,.344,.695,-0.014,0.53,-0.01,0.66,-0.1,0,0,0,0,0,0,902
68,J.Heyward,Houston Astros,Cincinnati Reds,0,3,1,1,0,1,0,4,.290,.390,.680,0.020,1.51,0.01,1.89,-0.1,2,1,0,0,0,1,902
69,C.McCormick,Houston Astros,Cincinnati Reds,0,4,1,1,0,0,0,4,.256,.296,.552,0.003,1.67,0.00,2.07,0.4,2,-5,6,0,0,2,902
70,J.India,Cincinnati Reds,Houston Astros,1,3,1,1,0,2,0,5,.352,.395,.747,0.003,0.78,0,0.01,0.1,2,1,0,0,0,1,902
71,E.De,Cincinnati Reds,Houston Astros,1,3,1,0,0,2,2,5,.344,.475,.819,0.018,0.92,0,0.01,-0.5,1,0,0,0,0,0,902
72,T.Stephenson,Cincinnati Reds,Houston Astros,1,4,0,2,0,1,2,5,.341,.470,.811,0.057,1.05,0,0.01,0.8,2,2,0,0,0,2,902
73,T.Friedl,Cincinnati Reds,Houston Astros,1,4,0,1,1,0,1,5,.300,.375,.675,-0.095,0.96,0,0.01,-0.9,2,1,0,0,0,1,902
74,S.Steer,Cincinnati Reds,Houston Astros,1,4,0,0,0,1,1,5,.327,.418,.745,-0.091,0.89,0,0.01,-0.8,0,0,0,0,0,0,902
75,T.France,Cincinnati Reds,Houston Astros,1,4,1,4,1,0,0,4,.320,.375,.695,0.183,0.84,0.00,0.01,2.4,6,-17,21,0,0,5,902
76,B.Dunn,Cincinnati Reds,Houston Astros,1,1,0,0,0,0,1,1,.143,.105,.248,-0.012,0.51,0,0.00,-0.5,0,0,0,0,0,0,902
77,J.Fraley,Cincinnati Reds,Houston Astros,1,5,1,1,0,0,1,5,.321,.374,.695,-0.082,1.34,-0.00,0.01,-1.7,2,1,0,0,0,1,902
78,S.Espinal,Cincinnati Reds,Houston Astros,1,4,1,2,2,0,1,4,.314,.404,.717,0.194,1.09,0.00,0.01,1.6,5,2,0,0,0,2,902
79,A.Rosario,Cincinnati Reds,Houston Astros,1,4,0,2,1,0,1,4,.328,.409,.737,0.051,0.69,0,0.01,0.2,3,2,0,0,0,2,902
80,S.Kwan,Cleveland Guardians,Kansas City Royals,0,4,0,0,0,0,0,4,.361,.432,.793,-0.085,0.89,-0.10,1.77,-0.9,0,0,0,0,0,0,902
81,A.Gimenez,Cleveland Guardians,Kansas City Royals,0,4,0,1,0,0,0,4,.301,.336,.637,-0.042,0.95,-0.05,1.91,-0.5,1,-18,19,0,0,2,902
82,J.Ramirez,Cleveland Guardians,Kansas City Royals,0,4,1,1,0,0,1,4,.331,.529,.860,-0.021,0.80,-0.03,1.59,-0.3,2,1,0,0,0,1,902
83,J.Naylor,Cleveland Guardians,Kansas City Royals,0,4,1,2,2,0,0,4,.326,.474,.800,0.130,0.73,0.16,1.47,1.4,5,-50,23,0,29,6,902
84,J.Noel,Cleveland Guardians,Kansas City Royals,0,4,1,1,0,0,1,4,.329,.588,.917,0.004,0.78,0.01,1.56,-0.5,2,1,0,0,0,1,902
85,K.Manzardo,Cleveland Guardians,Kansas City Royals,0,3,0,0,0,0,1,3,.255,.398,.653,-0.073,1.02,-0.09,2.04,-0.7,0,0,0,0,0,0,902
86,D.Fry,Cleveland Guardians,Kansas City Royals,0,1,0,0,0,0,0,1,.361,.445,.806,-0.008,0.30,-0.01,0.60,-0.2,0,0,0,0,0,0,902
87,L.Thomas,Cleveland Guardians,Kansas City Royals,0,4,1,2,2,0,1,4,.317,.378,.695,0.250,0.60,0.30,1.20,2.0,5,-28,21,0,9,6,902
88,B.Naylor,Cleveland Guardians,Kansas City Royals,0,3,0,1,0,1,1,4,.271,.367,.638,0.047,0.63,0.06,1.26,0.0,1,1,0,0,0,1,902
89,B.Rocchio,Cleveland Guardians,Kansas City Royals,0,4,0,1,0,0,0,4,.293,.308,.601,-0.073,0.95,-0.09,1.91,-0.9,1,1,0,0,0,1,902
90,T.Pham,Kansas City Royals,Cleveland Guardians,1,4,0,0,0,0,0,4,.319,.374,.692,-0.088,0.84,-0.10,1.62,-0.8,0,0,0,0,0,0,902
91,B.Witt,Kansas City Royals,Cleveland Guardians,1,3,0,0,0,1,0,4,.392,.611,1.003,-0.046,0.91,-0.05,1.76,-0.2,0,0,0,0,0,0,902
92,M.Massey,Kansas City Royals,Cleveland Guardians,1,4,0,0,0,0,0,4,.285,.450,.736,-0.079,0.79,-0.09,1.52,-0.7,0,0,0,0,0,0,902
93,S.Perez,Kansas City Royals,Cleveland Guardians,1,4,0,0,0,0,1,4,.333,.473,.807,-0.097,0.91,-0.11,1.75,-0.9,0,0,0,0,0,0,902
94,M.Melendez,Kansas City Royals,Cleveland Guardians,1,3,0,0,0,0,2,3,.277,.425,.703,-0.057,0.75,-0.07,1.45,-0.6,0,0,0,0,0,0,902
95,P.DeJong,Kansas City Royals,Cleveland Guardians,1,3,0,0,0,0,1,3,.285,.450,.735,-0.037,0.49,-0.04,0.94,-0.4,0,0,0,0,0,0,902
96,Y.Gurriel,Kansas City Royals,Cleveland Guardians,1,2,1,1,0,1,0,3,.500,.600,1.100,0.054,0.93,0.06,1.78,0.6,2,0,1,0,0,0,902
97,M.Garcia,Kansas City Royals,Cleveland Guardians,1,3,0,1,1,0,0,3,.286,.344,.630,0.043,1.33,0.05,2.57,0.6,2,-23,24,0,0,2,902
98,K.Isbel,Kansas City Royals,Cleveland Guardians,1,2,0,0,1,0,2,3,.280,.372,.652,-0.066,1.05,-0.08,2.03,-0.3,1,0,0,0,0,0,902
99,P.Meadows,Detroit Tigers,San Diego Padres,0,3,0,0,0,0,1,3,.296,.410,.706,-0.071,0.93,-0.02,0.47,-0.6,0,0,0,0,0,0,902
100,A.Ibanez,Detroit Tigers,San Diego Padres,0,1,0,0,0,0,0,1,.307,.393,.700,-0.055,2.16,-0.02,1.08,-0.2,0,0,0,0,0,0,902
101,R.Greene,Detroit Tigers,San Diego Padres,0,3,0,1,0,1,2,4,.350,.481,.831,0.106,1.09,0.03,0.55,0.5,1,-23,24,0,0,2,902
102,M.Vierling,Detroit Tigers,San Diego Padres,0,4,0,2,0,0,1,4,.306,.439,.745,-0.003,1.49,-0.00,0.75,0.3,2,2,0,0,0,2,902
103,K.Carpenter,Detroit Tigers,San Diego Padres,0,2,0,1,0,1,0,3,.352,.586,.939,0.001,1.58,0,0.79,0.0,1,1,0,0,0,1,902
104,J.Malloy,Detroit Tigers,San Diego Padres,0,1,0,0,0,0,1,1,.302,.392,.695,-0.082,2.88,-0.03,1.44,-0.3,0,0,0,0,0,0,902
105,C.Keith,Detroit Tigers,San Diego Padres,0,4,0,1,0,0,2,4,.308,.384,.692,-0.125,1.88,-0.04,0.94,-0.9,1,1,0,0,0,1,902
106,S.Torkelson,Detroit Tigers,San Diego Padres,0,4,0,0,0,0,2,4,.283,.384,.668,-0.196,1.65,-0.06,0.83,-1.8,0,0,0,0,0,0,902
107,J.Jung,Detroit Tigers,San Diego Padres,0,4,0,0,0,0,1,4,.288,.231,.519,-0.091,0.88,-0.03,0.44,-0.7,0,0,0,0,0,0,902
108,T.Sweeney,Detroit Tigers,San Diego Padres,0,3,0,1,0,0,0,3,.209,.310,.519,-0.004,1.08,-0.00,0.54,-0.2,1,1,0,0,0,1,902
109,J.Rogers,Detroit Tigers,San Diego Padres,0,3,0,0,0,0,0,3,.243,.369,.612,-0.097,1.18,-0.03,0.59,-0.6,0,0,0,0,0,0,902
110,L.Arraez,San Diego Padres,Detroit Tigers,1,4,1,2,2,0,0,4,.344,.385,.729,0.095,0.87,0.07,1.00,1.2,5,2,0,0,0,2,902
111,F.Tatis,San Diego Padres,Detroit Tigers,1,4,0,0,0,0,1,4,.350,.462,.811,-0.061,0.73,-0.04,0.84,-0.8,0,0,0,0,0,0,902
112,D.Solano,San Diego Padres,Detroit Tigers,1,3,0,0,0,0,0,3,.345,.410,.756,-0.057,0.71,-0.04,0.82,-0.6,0,0,0,0,0,0,902
113,J.Cronenworth,San Diego Padres,Detroit Tigers,1,1,0,0,0,0,0,1,.325,.407,.732,-0.023,0.41,-0.02,0.47,-0.9,0,0,0,0,0,0,902
114,M.Machado,San Diego Padres,Detroit Tigers,1,4,0,1,1,0,1,4,.326,.461,.787,-0.023,0.67,-0.02,0.78,0.4,2,1,0,0,0,1,902
115,X.Bogaerts,San Diego Padres,Detroit Tigers,1,4,0,0,0,0,0,4,.306,.365,.671,-0.057,0.56,-0.04,0.65,-1.0,0,0,0,0,0,0,902
116,J.Merrill,San Diego Padres,Detroit Tigers,1,3,0,2,0,0,0,3,.323,.493,.816,0.010,0.47,0.01,0.54,0.1,2,2,0,0,0,2,902
117,D.Peralta,San Diego Padres,Detroit Tigers,1,3,0,0,0,0,1,3,.330,.420,.750,-0.057,0.67,-0.04,0.78,-0.6,0,0,0,0,0,0,902
118,K.Higashioka,San Diego Padres,Detroit Tigers,1,3,1,1,0,0,1,3,.276,.522,.799,-0.008,0.79,-0.01,0.91,0.1,2,-8,9,0,0,2,902
119,M.McCoy,San Diego Padres,Detroit Tigers,1,3,1,2,0,0,0,3,.366,.333,.699,0.064,0.66,0.04,0.77,1.0,3,2,0,0,0,2,902
120,W.Castro,Minnesota Twins,Tampa Bay Rays,0,4,0,1,0,1,2,5,.337,.400,.737,-0.028,0.93,-0.03,1.36,-0.3,1,1,0,0,0,1,902
121,T.Larnach,Minnesota Twins,Tampa Bay Rays,0,3,2,1,3,2,1,5,.329,.454,.784,0.330,1.08,0.29,1.57,3.1,6,-14,0,0,15,4,902
122,J.Miranda,Minnesota Twins,Tampa Bay Rays,0,5,0,2,0,0,0,5,.343,.472,.815,-0.090,0.94,-0.08,1.37,-1.0,2,2,0,0,0,2,902
123,M.Wallner,Minnesota Twins,Tampa Bay Rays,0,5,0,1,0,0,1,5,.376,.555,.931,-0.093,1.01,-0.08,1.47,-0.9,1,1,0,0,0,1,902
124,R.Lewis,Minnesota Twins,Tampa Bay Rays,0,4,0,2,1,0,0,4,.325,.561,.886,0.074,1.07,0.06,1.56,0.6,3,-11,13,0,0,3,902
125,C.Santana,Minnesota Twins,Tampa Bay Rays,0,4,0,0,0,0,0,4,.323,.412,.735,-0.110,1.00,-0.10,1.46,-1.2,0,0,0,0,0,0,902
126,B.Lee,Minnesota Twins,Tampa Bay Rays,0,4,1,2,1,0,0,4,.314,.374,.687,0.114,0.70,0.10,1.01,1.1,4,-4,3,0,3,6,902
127,E.Julien,Minnesota Twins,Tampa Bay Rays,0,3,1,1,0,0,1,3,.319,.348,.667,-0.023,0.86,-0.02,1.26,-0.3,2,1,0,0,0,1,902
128,K.Farmer,Minnesota Twins,Tampa Bay Rays,0,1,0,0,0,0,0,1,.278,.299,.577,-0.012,0.46,-0.01,0.67,-0.2,0,0,0,0,0,0,902
129,C.Vazquez,Minnesota Twins,Tampa Bay Rays,0,3,1,0,0,1,0,4,.255,.345,.600,-0.011,0.82,-0.01,1.19,-0.2,1,0,0,0,0,0,902
130,Y.Diaz,Tampa Bay Rays,Minnesota Twins,1,5,0,0,0,0,1,5,.332,.402,.734,-0.199,1.57,-0.03,0.36,-1.1,0,0,0,0,0,0,902
131,B.Lowe,Tampa Bay Rays,Minnesota Twins,1,5,1,1,0,0,1,5,.325,.477,.802,-0.132,1.60,-0.02,0.36,-0.5,2,1,0,0,0,1,902
132,J.Caminero,Tampa Bay Rays,Minnesota Twins,1,4,1,2,1,1,2,5,.359,.478,.837,0.133,1.34,0.02,0.30,1.5,4,-1,3,0,0,3,902
133,J.Lowe,Tampa Bay Rays,Minnesota Twins,1,4,1,2,0,0,1,4,.304,.421,.725,-0.037,1.49,-0.01,0.34,-0.3,3,2,0,0,0,2,902
134,D.Carlson,Tampa Bay Rays,Minnesota Twins,1,3,0,1,2,1,1,4,.286,.285,.571,0.106,1.82,0.01,0.41,1.4,3,1,0,0,0,1,902
135,C.Morel,Tampa Bay Rays,Minnesota Twins,1,4,0,1,0,0,1,4,.297,.354,.651,-0.078,1.52,-0.01,0.34,-0.6,1,1,0,0,0,1,902
136,B.Rortvedt,Tampa Bay Rays,Minnesota Twins,1,4,0,1,0,0,2,4,.331,.328,.659,-0.086,1.72,-0.01,0.39,-0.4,1,-12,13,0,0,2,902
137,J.DeLuca,Tampa Bay Rays,Minnesota Twins,1,4,1,2,1,0,0,4,.268,.320,.588,0.085,1.33,0.01,0.30,0.8,4,-3,0,0,5,5,902
138,T.Walls,Tampa Bay Rays,Minnesota Twins,1,3,0,0,0,0,0,3,.279,.220,.499,-0.111,1.50,-0.01,0.34,-0.9,0,0,0,0,0,0,902
139,J.Aranda,Tampa Bay Rays,Minnesota Twins,1,1,0,0,0,0,1,1,.271,.315,.586,-0.031,1.23,-0.00,0.28,-0.1,0,0,0,0,0,0,902
140,J.Crawford,Seattle Mariners,Oakland Athletics,0,4,1,0,0,1,1,5,.301,.331,.632,-0.097,1.16,-0.03,0.65,-0.6,1,0,0,0,0,0,902
141,J.Rodriguez,Seattle Mariners,Oakland Athletics,0,3,1,1,1,1,2,5,.319,.371,.690,0.081,1.43,0.03,0.80,0.5,3,1,0,0,0,1,902
142,C.Raleigh,Seattle Mariners,Oakland Athletics,0,4,1,1,2,0,1,4,.298,.419,.717,0.063,1.25,0.02,0.69,1.0,4,-27,0,0,28,4,902
143,R.Arozarena,Seattle Mariners,Oakland Athletics,0,4,0,1,0,0,2,4,.332,.389,.721,-0.004,1.38,-0.00,0.77,-0.1,1,1,0,0,0,1,902
144,J.Turner,Seattle Mariners,Oakland Athletics,0,3,0,1,1,1,0,4,.347,.369,.716,0.135,1.41,0.04,0.79,0.7,2,1,0,0,0,1,902
145,J.Polanco,Seattle Mariners,Oakland Athletics,0,3,0,0,0,1,0,4,.298,.347,.645,-0.026,1.62,-0.01,0.91,-0.4,0,0,0,0,0,0,902
146,L.Raley,Seattle Mariners,Oakland Athletics,0,2,0,0,0,0,0,2,.311,.438,.749,-0.043,0.88,-0.01,0.48,-0.4,0,0,0,0,0,0,902
147,D.Moore,Seattle Mariners,Oakland Athletics,0,1,0,0,0,1,1,2,.318,.374,.692,-0.042,3.19,-0.01,1.78,-0.1,0,0,0,0,0,0,902
148,J.Rojas,Seattle Mariners,Oakland Athletics,0,2,0,0,0,0,1,2,.313,.350,.663,-0.030,0.60,-0.01,0.34,-0.2,0,0,0,0,0,0,902
149,M.Garver,Seattle Mariners,Oakland Athletics,0,1,0,0,0,0,0,1,.285,.322,.608,-0.106,4.32,-0.04,2.41,-0.7,0,0,0,0,0,0,902
150,M.Haniger,Seattle Mariners,Oakland Athletics,0,1,0,0,0,0,1,1,.285,.342,.626,-0.105,3.89,-0.03,2.17,-0.5,0,0,0,0,0,0,902
151,V.Robles,Seattle Mariners,Oakland Athletics,0,4,1,2,0,0,2,4,.341,.397,.738,-0.004,1.20,-0.00,0.67,0.6,3,-9,11,0,0,3,902
152,L.Butler,Oakland Athletics,Seattle Mariners,1,4,1,1,0,0,0,4,.319,.521,.841,-0.080,1.15,0,0.00,-0.5,2,-19,20,0,0,0,902
153,B.Rooker,Oakland Athletics,Seattle Mariners,1,4,1,1,1,0,3,4,.371,.578,.949,0.011,1.11,0,0.00,0.5,3,-23,24,0,0,2,902
