Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
T.Pham,Chicago White Sox,New York Yankees,0,4,1,2,0,0,1,4,0.386,0.5,0.886,0.04,0.51,0.0,0.06,0.2,3,-4,6,0,0,3,518
G.Sheets,Chicago White Sox,New York Yankees,0,4,0,2,0,0,1,4,0.346,0.405,0.751,0.021,0.76,0.0,0.09,0.4,2,2,0,0,0,2,518
A.Vaughn,Chicago White Sox,New York Yankees,0,4,0,0,0,0,3,4,0.264,0.317,0.581,-0.094,0.86,-0.01,0.1,-1.4,0,0,0,0,0,0,518
E.Jimenez,Chicago White Sox,New York Yankees,0,4,0,1,0,0,1,4,0.274,0.371,0.645,-0.051,0.73,-0.0,0.08,-0.6,1,1,0,0,0,1,518
A.Benintendi,Chicago White Sox,New York Yankees,0,4,0,1,1,0,1,4,0.224,0.285,0.509,0.083,0.66,0.01,0.07,0.5,2,-4,5,0,0,2,518
P.DeJong,Chicago White Sox,New York Yankees,0,3,0,0,0,1,2,4,0.282,0.439,0.721,-0.017,0.7,-0.0,0.08,-0.5,0,0,0,0,0,0,518
K.Lee,Chicago White Sox,New York Yankees,0,4,0,0,0,0,3,4,0.322,0.465,0.787,-0.086,0.84,-0.01,0.09,-1.3,0,0,0,0,0,0,518
N.Lopez,Chicago White Sox,New York Yankees,0,3,0,0,0,0,2,3,0.264,0.212,0.475,-0.037,0.48,-0.0,0.05,-0.5,0,0,0,0,0,0,518
D.Mendick,Chicago White Sox,New York Yankees,0,3,0,0,0,0,2,3,0.25,0.348,0.598,-0.038,0.49,-0.0,0.05,-0.5,0,0,0,0,0,0,518
A.Volpe,New York Yankees,Chicago White Sox,1,5,0,1,0,0,1,5,0.343,0.427,0.77,-0.032,0.41,-0.02,0.44,0.0,1,-6,7,0,0,2,518
J.Soto,New York Yankees,Chicago White Sox,1,4,2,4,3,1,0,5,0.414,0.561,0.975,0.209,0.37,0.13,0.39,3.4,9,-7,0,0,11,10,518
A.Judge,New York Yankees,Chicago White Sox,1,4,0,1,0,1,3,5,0.405,0.568,0.973,0.002,0.35,0.0,0.37,-1.0,1,1,0,0,0,1,518
A.Verdugo,New York Yankees,Chicago White Sox,1,4,1,0,0,0,2,4,0.322,0.397,0.72,-0.052,0.53,-0.03,0.57,-1.7,1,0,0,0,0,0,518
G.Stanton,New York Yankees,Chicago White Sox,1,3,1,2,2,1,0,4,0.309,0.53,0.838,0.171,0.34,0.11,0.36,2.2,5,-17,8,0,11,6,518
