,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
0,C.Norby,Miami Marlins,Pittsburgh Pirates,0,4,0,0,0,0,1,4,.297,.549,.845,-0.095,0.91,0,0.00,-1.0,0,0,0,0,0,0,911
1,O.Lopez,Miami Marlins,Pittsburgh Pirates,0,3,1,1,0,1,1,4,.299,.352,.651,0.056,0.73,0,0.00,0.7,2,-18,19,0,0,2,911
2,J.Burger,Miami Marlins,Pittsburgh Pirates,0,4,0,0,0,0,1,4,.295,.444,.739,0.013,0.98,0,0.00,-0.2,0,0,0,0,0,0,911
3,J.Bride,Miami Marlins,Pittsburgh Pirates,0,3,0,1,0,1,1,4,.356,.406,.762,-0.081,1.49,0,0.00,-0.7,1,1,0,0,0,1,911
4,J.Sanchez,Miami Marlins,Pittsburgh Pirates,0,4,0,0,0,0,2,4,.304,.418,.722,-0.110,1.27,0,0.00,-1.1,0,0,0,0,0,0,911
5,C.Pache,Miami Marlins,Pittsburgh Pirates,0,4,0,2,1,0,1,4,.282,.294,.576,0.038,0.95,0,0.00,0.9,3,2,0,0,0,2,911
6,K.Stowers,Miami Marlins,Pittsburgh Pirates,0,3,0,1,0,1,0,4,.266,.333,.600,0.040,1.59,0,0.00,0.0,1,1,0,0,0,1,911
7,J.Sanoja,Miami Marlins,Pittsburgh Pirates,0,2,0,0,0,0,0,2,.308,.333,.641,-0.096,1.19,0,0.00,-1.0,0,0,0,0,0,0,911
8,X.Edwards,Miami Marlins,Pittsburgh Pirates,0,2,0,0,0,0,0,2,.397,.399,.796,-0.171,3.43,0,0.00,-1.0,0,0,0,0,0,0,911
9,N.Fortes,Miami Marlins,Pittsburgh Pirates,0,2,0,0,0,0,0,2,.261,.317,.579,-0.025,0.48,0,0.00,-0.3,0,0,0,0,0,0,911
