Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB
Joey Wendle,New York Mets,Detroit Tigers,1,2,0,0,0,0,0,2,0.0,0.0,0.0,-0.044,0.86,-0.02,0.59,-0.3,0,0,0,0,0,0
Zack Short,New York Mets,Detroit Tigers,1,0,0,0,0,0,0,1,0.333,0.333,0.667,-0.043,3.91,-0.02,2.72,-0.2,0,0,0,0,0,0
Parker Meadows,Detroit Tigers,New York Mets,0,2,1,0,0,1,0,3,0.267,0.25,0.517,-0.031,1.33,-0.02,1.31,-0.3,1,0,0,0,0,0
Mark Canha,Detroit Tigers,New York Mets,0,1,0,0,0,1,0,3,0.5,0.571,1.071,-0.072,2.28,-0.04,2.25,0.0,0,0,0,0,0,0
Spencer Torkelson,Detroit Tigers,New York Mets,0,6,0,1,0,0,1,6,0.208,0.174,0.382,-0.165,1.88,-0.1,1.86,-1.3,1,1,0,0,0,1
Kerry Carpenter,Detroit Tigers,New York Mets,0,1,0,0,0,1,0,2,0.462,0.727,1.189,0.034,0.72,0.02,0.71,0.3,0,0,0,0,0,0
Andy Ibáñez,Detroit Tigers,New York Mets,0,2,0,0,1,0,1,3,0.3,0.375,0.675,-0.222,2.91,-0.13,2.87,-0.9,1,0,0,0,0,0
Riley Greene,Detroit Tigers,New York Mets,0,4,2,2,1,1,0,5,0.273,0.474,0.746,0.391,1.97,0.23,1.95,1.8,5,0,0,0,2,5
Matt Vierling,Detroit Tigers,New York Mets,0,5,1,0,0,0,1,5,0.083,0.083,0.167,-0.297,2.02,-0.18,2.0,-1.6,1,0,0,0,0,0
Colt Keith,Detroit Tigers,New York Mets,0,5,1,1,1,0,0,5,0.211,0.176,0.387,0.102,1.75,0.06,1.73,-0.4,3,0,1,0,0,2
Carson Kelly,Detroit Tigers,New York Mets,0,5,0,0,0,0,3,5,0.333,0.5,0.833,-0.257,1.96,-0.15,1.94,-1.7,0,0,0,0,0,0
Gio Urshela,Detroit Tigers,New York Mets,0,5,1,3,2,0,1,5,0.462,0.462,0.923,0.343,1.82,0.2,1.8,2.6,6,3,0,0,0,3
Zach McKinstry,Detroit Tigers,New York Mets,0,4,0,2,0,1,1,5,0.385,0.273,0.657,0.032,0.94,0.02,0.93,0.6,2,2,0,0,0,2
Brandon Nimmo,New York Mets,Detroit Tigers,1,4,0,0,0,2,1,6,0.208,0.05,0.258,0.106,1.46,0.05,1.09,-0.3,0,0,0,0,0,0
Francisco Lindor,New York Mets,Detroit Tigers,1,4,1,0,0,1,1,6,0.208,0.05,0.258,-0.135,1.18,-0.06,0.88,-1.1,1,0,0,0,0,0
Pete Alonso,New York Mets,Detroit Tigers,1,5,2,2,0,1,3,6,0.364,0.45,0.814,-0.034,1.27,-0.02,0.95,-0.2,4,2,0,0,0,2
Francisco Alvarez,New York Mets,Detroit Tigers,1,5,0,2,2,0,1,5,0.45,0.737,1.187,-0.03,1.69,-0.01,1.26,0.6,4,-1,3,0,0,3
Brett Baty,New York Mets,Detroit Tigers,1,3,0,1,1,2,1,5,0.353,0.467,0.82,-0.067,1.25,-0.03,0.93,0.3,2,1,0,0,0,1
Starling Marte,New York Mets,Detroit Tigers,1,5,0,0,0,0,1,5,0.333,0.474,0.807,-0.177,1.27,-0.08,0.95,-1.5,0,0,0,0,0,0
Jeff McNeil,New York Mets,Detroit Tigers,1,3,0,0,0,2,0,5,0.176,0.067,0.243,-0.055,1.49,-0.03,1.11,-0.1,0,0,0,0,0,0
Tyrone Taylor,New York Mets,Detroit Tigers,1,5,0,1,0,0,3,5,0.25,0.182,0.432,-0.15,1.38,-0.07,1.03,-0.7,1,1,0,0,0,1
DJ Stewart,New York Mets,Detroit Tigers,1,2,0,0,0,0,1,3,0.25,0.0,0.25,-0.03,0.84,-0.01,0.63,-0.2,0,0,0,0,0,0
Harrison Bader,New York Mets,Detroit Tigers,1,2,0,0,0,0,1,2,0.167,0.167,0.333,-0.073,1.43,-0.03,1.07,-0.6,0,0,0,0,0,0
Oneil Cruz,Pittsburgh Pirates,Washington Nationals,0,5,1,2,0,0,1,5,0.333,0.393,0.726,0.015,0.42,0.01,0.44,-0.8,3,2,0,0,0,2
Bryan Reynolds,Pittsburgh Pirates,Washington Nationals,0,3,1,2,1,2,0,5,0.447,0.548,0.996,0.127,0.58,0.08,0.61,1.8,4,-2,4,0,0,3
Ke'Bryan Hayes,Pittsburgh Pirates,Washington Nationals,0,4,1,0,0,1,0,5,0.395,0.387,0.782,-0.01,0.5,-0.01,0.53,-1.4,1,0,0,0,0,0
Jack Suwinski,Pittsburgh Pirates,Washington Nationals,0,3,1,0,1,1,0,5,0.269,0.364,0.633,-0.038,0.6,-0.02,0.63,-0.9,2,0,0,0,0,0
Connor Joe,Pittsburgh Pirates,Washington Nationals,0,3,2,1,2,2,1,5,0.469,0.615,1.084,0.108,0.52,0.07,0.56,2.3,5,0,0,0,1,4
Rowdy Tellez,Pittsburgh Pirates,Washington Nationals,0,4,0,2,2,1,0,5,0.444,0.5,0.944,0.125,0.54,0.08,0.57,2.0,4,2,0,0,0,2
Henry Davis,Pittsburgh Pirates,Washington Nationals,0,4,0,0,1,0,3,5,0.3,0.25,0.55,-0.01,0.4,-0.01,0.42,-1.2,1,0,0,0,0,0
Jared Triolo,Pittsburgh Pirates,Washington Nationals,0,5,0,1,0,0,2,5,0.345,0.28,0.625,-0.022,0.22,-0.01,0.24,-0.3,1,1,0,0,0,1
Michael A. Taylor,Pittsburgh Pirates,Washington Nationals,0,4,1,3,0,0,0,4,0.483,0.6,1.083,0.031,0.19,0.02,0.2,0.9,4,0,3,0,0,0
CJ Abrams,Washington Nationals,Pittsburgh Pirates,1,5,1,2,1,0,2,5,0.407,0.667,1.074,-0.023,0.52,-0.01,0.5,0.6,4,0,0,0,2,5
Lane Thomas,Washington Nationals,Pittsburgh Pirates,1,4,0,0,0,1,1,5,0.179,0.083,0.262,-0.038,0.43,-0.02,0.41,-0.7,0,0,0,0,0,0
Joey Meneses,Washington Nationals,Pittsburgh Pirates,1,5,0,1,0,0,1,5,0.296,0.292,0.588,-0.016,0.39,-0.01,0.37,-0.3,1,1,0,0,0,1
Joey Gallo,Washington Nationals,Pittsburgh Pirates,1,3,2,1,0,1,1,4,0.318,0.474,0.792,0.006,0.64,0.0,0.61,0.3,3,-1,2,0,0,2
Riley Adams,Washington Nationals,Pittsburgh Pirates,1,4,0,1,0,0,1,4,0.25,0.625,0.875,0.007,0.61,0.0,0.58,-0.1,1,1,0,0,0,1
Jesse Winker,Washington Nationals,Pittsburgh Pirates,1,3,1,1,1,1,1,4,0.556,0.5,1.056,-0.019,0.81,-0.01,0.77,-0.2,3,1,0,0,0,1
Trey Lipscomb,Washington Nationals,Pittsburgh Pirates,1,4,0,1,1,0,1,4,0.368,0.5,0.868,-0.024,0.62,-0.01,0.59,0.4,2,1,0,0,0,1
Ildemaro Vargas,Washington Nationals,Pittsburgh Pirates,1,2,0,0,0,1,1,3,0.417,0.4,0.817,-0.021,0.48,-0.01,0.46,-0.3,0,0,0,0,0,0
Luis García Jr.,Washington Nationals,Pittsburgh Pirates,1,1,0,1,1,0,0,1,0.412,0.625,1.037,0.042,0.95,0.02,0.9,0.9,2,1,0,0,0,0
Jacob Young,Washington Nationals,Pittsburgh Pirates,1,4,0,0,0,0,1,4,0.0,0.0,0.0,-0.088,0.86,-0.05,0.82,-1.1,0,0,0,0,0,0
Steven Kwan,Cleveland Guardians,Minnesota Twins,0,5,1,3,0,0,0,5,0.4,0.513,0.913,0.061,0.62,0.04,0.69,0.9,4,1,2,0,0,4
Andrés Giménez,Cleveland Guardians,Minnesota Twins,0,4,0,1,0,0,0,5,0.405,0.5,0.905,0.043,0.75,0.03,0.84,-0.1,1,1,0,0,0,1
José Ramírez,Cleveland Guardians,Minnesota Twins,0,5,1,1,1,0,0,5,0.282,0.447,0.729,0.039,0.8,0.03,0.89,-0.2,3,1,0,0,0,1
Josh Naylor,Cleveland Guardians,Minnesota Twins,0,4,1,0,0,0,1,4,0.323,0.462,0.784,-0.092,0.89,-0.06,0.99,-1.2,1,0,0,0,0,0
Tyler Freeman,Cleveland Guardians,Minnesota Twins,0,4,0,1,1,0,1,4,0.296,0.391,0.688,0.033,0.77,0.02,0.86,0.3,2,1,0,0,0,1
Will Brennan,Cleveland Guardians,Minnesota Twins,0,2,1,1,1,0,0,3,0.346,0.304,0.651,0.014,0.74,0.01,0.82,0.1,3,1,0,0,0,1
David Fry,Cleveland Guardians,Minnesota Twins,0,0,0,0,0,1,0,1,0.571,0.625,1.196,0.007,0.27,0.01,0.3,0.1,0,0,0,0,0,0
Ramón Laureano,Cleveland Guardians,Minnesota Twins,0,3,0,0,0,0,2,4,0.368,0.267,0.635,-0.039,0.66,-0.03,0.74,-0.5,0,0,0,0,0,0
Bo Naylor,Cleveland Guardians,Minnesota Twins,0,3,0,0,0,1,2,4,0.333,0.35,0.683,-0.018,0.7,-0.01,0.78,-0.3,0,0,0,0,0,0
Brayan Rocchio,Cleveland Guardians,Minnesota Twins,0,3,0,0,0,1,1,4,0.345,0.423,0.768,0.039,0.79,0.03,0.88,0.2,0,0,0,0,0,0
Edouard Julien,Minnesota Twins,Cleveland Guardians,1,5,1,1,1,0,3,5,0.19,0.35,0.54,-0.108,1.82,-0.07,1.89,-0.8,3,0,0,0,1,4
Alex Kirilloff,Minnesota Twins,Cleveland Guardians,1,4,0,1,0,0,0,5,0.44,0.682,1.122,0.083,1.23,0.05,1.27,0.8,1,-1,0,2,0,3
Byron Buxton,Minnesota Twins,Cleveland Guardians,1,4,0,0,0,0,3,4,0.32,0.391,0.711,-0.2,1.78,-0.12,1.84,-1.7,0,0,0,0,0,0
Max Kepler,Minnesota Twins,Cleveland Guardians,1,4,0,0,0,0,2,4,0.059,0.059,0.118,-0.171,1.48,-0.11,1.54,-1.2,0,0,0,0,0,0
Carlos Correa,Minnesota Twins,Cleveland Guardians,1,4,0,3,0,0,1,4,0.52,0.474,0.994,0.177,1.3,0.11,1.35,1.3,3,1,2,0,0,4
Carlos Santana,Minnesota Twins,Cleveland Guardians,1,4,0,0,0,0,2,4,0.308,0.227,0.535,-0.17,1.65,-0.11,1.71,-1.3,0,0,0,0,0,0
Matt Wallner,Minnesota Twins,Cleveland Guardians,1,1,0,0,0,0,1,2,0.333,0.25,0.583,0.005,1.26,0.0,1.31,0.1,0,0,0,0,0,0
Manuel Margot,Minnesota Twins,Cleveland Guardians,1,2,0,0,0,0,1,2,0.25,0.182,0.432,-0.078,1.4,-0.05,1.46,-0.5,0,0,0,0,0,0
Willi Castro,Minnesota Twins,Cleveland Guardians,1,3,1,1,0,1,2,4,0.333,0.158,0.491,0.048,1.92,0.03,1.99,0.6,2,1,0,0,0,1
Christian Vázquez,Minnesota Twins,Cleveland Guardians,1,4,0,1,0,0,0,4,0.182,0.2,0.382,0.002,1.93,0.0,2.01,0.1,1,1,0,0,0,1
Luis Arráez,Miami Marlins,St. Louis Cardinals,0,5,1,1,0,0,1,5,0.316,0.219,0.535,-0.028,0.65,-0.01,0.41,-0.4,2,1,0,0,0,1
Josh Bell,Miami Marlins,St. Louis Cardinals,0,5,1,1,2,0,0,5,0.333,0.355,0.688,0.18,0.69,0.07,0.44,1.1,4,0,0,0,1,4
Jake Burger,Miami Marlins,St. Louis Cardinals,0,2,2,2,2,2,0,4,0.4,0.581,0.981,0.241,0.64,0.09,0.4,2.4,6,0,0,0,2,8
Jazz Chisholm Jr.,Miami Marlins,St. Louis Cardinals,0,4,0,2,0,0,1,4,0.353,0.333,0.686,0.032,0.75,0.01,0.47,0.4,2,2,0,0,0,0
Bryan De La Cruz,Miami Marlins,St. Louis Cardinals,0,4,0,0,0,0,1,4,0.229,0.343,0.571,-0.11,1.06,-0.04,0.67,-1.3,0,0,0,0,0,0
Jesús Sánchez,Miami Marlins,St. Louis Cardinals,0,4,0,1,0,0,1,4,0.235,0.235,0.471,0.028,1.17,0.01,0.74,0.0,1,1,0,0,0,1
Tim Anderson,Miami Marlins,St. Louis Cardinals,0,4,1,2,0,0,1,4,0.313,0.3,0.613,0.077,1.18,0.03,0.74,0.5,3,2,0,0,0,2
Nick Gordon,Miami Marlins,St. Louis Cardinals,0,3,0,0,0,0,2,3,0.143,0.429,0.571,-0.132,1.59,-0.05,1.01,-1.2,0,0,0,0,0,0
Avisaíl García,Miami Marlins,St. Louis Cardinals,0,1,0,0,0,0,1,1,0.2,0.368,0.568,-0.007,0.27,-0.0,0.17,-0.1,0,0,0,0,0,0
Christian Bethancourt,Miami Marlins,St. Louis Cardinals,0,3,0,0,0,0,0,3,0.077,0.0,0.077,-0.091,1.19,-0.03,0.75,-0.8,0,0,0,0,0,0
Vidal Bruján,Miami Marlins,St. Louis Cardinals,0,1,0,0,0,0,1,1,0.111,0.0,0.111,-0.02,0.78,-0.01,0.49,-0.2,0,0,0,0,0,0
Victor Scott II,St Louis Cardinals,St. Louis Cardinals,0,5,1,0,0,0,1,5,0.182,0.167,0.348,0.044,0.99,0.02,0.9,0.2,1,0,0,0,0,0
Paul Goldschmidt,St Louis Cardinals,St. Louis Cardinals,0,4,1,1,1,0,0,5,0.371,0.345,0.716,0.031,0.86,0.02,0.78,0.2,3,1,0,0,0,1
Nolan Arenado,St Louis Cardinals,St. Louis Cardinals,0,5,1,3,1,0,0,5,0.278,0.324,0.601,0.127,1.15,0.07,1.04,0.7,5,1,2,0,0,4
Iván Herrera,St Louis Cardinals,St. Louis Cardinals,0,5,2,2,2,0,2,5,0.286,0.583,0.869,0.168,1.51,0.09,1.37,1.1,6,1,0,0,1,5
Nolan Gorman,St Louis Cardinals,St. Louis Cardinals,0,3,1,1,2,1,2,4,0.281,0.276,0.557,0.319,1.84,0.17,1.67,1.7,4,-1,2,0,0,2
Jordan Walker,St Louis Cardinals,St. Louis Cardinals,0,3,0,0,0,1,0,4,0.231,0.208,0.439,-0.057,1.25,-0.03,1.13,-0.6,0,0,0,0,0,0
Alec Burleson,St Louis Cardinals,St. Louis Cardinals,0,3,1,1,1,1,0,4,0.227,0.238,0.465,0.067,1.09,0.04,0.99,0.6,3,1,0,0,0,1
Masyn Winn,St Louis Cardinals,St. Louis Cardinals,0,4,0,2,1,0,1,4,0.333,0.45,0.783,-0.007,1.03,-0.0,0.93,0.4,3,1,0,1,0,4
Michael Siani,St Louis Cardinals,St. Louis Cardinals,0,3,1,0,0,0,3,4,0.25,0.0,0.25,-0.023,0.87,-0.01,0.79,-0.5,1,0,0,0,0,0
Andrew Benintendi,Chicago White Sox,Kansas City Royals,0,4,0,0,0,0,0,4,0.16,0.125,0.285,-0.029,1.48,-0.01,1.1,-0.0,0,0,0,0,0,0
Yoán Moncada,Chicago White Sox,Kansas City Royals,0,3,1,1,0,1,0,4,0.36,0.455,0.815,-0.096,1.23,-0.04,0.92,-1.2,2,1,0,0,0,1
Luis Robert Jr.,Chicago White Sox,Kansas City Royals,0,4,0,0,0,0,1,4,0.24,0.5,0.74,-0.129,1.1,-0.06,0.83,-1.3,0,0,0,0,0,0
Gavin Sheets,Chicago White Sox,Kansas City Royals,0,2,0,2,0,2,0,4,0.615,0.5,1.115,0.187,0.84,0.08,0.64,1.7,2,1,1,0,0,3
Andrew Vaughn,Chicago White Sox,Kansas City Royals,0,4,0,2,1,0,0,4,0.318,0.25,0.568,0.072,1.35,0.03,1.01,0.1,3,2,0,0,0,2
Braden Shewmake,Chicago White Sox,Kansas City Royals,0,3,0,0,0,1,1,4,0.286,0.462,0.747,-0.234,1.47,-0.1,1.1,-1.2,0,0,0,0,0,0
Dominic Fletcher,Chicago White Sox,Kansas City Royals,0,4,0,0,0,0,1,4,0.125,0.067,0.192,-0.147,1.33,-0.07,0.99,-1.5,0,0,0,0,0,0
Nicky Lopez,Chicago White Sox,Kansas City Royals,0,4,0,1,0,0,1,4,0.235,0.188,0.423,-0.032,0.78,-0.01,0.58,-0.4,1,1,0,0,0,1
Korey Lee,Chicago White Sox,Kansas City Royals,0,4,0,2,0,0,0,4,0.375,0.875,1.25,0.066,0.75,0.03,0.56,0.2,2,1,1,0,0,3
Maikel Garcia,Kansas City Royals,Chicago White Sox,1,5,1,1,1,0,2,5,0.281,0.7,0.981,-0.024,0.45,-0.01,0.36,0.2,3,1,0,0,0,1
Bobby Witt Jr.,Kansas City Royals,Chicago White Sox,1,3,1,2,0,1,0,4,0.5,0.893,1.393,-0.014,0.68,-0.01,0.54,0.2,3,-3,5,0,0,0
Vinnie Pasquantino,Kansas City Royals,Chicago White Sox,1,4,0,0,0,0,0,4,0.241,0.12,0.361,-0.067,0.6,-0.03,0.48,-1.4,0,0,0,0,0,0
Salvador Perez,Kansas City Royals,Chicago White Sox,1,4,1,0,0,0,1,4,0.345,0.536,0.881,-0.032,0.51,-0.02,0.41,2.0,1,0,0,0,0,0
MJ Melendez,Kansas City Royals,Chicago White Sox,1,4,2,2,2,0,0,4,0.391,0.667,1.058,0.01,0.52,0.01,0.41,1.7,6,-3,4,0,1,6
Nelson Velázquez,Kansas City Royals,Chicago White Sox,1,3,2,2,2,1,1,4,0.368,0.706,1.074,0.218,0.57,0.1,0.45,2.0,6,0,0,0,2,5
Hunter Renfroe,Kansas City Royals,Chicago White Sox,1,3,1,1,0,1,0,4,0.13,0.091,0.221,0.051,0.59,0.02,0.47,0.4,2,1,0,0,0,1
Nick Loftin,Kansas City Royals,Chicago White Sox,1,2,0,0,0,0,0,2,0.273,0.2,0.473,-0.092,1.13,-0.04,0.9,-1.2,0,0,0,0,0,0
Adam Frazier,Kansas City Royals,Chicago White Sox,1,1,1,1,0,1,0,2,0.294,0.25,0.544,0.046,0.79,0.02,0.62,0.9,2,1,0,0,0,1
Kyle Isbel,Kansas City Royals,Chicago White Sox,1,4,1,1,2,0,0,4,0.273,0.455,0.727,0.063,0.8,0.03,0.64,1.0,4,1,0,0,0,1
