,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
0,C.Julks,Chicago White Sox,Baltimore Orioles,0,4,0,0,0,0,1,4,.291,.327,.618,-0.028,0.28,0,0.00,-0.9,0,0,0,0,0,0,903
1,L.Robert,Chicago White Sox,Baltimore Orioles,0,4,0,0,0,0,2,4,.271,.390,.662,-0.021,0.21,0,0.00,-0.9,0,0,0,0,0,0,903
2,A.Benintendi,Chicago White Sox,Baltimore Orioles,0,3,0,1,0,0,1,3,.279,.377,.656,0.018,0.18,0,0.00,-0.1,1,-18,19,0,0,2,903
3,Z.DeLoach,Chicago White Sox,Baltimore Orioles,0,1,0,0,0,0,0,1,.226,.179,.404,0.000,0.00,0,0.00,-0.2,0,0,0,0,0,0,903
4,A.Vaughn,Chicago White Sox,Baltimore Orioles,0,3,0,1,0,1,0,4,.291,.386,.677,-0.030,0.30,0,0.00,-0.0,1,1,0,0,0,1,903
5,G.Sheets,Chicago White Sox,Baltimore Orioles,0,4,0,0,0,0,1,4,.311,.365,.676,-0.024,0.24,0,0.00,-0.9,0,0,0,0,0,0,903
6,K.Lee,Chicago White Sox,Baltimore Orioles,0,4,0,1,0,0,1,4,.244,.346,.590,-0.015,0.34,0,0.00,-0.3,1,1,0,0,0,1,903
7,L.Sosa,Chicago White Sox,Baltimore Orioles,0,4,0,1,0,0,2,4,.247,.291,.538,-0.005,0.10,0,0.00,-0.4,1,1,0,0,0,1,903
8,B.Baldwin,Chicago White Sox,Baltimore Orioles,0,3,0,0,0,0,1,3,.250,.316,.566,-0.009,0.12,0,0.00,-0.7,0,0,0,0,0,0,903
9,J.Amaya,Chicago White Sox,Baltimore Orioles,0,3,0,2,0,0,1,3,.313,.267,.579,-0.001,0.07,0,0.00,0.3,2,2,0,0,0,2,903
10,G.Henderson,Baltimore Orioles,Chicago White Sox,1,3,3,1,0,2,1,5,.364,.531,.895,0.085,0.36,0.07,0.48,1.0,4,-24,25,0,0,2,903
11,A.Rutschman,Baltimore Orioles,Chicago White Sox,1,5,0,1,0,0,1,5,.325,.407,.731,-0.055,0.38,-0.04,0.51,-0.3,1,1,0,0,0,1,903
