,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
0,M.Yastrzemski,San Francisco Giants,Baltimore Orioles,0,4,2,2,2,1,1,5,.312,.442,.754,0.175,0.54,0,0.00,2.2,6,-14,0,0,16,5,917
1,T.Fitzgerald,San Francisco Giants,Baltimore Orioles,0,5,0,0,0,0,4,5,.344,.520,.864,-0.056,0.44,0,0.00,-1.7,0,0,0,0,0,0,917
2,L.Wade,San Francisco Giants,Baltimore Orioles,0,5,1,2,2,0,1,5,.392,.378,.770,0.004,0.31,0,0.00,1.3,5,2,0,0,0,0,917
3,H.Ramos,San Francisco Giants,Baltimore Orioles,0,5,1,1,1,0,2,5,.319,.468,.787,-0.027,0.33,0,0.00,0.7,3,-20,21,0,0,2,917
4,M.Conforto,San Francisco Giants,Baltimore Orioles,0,5,0,1,2,0,0,5,.302,.423,.725,-0.044,0.34,0,0.00,0.9,3,1,0,0,0,1,917
5,P.Bailey,San Francisco Giants,Baltimore Orioles,0,5,1,1,0,0,3,5,.297,.340,.636,-0.004,0.31,0,0.00,-0.7,2,1,0,0,0,1,917
6,G.McCray,San Francisco Giants,Baltimore Orioles,0,2,3,2,0,2,0,4,.280,.466,.745,0.078,0.39,0,0.00,1.9,5,2,0,0,0,2,917
7,D.Walton,San Francisco Giants,Baltimore Orioles,0,2,1,1,1,2,0,4,.364,.556,.919,0.082,0.69,0,0.00,1.2,3,1,0,0,0,1,917
8,B.Wisely,San Francisco Giants,Baltimore Orioles,0,2,1,0,2,0,0,4,.268,.330,.598,-0.007,0.77,0,0.00,0.1,3,0,0,0,0,0,917
9,A.Slater,Baltimore Orioles,San Francisco Giants,1,3,0,0,0,0,2,3,.318,.263,.582,-0.061,0.86,-0.04,1.06,-0.7,0,0,0,0,0,0,917
10,C.Cowser,Baltimore Orioles,San Francisco Giants,1,1,0,1,0,0,0,1,.324,.437,.761,0.008,0.12,0.01,0.15,0.2,1,-22,23,0,0,2,917
11,A.Rutschman,Baltimore Orioles,San Francisco Giants,1,4,0,0,0,0,2,4,.322,.397,.720,-0.067,0.67,-0.05,0.82,-0.9,0,0,0,0,0,0,917
12,G.Henderson,Baltimore Orioles,San Francisco Giants,1,4,0,0,0,0,3,4,.365,.539,.904,-0.036,0.35,-0.03,0.43,-0.7,0,0,0,0,0,0,917
13,A.Santander,Baltimore Orioles,San Francisco Giants,1,4,0,0,0,0,1,4,.309,.510,.819,-0.044,0.44,-0.03,0.54,-0.7,0,0,0,0,0,0,917
14,E.Jimenez,Baltimore Orioles,San Francisco Giants,1,2,0,0,0,0,2,2,.290,.337,.628,-0.032,0.65,-0.02,0.80,-0.4,0,0,0,0,0,0,917
15,H.Kjerstad,Baltimore Orioles,San Francisco Giants,1,2,0,2,0,0,0,2,.376,.425,.801,0.018,0.19,0.01,0.23,0.4,2,2,0,0,0,2,917
16,E.Rivera,Baltimore Orioles,San Francisco Giants,1,2,0,1,0,0,1,2,.304,.311,.615,0.001,0.41,0,0.50,-0.0,1,1,0,0,0,1,917
17,R.O'Hearn,Baltimore Orioles,San Francisco Giants,1,2,0,1,0,0,1,2,.328,.411,.739,-0.020,0.41,-0.01,0.51,0.1,1,-18,19,0,0,2,917
18,C.Mullins,Baltimore Orioles,San Francisco Giants,1,3,0,0,0,1,1,4,.305,.408,.712,-0.019,0.40,-0.01,0.49,-0.8,0,0,0,0,0,0,917
19,C.Mayo,Baltimore Orioles,San Francisco Giants,1,2,0,0,0,0,2,2,.190,.081,.272,-0.043,0.82,-0.03,1.01,-0.5,0,0,0,0,0,0,917
20,J.Holliday,Baltimore Orioles,San Francisco Giants,1,1,0,0,0,0,0,1,.222,.297,.518,-0.014,0.54,-0.01,0.67,-0.2,0,0,0,0,0,0,917
21,L.Soto,Baltimore Orioles,San Francisco Giants,1,2,0,0,0,1,0,3,.357,.333,.690,0.010,0.53,0.01,0.66,0.1,0,0,0,0,0,0,917
22,M.Harris,Atlanta Braves,Cincinnati Reds,0,6,1,2,1,0,2,6,.287,.383,.670,-0.054,1.37,-0.05,1.97,-0.0,4,-10,0,0,12,5,917
23,J.Soler,Atlanta Braves,Cincinnati Reds,0,4,2,1,1,1,0,5,.336,.434,.770,-0.014,0.81,-0.01,1.17,0.1,4,-18,0,0,19,4,917
24,M.Ozuna,Atlanta Braves,Cincinnati Reds,0,4,1,2,0,1,1,5,.380,.550,.929,-0.017,0.80,-0.01,1.16,0.3,3,2,0,0,0,2,917
25,M.Olson,Atlanta Braves,Cincinnati Reds,0,3,1,1,2,2,0,5,.323,.447,.770,0.125,0.93,0.11,1.34,1.7,4,-25,0,0,26,4,917
26,R.Laureano,Atlanta Braves,Cincinnati Reds,0,4,0,2,1,0,0,5,.313,.417,.730,0.097,0.89,0.08,1.28,0.9,3,2,0,0,0,2,917
27,T.d'Arnaud,Atlanta Braves,Cincinnati Reds,0,4,0,1,0,1,0,5,.306,.446,.752,-0.100,1.08,-0.09,1.56,-1.0,1,1,0,0,0,1,917
28,W.Merrifield,Atlanta Braves,Cincinnati Reds,0,4,0,0,0,1,2,5,.313,.316,.628,-0.122,1.15,-0.11,1.66,-0.9,0,0,0,0,0,0,917
29,G.Urshela,Atlanta Braves,Cincinnati Reds,0,4,0,1,0,0,2,4,.278,.331,.608,-0.006,0.71,-0.01,1.03,-0.5,1,-15,16,0,0,2,917
30,J.Kelenic,Atlanta Braves,Cincinnati Reds,0,1,0,0,0,0,1,1,.284,.392,.676,-0.055,2.18,-0.05,3.14,-0.2,0,0,0,0,0,0,917
