Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB
Eddie Rosario,Washington Nationals,Philadelphia Phillies,1,2,0,0,0,0,1,2,0.136,0.333,0.47,-0.073,1.29,-0.04,1.21,-0.7,0,0,0,0,0,0
Jacob Young,Washington Nationals,Philadelphia Phillies,1,1,0,0,0,0,1,1,0.0,0.0,0.0,-0.011,0.44,-0.01,0.41,-0.2,0,0,0,0,0,0
Luis García Jr.,Washington Nationals,Philadelphia Phillies,1,3,0,1,0,0,0,3,0.4,0.632,1.032,0.029,0.72,0.02,0.67,0.3,1,-4,5,0,0,0
Trey Lipscomb,Washington Nationals,Philadelphia Phillies,1,3,0,0,0,0,2,3,0.318,0.429,0.747,-0.077,0.89,-0.04,0.84,-0.8,0,0,0,0,0,0
Ketel Marte,Arizona Diamondbacks,Atlanta Braves,0,5,1,1,1,0,0,5,0.385,0.588,0.973,0.004,0.61,0.0,0.59,-0.4,3,-1,0,0,2,4
Corbin Carroll,Arizona Diamondbacks,Atlanta Braves,0,4,0,0,0,1,0,5,0.364,0.231,0.594,-0.045,0.74,-0.03,0.72,-0.7,0,0,0,0,0,0
Lourdes Gurriel Jr.,Arizona Diamondbacks,Atlanta Braves,0,3,1,2,1,2,1,5,0.395,0.636,1.031,0.12,0.8,0.07,0.78,1.6,4,2,0,0,0,0
Christian Walker,Arizona Diamondbacks,Atlanta Braves,0,5,0,0,0,0,2,5,0.297,0.515,0.812,-0.111,0.88,-0.07,0.86,-1.9,0,0,0,0,0,0
Joc Pederson,Arizona Diamondbacks,Atlanta Braves,0,4,1,2,0,1,0,5,0.632,0.571,1.203,0.028,0.49,0.02,0.48,0.4,3,2,0,0,0,2
Eugenio Suárez,Arizona Diamondbacks,Atlanta Braves,0,5,1,2,2,0,1,5,0.382,0.516,0.898,0.044,1.55,0.03,1.52,1.0,5,0,2,0,0,3
Gabriel Moreno,Arizona Diamondbacks,Atlanta Braves,0,4,0,0,0,1,0,5,0.296,0.304,0.601,-0.045,1.32,-0.03,1.29,-1.0,0,0,0,0,0,0
Jace Peterson,Arizona Diamondbacks,Atlanta Braves,0,3,1,1,0,0,1,3,0.333,0.2,0.533,0.003,0.8,0.0,0.79,-0.1,2,1,0,0,0,1
Blaze Alexander,Arizona Diamondbacks,Atlanta Braves,0,2,0,0,0,0,2,2,0.438,0.571,1.009,-0.115,2.13,-0.07,2.1,-0.7,0,0,0,0,0,0
Jake McCarthy,Arizona Diamondbacks,Atlanta Braves,0,4,0,1,1,1,1,5,0.357,0.385,0.742,-0.024,1.58,-0.01,1.55,0.7,2,0,1,0,0,2
Ronald Acuña Jr.,Atlanta Braves,Arizona Diamondbacks,1,5,0,1,1,0,2,5,0.357,0.333,0.69,-0.105,1.47,-0.07,1.55,-0.7,2,-1,2,0,0,0
Ozzie Albies,Atlanta Braves,Arizona Diamondbacks,1,5,1,1,0,0,1,5,0.393,0.6,0.993,-0.178,1.59,-0.11,1.67,-1.5,2,1,0,0,0,1
Austin Riley,Atlanta Braves,Arizona Diamondbacks,1,5,1,0,0,0,2,5,0.25,0.385,0.635,-0.009,1.2,-0.01,1.27,-0.6,1,0,0,0,0,0
Matt Olson,Atlanta Braves,Arizona Diamondbacks,1,4,2,2,2,0,0,5,0.321,0.654,0.975,0.348,1.25,0.22,1.32,2.1,6,-4,4,0,2,6
Marcell Ozuna,Atlanta Braves,Arizona Diamondbacks,1,4,0,2,1,1,0,5,0.296,0.654,0.95,0.072,1.43,0.05,1.51,1.0,3,1,1,0,0,3
Adam Duvall,Atlanta Braves,Arizona Diamondbacks,1,3,0,0,0,1,0,4,0.333,0.308,0.641,-0.08,1.17,-0.05,1.23,-0.8,0,0,0,0,0,0
Jarred Kelenic,Atlanta Braves,Arizona Diamondbacks,1,1,0,1,1,0,0,1,0.643,0.75,1.393,0.281,5.78,0.18,6.1,0.7,2,-1,2,0,0,2
Michael Harris II,Atlanta Braves,Arizona Diamondbacks,1,5,0,1,0,0,2,5,0.407,0.542,0.949,-0.169,1.56,-0.11,1.65,-1.1,1,1,0,0,0,1
Orlando Arcia,Atlanta Braves,Arizona Diamondbacks,1,4,1,2,0,1,0,5,0.5,0.667,1.167,-0.027,1.54,-0.02,1.62,0.5,3,-3,5,0,0,3
Travis d'Arnaud,Atlanta Braves,Arizona Diamondbacks,1,5,0,2,1,0,1,5,0.353,0.4,0.753,0.226,1.62,0.14,1.71,1.2,3,2,0,0,0,2
Andrew Benintendi,Chicago White Sox,Kansas City Royals,0,4,0,0,0,0,0,4,0.138,0.107,0.245,-0.103,0.95,-0.04,0.7,-0.7,0,0,0,0,0,0
Yoán Moncada,Chicago White Sox,Kansas City Royals,0,3,0,1,0,1,1,4,0.379,0.44,0.819,-0.019,1.53,-0.01,1.12,0.2,1,1,0,0,0,1
Luis Robert Jr.,Chicago White Sox,Kansas City Royals,0,4,0,1,0,0,0,4,0.241,0.5,0.741,0.03,1.59,0.01,1.17,-0.6,1,-1,2,0,0,0
Gavin Sheets,Chicago White Sox,Kansas City Royals,0,3,1,1,1,0,1,3,0.563,0.727,1.29,0.04,1.18,0.02,0.86,0.6,3,0,0,0,1,4
Kevin Pillar,Chicago White Sox,Kansas City Royals,0,0,0,0,0,1,0,1,0.333,0.0,0.333,0.056,4.04,0.03,2.97,0.2,0,0,0,0,0,0
Andrew Vaughn,Chicago White Sox,Kansas City Royals,0,3,0,0,0,1,0,4,0.308,0.217,0.525,-0.325,2.6,-0.14,1.91,-1.3,0,0,0,0,0,0
Robbie Grossman,Chicago White Sox,Kansas City Royals,0,3,0,0,0,0,1,3,0.0,0.0,0.0,-0.114,1.48,-0.05,1.09,-0.8,0,0,0,0,0,0
Paul DeJong,Chicago White Sox,Kansas City Royals,0,3,0,0,0,0,3,3,0.143,0.571,0.714,-0.074,0.95,-0.03,0.7,-0.5,0,0,0,0,0,0
Nicky Lopez,Chicago White Sox,Kansas City Royals,0,2,0,0,0,1,0,3,0.25,0.167,0.417,-0.096,1.54,-0.04,1.14,-0.7,0,0,0,0,0,0
Martín Maldonado,Chicago White Sox,Kansas City Royals,0,2,0,0,0,0,1,2,0.071,0.0,0.071,-0.043,0.85,-0.02,0.63,-0.3,0,0,0,0,0,0
Dominic Fletcher,Chicago White Sox,Kansas City Royals,0,1,0,1,0,0,0,1,0.176,0.125,0.301,0.026,0.99,0.01,0.73,0.1,1,1,0,0,0,1
Maikel Garcia,Kansas City Royals,Chicago White Sox,1,4,0,0,0,0,1,4,0.25,0.618,0.868,-0.126,1.23,-0.07,1.06,-1.1,0,0,0,0,0,0
Bobby Witt Jr.,Kansas City Royals,Chicago White Sox,1,4,0,0,0,0,1,4,0.444,0.781,1.226,-0.084,0.82,-0.04,0.71,-0.7,0,0,0,0,0,0
Vinnie Pasquantino,Kansas City Royals,Chicago White Sox,1,4,1,1,0,0,1,4,0.242,0.138,0.38,-0.068,0.88,-0.03,0.76,-0.4,2,1,0,0,0,1
Salvador Perez,Kansas City Royals,Chicago White Sox,1,3,0,3,1,1,0,4,0.424,0.613,1.037,0.22,1.0,0.11,0.86,1.9,4,2,1,0,0,4
MJ Melendez,Kansas City Royals,Chicago White Sox,1,3,0,1,1,1,1,4,0.407,0.625,1.032,0.245,1.62,0.13,1.41,1.0,2,1,0,0,0,1
Nelson Velázquez,Kansas City Royals,Chicago White Sox,1,4,0,0,0,0,2,4,0.304,0.571,0.876,-0.071,1.29,-0.04,1.12,-0.9,0,0,0,0,0,0
Adam Frazier,Kansas City Royals,Chicago White Sox,1,3,0,1,0,1,0,4,0.333,0.263,0.596,-0.099,1.14,-0.05,0.99,-0.5,1,1,0,0,0,1
Hunter Renfroe,Kansas City Royals,Chicago White Sox,1,4,0,1,0,0,3,4,0.148,0.115,0.264,-0.124,1.38,-0.06,1.2,-1.2,1,1,0,0,0,1
Kyle Isbel,Kansas City Royals,Chicago White Sox,1,2,0,0,0,1,1,3,0.28,0.417,0.697,-0.057,1.24,-0.03,1.07,-0.4,0,0,0,0,0,0
Jose Altuve,Houston Astros,Texas Rangers,0,3,0,1,0,0,0,3,0.4,0.719,1.119,0.027,0.39,0.01,0.33,0.1,1,1,0,0,0,1
Mauricio Dubón,Houston Astros,Texas Rangers,0,1,0,0,0,0,0,1,0.182,0.273,0.455,0.0,0.01,0.0,0.01,-0.1,0,0,0,0,0,0
Yordan Alvarez,Houston Astros,Texas Rangers,0,3,0,0,0,0,1,3,0.286,0.438,0.723,-0.048,0.66,-0.02,0.55,-0.7,0,0,0,0,0,0
Jon Singleton,Houston Astros,Texas Rangers,0,0,0,0,0,1,0,1,0.3,0.222,0.522,0.001,0.01,0.0,0.01,0.5,0,0,0,0,0,0
Kyle Tucker,Houston Astros,Texas Rangers,0,4,0,0,0,0,0,4,0.371,0.516,0.888,-0.038,0.38,-0.02,0.32,-1.1,0,0,0,0,0,0
Alex Bregman,Houston Astros,Texas Rangers,0,3,0,0,0,0,1,3,0.281,0.25,0.531,-0.028,0.33,-0.01,0.28,-0.5,0,0,0,0,0,0
Grae Kessinger,Houston Astros,Texas Rangers,0,1,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.02,0.0,0.02,-0.4,0,0,0,0,0,0
Yainer Diaz,Houston Astros,Texas Rangers,0,4,0,0,0,0,1,4,0.455,0.633,1.088,-0.009,0.31,-0.01,0.26,-0.3,0,0,0,0,0,0
Chas McCormick,Houston Astros,Texas Rangers,0,3,0,0,0,0,0,3,0.37,0.375,0.745,-0.031,0.42,-0.02,0.35,-0.8,0,0,0,0,0,0
José Abreu,Houston Astros,Texas Rangers,0,3,0,0,0,0,1,3,0.167,0.091,0.258,-0.022,0.28,-0.01,0.23,-0.6,0,0,0,0,0,0
Jeremy Peña,Houston Astros,Texas Rangers,0,3,1,1,0,0,0,3,0.433,0.643,1.076,-0.021,0.25,-0.01,0.21,-0.4,2,1,0,0,0,1
Jake Meyers,Houston Astros,Texas Rangers,0,3,1,1,2,0,0,3,0.313,0.667,0.979,-0.013,0.17,-0.01,0.14,1.4,4,-1,0,0,2,4
Marcus Semien,Texas Rangers,Houston Astros,1,3,3,3,3,2,0,5,0.471,0.481,0.952,0.066,0.44,0.04,0.48,3.5,9,2,0,0,1,6
Justin Foscue,Texas Rangers,Houston Astros,1,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0,0,0,0,0,0
Corey Seager,Texas Rangers,Houston Astros,1,4,1,1,1,1,0,5,0.414,0.5,0.914,0.088,0.72,0.06,0.79,0.7,3,0,1,0,0,2
Wyatt Langford,Texas Rangers,Houston Astros,1,4,1,1,1,1,1,5,0.303,0.31,0.613,0.097,0.74,0.06,0.81,0.0,3,1,0,0,0,1
Adolis García,Texas Rangers,Houston Astros,1,4,1,2,4,0,0,4,0.313,0.724,1.037,0.123,0.9,0.08,0.99,2.8,7,-2,0,0,4,5
Travis Jankowski,Texas Rangers,Houston Astros,1,1,0,1,0,0,0,1,0.667,1.4,2.067,0.0,0.0,0.0,0.0,0.4,1,1,0,0,0,1
Evan Carter,Texas Rangers,Houston Astros,1,4,0,2,0,1,0,5,0.37,0.158,0.528,0.033,0.37,0.02,0.41,0.4,2,1,1,0,0,3
Jared Walsh,Texas Rangers,Houston Astros,1,5,1,1,0,0,1,5,0.37,0.538,0.909,-0.081,0.65,-0.05,0.71,-1.8,2,1,0,0,0,1
Jonah Heim,Texas Rangers,Houston Astros,1,5,1,2,0,0,1,5,0.269,0.346,0.615,-0.022,0.26,-0.01,0.29,0.1,3,0,2,0,0,3
Josh H. Smith,Texas Rangers,Houston Astros,1,4,2,2,1,1,0,5,0.462,0.545,1.007,0.046,0.25,0.03,0.27,1.3,5,0,2,0,0,0
Leody Taveras,Texas Rangers,Houston Astros,1,5,0,1,0,0,1,5,0.333,0.381,0.714,-0.032,0.32,-0.02,0.35,-1.4,1,0,0,1,0,3
J.P. Crawford,Seattle Mariners,Milwaukee Brewers,0,4,1,1,0,1,0,5,0.235,0.233,0.469,-0.133,1.59,-0.07,1.35,-0.1,2,1,0,0,0,0
Julio Rodríguez,Seattle Mariners,Milwaukee Brewers,0,4,1,0,1,0,2,5,0.235,0.194,0.429,0.082,1.99,0.04,1.7,0.4,2,0,0,0,0,0
Jorge Polanco,Seattle Mariners,Milwaukee Brewers,0,4,0,1,0,1,1,5,0.242,0.167,0.409,-0.021,2.09,-0.01,1.79,-0.6,1,1,0,0,0,1
Mitch Haniger,Seattle Mariners,Milwaukee Brewers,0,5,1,1,1,0,0,5,0.323,0.429,0.751,-0.142,2.34,-0.07,2.0,-0.2,3,1,0,0,0,1
Mitch Garver,Seattle Mariners,Milwaukee Brewers,0,2,0,1,1,0,1,4,0.3,0.375,0.675,-0.016,1.67,-0.01,1.42,0.4,2,-2,3,0,0,2
Cal Raleigh,Seattle Mariners,Milwaukee Brewers,0,4,0,1,1,0,2,4,0.304,0.238,0.542,0.011,1.59,0.01,1.36,-0.1,2,1,0,0,0,1
Luke Raley,Seattle Mariners,Milwaukee Brewers,0,2,0,0,0,0,1,2,0.214,0.286,0.5,-0.06,1.09,-0.03,0.94,-0.6,0,0,0,0,0,0
Dylan Moore,Seattle Mariners,Milwaukee Brewers,0,1,1,1,0,0,0,2,0.333,0.5,0.833,0.105,1.4,0.05,1.2,0.6,2,1,0,0,0,1
Dominic Canzone,Seattle Mariners,Milwaukee Brewers,0,2,0,0,0,0,1,2,0.105,0.263,0.368,-0.05,0.91,-0.03,0.78,-0.5,0,0,0,0,0,0
Samad Taylor,Seattle Mariners,Milwaukee Brewers,0,2,1,1,0,0,0,2,0.5,0.5,1.0,0.088,2.7,0.04,2.31,0.5,2,1,0,0,0,1
Josh Rojas,Seattle Mariners,Milwaukee Brewers,0,2,0,0,0,0,1,2,0.357,0.429,0.786,-0.034,0.66,-0.02,0.56,-0.4,0,0,0,0,0,0
Luis Urías,Seattle Mariners,Milwaukee Brewers,0,2,0,1,1,0,1,2,0.313,0.308,0.62,0.261,3.25,0.13,2.77,0.9,2,-1,2,0,0,2
Jackson Chourio,Milwaukee Brewers,Seattle Mariners,1,5,0,0,0,0,2,5,0.308,0.44,0.748,-0.16,0.94,-0.09,0.91,-1.6,0,0,0,0,0,0
William Contreras,Milwaukee Brewers,Seattle Mariners,1,4,1,1,1,1,1,5,0.333,0.348,0.681,0.118,1.68,0.07,1.63,0.7,3,1,0,0,0,1
Christian Yelich,Milwaukee Brewers,Seattle Mariners,1,4,1,1,1,0,3,4,0.4,0.739,1.139,0.14,0.61,0.08,0.59,0.5,3,-2,0,0,3,4
Willy Adames,Milwaukee Brewers,Seattle Mariners,1,3,1,2,1,1,0,4,0.423,0.5,0.923,0.089,0.78,0.05,0.75,0.9,4,1,0,0,1,5
Oliver Dunn,Milwaukee Brewers,Seattle Mariners,1,4,1,2,2,0,0,4,0.389,0.5,0.889,0.123,0.78,0.07,0.76,1.7,5,1,0,0,1,5
Rhys Hoskins,Milwaukee Brewers,Seattle Mariners,1,4,0,0,0,0,2,4,0.36,0.524,0.884,-0.059,0.56,-0.03,0.54,-1.2,0,0,0,0,0,0
Sal Frelick,Milwaukee Brewers,Seattle Mariners,1,3,2,1,0,1,1,4,0.286,0.211,0.496,0.074,0.84,0.04,0.81,0.3,3,1,0,0,0,1
Joey Ortiz,Milwaukee Brewers,Seattle Mariners,1,2,0,1,1,1,0,3,0.429,0.364,0.792,0.095,0.61,0.06,0.59,0.9,2,0,1,0,0,2
Jake Bauers,Milwaukee Brewers,Seattle Mariners,1,0,0,0,0,1,0,1,0.25,0.2,0.45,0.104,3.17,0.06,3.07,0.6,0,0,0,0,0,0
Brice Turang,Milwaukee Brewers,Seattle Mariners,1,3,0,0,0,1,0,4,0.409,0.474,0.883,0.067,1.27,0.04,1.23,0.1,0,0,0,0,0,0
Jarren Duran,Boston Red Sox,Los Angeles Angels,0,5,1,2,2,0,1,5,0.459,0.485,0.944,0.284,0.69,0.18,0.74,1.4,5,1,0,0,1,5
Rafael Devers,Boston Red Sox,Los Angeles Angels,0,2,0,0,0,2,0,5,0.333,0.4,0.733,0.042,0.43,0.03,0.46,0.4,0,0,0,0,0,0
Trevor Story,Boston Red Sox,Los Angeles Angels,0,2,0,0,0,0,0,2,0.294,0.323,0.617,-0.039,0.77,-0.03,0.82,-0.6,0,0,0,0,0,0
Pablo Reyes,Boston Red Sox,Los Angeles Angels,0,2,0,0,0,1,0,3,0.286,0.231,0.516,-0.062,0.68,-0.04,0.72,-0.7,0,0,0,0,0,0
Masataka Yoshida,Boston Red Sox,Los Angeles Angels,0,5,0,1,0,0,1,5,0.313,0.31,0.623,-0.081,0.75,-0.05,0.8,-0.8,1,1,0,0,0,1
Tyler O'Neill,Boston Red Sox,Los Angeles Angels,0,4,3,3,2,0,0,5,0.536,0.955,1.49,0.241,0.7,0.15,0.74,2.2,8,-1,0,0,4,9
Triston Casas,Boston Red Sox,Los Angeles Angels,0,4,1,2,1,1,1,5,0.343,0.367,0.71,0.188,0.84,0.12,0.9,1.2,4,1,0,0,1,5
Enmanuel Valdez,Boston Red Sox,Los Angeles Angels,0,4,0,0,1,0,1,5,0.148,0.28,0.428,-0.011,1.05,-0.01,1.12,-1.0,1,0,0,0,0,0
Ceddanne Rafaela,Boston Red Sox,Los Angeles Angels,0,2,2,0,0,1,0,4,0.267,0.32,0.587,0.003,0.56,0.0,0.59,0.2,2,0,0,0,0,0
Reese McGuire,Boston Red Sox,Los Angeles Angels,0,4,1,1,2,0,2,4,0.35,0.526,0.876,0.059,0.92,0.04,0.98,0.9,4,0,0,0,1,4
Anthony Rendon,Los Angeles Angels,Boston Red Sox,1,4,0,1,0,1,1,5,0.12,0.043,0.163,-0.027,1.03,-0.02,1.07,-0.1,1,1,0,0,0,1
Nolan Schanuel,Los Angeles Angels,Boston Red Sox,1,4,0,0,1,1,2,5,0.321,0.25,0.571,-0.03,1.32,-0.02,1.38,0.2,1,0,0,0,0,0
Mike Trout,Los Angeles Angels,Boston Red Sox,1,5,0,1,0,0,1,5,0.31,0.593,0.903,-0.177,1.64,-0.11,1.71,-1.1,1,1,0,0,0,1
Taylor Ward,Los Angeles Angels,Boston Red Sox,1,5,2,1,0,0,1,5,0.3,0.667,0.967,0.063,1.05,0.04,1.09,0.6,3,1,0,0,0,1
Brandon Drury,Los Angeles Angels,Boston Red Sox,1,4,1,0,0,0,2,5,0.25,0.16,0.41,0.067,1.29,0.04,1.35,0.3,1,0,0,0,0,0
Miguel Sanó,Los Angeles Angels,Boston Red Sox,1,2,2,1,1,1,0,4,0.421,0.4,0.821,0.355,1.99,0.22,2.08,2.2,4,1,0,0,0,1
Mickey Moniak,Los Angeles Angels,Boston Red Sox,1,4,0,0,0,0,2,4,0.111,0.0,0.111,-0.245,2.06,-0.15,2.15,-2.1,0,0,0,0,0,0
Logan O'Hoppe,Los Angeles Angels,Boston Red Sox,1,4,1,2,4,0,0,4,0.542,0.75,1.292,0.265,1.98,0.17,2.07,2.3,7,1,0,0,1,5
Zach Neto,Los Angeles Angels,Boston Red Sox,1,4,0,0,0,0,1,4,0.231,0.28,0.511,-0.147,1.47,-0.09,1.53,-1.1,0,0,0,0,0,0
