,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
0,Y.Diaz,Tampa Bay Rays,Detroit Tigers,0,4,0,0,0,0,0,4,.342,.417,.759,-0.078,0.78,-0.00,0.05,-0.6,0,0,0,0,0,0,924
1,B.Lowe,Tampa Bay Rays,Detroit Tigers,0,4,1,1,1,0,2,4,.311,.481,.792,-0.031,0.65,-0.00,0.04,0.5,3,-20,0,0,21,4,924
2,J.DeLuca,Tampa Bay Rays,Detroit Tigers,0,2,0,0,0,1,0,3,.276,.331,.607,-0.041,0.84,-0.00,0.06,-0.3,0,0,0,0,0,0,924
3,J.Lowe,Tampa Bay Rays,Detroit Tigers,0,1,0,0,0,0,1,1,.303,.396,.700,-0.036,1.39,-0.00,0.09,-0.1,0,0,0,0,0,0,924
4,J.Caminero,Tampa Bay Rays,Detroit Tigers,0,3,0,0,0,0,0,3,.301,.403,.704,-0.057,0.73,-0.00,0.05,-0.5,0,0,0,0,0,0,924
5,C.Morel,Tampa Bay Rays,Detroit Tigers,0,3,0,0,0,0,2,3,.288,.351,.639,-0.067,0.88,-0.00,0.06,-0.6,0,0,0,0,0,0,924
6,J.Caballero,Tampa Bay Rays,Detroit Tigers,0,3,0,1,0,0,0,3,.286,.353,.638,-0.055,1.04,-0.00,0.07,-0.4,1,1,0,0,0,1,924
7,B.Rortvedt,Tampa Bay Rays,Detroit Tigers,0,2,0,1,0,0,1,2,.316,.304,.620,-0.013,0.90,-0.00,0.06,-0.2,1,1,0,0,0,1,924
8,R.Palacios,Tampa Bay Rays,Detroit Tigers,0,1,0,0,0,0,1,1,.349,.331,.680,-0.024,0.95,-0.00,0.06,-0.2,0,0,0,0,0,0,924
9,J.Siri,Tampa Bay Rays,Detroit Tigers,0,3,0,0,0,0,2,3,.259,.373,.632,-0.069,0.87,-0.00,0.06,-0.6,0,0,0,0,0,0,924
10,T.Walls,Tampa Bay Rays,Detroit Tigers,0,2,0,0,0,0,1,2,.282,.237,.519,-0.048,0.97,-0.00,0.07,-0.4,0,0,0,0,0,0,924
11,J.Aranda,Tampa Bay Rays,Detroit Tigers,0,1,0,0,0,0,0,1,.311,.464,.775,-0.037,1.48,-0.00,0.10,-0.2,0,0,0,0,0,0,924
12,P.Meadows,Detroit Tigers,Tampa Bay Rays,1,3,0,0,0,1,2,4,.300,.418,.718,0.037,1.02,0.05,2.13,0.2,0,0,0,0,0,0,924
13,K.Carpenter,Detroit Tigers,Tampa Bay Rays,1,3,0,0,0,0,1,3,.348,.594,.941,-0.138,1.64,-0.17,3.43,-1.2,0,0,0,0,0,0,924
