,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
0,S.Steer,Cincinnati Reds,Atlanta Braves,0,4,0,1,0,1,0,5,.326,.408,.734,-0.054,1.08,0,0.00,-0.7,1,1,0,0,0,1,909
1,E.De,Cincinnati Reds,Atlanta Braves,0,3,0,0,0,1,3,4,.342,.475,.816,-0.026,0.99,0,0.00,-0.2,0,0,0,0,0,0,909
2,T.Stephenson,Cincinnati Reds,Atlanta Braves,0,4,0,0,0,0,2,4,.338,.460,.799,-0.072,1.13,0,0.00,-0.7,0,0,0,0,0,0,909
3,T.Friedl,Cincinnati Reds,Atlanta Braves,0,3,1,0,0,0,2,4,.300,.380,.680,-0.041,1.01,0,0.00,-0.4,1,0,0,0,0,0,909
4,T.France,Cincinnati Reds,Atlanta Braves,0,4,0,2,1,0,1,4,.326,.388,.713,0.106,0.95,0,0.00,1.1,3,-20,22,0,0,3,909
5,S.Espinal,Cincinnati Reds,Atlanta Braves,0,4,0,0,0,0,1,4,.310,.392,.702,-0.126,0.89,0,0.00,-1.3,0,0,0,0,0,0,909
6,J.Fraley,Cincinnati Reds,Atlanta Braves,0,4,0,2,0,0,1,4,.327,.382,.709,0.009,0.90,0,0.00,0.1,2,2,0,0,0,2,909
7,A.Rosario,Cincinnati Reds,Atlanta Braves,0,4,0,2,0,0,0,4,.318,.395,.713,0.021,1.17,0,0.00,0.4,2,2,0,0,0,2,909
8,N.Marte,Cincinnati Reds,Atlanta Braves,0,4,0,1,0,0,2,4,.232,.303,.535,-0.172,1.38,0,0.00,-1.9,1,1,0,0,0,1,909
9,M.Harris,Atlanta Braves,Cincinnati Reds,1,4,0,0,0,0,1,4,.281,.357,.639,-0.161,1.57,-0.14,2.22,-0.8,0,0,0,0,0,0,909
10,J.Soler,Atlanta Braves,Cincinnati Reds,1,4,0,0,0,0,1,4,.327,.410,.736,-0.116,1.14,-0.10,1.60,-0.6,0,0,0,0,0,0,909
11,M.Ozuna,Atlanta Braves,Cincinnati Reds,1,3,0,0,0,1,0,4,.377,.561,.938,-0.116,1.34,-0.10,1.89,-0.5,0,0,0,0,0,0,909
12,M.Olson,Atlanta Braves,Cincinnati Reds,1,3,0,2,0,0,0,3,.314,.437,.750,0.052,1.02,0.04,1.44,0.3,2,2,0,0,0,0,909
13,S.Murphy,Atlanta Braves,Cincinnati Reds,1,3,0,0,0,0,1,3,.284,.351,.636,-0.118,1.58,-0.10,2.22,-0.9,0,0,0,0,0,0,909
14,J.Kelenic,Atlanta Braves,Cincinnati Reds,1,3,0,0,0,0,0,3,.285,.399,.684,-0.112,1.39,-0.10,1.96,-0.7,0,0,0,0,0,0,909
15,G.Urshela,Atlanta Braves,Cincinnati Reds,1,3,0,0,0,0,2,3,.286,.332,.619,-0.107,1.39,-0.09,1.96,-0.6,0,0,0,0,0,0,909
16,O.Arcia,Atlanta Braves,Cincinnati Reds,1,3,0,0,0,0,1,3,.274,.359,.634,-0.076,0.99,-0.06,1.40,-0.4,0,0,0,0,0,0,909
17,L.Williams,Atlanta Braves,Cincinnati Reds,1,3,0,0,0,0,1,3,.283,.268,.551,-0.101,1.31,-0.08,1.84,-0.6,0,0,0,0,0,0,909
18,Y.Diaz,Tampa Bay Rays,Philadelphia Phillies,0,4,0,2,0,0,0,4,.338,.417,.755,0.055,1.19,0.01,0.25,0.3,2,2,0,0,0,2,909
19,D.Carlson,Tampa Bay Rays,Philadelphia Phillies,0,4,0,1,0,0,1,4,.283,.282,.565,-0.134,1.60,-0.02,0.34,-0.9,1,1,0,0,0,1,909
20,J.DeLuca,Tampa Bay Rays,Philadelphia Phillies,0,4,0,1,0,0,1,4,.278,.344,.622,-0.024,1.36,-0.00,0.28,-0.5,1,1,0,0,0,1,909
21,J.Caminero,Tampa Bay Rays,Philadelphia Phillies,0,4,0,0,0,0,2,4,.318,.385,.703,-0.196,1.81,-0.03,0.38,-1.1,0,0,0,0,0,0,909
22,J.Caballero,Tampa Bay Rays,Philadelphia Phillies,0,2,0,1,0,1,0,3,.286,.361,.647,0.051,0.79,0.01,0.17,0.5,1,1,0,0,0,1,909
23,B.Lowe,Tampa Bay Rays,Philadelphia Phillies,0,1,1,1,1,0,0,1,.322,.476,.799,0.337,2.87,0.04,0.60,1.0,3,-16,0,0,17,4,909
24,C.Morel,Tampa Bay Rays,Philadelphia Phillies,0,4,0,0,0,0,1,4,.294,.353,.646,-0.173,1.75,-0.02,0.37,-1.1,0,0,0,0,0,0,909
25,T.Walls,Tampa Bay Rays,Philadelphia Phillies,0,4,0,0,0,0,1,4,.286,.241,.527,-0.134,1.32,-0.02,0.28,-0.8,0,0,0,0,0,0,909
26,J.Siri,Tampa Bay Rays,Philadelphia Phillies,0,3,0,0,0,0,0,3,.255,.361,.617,-0.075,0.94,-0.01,0.20,-0.6,0,0,0,0,0,0,909
27,J.Lowe,Tampa Bay Rays,Philadelphia Phillies,0,1,0,1,0,0,0,1,.301,.405,.706,0.070,1.82,0.01,0.39,0.2,1,1,0,0,0,1,909
28,B.Rortvedt,Tampa Bay Rays,Philadelphia Phillies,0,4,0,1,0,0,1,4,.326,.317,.642,-0.151,1.92,-0.02,0.40,-0.5,1,1,0,0,0,1,909
29,K.Schwarber,Philadelphia Phillies,Tampa Bay Rays,1,4,1,1,1,0,1,4,.370,.489,.859,0.132,0.71,0.08,0.69,0.5,3,-33,0,0,34,4,909
30,T.Turner,Philadelphia Phillies,Tampa Bay Rays,1,4,0,1,0,0,0,4,.342,.458,.800,-0.063,0.99,-0.04,0.96,-0.2,1,1,0,0,0,1,909
31,B.Harper,Philadelphia Phillies,Tampa Bay Rays,1,3,1,1,0,1,0,4,.374,.520,.893,-0.009,1.09,-0.01,1.06,-0.4,2,1,0,0,0,1,909
32,N.Castellanos,Philadelphia Phillies,Tampa Bay Rays,1,2,0,0,0,2,1,4,.302,.410,.712,-0.043,1.31,-0.03,1.27,0.1,0,0,0,0,0,0,909
33,B.Stott,Philadelphia Phillies,Tampa Bay Rays,1,3,0,1,0,1,0,4,.323,.372,.695,0.033,1.40,0.02,1.36,0.3,1,1,0,0,0,1,909
34,B.Marsh,Philadelphia Phillies,Tampa Bay Rays,1,2,0,0,0,0,0,2,.332,.421,.753,-0.053,1.04,-0.03,1.01,-0.5,0,0,0,0,0,0,909
35,W.Wilson,Philadelphia Phillies,Tampa Bay Rays,1,1,0,0,0,0,0,1,.343,.538,.881,-0.077,1.32,-0.04,1.28,-1.1,0,0,0,0,0,0,909
36,B.Kennedy,Philadelphia Phillies,Tampa Bay Rays,1,0,0,0,0,1,0,1,.375,.455,.830,0.047,4.37,0.03,4.25,0.3,0,0,0,0,0,0,909
37,K.Clemens,Philadelphia Phillies,Tampa Bay Rays,1,4,0,1,1,0,1,4,.274,.484,.757,0.267,2.31,0.16,2.25,0.3,2,1,0,0,0,1,909
38,J.Rojas,Philadelphia Phillies,Tampa Bay Rays,1,3,0,0,0,0,1,3,.279,.316,.595,-0.040,0.51,-0.02,0.50,-0.4,0,0,0,0,0,0,909
