Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
D.Schneider,Toronto Blue Jays,Detroit Tigers,0,3,0,1,1,1,2,4,0.349,0.446,0.795,0.105,1.73,0.04,0.98,0.6,2,-10,11,0,0,2,525
J.Turner,Toronto Blue Jays,Detroit Tigers,0,4,0,0,0,0,1,4,0.3,0.364,0.664,-0.268,2.42,-0.09,1.37,-1.9,0,0,0,0,0,0,525
V.Guerrero,Toronto Blue Jays,Detroit Tigers,0,3,0,1,0,1,0,4,0.384,0.412,0.796,0.04,1.21,0.01,0.69,0.0,1,1,0,0,0,0,525
B.Bichette,Toronto Blue Jays,Detroit Tigers,0,4,0,0,0,0,0,4,0.295,0.351,0.646,-0.245,1.46,-0.08,0.83,-1.4,0,0,0,0,0,0,525
G.Springer,Toronto Blue Jays,Detroit Tigers,0,4,0,0,0,0,0,4,0.264,0.273,0.537,-0.076,0.73,-0.03,0.41,-0.6,0,0,0,0,0,0,525
A.Kirk,Toronto Blue Jays,Detroit Tigers,0,4,0,1,0,0,0,4,0.295,0.286,0.581,-0.078,1.51,-0.03,0.85,-0.3,1,1,0,0,0,1,525
I.Kiner-Falefa,Toronto Blue Jays,Detroit Tigers,0,3,1,2,0,1,0,4,0.305,0.382,0.687,0.26,1.44,0.09,0.82,1.3,3,-2,4,0,0,3,525
E.Clement,Toronto Blue Jays,Detroit Tigers,0,4,0,0,0,0,0,4,0.266,0.367,0.633,-0.124,2.38,-0.04,1.34,-0.7,0,0,0,0,0,0,525
K.Kiermaier,Toronto Blue Jays,Detroit Tigers,0,3,0,1,0,0,1,3,0.28,0.344,0.624,-0.087,2.06,-0.03,1.17,-0.5,1,-1,0,2,0,3,525
D.Jansen,Toronto Blue Jays,Detroit Tigers,0,1,0,0,0,0,1,1,0.387,0.617,1.004,-0.128,4.59,-0.04,2.6,-0.4,0,0,0,0,0,0,525
W.Perez,Detroit Tigers,Toronto Blue Jays,1,4,0,0,0,0,1,4,0.341,0.46,0.801,-0.071,0.76,-0.03,0.46,-1.0,0,0,0,0,0,0,525
R.Greene,Detroit Tigers,Toronto Blue Jays,1,4,0,0,0,0,2,4,0.333,0.429,0.763,-0.064,0.6,-0.02,0.37,-0.9,0,0,0,0,0,0,525
M.Canha,Detroit Tigers,Toronto Blue Jays,1,3,1,2,0,0,0,3,0.354,0.395,0.749,0.028,0.37,0.01,0.23,0.4,3,-7,9,0,0,3,525
K.Carpenter,Detroit Tigers,Toronto Blue Jays,1,3,1,2,2,0,0,3,0.34,0.576,0.916,0.124,0.84,0.05,0.52,1.0,5,-6,0,0,8,5,525
G.Urshela,Detroit Tigers,Toronto Blue Jays,1,3,0,2,0,0,1,3,0.295,0.318,0.613,0.026,0.51,0.01,0.31,0.3,2,2,0,0,0,0,525
