Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
C.Abrams,Washington Nationals,Chicago White Sox,0,4,0,0,0,0,0,4,0.326,0.494,0.819,-0.134,1.33,-0.07,1.1,-1.3,0,0,0,0,0,0,514
T.Lipscomb,Washington Nationals,Chicago White Sox,0,4,0,1,0,0,1,4,0.339,0.298,0.637,-0.068,0.86,-0.03,0.71,-0.7,1,1,0,0,0,1,514
E.Rosario,Washington Nationals,Chicago White Sox,0,4,0,1,0,0,2,4,0.25,0.366,0.616,-0.004,0.53,-0.0,0.44,-0.2,1,-3,4,0,0,2,514
J.Meneses,Washington Nationals,Chicago White Sox,0,3,0,0,0,1,2,4,0.298,0.28,0.578,-0.057,0.8,-0.03,0.66,0.1,0,0,0,0,0,0,514
L.Garcia,Washington Nationals,Chicago White Sox,0,3,0,0,0,1,1,4,0.338,0.437,0.775,-0.043,0.67,-0.02,0.55,-0.4,0,0,0,0,0,0,514
K.Ruiz,Washington Nationals,Chicago White Sox,0,4,0,0,0,0,0,4,0.194,0.216,0.409,-0.077,0.69,-0.04,0.57,-1.3,0,0,0,0,0,0,514
J.Winker,Washington Nationals,Chicago White Sox,0,4,0,0,0,0,1,4,0.342,0.375,0.717,-0.081,0.75,-0.04,0.62,-1.3,0,0,0,0,0,0,514
I.Vargas,Washington Nationals,Chicago White Sox,0,2,0,1,0,1,0,3,0.405,0.438,0.843,0.063,0.74,0.03,0.61,0.6,1,1,0,0,0,1,514
J.Young,Washington Nationals,Chicago White Sox,0,3,0,1,0,0,1,3,0.333,0.323,0.657,-0.012,1.16,-0.01,0.96,-0.2,1,1,0,0,0,1,514
T.Pham,Chicago White Sox,Washington Nationals,1,3,1,1,0,1,0,4,0.357,0.446,0.803,-0.003,0.65,0.0,0.06,0.0,2,1,0,0,0,1,514
A.Vaughn,Chicago White Sox,Washington Nationals,1,3,2,2,4,1,0,4,0.271,0.329,0.6,0.28,0.8,0.02,0.08,4.0,8,-1,0,0,3,8,514
E.Jimenez,Chicago White Sox,Washington Nationals,1,4,0,2,0,0,0,4,0.276,0.389,0.666,0.007,0.3,0.0,0.03,1.0,2,-2,4,0,0,3,514
P.DeJong,Chicago White Sox,Washington Nationals,1,4,0,1,0,0,1,4,0.292,0.469,0.761,-0.056,0.47,-0.0,0.04,-1.7,1,1,0,0,0,1,514
A.Benintendi,Chicago White Sox,Washington Nationals,1,3,0,0,0,0,0,3,0.222,0.274,0.496,-0.073,0.67,-0.0,0.06,-1.6,0,0,0,0,0,0,514
Z.Remillard,Chicago White Sox,Washington Nationals,1,3,0,0,0,0,0,3,0.385,0.417,0.801,-0.023,0.29,-0.0,0.03,-0.5,0,0,0,0,0,0,514
R.Ortega,Chicago White Sox,Washington Nationals,1,2,1,1,0,1,1,3,0.176,0.071,0.248,0.064,0.78,0.0,0.07,0.7,2,1,0,0,0,1,514
M.Maldonado,Chicago White Sox,Washington Nationals,1,3,0,0,0,0,3,3,0.162,0.159,0.322,-0.052,0.72,-0.0,0.07,-0.8,0,0,0,0,0,0,514
N.Lopez,Chicago White Sox,Washington Nationals,1,3,0,0,0,0,0,3,0.27,0.217,0.487,-0.054,0.63,-0.0,0.06,-0.8,0,0,0,0,0,0,514
K.Schwarber,Philadelphia Phillies,New York Mets,0,3,2,1,0,2,1,5,0.326,0.404,0.73,-0.011,0.81,-0.01,0.92,-0.1,3,-1,2,0,0,2,514
