Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
B.Nimmo,New York Mets,Atlanta Braves,0,5,2,2,2,0,0,5,0.377,0.465,0.842,0.078,0.32,0.04,0.29,2.2,6,-1,2,1,0,5,411
T.Taylor,New York Mets,Atlanta Braves,0,1,1,1,4,0,0,1,0.364,0.467,0.83,0.0,0.0,0.0,0.0,2.7,6,0,0,0,1,4,411
S.Marte,New York Mets,Atlanta Braves,0,5,2,2,0,1,0,6,0.34,0.354,0.694,0.114,0.32,0.06,0.3,1.8,4,2,0,0,0,2,411
F.Lindor,New York Mets,Atlanta Braves,0,6,1,1,0,0,0,6,0.203,0.176,0.38,-0.036,0.33,-0.02,0.31,-0.4,2,1,0,0,0,1,411
P.Alonso,New York Mets,Atlanta Braves,0,4,2,2,0,1,0,5,0.291,0.42,0.711,0.049,0.4,0.03,0.37,0.6,4,2,0,0,0,2,411
B.Baty,New York Mets,Atlanta Braves,0,5,0,1,1,0,1,5,0.354,0.378,0.732,0.082,0.58,0.05,0.54,-0.3,2,1,0,0,0,1,411
F.Alvarez,New York Mets,Atlanta Braves,0,5,2,2,2,0,1,5,0.333,0.486,0.82,0.015,0.63,0.01,0.58,0.6,6,-2,4,0,0,3,411
J.McNeil,New York Mets,Atlanta Braves,0,3,2,2,3,2,0,5,0.333,0.314,0.648,0.101,0.34,0.06,0.32,3.5,7,1,1,0,0,3,411
D.Stewart,New York Mets,Atlanta Braves,0,5,1,1,2,0,1,5,0.37,0.421,0.791,0.008,0.41,0.01,0.38,0.1,4,-1,0,0,2,4,411
H.Bader,New York Mets,Atlanta Braves,0,5,3,2,0,0,0,5,0.278,0.257,0.535,-0.034,0.29,-0.02,0.26,0.4,5,2,0,0,0,2,411
R.Acuna,Atlanta Braves,New York Mets,1,4,0,0,0,0,1,4,0.353,0.279,0.632,-0.05,0.46,-0.04,0.54,-0.9,0,0,0,0,0,0,411
F.Wall,Atlanta Braves,New York Mets,1,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0,0,0,0,0,0,411
O.Albies,Atlanta Braves,New York Mets,1,5,0,2,0,0,0,5,0.373,0.532,0.904,-0.013,0.31,-0.01,0.36,-0.1,2,2,0,0,0,2,411
A.Riley,Atlanta Braves,New York Mets,1,5,1,1,0,0,1,5,0.333,0.489,0.823,-0.04,0.24,-0.03,0.28,-0.6,2,-3,4,0,0,2,411
