Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
W.Contreras,Milwaukee Brewers,Baltimore Orioles,0,4,1,2,1,1,2,5,0.455,0.661,1.115,0.199,1.42,0.13,1.55,1.6,4,-2,0,0,4,5,414
R.Hoskins,Milwaukee Brewers,Baltimore Orioles,0,5,0,1,0,0,1,5,0.327,0.5,0.827,-0.116,1.71,-0.08,1.87,-0.8,1,-2,3,0,0,2,414
S.Frelick,Milwaukee Brewers,Baltimore Orioles,0,5,0,1,0,0,2,5,0.379,0.346,0.725,-0.195,1.46,-0.13,1.6,-1.5,1,1,0,0,0,1,414
W.Adames,Milwaukee Brewers,Baltimore Orioles,0,4,1,2,0,0,1,4,0.365,0.534,0.9,0.083,1.61,0.05,1.76,0.2,3,2,0,0,0,2,414
G.Sanchez,Milwaukee Brewers,Baltimore Orioles,0,3,0,1,0,1,0,4,0.19,0.3,0.49,0.016,1.95,0.01,2.13,0.3,1,1,0,0,0,1,414
B.Turang,Milwaukee Brewers,Baltimore Orioles,0,4,0,1,0,0,0,4,0.392,0.511,0.903,0.035,2.12,0.02,2.32,0.6,1,1,0,0,0,1,414
J.Ortiz,Milwaukee Brewers,Baltimore Orioles,0,4,0,1,0,0,1,4,0.417,0.419,0.836,-0.179,1.98,-0.12,2.16,-1.2,1,1,0,0,0,1,414
J.Wiemer,Milwaukee Brewers,Baltimore Orioles,0,3,0,0,0,0,1,3,0.0,0.0,0.0,-0.164,1.48,-0.11,1.62,-1.3,0,0,0,0,0,0,414
O.Dunn,Milwaukee Brewers,Baltimore Orioles,0,1,0,0,0,0,1,1,0.308,0.417,0.724,-0.038,1.48,-0.03,1.62,-0.2,0,0,0,0,0,0,414
B.Perkins,Milwaukee Brewers,Baltimore Orioles,0,4,2,3,1,0,1,4,0.467,0.615,1.082,0.306,1.63,0.2,1.78,1.8,6,1,0,0,2,6,414
G.Henderson,Baltimore Orioles,Milwaukee Brewers,1,3,1,2,1,0,1,4,0.299,0.467,0.765,0.248,1.35,0.14,1.27,1.6,4,2,0,0,0,2,414
A.Rutschman,Baltimore Orioles,Milwaukee Brewers,1,4,0,1,0,0,1,4,0.333,0.368,0.702,-0.001,1.49,-0.0,1.4,-0.3,1,1,0,0,0,1,414
A.Santander,Baltimore Orioles,Milwaukee Brewers,1,4,0,0,0,0,0,4,0.215,0.361,0.576,-0.137,1.13,-0.08,1.06,-1.2,0,0,0,0,0,0,414
R.O'Hearn,Baltimore Orioles,Milwaukee Brewers,1,3,1,2,2,0,0,3,0.4,0.6,1.0,0.163,1.25,0.09,1.17,1.5,5,0,0,0,2,5,414
R.Urias,Baltimore Orioles,Milwaukee Brewers,1,1,0,1,0,0,0,1,0.2,0.167,0.367,0.019,0.52,0.01,0.49,0.4,1,1,0,0,0,1,414
R.Mountcastle,Baltimore Orioles,Milwaukee Brewers,1,4,0,0,0,0,0,4,0.359,0.491,0.85,-0.119,1.02,-0.07,0.96,-1.5,0,0,0,0,0,0,414
C.Cowser,Baltimore Orioles,Milwaukee Brewers,1,3,1,1,1,1,1,4,0.474,0.971,1.444,0.034,0.92,0.02,0.86,0.5,3,-3,0,0,4,4,414
C.Mullins,Baltimore Orioles,Milwaukee Brewers,1,4,1,2,1,0,1,4,0.327,0.5,0.827,0.06,0.77,0.03,0.72,0.8,4,-3,2,0,3,6,414
J.Westburg,Baltimore Orioles,Milwaukee Brewers,1,3,1,1,0,1,1,4,0.345,0.51,0.856,0.046,0.89,0.03,0.83,0.2,2,1,0,0,0,1,414
