Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
E.Julien,Minnesota Twins,Detroit Tigers,0,4,2,1,1,1,1,5,0.277,0.512,0.788,0.108,0.65,0.06,0.59,0.6,4,-3,0,0,4,4,413
R.Jeffers,Minnesota Twins,Detroit Tigers,0,3,0,2,0,1,0,4,0.325,0.514,0.839,0.071,0.73,0.04,0.66,1.3,2,2,0,0,0,2,413
A.Kirilloff,Minnesota Twins,Detroit Tigers,0,3,0,0,0,0,1,3,0.356,0.6,0.956,-0.079,1.32,-0.04,1.19,-0.9,0,0,0,0,0,0,413
J.Miranda,Minnesota Twins,Detroit Tigers,0,0,0,0,0,1,0,1,0.286,0.167,0.452,0.005,0.33,0.0,0.3,0.4,0,0,0,0,0,0,413
B.Buxton,Minnesota Twins,Detroit Tigers,0,3,0,0,1,0,1,4,0.24,0.261,0.501,-0.048,0.94,-0.03,0.85,-1.0,1,0,0,0,0,0,413
A.Martin,Minnesota Twins,Detroit Tigers,0,4,1,1,0,0,2,4,0.333,0.381,0.714,-0.043,0.67,-0.02,0.6,-0.8,2,1,0,0,0,1,413
W.Castro,Minnesota Twins,Detroit Tigers,0,4,1,1,2,0,2,4,0.256,0.243,0.499,0.161,0.74,0.09,0.67,1.0,4,0,0,0,1,4,413
M.Wallner,Minnesota Twins,Detroit Tigers,0,3,0,0,0,0,2,3,0.258,0.25,0.508,-0.033,0.42,-0.02,0.38,-0.4,0,0,0,0,0,0,413
M.Margot,Minnesota Twins,Detroit Tigers,0,1,0,0,0,0,1,1,0.29,0.296,0.587,-0.004,0.14,-0.0,0.13,-0.2,0,0,0,0,0,0,413
C.Santana,Minnesota Twins,Detroit Tigers,0,4,0,2,0,0,0,4,0.22,0.156,0.376,0.021,0.45,0.01,0.41,0.3,2,2,0,0,0,2,413
K.Farmer,Minnesota Twins,Detroit Tigers,0,4,0,0,0,0,1,4,0.241,0.087,0.328,-0.071,0.72,-0.04,0.65,-1.0,0,0,0,0,0,0,413
R.Greene,Detroit Tigers,Minnesota Twins,1,4,0,0,0,0,1,4,0.344,0.431,0.776,-0.096,0.94,-0.07,1.07,-0.9,0,0,0,0,0,0,413
M.Canha,Detroit Tigers,Minnesota Twins,1,4,0,0,0,0,1,4,0.351,0.435,0.786,-0.063,0.62,-0.04,0.7,-0.6,0,0,0,0,0,0,413
S.Torkelson,Detroit Tigers,Minnesota Twins,1,4,0,0,0,0,1,4,0.266,0.271,0.537,-0.059,0.57,-0.04,0.65,-0.6,0,0,0,0,0,0,413
K.Carpenter,Detroit Tigers,Minnesota Twins,1,2,1,1,0,0,1,2,0.333,0.529,0.863,0.01,1.09,0.01,1.25,0.1,2,1,0,0,0,1,413
M.Vierling,Detroit Tigers,Minnesota Twins,1,2,0,1,0,0,0,2,0.324,0.444,0.769,0.036,0.81,0.03,0.93,0.2,1,1,0,0,0,1,413
C.Keith,Detroit Tigers,Minnesota Twins,1,3,0,0,0,1,2,4,0.296,0.245,0.541,-0.011,1.16,-0.01,1.32,-0.0,0,0,0,0,0,0,413
G.Urshela,Detroit Tigers,Minnesota Twins,1,3,0,0,0,0,2,3,0.325,0.359,0.684,-0.11,1.37,-0.07,1.56,-1.0,0,0,0,0,0,0,413
W.Perez,Detroit Tigers,Minnesota Twins,1,3,0,2,0,0,1,3,0.5,0.6,1.1,0.089,1.56,0.06,1.78,0.9,2,1,1,0,0,3,413
J.Baez,Detroit Tigers,Minnesota Twins,1,2,0,0,1,0,0,3,0.14,0.125,0.265,-0.098,2.06,-0.07,2.35,-0.9,1,0,0,0,0,0,413
J.Rogers,Detroit Tigers,Minnesota Twins,1,2,0,0,0,0,0,2,0.2,0.222,0.422,-0.078,1.34,-0.05,1.54,-0.7,0,0,0,0,0,0,413
Z.McKinstry,Detroit Tigers,Minnesota Twins,1,1,0,0,0,0,1,1,0.321,0.25,0.571,-0.028,1.09,-0.02,1.24,-0.2,0,0,0,0,0,0,413
A.Volpe,New York Yankees,Cleveland Guardians,0,4,0,0,0,1,0,5,0.436,0.532,0.968,-0.085,0.73,-0.06,0.86,-0.8,0,0,0,0,0,0,413
J.Soto,New York Yankees,Cleveland Guardians,0,4,0,0,0,1,2,5,0.448,0.5,0.948,-0.028,0.66,-0.02,0.78,-0.4,0,0,0,0,0,0,413
A.Judge,New York Yankees,Cleveland Guardians,0,5,0,2,0,0,0,5,0.369,0.4,0.769,-0.064,0.78,-0.04,0.93,-0.7,2,-2,4,0,0,3,413
A.Rizzo,New York Yankees,Cleveland Guardians,0,3,0,2,0,1,0,4,0.367,0.365,0.732,0.08,0.9,0.06,1.07,0.7,2,0,2,0,0,3,413
G.Torres,New York Yankees,Cleveland Guardians,0,4,0,1,0,0,1,4,0.292,0.232,0.524,-0.104,1.48,-0.07,1.75,-1.0,1,1,0,0,0,1,413
A.Verdugo,New York Yankees,Cleveland Guardians,0,3,2,2,0,1,1,4,0.321,0.417,0.738,0.164,1.25,0.12,1.48,1.7,4,-1,3,0,0,4,413
O.Cabrera,New York Yankees,Cleveland Guardians,0,3,1,1,2,1,1,4,0.4,0.611,1.011,0.121,1.26,0.09,1.5,1.2,4,-2,0,0,3,4,413
J.Trevino,New York Yankees,Cleveland Guardians,0,3,0,2,0,1,0,4,0.28,0.143,0.423,0.057,1.16,0.04,1.37,0.6,2,2,0,0,0,2,413
T.Grisham,New York Yankees,Cleveland Guardians,0,4,0,0,0,0,1,4,0.111,0.0,0.111,-0.243,1.38,-0.17,1.64,-2.8,0,0,0,0,0,0,413
S.Kwan,Cleveland Guardians,New York Yankees,1,3,1,1,0,1,2,4,0.403,0.517,0.92,0.025,1.33,0.02,1.52,0.1,2,1,0,0,0,1,413
A.Gimenez,Cleveland Guardians,New York Yankees,1,4,1,2,0,0,1,4,0.424,0.48,0.904,-0.004,1.67,-0.0,1.91,0.3,3,2,0,0,0,2,413
J.Ramirez,Cleveland Guardians,New York Yankees,1,4,0,0,0,0,2,4,0.262,0.417,0.679,-0.193,1.9,-0.13,2.17,-1.3,0,0,0,0,0,0,413
J.Naylor,Cleveland Guardians,New York Yankees,1,1,0,0,0,3,1,4,0.442,0.625,1.067,0.091,1.5,0.06,1.72,1.0,0,0,0,0,0,0,413
T.Freeman,Cleveland Guardians,New York Yankees,1,4,0,0,1,0,0,4,0.233,0.282,0.515,-0.072,2.08,-0.05,2.37,-0.3,1,0,0,0,0,0,413
W.Brennan,Cleveland Guardians,New York Yankees,1,2,0,0,0,0,1,2,0.293,0.222,0.515,-0.06,1.18,-0.04,1.34,-0.5,0,0,0,0,0,0,413
R.Laureano,Cleveland Guardians,New York Yankees,1,2,0,1,0,0,0,2,0.441,0.32,0.761,0.184,2.79,0.13,3.19,0.3,1,-1,2,0,0,2,413
B.Naylor,Cleveland Guardians,New York Yankees,1,2,0,0,0,2,1,4,0.341,0.364,0.705,-0.17,1.77,-0.12,2.02,-0.4,0,0,0,0,0,0,413
E.Florial,Cleveland Guardians,New York Yankees,1,3,0,0,0,1,2,4,0.25,0.235,0.485,-0.15,2.36,-0.1,2.7,-0.4,0,0,0,0,0,0,413
B.Rocchio,Cleveland Guardians,New York Yankees,1,4,0,1,0,0,1,4,0.295,0.39,0.686,-0.252,2.51,-0.17,2.87,-1.2,1,-5,6,0,0,2,413
E.Julien,Minnesota Twins,Detroit Tigers,0,3,0,0,0,0,2,3,0.262,0.462,0.723,0.026,1.33,0.01,1.14,0.1,0,0,0,0,0,0,413
K.Farmer,Minnesota Twins,Detroit Tigers,0,3,0,0,0,0,1,3,0.28,0.105,0.385,-0.212,2.85,-0.11,2.45,-1.3,0,0,0,0,0,0,413
C.Santana,Minnesota Twins,Detroit Tigers,0,6,1,0,1,0,1,6,0.196,0.122,0.318,-0.323,2.48,-0.17,2.13,-1.8,2,0,0,0,0,0,413
A.Kirilloff,Minnesota Twins,Detroit Tigers,0,3,0,1,0,0,1,3,0.381,0.649,1.03,0.034,0.88,0.02,0.76,0.3,1,-2,3,0,0,2,413
R.Jeffers,Minnesota Twins,Detroit Tigers,0,3,2,2,2,0,0,3,0.278,0.5,0.778,0.73,2.95,0.38,2.54,4.3,6,-1,0,0,3,5,413
M.Margot,Minnesota Twins,Detroit Tigers,0,5,1,0,0,1,0,6,0.3,0.308,0.608,-0.257,1.16,-0.13,1.0,-1.9,1,0,0,0,0,0,413
M.Wallner,Minnesota Twins,Detroit Tigers,0,5,1,1,3,0,1,6,0.286,0.286,0.571,-0.067,1.06,-0.03,0.92,2.0,5,0,0,0,1,4,413
J.Miranda,Minnesota Twins,Detroit Tigers,0,3,0,1,0,0,1,4,0.231,0.167,0.397,0.097,1.4,0.05,1.2,0.4,1,1,0,0,0,1,413
B.Buxton,Minnesota Twins,Detroit Tigers,0,2,1,0,0,0,1,2,0.261,0.279,0.54,-0.058,1.05,-0.03,0.91,-0.4,1,0,0,0,0,0,413
W.Castro,Minnesota Twins,Detroit Tigers,0,4,2,1,0,1,1,5,0.256,0.152,0.408,-0.059,2.36,-0.03,2.03,0.0,3,0,1,0,0,2,413
C.Vazquez,Minnesota Twins,Detroit Tigers,0,4,1,0,0,0,2,5,0.136,0.1,0.236,-0.034,2.42,-0.02,2.08,-0.1,1,0,0,0,0,0,413
A.Martin,Minnesota Twins,Detroit Tigers,0,4,2,2,2,1,1,5,0.35,0.412,0.762,0.125,2.44,0.06,2.1,1.4,6,-1,3,0,0,3,413
