Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
C.Carroll,Arizona Diamondbacks,Baltimore Orioles,0,5,2,2,0,0,1,5,0.287,0.266,0.554,0.182,1.09,0.07,0.74,1.4,4,-2,4,0,0,3,512
K.Marte,Arizona Diamondbacks,Baltimore Orioles,0,4,1,1,3,0,2,5,0.342,0.543,0.885,-0.001,0.96,0.0,0.65,0.9,5,1,0,0,0,1,512
J.Pederson,Arizona Diamondbacks,Baltimore Orioles,0,2,0,0,0,1,2,3,0.414,0.517,0.931,-0.018,1.06,-0.01,0.72,-0.5,0,0,0,0,0,0,512
R.Grichuk,Arizona Diamondbacks,Baltimore Orioles,0,2,0,1,2,0,1,2,0.317,0.421,0.739,0.016,0.12,0.01,0.09,1.5,3,-4,5,0,0,2,512
C.Walker,Arizona Diamondbacks,Baltimore Orioles,0,4,0,0,1,0,3,5,0.376,0.442,0.819,-0.023,0.78,-0.01,0.53,-0.9,1,0,0,0,0,0,512
L.Gurriel,Arizona Diamondbacks,Baltimore Orioles,0,4,1,0,0,1,2,5,0.28,0.384,0.663,-0.023,0.4,-0.01,0.27,-0.5,1,0,0,0,0,0,512
E.Suarez,Arizona Diamondbacks,Baltimore Orioles,0,4,1,1,0,0,2,4,0.293,0.345,0.638,0.034,0.56,0.01,0.38,0.1,2,-8,9,0,0,2,512
J.McCarthy,Arizona Diamondbacks,Baltimore Orioles,0,4,1,1,2,0,0,4,0.366,0.402,0.768,0.075,0.72,0.03,0.49,1.1,4,0,0,0,1,4,512
K.Newman,Arizona Diamondbacks,Baltimore Orioles,0,3,2,2,0,1,0,4,0.247,0.378,0.625,0.042,0.48,0.02,0.33,1.2,4,-2,4,0,0,3,512
T.Barnhart,Arizona Diamondbacks,Baltimore Orioles,0,2,1,0,0,2,1,4,0.354,0.256,0.611,0.017,0.71,0.01,0.48,0.2,1,0,0,0,0,0,512
G.Henderson,Baltimore Orioles,Arizona Diamondbacks,1,4,0,0,0,0,1,4,0.347,0.568,0.914,-0.095,0.93,-0.07,1.08,-1.0,0,0,0,0,0,0,512
