Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
K.Schwarber,Philadelphia Phillies,New York Mets,0,5,0,1,1,0,0,5,0.353,0.389,0.742,,,,,,2,1,0,0,0,1,608
J.Realmuto,Philadelphia Phillies,New York Mets,0,5,0,1,0,0,1,5,0.307,0.417,0.724,,,,,,1,1,0,0,0,0,608
B.Harper,Philadelphia Phillies,New York Mets,0,4,1,3,1,0,1,4,0.384,0.535,0.918,0.0,0.0,0.0,0.0,0.0,5,-23,11,0,15,7,608
A.Bohm,Philadelphia Phillies,New York Mets,0,4,1,1,0,0,0,4,0.343,0.469,0.812,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,1,608
N.Castellanos,Philadelphia Phillies,New York Mets,0,4,1,1,1,0,2,4,0.277,0.364,0.64,0.0,0.0,0.0,0.0,0.0,3,-8,0,0,9,4,608
B.Stott,Philadelphia Phillies,New York Mets,0,3,1,1,0,1,1,4,0.343,0.373,0.717,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,1,608
E.Sosa,Philadelphia Phillies,New York Mets,0,4,1,1,1,0,0,4,0.353,0.528,0.882,0.0,0.0,0.0,0.0,0.0,3,1,0,0,0,1,608
W.Merrifield,Philadelphia Phillies,New York Mets,0,4,1,1,3,0,1,4,0.25,0.294,0.544,0.0,0.0,0.0,0.0,0.0,5,-2,0,0,3,4,608
C.Pache,Philadelphia Phillies,New York Mets,0,4,1,1,0,0,0,4,0.294,0.271,0.565,0.0,0.0,0.0,0.0,0.0,2,-1,2,0,0,2,608
F.Lindor,New York Mets,Philadelphia Phillies,1,4,2,2,0,1,1,5,0.307,0.416,0.723,0.0,0.0,0.0,0.0,0.0,4,-13,15,0,0,3,608
P.Alonso,New York Mets,Philadelphia Phillies,1,4,0,2,0,1,2,5,0.32,0.481,0.801,,,,,,2,-14,16,0,0,3,608
B.Nimmo,New York Mets,Philadelphia Phillies,1,5,0,1,0,0,2,5,0.348,0.38,0.729,,,,,,1,1,0,0,0,1,608
J.Martinez,New York Mets,Philadelphia Phillies,1,4,0,0,1,0,1,5,0.327,0.453,0.78,,,,,,1,0,0,0,0,0,608
S.Marte,New York Mets,Philadelphia Phillies,1,4,0,2,1,0,0,4,0.329,0.421,0.75,,,,,,3,-6,8,0,0,3,608
M.Vientos,New York Mets,Philadelphia Phillies,1,4,0,0,0,0,1,4,0.372,0.586,0.958,,,,,,0,0,0,0,0,0,608
H.Bader,New York Mets,Philadelphia Phillies,1,3,0,0,0,1,0,4,0.316,0.369,0.685,,,,,,0,0,0,0,0,0,608
J.Iglesias,New York Mets,Philadelphia Phillies,1,4,0,2,0,0,1,4,0.435,0.5,0.935,,,,,,2,0,2,0,0,3,608
L.Torrens,New York Mets,Philadelphia Phillies,1,3,0,1,0,0,1,3,0.357,0.846,1.203,,,,,,1,1,0,0,0,1,608
D.Stewart,New York Mets,Philadelphia Phillies,1,1,0,0,0,0,0,1,0.344,0.343,0.687,,,,,,0,0,0,0,0,0,608
T.Larnach,Minnesota Twins,Pittsburgh Pirates,0,4,0,1,0,0,1,4,0.331,0.447,0.778,-0.139,1.38,-0.08,1.25,-1.3,1,1,0,0,0,1,608
C.Correa,Minnesota Twins,Pittsburgh Pirates,0,4,0,0,0,0,0,4,0.324,0.436,0.761,-0.126,1.23,-0.07,1.12,-0.9,0,0,0,0,0,0,608
R.Lewis,Minnesota Twins,Pittsburgh Pirates,0,4,0,1,0,0,1,4,0.412,0.933,1.345,-0.056,0.77,-0.03,0.7,-0.2,1,1,0,0,0,1,608
M.Kepler,Minnesota Twins,Pittsburgh Pirates,0,4,0,1,0,0,3,4,0.315,0.427,0.742,-0.001,1.0,-0.0,0.91,-0.4,1,1,0,0,0,1,608
J.Miranda,Minnesota Twins,Pittsburgh Pirates,0,4,0,0,0,0,2,4,0.306,0.453,0.759,-0.167,1.0,-0.09,0.91,-1.3,0,0,0,0,0,0,608
W.Castro,Minnesota Twins,Pittsburgh Pirates,0,2,0,1,0,0,0,4,0.337,0.402,0.739,0.078,0.64,0.04,0.58,0.4,1,1,0,0,0,1,608
B.Buxton,Minnesota Twins,Pittsburgh Pirates,0,3,0,1,0,0,0,3,0.28,0.368,0.649,-0.089,1.41,-0.05,1.29,-0.8,1,1,0,0,0,1,608
A.Kirilloff,Minnesota Twins,Pittsburgh Pirates,0,1,0,0,0,1,0,2,0.28,0.407,0.686,0.026,0.78,0.01,0.71,0.3,0,0,0,0,0,0,608
M.Margot,Minnesota Twins,Pittsburgh Pirates,0,1,0,0,0,0,0,1,0.279,0.274,0.553,-0.075,2.93,-0.04,2.67,-0.4,0,0,0,0,0,0,608
C.Vazquez,Minnesota Twins,Pittsburgh Pirates,0,2,0,1,0,0,0,2,0.198,0.242,0.44,0.027,1.48,0.01,1.35,0.4,1,1,0,0,0,1,608
R.Jeffers,Minnesota Twins,Pittsburgh Pirates,0,1,0,0,0,0,0,1,0.321,0.497,0.818,-0.055,2.16,-0.03,1.97,-0.2,0,0,0,0,0,0,608
A.McCutchen,Pittsburgh Pirates,Minnesota Twins,1,5,0,3,0,0,1,5,0.338,0.384,0.722,0.036,0.82,0.02,0.58,-0.0,3,3,0,0,0,3,608
B.Reynolds,Pittsburgh Pirates,Minnesota Twins,1,4,0,2,0,0,1,4,0.33,0.417,0.747,0.004,1.48,0.0,1.05,0.2,2,2,0,0,0,2,608
C.Joe,Pittsburgh Pirates,Minnesota Twins,1,4,0,0,0,0,0,4,0.341,0.436,0.777,-0.147,1.46,-0.06,1.04,-1.5,0,0,0,0,0,0,608
O.Cruz,Pittsburgh Pirates,Minnesota Twins,1,3,1,0,0,1,0,4,0.301,0.436,0.737,-0.086,1.29,-0.04,0.92,-0.6,1,0,0,0,0,0,608
K.Hayes,Pittsburgh Pirates,Minnesota Twins,1,4,1,1,0,0,1,4,0.328,0.333,0.661,-0.052,1.11,-0.02,0.79,-0.1,2,1,0,0,0,1,608
