Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
J.Altuve,Houston Astros,Detroit Tigers,0,4,1,1,0,1,1,5,0.387,0.516,0.903,0.081,0.92,0.02,0.35,0.3,2,1,0,0,0,1,510
K.Tucker,Houston Astros,Detroit Tigers,0,3,2,1,1,2,0,5,0.391,0.574,0.965,0.279,1.38,0.06,0.52,2.0,4,-11,0,0,12,4,510
Y.Alvarez,Houston Astros,Detroit Tigers,0,4,1,2,1,0,0,4,0.329,0.449,0.778,0.272,1.99,0.06,0.75,1.0,4,2,0,0,0,2,510
J.Pena,Houston Astros,Detroit Tigers,0,4,0,2,1,0,1,4,0.381,0.469,0.85,-0.042,1.87,-0.01,0.7,-0.2,3,2,0,0,0,2,510
J.Singleton,Houston Astros,Detroit Tigers,0,4,1,0,0,0,0,4,0.314,0.413,0.727,-0.115,1.42,-0.03,0.53,-1.2,1,0,0,0,0,0,510
A.Bregman,Houston Astros,Detroit Tigers,0,4,0,1,1,0,0,4,0.273,0.267,0.54,0.081,1.5,0.02,0.56,1.3,2,-5,6,0,0,2,510
Y.Diaz,Houston Astros,Detroit Tigers,0,3,0,0,1,0,1,4,0.303,0.4,0.703,-0.088,1.07,-0.02,0.4,-1.0,1,0,0,0,0,0,510
V.Caratini,Houston Astros,Detroit Tigers,0,3,0,1,0,1,0,4,0.302,0.429,0.73,0.029,0.9,0.01,0.34,-0.1,1,1,0,0,0,1,510
J.Meyers,Houston Astros,Detroit Tigers,0,4,0,0,0,0,0,4,0.297,0.456,0.753,-0.186,1.26,-0.04,0.47,-1.7,0,0,0,0,0,0,510
A.Ibanez,Detroit Tigers,Houston Astros,1,5,1,2,0,0,1,5,0.348,0.512,0.859,0.02,0.83,0.01,0.76,0.2,3,2,0,0,0,2,510
M.Vierling,Detroit Tigers,Houston Astros,1,4,0,1,2,0,1,4,0.304,0.439,0.743,0.097,1.03,0.05,0.94,0.9,3,-3,4,0,0,2,510
M.Canha,Detroit Tigers,Houston Astros,1,4,0,0,0,0,2,4,0.357,0.43,0.786,-0.07,0.78,-0.04,0.7,-0.9,0,0,0,0,0,0,510
R.Greene,Detroit Tigers,Houston Astros,1,4,0,1,0,0,1,4,0.37,0.514,0.884,-0.046,0.86,-0.03,0.78,-0.7,1,-6,7,0,0,2,510
S.Torkelson,Detroit Tigers,Houston Astros,1,3,0,1,0,1,1,4,0.297,0.317,0.613,-0.003,0.94,-0.0,0.85,-0.1,1,-12,13,0,0,2,510
W.Perez,Detroit Tigers,Houston Astros,1,4,0,1,0,0,1,4,0.36,0.493,0.853,-0.067,0.98,-0.04,0.89,-0.6,1,1,0,0,0,1,510
R.Vilade,Detroit Tigers,Houston Astros,1,4,0,0,0,0,1,4,0.3,0.222,0.522,-0.09,0.98,-0.05,0.89,-1.2,0,0,0,0,0,0,510
J.Baez,Detroit Tigers,Houston Astros,1,4,0,0,0,0,0,4,0.207,0.232,0.439,-0.086,0.83,-0.05,0.76,-1.0,0,0,0,0,0,0,510
J.Rogers,Detroit Tigers,Houston Astros,1,2,1,1,0,2,1,4,0.271,0.312,0.582,0.056,0.63,0.03,0.57,0.5,2,1,0,0,0,1,510
N.Hoerner,Chicago Cubs,Pittsburgh Pirates,0,5,1,1,0,0,0,5,0.343,0.378,0.722,-0.052,0.88,-0.04,1.08,-1.3,2,1,0,0,0,1,510
M.Tauchman,Chicago Cubs,Pittsburgh Pirates,0,3,1,1,0,2,1,5,0.409,0.43,0.839,-0.006,0.8,-0.0,0.98,0.1,2,1,0,0,0,1,510
C.Bellinger,Chicago Cubs,Pittsburgh Pirates,0,5,2,4,1,0,0,5,0.345,0.536,0.882,0.283,0.96,0.21,1.19,2.7,7,-6,3,0,7,9,510
C.Morel,Chicago Cubs,Pittsburgh Pirates,0,5,0,2,1,0,0,5,0.304,0.428,0.731,0.053,1.12,0.04,1.38,0.0,3,2,0,0,0,2,510
I.Happ,Chicago Cubs,Pittsburgh Pirates,0,5,1,2,1,0,1,5,0.348,0.313,0.662,0.101,1.1,0.07,1.35,1.4,4,-4,6,0,0,3,510
M.Busch,Chicago Cubs,Pittsburgh Pirates,0,5,2,1,0,0,2,5,0.306,0.485,0.79,-0.056,0.92,-0.04,1.13,-1.3,3,-6,7,0,0,2,510
N.Madrigal,Chicago Cubs,Pittsburgh Pirates,0,5,0,1,2,0,0,5,0.259,0.275,0.534,-0.036,1.12,-0.03,1.38,0.7,3,1,0,0,0,1,510
M.Amaya,Chicago Cubs,Pittsburgh Pirates,0,4,0,1,1,0,1,4,0.267,0.289,0.557,0.05,1.4,0.04,1.72,-0.2,2,1,0,0,0,1,510
P.Crow-Armstrong,Chicago Cubs,Pittsburgh Pirates,0,3,0,1,0,1,0,4,0.271,0.341,0.612,-0.028,0.75,-0.02,0.92,0.2,1,1,0,0,0,1,510
A.McCutchen,Pittsburgh Pirates,Chicago Cubs,1,5,1,0,0,0,1,5,0.286,0.291,0.577,-0.037,0.76,-0.02,0.6,-0.8,1,0,0,0,0,0,510
B.Reynolds,Pittsburgh Pirates,Chicago Cubs,1,4,0,1,0,1,1,5,0.341,0.387,0.728,-0.023,0.75,-0.01,0.6,-0.5,1,1,0,0,0,1,510
O.Cruz,Pittsburgh Pirates,Chicago Cubs,1,3,1,2,0,1,1,4,0.311,0.406,0.717,0.124,1.04,0.06,0.82,1.1,3,-3,5,0,0,3,510
R.Tellez,Pittsburgh Pirates,Chicago Cubs,1,3,0,0,0,1,0,4,0.273,0.255,0.528,-0.042,1.47,-0.02,1.16,-0.5,0,0,0,0,0,0,510
N.Gonzales,Pittsburgh Pirates,Chicago Cubs,1,4,0,1,2,0,2,4,0.25,0.25,0.5,0.031,1.59,0.01,1.25,0.3,3,1,0,0,0,1,510
J.Suwinski,Pittsburgh Pirates,Chicago Cubs,1,4,0,0,0,0,2,4,0.25,0.27,0.52,-0.119,1.17,-0.06,0.93,-1.3,0,0,0,0,0,0,510
J.Triolo,Pittsburgh Pirates,Chicago Cubs,1,4,0,1,0,0,1,4,0.293,0.25,0.543,0.038,0.87,0.02,0.69,0.1,1,1,0,0,0,1,510
Y.Grandal,Pittsburgh Pirates,Chicago Cubs,1,4,0,1,0,0,1,4,0.214,0.231,0.445,-0.129,1.1,-0.06,0.87,-0.7,1,0,1,0,0,2,510
M.A.,Pittsburgh Pirates,Chicago Cubs,1,4,0,1,0,0,3,4,0.273,0.256,0.528,-0.034,0.73,-0.02,0.58,-0.4,1,1,0,0,0,0,510
A.Volpe,New York Yankees,Tampa Bay Rays,0,5,0,1,0,0,3,5,0.345,0.399,0.744,-0.123,1.02,-0.1,1.32,-1.4,1,1,0,0,0,1,510
J.Soto,New York Yankees,Tampa Bay Rays,0,4,0,0,0,0,1,4,0.429,0.563,0.991,-0.116,1.11,-0.09,1.44,-1.1,0,0,0,0,0,0,510
A.Judge,New York Yankees,Tampa Bay Rays,0,2,1,0,0,2,0,4,0.365,0.486,0.851,-0.005,0.76,-0.0,0.99,-0.1,1,0,0,0,0,0,510
A.Verdugo,New York Yankees,Tampa Bay Rays,0,4,0,0,0,0,3,4,0.338,0.409,0.747,-0.091,0.91,-0.07,1.18,-0.8,0,0,0,0,0,0,510
G.Stanton,New York Yankees,Tampa Bay Rays,0,4,0,2,0,0,0,4,0.284,0.458,0.742,0.023,0.72,0.02,0.94,0.1,2,2,0,0,0,2,510
A.Rizzo,New York Yankees,Tampa Bay Rays,0,4,1,2,2,0,0,4,0.337,0.435,0.773,0.152,1.21,0.12,1.57,1.5,5,-5,0,0,7,5,510
G.Torres,New York Yankees,Tampa Bay Rays,0,4,0,0,0,0,1,4,0.293,0.257,0.55,-0.087,0.84,-0.07,1.1,-1.0,0,0,0,0,0,0,510
J.Trevino,New York Yankees,Tampa Bay Rays,0,4,0,2,0,0,0,4,0.342,0.377,0.719,0.032,0.72,0.03,0.94,0.2,2,2,0,0,0,2,510
J.Berti,New York Yankees,Tampa Bay Rays,0,4,0,2,0,0,1,4,0.344,0.3,0.644,-0.007,0.78,-0.01,1.01,0.1,2,2,0,0,0,2,510
Y.Diaz,Tampa Bay Rays,New York Yankees,1,3,0,2,0,1,1,4,0.299,0.296,0.595,0.178,1.19,0.09,1.01,1.0,2,2,0,0,0,2,510
R.Arozarena,Tampa Bay Rays,New York Yankees,1,4,0,0,0,0,2,4,0.241,0.293,0.533,-0.272,2.15,-0.14,1.83,-1.7,0,0,0,0,0,0,510
J.Lowe,Tampa Bay Rays,New York Yankees,1,3,0,1,0,1,1,4,0.357,0.385,0.742,0.079,1.34,0.04,1.14,0.2,1,1,0,0,0,1,510
I.Paredes,Tampa Bay Rays,New York Yankees,1,3,0,0,0,1,1,4,0.383,0.511,0.894,-0.175,2.16,-0.09,1.84,-1.1,0,0,0,0,0,0,510
H.Ramirez,Tampa Bay Rays,New York Yankees,1,3,0,0,0,0,1,3,0.299,0.331,0.629,-0.129,1.79,-0.07,1.52,-0.8,0,0,0,0,0,0,510
A.Shenton,Tampa Bay Rays,New York Yankees,1,1,0,1,0,0,0,1,0.302,0.378,0.681,0.084,3.53,0.04,3.0,0.3,1,1,0,0,0,1,510
J.DeLuca,Tampa Bay Rays,New York Yankees,1,4,0,0,0,0,1,4,0.37,0.542,0.912,-0.277,2.78,-0.14,2.36,-1.4,0,0,0,0,0,0,510
R.Palacios,Tampa Bay Rays,New York Yankees,1,3,0,1,0,0,1,3,0.408,0.424,0.831,-0.04,1.2,-0.02,1.02,-0.1,1,1,0,0,0,1,510
J.Caballero,Tampa Bay Rays,New York Yankees,1,2,0,1,0,1,0,3,0.318,0.375,0.693,-0.027,1.52,-0.01,1.29,0.0,1,1,0,0,0,1,510
A.Jackson,Tampa Bay Rays,New York Yankees,1,3,0,0,0,0,3,3,0.154,0.182,0.336,-0.145,1.72,-0.07,1.46,-1.0,0,0,0,0,0,0,510
K.Marte,Arizona Diamondbacks,Baltimore Orioles,0,5,1,1,1,0,1,5,0.345,0.538,0.883,0.006,0.85,0.0,0.68,0.2,3,-7,0,0,8,4,510
C.Carroll,Arizona Diamondbacks,Baltimore Orioles,0,4,0,0,0,0,0,4,0.293,0.262,0.555,-0.101,1.0,-0.05,0.8,-0.8,0,0,0,0,0,0,510
L.Gurriel,Arizona Diamondbacks,Baltimore Orioles,0,4,1,2,0,0,1,4,0.278,0.387,0.665,0.012,0.67,0.01,0.53,0.1,3,2,0,0,0,0,510
C.Walker,Arizona Diamondbacks,Baltimore Orioles,0,3,0,1,0,1,2,4,0.393,0.468,0.86,-0.027,1.02,-0.01,0.81,-0.2,1,1,0,0,0,1,510
R.Grichuk,Arizona Diamondbacks,Baltimore Orioles,0,3,0,1,0,0,0,3,0.31,0.404,0.714,-0.033,1.17,-0.02,0.93,-0.4,1,1,0,0,0,1,510
J.Pederson,Arizona Diamondbacks,Baltimore Orioles,0,0,0,0,0,0,0,1,0.421,0.535,0.955,0.035,1.21,0.02,0.97,0.2,0,0,0,0,0,0,510
E.Suarez,Arizona Diamondbacks,Baltimore Orioles,0,3,0,1,1,1,0,4,0.297,0.35,0.647,0.052,1.6,0.03,1.28,0.5,2,1,0,0,0,1,510
G.Moreno,Arizona Diamondbacks,Baltimore Orioles,0,4,0,1,0,0,1,4,0.343,0.337,0.679,-0.039,1.52,-0.02,1.22,-0.3,1,-5,6,0,0,2,510
B.Alexander,Arizona Diamondbacks,Baltimore Orioles,0,4,0,0,0,0,2,4,0.356,0.447,0.804,-0.153,1.52,-0.07,1.21,-1.0,0,0,0,0,0,0,510
K.Newman,Arizona Diamondbacks,Baltimore Orioles,0,3,0,0,0,0,1,3,0.203,0.299,0.501,-0.078,1.04,-0.04,0.84,-0.5,0,0,0,0,0,0,510
P.Smith,Arizona Diamondbacks,Baltimore Orioles,0,1,0,0,0,0,0,1,0.258,0.379,0.637,-0.057,2.09,-0.03,1.67,-0.3,0,0,0,0,0,0,510
G.Henderson,Baltimore Orioles,Arizona Diamondbacks,1,3,1,1,1,1,0,4,0.347,0.565,0.912,0.076,0.77,0.06,0.92,0.8,3,-3,4,0,0,2,510
A.Rutschman,Baltimore Orioles,Arizona Diamondbacks,1,4,0,1,0,0,1,4,0.352,0.454,0.806,-0.02,0.64,-0.01,0.77,-0.4,1,1,0,0,0,1,510
R.O'Hearn,Baltimore Orioles,Arizona Diamondbacks,1,2,0,1,1,2,0,4,0.387,0.543,0.93,0.109,0.78,0.08,0.93,1.1,2,1,0,0,0,1,510
R.Mountcastle,Baltimore Orioles,Arizona Diamondbacks,1,4,1,1,0,0,1,4,0.322,0.478,0.8,-0.035,0.9,-0.03,1.08,-0.8,2,1,0,0,0,1,510
A.Santander,Baltimore Orioles,Arizona Diamondbacks,1,4,1,1,0,0,1,4,0.298,0.433,0.731,0.009,0.85,0.01,1.02,-0.1,2,1,0,0,0,1,510
C.Cowser,Baltimore Orioles,Arizona Diamondbacks,1,3,0,0,0,1,0,4,0.342,0.546,0.889,-0.048,0.84,-0.03,1.01,-0.4,0,0,0,0,0,0,510
J.Westburg,Baltimore Orioles,Arizona Diamondbacks,1,4,0,1,1,0,1,4,0.329,0.504,0.832,0.086,0.77,0.06,0.92,0.7,2,-6,7,0,0,2,510
C.Mullins,Baltimore Orioles,Arizona Diamondbacks,1,4,0,0,1,0,1,4,0.246,0.37,0.616,-0.037,0.78,-0.03,0.94,-0.7,1,0,0,0,0,0,510
J.Mateo,Baltimore Orioles,Arizona Diamondbacks,1,3,1,1,0,0,0,3,0.303,0.45,0.753,-0.022,0.72,-0.02,0.86,-0.3,2,1,0,0,0,1,510
R.Jeffers,Minnesota Twins,Toronto Blue Jays,0,4,0,0,0,0,1,4,0.378,0.609,0.986,-0.08,0.78,-0.06,0.94,-0.9,0,0,0,0,0,0,510
C.Correa,Minnesota Twins,Toronto Blue Jays,0,4,2,2,0,0,0,4,0.372,0.425,0.797,0.028,0.56,0.02,0.68,0.4,4,-3,5,0,0,3,510
W.Castro,Minnesota Twins,Toronto Blue Jays,0,4,0,1,0,0,0,4,0.331,0.457,0.788,-0.071,1.04,-0.05,1.24,-0.8,1,1,0,0,0,1,510
J.Miranda,Minnesota Twins,Toronto Blue Jays,0,3,0,1,1,0,0,3,0.337,0.462,0.799,0.074,1.23,0.05,1.47,0.9,2,1,0,0,0,1,510
M.Kepler,Minnesota Twins,Toronto Blue Jays,0,1,0,1,1,0,0,1,0.386,0.541,0.926,0.086,1.17,0.06,1.4,0.9,2,1,0,0,0,1,510
M.Margot,Minnesota Twins,Toronto Blue Jays,0,4,0,1,0,0,1,4,0.241,0.24,0.481,-0.081,0.79,-0.06,0.95,-0.7,1,1,0,0,0,1,510
C.Santana,Minnesota Twins,Toronto Blue Jays,0,4,1,1,1,0,1,4,0.275,0.347,0.622,0.088,0.79,0.06,0.94,0.2,3,-4,0,0,5,4,510
K.Farmer,Minnesota Twins,Toronto Blue Jays,0,3,0,0,0,0,1,3,0.269,0.224,0.493,-0.062,0.81,-0.04,0.97,-0.6,0,0,0,0,0,0,510
C.Vazquez,Minnesota Twins,Toronto Blue Jays,0,3,0,0,0,0,1,3,0.208,0.233,0.441,-0.044,0.59,-0.03,0.7,-0.4,0,0,0,0,0,0,510
A.Martin,Minnesota Twins,Toronto Blue Jays,0,3,0,0,0,0,0,3,0.291,0.347,0.638,-0.046,0.61,-0.03,0.72,-0.4,0,0,0,0,0,0,510
D.Schneider,Toronto Blue Jays,Minnesota Twins,1,3,0,0,0,1,2,4,0.378,0.458,0.835,-0.022,1.56,-0.01,1.11,-0.6,0,0,0,0,0,0,510
