,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
0,J.Chourio,Milwaukee Brewers,Cincinnati Reds,0,5,0,2,0,0,1,5,.319,.445,.764,-0.082,1.30,-0.06,1.60,-0.6,2,-19,21,0,0,3,830
1,R.Hoskins,Milwaukee Brewers,Cincinnati Reds,0,3,0,0,0,0,1,3,.295,.409,.704,-0.067,0.83,-0.05,1.02,-0.7,0,0,0,0,0,0,830
2,J.Bauers,Milwaukee Brewers,Cincinnati Reds,0,1,0,0,0,0,0,1,.310,.387,.697,-0.067,2.80,-0.05,3.43,-0.4,0,0,0,0,0,0,830
3,W.Contreras,Milwaukee Brewers,Cincinnati Reds,0,4,1,1,1,0,1,4,.360,.470,.830,0.056,0.73,0.04,0.90,0.7,3,-18,0,0,19,4,830
4,W.Adames,Milwaukee Brewers,Cincinnati Reds,0,4,2,2,1,0,0,4,.339,.458,.796,0.053,1.45,0.04,1.78,0.9,5,-23,0,0,25,5,830
5,G.Mitchell,Milwaukee Brewers,Cincinnati Reds,0,3,1,2,0,0,0,3,.354,.405,.759,0.143,1.26,0.11,1.54,1.1,3,-7,9,0,0,3,830
6,B.Perkins,Milwaukee Brewers,Cincinnati Reds,0,1,0,1,0,0,0,1,.336,.366,.702,-0.047,2.46,-0.03,3.02,-0.2,1,1,0,0,0,1,830
7,G.Sanchez,Milwaukee Brewers,Cincinnati Reds,0,3,0,0,0,1,1,4,.327,.418,.746,-0.156,1.41,-0.11,1.73,-1.0,0,0,0,0,0,0,830
8,J.Ortiz,Milwaukee Brewers,Cincinnati Reds,0,3,0,0,0,0,1,3,.337,.393,.731,-0.190,1.57,-0.14,1.93,-1.6,0,0,0,0,0,0,830
9,B.Turang,Milwaukee Brewers,Cincinnati Reds,0,1,0,1,0,0,0,1,.319,.358,.677,0.133,3.94,0.10,4.83,0.7,1,1,0,0,0,1,830
10,S.Frelick,Milwaukee Brewers,Cincinnati Reds,0,4,0,1,2,0,0,4,.334,.339,.673,0.083,2.30,0.06,2.82,0.4,3,1,0,0,0,1,830
11,A.Monasterio,Milwaukee Brewers,Cincinnati Reds,0,4,0,1,0,0,1,4,.320,.276,.596,-0.043,0.71,-0.03,0.88,-0.4,1,1,0,0,0,1,830
12,J.India,Cincinnati Reds,Milwaukee Brewers,1,4,1,1,1,0,2,5,.350,.394,.743,0.060,1.98,0.00,0.06,0.5,3,-12,0,0,13,4,830
13,E.De,Cincinnati Reds,Milwaukee Brewers,1,5,1,2,1,0,1,5,.345,.482,.827,-0.058,1.61,-0.00,0.05,0.4,4,-28,30,0,0,3,830
14,S.Steer,Cincinnati Reds,Milwaukee Brewers,1,4,0,1,0,1,2,5,.329,.425,.754,-0.137,2.04,-0.00,0.07,-0.1,1,1,0,0,0,1,830
15,T.Friedl,Cincinnati Reds,Milwaukee Brewers,1,4,0,0,1,1,0,5,.301,.386,.687,-0.048,2.31,-0.00,0.07,-0.6,1,0,0,0,0,0,830
16,T.France,Cincinnati Reds,Milwaukee Brewers,1,5,0,1,0,0,0,5,.312,.367,.679,-0.302,2.17,-0.01,0.07,-1.3,1,1,0,0,0,1,830
17,D.Smith,Cincinnati Reds,Milwaukee Brewers,1,3,0,1,0,0,1,3,.315,.378,.692,-0.010,1.14,0,0.04,-0.1,1,1,0,0,0,1,830
18,R.Hinds,Cincinnati Reds,Milwaukee Brewers,1,0,0,0,0,1,0,1,.381,.868,1.249,-0.028,1.43,0,0.04,-0.1,0,0,0,0,0,0,830
19,S.Espinal,Cincinnati Reds,Milwaukee Brewers,1,4,1,1,1,0,0,4,.309,.401,.710,-0.023,1.47,-0.00,0.04,0.2,3,-8,0,0,9,4,830
20,W.Benson,Cincinnati Reds,Milwaukee Brewers,1,4,1,1,0,0,1,4,.276,.401,.677,-0.066,1.17,-0.00,0.04,-0.2,2,-18,19,0,0,2,830
21,L.Maile,Cincinnati Reds,Milwaukee Brewers,1,4,0,1,0,0,2,4,.257,.235,.493,-0.072,1.28,-0.00,0.04,-0.7,1,1,0,0,0,1,830
22,B.Turang,Milwaukee Brewers,Cincinnati Reds,0,4,1,1,1,2,2,6,.321,.359,.680,0.073,0.78,0.05,0.94,1.7,3,-18,19,0,0,2,830
23,B.Perkins,Milwaukee Brewers,Cincinnati Reds,0,2,2,1,1,3,0,6,.342,.367,.709,0.056,0.76,0.04,0.91,0.9,4,1,0,0,0,1,830
24,W.Contreras,Milwaukee Brewers,Cincinnati Reds,0,5,2,2,2,1,2,6,.362,.475,.837,-0.064,0.90,-0.05,1.08,1.4,6,-18,0,0,20,5,830
25,J.Bauers,Milwaukee Brewers,Cincinnati Reds,0,2,0,0,0,0,1,2,.308,.384,.692,-0.101,1.52,-0.07,1.82,-1.0,0,0,0,0,0,0,830
26,R.Hoskins,Milwaukee Brewers,Cincinnati Reds,0,4,2,2,3,0,0,4,.297,.418,.715,0.099,0.71,0.07,0.85,2.5,7,-20,0,0,22,5,830
27,W.Adames,Milwaukee Brewers,Cincinnati Reds,0,5,1,1,3,0,0,5,.337,.461,.798,-0.122,0.95,-0.09,1.14,0.7,5,-25,0,0,26,4,830
28,G.Mitchell,Milwaukee Brewers,Cincinnati Reds,0,4,3,2,1,1,2,5,.362,.446,.809,0.134,0.71,0.10,0.86,1.5,6,-3,0,1,4,7,830
29,A.Monasterio,Milwaukee Brewers,Cincinnati Reds,0,5,1,2,1,0,2,5,.323,.291,.614,-0.019,0.62,-0.01,0.74,0.4,4,-3,5,0,0,3,830
30,S.Frelick,Milwaukee Brewers,Cincinnati Reds,0,5,1,3,2,0,0,5,.337,.345,.682,0.074,0.64,0.05,0.77,1.6,6,-14,17,0,0,4,830
31,E.Haase,Milwaukee Brewers,Cincinnati Reds,0,5,1,1,0,0,3,5,.340,.500,.840,-0.072,0.51,-0.05,0.61,-0.4,2,1,0,0,0,1,830
32,J.India,Cincinnati Reds,Milwaukee Brewers,1,4,0,0,0,0,1,4,.347,.390,.737,-0.065,0.64,-0.00,0.02,-0.8,0,0,0,0,0,0,830
33,E.De,Cincinnati Reds,Milwaukee Brewers,1,4,0,2,0,0,1,4,.346,.483,.829,-0.044,0.42,-0.00,0.01,-0.1,2,2,0,0,0,2,830
34,T.Stephenson,Cincinnati Reds,Milwaukee Brewers,1,4,0,0,0,0,1,4,.338,.473,.811,-0.060,0.58,-0.00,0.02,-0.9,0,0,0,0,0,0,830
35,S.Steer,Cincinnati Reds,Milwaukee Brewers,1,4,0,0,0,0,1,4,.327,.421,.748,-0.057,0.56,-0.00,0.02,-0.8,0,0,0,0,0,0,830
36,T.France,Cincinnati Reds,Milwaukee Brewers,1,3,0,2,0,0,0,3,.314,.372,.686,0.024,0.48,0,0.02,0.4,2,-18,20,0,0,3,830
37,S.Espinal,Cincinnati Reds,Milwaukee Brewers,1,2,0,1,0,0,1,2,.310,.401,.712,0.024,1.28,0.00,0.04,0.1,1,1,0,0,0,1,830
38,R.Hinds,Cincinnati Reds,Milwaukee Brewers,1,1,0,0,0,0,0,1,.372,.846,1.218,-0.019,0.64,0,0.02,-0.3,0,0,0,0,0,0,830
39,T.Friedl,Cincinnati Reds,Milwaukee Brewers,1,2,0,0,0,1,1,3,.302,.382,.684,-0.047,1.21,-0.00,0.04,-0.4,0,0,0,0,0,0,830
40,A.Rosario,Cincinnati Reds,Milwaukee Brewers,1,3,0,0,0,0,0,3,.327,.401,.727,-0.133,1.29,-0.00,0.04,-1.2,0,0,0,0,0,0,830
41,N.Marte,Cincinnati Reds,Milwaukee Brewers,1,3,0,0,0,0,2,3,.232,.310,.541,-0.066,0.85,-0.00,0.02,-0.6,0,0,0,0,0,0,830
42,J.Duran,Boston Red Sox,Detroit Tigers,0,5,2,3,1,0,0,5,.354,.533,.888,0.232,0.59,0.12,0.49,2.2,6,-62,44,0,21,8,830
43,W.Abreu,Boston Red Sox,Detroit Tigers,0,4,0,2,1,0,0,5,.336,.500,.836,0.022,0.66,0.01,0.55,0.2,3,-28,30,0,0,4,830
44,T.Casas,Boston Red Sox,Detroit Tigers,0,5,0,0,1,0,1,5,.349,.474,.822,-0.046,0.75,-0.02,0.62,-1.0,1,0,0,0,0,0,830
45,R.Devers,Boston Red Sox,Detroit Tigers,0,5,0,0,0,0,2,5,.366,.565,.930,-0.036,0.31,-0.02,0.26,-1.0,0,0,0,0,0,0,830
46,T.O'Neill,Boston Red Sox,Detroit Tigers,0,3,1,0,0,1,1,4,.340,.513,.854,-0.012,0.65,-0.01,0.54,-0.2,1,0,0,0,0,0,830
