Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
R.Grossman,Chicago White Sox,Cleveland Guardians,0,2,0,0,0,2,1,4,0.154,0.0,0.154,0.013,0.83,0.01,0.48,-0.1,0,0,0,0,0,0,408
Y.Moncada,Chicago White Sox,Cleveland Guardians,0,4,0,1,0,0,0,4,0.357,0.405,0.763,-0.104,1.21,-0.04,0.71,-0.9,1,1,0,0,0,1,408
G.Sheets,Chicago White Sox,Cleveland Guardians,0,4,0,0,0,0,0,4,0.429,0.5,0.929,-0.087,0.87,-0.03,0.51,-1.0,0,0,0,0,0,0,408
A.Vaughn,Chicago White Sox,Cleveland Guardians,0,4,0,0,0,0,1,4,0.256,0.171,0.428,-0.073,0.7,-0.03,0.41,-0.8,0,0,0,0,0,0,408
A.Benintendi,Chicago White Sox,Cleveland Guardians,0,3,0,1,0,1,0,4,0.214,0.154,0.368,-0.003,0.44,-0.0,0.26,-0.1,1,1,0,0,0,1,408
D.Fletcher,Chicago White Sox,Cleveland Guardians,0,3,0,1,0,1,1,4,0.31,0.28,0.59,0.02,0.62,0.01,0.36,0.2,1,-1,2,0,0,2,408
B.Shewmake,Chicago White Sox,Cleveland Guardians,0,2,0,0,0,0,1,2,0.222,0.375,0.597,-0.065,1.21,-0.02,0.7,-0.6,0,0,0,0,0,0,408
P.DeJong,Chicago White Sox,Cleveland Guardians,0,2,0,0,0,0,1,2,0.15,0.5,0.65,-0.032,0.62,-0.01,0.36,-0.6,0,0,0,0,0,0,408
K.Lee,Chicago White Sox,Cleveland Guardians,0,3,0,1,0,1,0,4,0.385,0.667,1.051,0.009,0.79,0.0,0.46,0.1,1,1,0,0,0,1,408
N.Lopez,Chicago White Sox,Cleveland Guardians,0,3,0,0,0,1,1,4,0.259,0.167,0.426,-0.049,0.76,-0.02,0.44,-0.6,0,0,0,0,0,0,408
S.Kwan,Cleveland Guardians,Chicago White Sox,1,4,1,3,0,0,1,4,0.396,0.489,0.885,0.041,0.63,0.03,0.7,0.9,4,3,0,0,0,3,408
J.Ramirez,Cleveland Guardians,Chicago White Sox,1,4,1,1,2,0,0,4,0.277,0.478,0.755,-0.012,0.79,-0.01,0.88,0.2,4,-1,0,0,2,4,408
D.Fry,Cleveland Guardians,Chicago White Sox,1,4,0,0,0,0,3,4,0.429,0.6,1.029,-0.025,0.41,-0.02,0.46,-0.3,0,0,0,0,0,0,408
J.Naylor,Cleveland Guardians,Chicago White Sox,1,4,1,2,0,0,1,4,0.359,0.455,0.814,0.007,0.5,0.01,0.56,0.2,3,2,0,0,0,2,408
T.Freeman,Cleveland Guardians,Chicago White Sox,1,4,0,1,0,0,1,4,0.257,0.323,0.58,0.035,0.81,0.02,0.9,-0.1,1,1,0,0,0,1,408
R.Laureano,Cleveland Guardians,Chicago White Sox,1,3,0,1,0,1,1,4,0.391,0.278,0.669,-0.007,0.52,-0.0,0.57,0.4,1,1,0,0,0,1,408
A.Gimenez,Cleveland Guardians,Chicago White Sox,1,3,1,2,1,0,0,4,0.422,0.514,0.936,0.15,0.84,0.1,0.94,1.8,4,-3,5,0,0,3,408
A.Hedges,Cleveland Guardians,Chicago White Sox,1,4,0,0,0,0,1,4,0.118,0.188,0.305,-0.152,0.84,-0.1,0.93,-3.1,0,0,0,0,0,0,408
B.Rocchio,Cleveland Guardians,Chicago White Sox,1,4,0,0,0,0,0,4,0.333,0.424,0.758,0.091,0.56,0.06,0.62,-0.1,0,0,0,0,0,0,408
L.Arraez,Miami Marlins,New York Yankees,0,3,0,0,0,0,0,3,0.34,0.341,0.681,-0.051,0.67,-0.02,0.38,-0.6,0,0,0,0,0,0,408
N.Gordon,Miami Marlins,New York Yankees,0,1,0,0,0,0,0,1,0.19,0.524,0.714,0.0,0.01,0.0,0.01,-0.2,0,0,0,0,0,0,408
B.De,Miami Marlins,New York Yankees,0,4,0,2,0,0,0,4,0.292,0.375,0.667,0.02,0.39,0.01,0.22,0.4,2,2,0,0,0,0,408
J.Bell,Miami Marlins,New York Yankees,0,3,0,0,0,0,0,3,0.313,0.31,0.622,-0.051,0.69,-0.02,0.4,-0.8,0,0,0,0,0,0,408
J.Burger,Miami Marlins,New York Yankees,0,3,0,0,0,0,3,3,0.319,0.476,0.795,-0.056,0.69,-0.02,0.39,-0.8,0,0,0,0,0,0,408
T.Anderson,Miami Marlins,New York Yankees,0,3,0,0,0,0,1,3,0.295,0.286,0.581,-0.027,0.35,-0.01,0.2,-0.7,0,0,0,0,0,0,408
