Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB
Brent Rooker,Oakland Athletics,Boston Red Sox,1,5,0,2,0,0,2,5,0.176,0.188,0.364,-0.216,1.85,-0.1,1.45,-0.6,2,1,1,0,0,3
Shea Langeliers,Oakland Athletics,Boston Red Sox,1,5,1,1,2,0,1,5,0.263,0.412,0.675,-0.058,2.04,-0.03,1.6,0.4,4,0,0,0,1,4
Lawrence Butler,Oakland Athletics,Boston Red Sox,1,4,0,1,0,1,1,5,0.273,0.211,0.483,0.002,1.93,0.0,1.51,0.1,1,0,1,0,0,2
Nick Allen,Oakland Athletics,Boston Red Sox,1,3,0,0,0,0,2,3,0.25,0.375,0.625,-0.068,1.27,-0.03,1.0,-0.3,0,0,0,0,0,0
Abraham Toro,Oakland Athletics,Boston Red Sox,1,0,0,0,0,1,0,1,0.222,0.0,0.222,0.004,3.79,0.0,2.97,0.1,0,0,0,0,0,0
Brendan Donovan,St Louis Cardinals,San Diego Padres,0,4,2,2,0,1,1,5,0.393,0.5,0.893,0.061,0.7,0.03,0.63,0.2,4,2,0,0,0,2
Paul Goldschmidt,St Louis Cardinals,San Diego Padres,0,3,1,0,0,1,2,4,0.385,0.381,0.766,-0.039,1.22,-0.02,1.09,-0.1,1,0,0,0,0,0
Willson Contreras,St Louis Cardinals,San Diego Padres,0,3,1,1,2,1,0,4,0.333,0.529,0.863,0.349,1.1,0.19,0.99,2.4,4,-1,0,0,2,4
Nolan Arenado,St Louis Cardinals,San Diego Padres,0,4,0,1,0,0,0,4,0.185,0.2,0.385,0.023,0.92,0.01,0.83,0.7,1,1,0,0,0,1
Alec Burleson,St Louis Cardinals,San Diego Padres,0,3,0,0,0,0,1,3,0.176,0.235,0.412,-0.055,0.69,-0.03,0.63,-0.5,0,0,0,0,0,0
Iván Herrera,St Louis Cardinals,San Diego Padres,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.008,0.79,0.0,0.71,-0.2,1,0,0,0,0,0
Jordan Walker,St Louis Cardinals,San Diego Padres,0,3,0,1,0,0,0,3,0.263,0.278,0.541,0.025,0.89,0.01,0.8,0.3,1,0,1,0,0,2
Nolan Gorman,St Louis Cardinals,San Diego Padres,0,1,0,0,0,0,0,1,0.25,0.261,0.511,-0.035,0.56,-0.02,0.5,-1.2,0,0,0,0,0,0
Victor Scott II,St Louis Cardinals,San Diego Padres,0,4,1,1,0,0,1,4,0.208,0.227,0.436,-0.002,0.83,-0.0,0.75,-0.2,2,-1,2,0,0,2
Michael Siani,St Louis Cardinals,San Diego Padres,0,2,0,0,0,1,2,4,0.25,0.0,0.25,-0.068,0.88,-0.04,0.79,-0.4,0,0,0,0,0,0
Masyn Winn,St Louis Cardinals,San Diego Padres,0,2,0,0,1,0,0,4,0.294,0.313,0.607,-0.058,1.12,-0.03,1.01,-0.6,1,0,0,0,0,0
Xander Bogaerts,San Diego Padres,St. Louis Cardinals,1,4,0,0,0,1,1,5,0.343,0.258,0.601,-0.059,1.1,-0.03,0.98,-1.0,0,0,0,0,0,0
Fernando Tatis Jr.,San Diego Padres,St. Louis Cardinals,1,4,0,2,0,0,1,4,0.364,0.645,1.009,0.078,1.17,0.04,1.04,0.5,2,2,0,0,0,0
Jake Cronenworth,San Diego Padres,St. Louis Cardinals,1,3,0,1,0,1,0,4,0.371,0.484,0.855,-0.179,1.65,-0.1,1.47,-0.9,1,1,0,0,0,1
Manny Machado,San Diego Padres,St. Louis Cardinals,1,4,0,0,0,0,2,4,0.333,0.484,0.817,-0.107,1.07,-0.06,0.95,-1.1,0,0,0,0,0,0
Ha-Seong Kim,San Diego Padres,St. Louis Cardinals,1,4,0,0,0,0,0,4,0.314,0.4,0.714,-0.099,0.92,-0.05,0.82,-0.9,0,0,0,0,0,0
Jurickson Profar,San Diego Padres,St. Louis Cardinals,1,4,1,1,0,0,1,4,0.414,0.348,0.762,-0.032,0.91,-0.02,0.81,-0.2,2,-1,2,0,0,2
Luis Campusano,San Diego Padres,St. Louis Cardinals,1,4,1,3,1,0,0,4,0.4,0.6,1.0,0.158,1.03,0.08,0.92,1.5,5,0,3,0,0,4
Tyler Wade,San Diego Padres,St. Louis Cardinals,1,4,0,1,1,0,1,4,0.471,0.429,0.899,0.036,1.28,0.02,1.15,0.2,2,0,1,0,0,2
Jackson Merrill,San Diego Padres,St. Louis Cardinals,1,4,0,1,0,0,1,4,0.296,0.44,0.736,-0.087,1.24,-0.05,1.1,-0.6,1,1,0,0,0,1
Steven Kwan,Cleveland Guardians,Seattle Mariners,0,5,0,2,0,0,0,5,0.333,0.448,0.782,0.041,0.56,0.03,0.57,0.3,2,2,0,0,0,2
Andrés Giménez,Cleveland Guardians,Seattle Mariners,0,5,0,1,0,0,2,5,0.393,0.522,0.915,-0.019,0.53,-0.01,0.54,0.3,1,-2,3,0,0,2
José Ramírez,Cleveland Guardians,Seattle Mariners,0,5,2,2,0,0,2,5,0.241,0.414,0.655,0.004,0.57,0.0,0.58,-0.3,4,2,0,0,0,2
Josh Naylor,Cleveland Guardians,Seattle Mariners,0,3,0,1,0,1,0,4,0.455,0.632,1.086,-0.047,0.83,-0.03,0.84,0.2,1,1,0,0,0,1
Tyler Freeman,Cleveland Guardians,Seattle Mariners,0,3,0,0,1,0,1,4,0.304,0.421,0.725,-0.097,0.9,-0.06,0.92,-2.0,1,0,0,0,0,0
Will Brennan,Cleveland Guardians,Seattle Mariners,0,4,1,2,0,0,0,4,0.333,0.25,0.583,0.161,0.5,0.1,0.51,0.9,3,2,0,0,0,2
Bo Naylor,Cleveland Guardians,Seattle Mariners,0,4,1,2,2,0,1,4,0.438,0.538,0.976,0.159,0.72,0.1,0.73,1.5,5,1,0,0,1,5
Austin Hedges,Cleveland Guardians,Seattle Mariners,0,4,0,0,0,0,3,4,0.154,0.25,0.404,-0.042,0.4,-0.03,0.4,-0.8,0,0,0,0,0,0
Brayan Rocchio,Cleveland Guardians,Seattle Mariners,0,4,1,2,0,0,2,4,0.381,0.526,0.907,0.01,0.46,0.01,0.46,0.5,3,-2,4,0,0,3
J.P. Crawford,Seattle Mariners,Cleveland Guardians,1,5,0,0,1,0,2,5,0.154,0.208,0.362,-0.111,0.9,-0.06,0.87,-1.0,1,0,0,0,0,0
Julio Rodríguez,Seattle Mariners,Cleveland Guardians,1,4,0,1,0,0,1,4,0.28,0.261,0.541,-0.038,0.75,-0.02,0.72,-0.4,1,1,0,0,0,1
Jorge Polanco,Seattle Mariners,Cleveland Guardians,1,4,0,1,0,0,2,4,0.208,0.136,0.345,-0.026,0.9,-0.01,0.86,-0.2,1,1,0,0,0,1
Mitch Haniger,Seattle Mariners,Cleveland Guardians,1,4,0,1,0,0,0,4,0.348,0.524,0.872,-0.061,0.86,-0.03,0.83,-0.6,1,-1,2,0,0,2
Mitch Garver,Seattle Mariners,Cleveland Guardians,1,3,0,1,0,1,1,4,0.333,0.4,0.733,-0.027,0.75,-0.02,0.72,-0.4,1,-1,2,0,0,2
Cal Raleigh,Seattle Mariners,Cleveland Guardians,1,4,1,2,0,0,1,4,0.316,0.235,0.551,0.005,0.78,0.0,0.75,0.2,3,2,0,0,0,2
Ty France,Seattle Mariners,Cleveland Guardians,1,3,1,1,0,1,1,4,0.391,0.381,0.772,-0.016,0.98,-0.01,0.95,0.2,2,0,1,0,0,2
Dominic Canzone,Seattle Mariners,Cleveland Guardians,1,4,0,1,0,0,2,4,0.125,0.313,0.438,-0.048,0.87,-0.03,0.84,-0.7,1,1,0,0,0,1
Josh Rojas,Seattle Mariners,Cleveland Guardians,1,4,0,1,1,0,2,4,0.417,0.5,0.917,-0.008,1.06,-0.01,1.02,0.6,2,0,1,0,0,2
Jung Hoo Lee,San Francisco Giants,Los Angeles Dodgers,0,5,0,1,0,0,2,5,0.345,0.417,0.761,-0.072,1.19,-0.04,1.19,-0.9,1,1,0,0,0,1
Matt Chapman,San Francisco Giants,Los Angeles Dodgers,0,5,1,1,0,0,2,5,0.321,0.577,0.898,-0.064,1.13,-0.04,1.13,-0.0,2,-1,2,0,0,2
Jorge Soler,San Francisco Giants,Los Angeles Dodgers,0,3,1,2,1,1,0,4,0.37,0.429,0.799,0.165,1.22,0.1,1.22,1.3,4,1,0,0,1,5
Michael Conforto,San Francisco Giants,Los Angeles Dodgers,0,4,1,2,1,0,0,4,0.44,0.87,1.31,-0.031,1.62,-0.02,1.62,-0.1,4,2,0,0,0,2
Wilmer Flores,San Francisco Giants,Los Angeles Dodgers,0,3,1,2,0,1,0,4,0.421,0.375,0.796,0.257,1.59,0.15,1.59,1.9,3,1,1,0,0,3
Thairo Estrada,San Francisco Giants,Los Angeles Dodgers,0,4,0,0,1,0,0,4,0.167,0.304,0.471,-0.207,2.4,-0.12,2.4,-1.3,1,0,0,0,0,0
Mike Yastrzemski,San Francisco Giants,Los Angeles Dodgers,0,1,0,0,0,1,0,2,0.286,0.0,0.286,0.004,1.08,0.0,1.08,0.1,0,0,0,0,0,0
Austin Slater,San Francisco Giants,Los Angeles Dodgers,0,1,0,0,0,0,0,1,0.286,0.0,0.286,-0.047,1.92,-0.03,1.92,-0.3,0,0,0,0,0,0
LaMonte Wade Jr.,San Francisco Giants,Los Angeles Dodgers,0,1,0,0,0,0,0,1,0.389,0.412,0.801,-0.107,4.05,-0.06,4.05,-0.5,0,0,0,0,0,0
Patrick Bailey,San Francisco Giants,Los Angeles Dodgers,0,4,0,0,0,0,3,4,0.4,0.308,0.708,-0.198,1.66,-0.12,1.66,-1.3,0,0,0,0,0,0
Nick Ahmed,San Francisco Giants,Los Angeles Dodgers,0,4,0,1,1,0,0,4,0.316,0.333,0.649,-0.032,1.68,-0.02,1.68,0.3,2,1,0,0,0,1
Mookie Betts,Los Angeles Dodgers,San Francisco Giants,1,5,2,2,1,0,2,5,0.605,1.167,1.772,0.103,0.95,0.07,1.12,0.6,5,-3,0,0,5,5
Shohei Ohtani,Los Angeles Dodgers,San Francisco Giants,1,3,0,0,0,1,1,4,0.297,0.333,0.631,-0.084,1.03,-0.06,1.23,-0.8,0,0,0,0,0,0
Freddie Freeman,Los Angeles Dodgers,San Francisco Giants,1,4,0,3,1,0,0,4,0.528,0.586,1.114,0.126,0.85,0.09,1.01,1.2,4,1,2,0,0,4
Will Smith,Los Angeles Dodgers,San Francisco Giants,1,4,0,0,0,0,2,4,0.469,0.5,0.969,-0.106,0.97,-0.07,1.16,-1.3,0,0,0,0,0,0
Max Muncy,Los Angeles Dodgers,San Francisco Giants,1,3,1,1,0,1,2,4,0.353,0.467,0.82,0.064,0.85,0.04,1.0,0.5,2,-1,2,0,0,2
Teoscar Hernández,Los Angeles Dodgers,San Francisco Giants,1,3,1,0,0,1,1,4,0.294,0.677,0.972,-0.027,1.03,-0.02,1.22,-0.4,1,0,0,0,0,0
James Outman,Los Angeles Dodgers,San Francisco Giants,1,4,0,1,0,0,1,4,0.267,0.12,0.387,-0.092,1.3,-0.07,1.54,-0.9,1,1,0,0,0,1
Gavin Lux,Los Angeles Dodgers,San Francisco Giants,1,2,1,1,1,2,1,4,0.259,0.24,0.499,0.213,1.14,0.15,1.35,2.4,3,0,1,0,0,2
Enrique Hernández,Los Angeles Dodgers,San Francisco Giants,1,4,0,1,2,0,1,4,0.231,0.182,0.413,-0.027,1.2,-0.02,1.42,-0.6,3,1,0,0,0,1
