,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
0,B.Buxton,Minnesota Twins,Boston Red Sox,0,3,0,1,0,0,0,3,.332,.518,.850,0.030,0.78,0.03,1.41,0.2,1,1,0,0,0,1,922
1,M.Margot,Minnesota Twins,Boston Red Sox,0,1,0,0,0,0,0,1,.293,.339,.632,-0.010,0.23,-0.01,0.41,-0.8,0,0,0,0,0,0,922
2,T.Larnach,Minnesota Twins,Boston Red Sox,0,4,0,0,0,0,2,4,.330,.431,.761,-0.049,0.65,-0.05,1.18,-0.8,0,0,0,0,0,0,922
3,C.Correa,Minnesota Twins,Boston Red Sox,0,2,0,0,0,1,0,3,.386,.515,.901,0.001,0.70,0.00,1.26,-0.1,0,0,0,0,0,0,922
4,B.Lee,Minnesota Twins,Boston Red Sox,0,1,0,0,0,0,0,1,.253,.310,.563,-0.002,0.07,-0.00,0.13,-0.2,0,0,0,0,0,0,922
5,M.Wallner,Minnesota Twins,Boston Red Sox,0,3,0,1,0,1,1,4,.371,.528,.899,-0.050,0.56,-0.05,1.02,-0.6,1,1,0,0,0,1,922
6,R.Lewis,Minnesota Twins,Boston Red Sox,0,3,0,0,0,1,1,4,.311,.491,.801,-0.004,0.67,-0.00,1.20,-0.3,0,0,0,0,0,0,922
7,W.Castro,Minnesota Twins,Boston Red Sox,0,4,1,1,0,0,0,4,.336,.392,.728,-0.061,0.83,-0.07,1.50,-0.9,2,1,0,0,0,1,922
8,R.Jeffers,Minnesota Twins,Boston Red Sox,0,4,0,0,0,0,1,4,.300,.433,.733,-0.034,0.39,-0.04,0.70,-0.8,0,0,0,0,0,0,922
9,C.Santana,Minnesota Twins,Boston Red Sox,0,3,0,0,0,0,1,3,.323,.420,.742,-0.028,0.36,-0.03,0.64,-0.6,0,0,0,0,0,0,922
