Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB
Oliver Dunn,Milwaukee Brewers,Minnesota Twins,1,2,0,0,0,0,2,2,0.357,0.25,0.607,-0.034,0.66,-0.02,0.66,-0.5,0,0,0,0,0,0
Brice Turang,Milwaukee Brewers,Minnesota Twins,1,2,0,0,1,0,1,3,0.444,0.563,1.007,-0.022,1.06,-0.01,1.06,-0.4,1,0,0,0,0,0
Marcus Semien,Texas Rangers,Tampa Bay Rays,0,5,0,2,1,0,0,5,0.379,0.292,0.671,-0.125,1.29,-0.08,1.3,-0.3,3,2,0,0,0,2
Corey Seager,Texas Rangers,Tampa Bay Rays,0,5,1,2,1,0,1,5,0.417,0.5,0.917,0.13,0.85,0.08,0.86,0.3,4,1,0,0,1,5
Wyatt Langford,Texas Rangers,Tampa Bay Rays,0,4,0,0,0,0,2,4,0.286,0.32,0.606,-0.095,0.93,-0.06,0.94,-0.9,0,0,0,0,0,0
Adolis García,Texas Rangers,Tampa Bay Rays,0,4,1,1,0,0,3,4,0.286,0.64,0.926,-0.028,0.66,-0.02,0.67,-0.1,2,1,0,0,0,1
Jared Walsh,Texas Rangers,Tampa Bay Rays,0,3,1,1,0,1,2,4,0.409,0.619,1.028,0.067,0.87,0.04,0.88,1.1,2,-1,2,0,0,2
Josh H. Smith,Texas Rangers,Tampa Bay Rays,0,4,1,1,2,0,0,4,0.375,0.429,0.804,-0.034,1.01,-0.02,1.02,0.4,4,1,0,0,0,0
Ezequiel Duran,Texas Rangers,Tampa Bay Rays,0,4,0,0,0,0,1,4,0.308,0.333,0.641,-0.067,0.68,-0.04,0.68,-1.0,0,0,0,0,0,0
Jonah Heim,Texas Rangers,Tampa Bay Rays,0,4,0,1,0,0,1,4,0.238,0.286,0.524,-0.021,0.69,-0.01,0.69,-0.4,1,1,0,0,0,1
Leody Taveras,Texas Rangers,Tampa Bay Rays,0,3,0,2,0,1,0,4,0.368,0.313,0.681,0.037,0.92,0.02,0.93,0.5,2,2,0,0,0,2
Yandy Díaz,Tampa Bay Rays,Texas Rangers,1,3,0,1,0,1,0,4,0.333,0.423,0.756,-0.18,2.23,-0.1,2.0,-0.4,1,1,0,0,0,1
Brandon Lowe,Tampa Bay Rays,Texas Rangers,1,2,0,0,0,0,1,2,0.278,0.375,0.653,-0.12,1.64,-0.07,1.47,-1.2,0,0,0,0,0,0
Amed Rosario,Tampa Bay Rays,Texas Rangers,1,2,0,0,0,0,0,2,0.211,0.278,0.488,-0.171,3.15,-0.09,2.82,-0.7,0,0,0,0,0,0
Randy Arozarena,Tampa Bay Rays,Texas Rangers,1,4,0,0,0,0,0,4,0.333,0.5,0.833,-0.068,0.67,-0.04,0.59,-0.7,0,0,0,0,0,0
Isaac Paredes,Tampa Bay Rays,Texas Rangers,1,3,1,1,0,0,2,4,0.292,0.476,0.768,-0.031,0.95,-0.02,0.85,0.0,2,1,0,0,0,1
Richie Palacios,Tampa Bay Rays,Texas Rangers,1,4,0,1,0,0,1,4,0.375,0.417,0.792,-0.085,1.0,-0.05,0.9,-0.2,1,1,0,0,0,1
Harold Ramírez,Tampa Bay Rays,Texas Rangers,1,4,0,1,1,0,1,4,0.16,0.16,0.32,-0.011,0.95,-0.01,0.85,0.3,2,1,0,0,0,1
José Caballero,Tampa Bay Rays,Texas Rangers,1,4,0,1,0,0,1,4,0.364,0.368,0.732,-0.083,1.67,-0.04,1.5,-0.3,1,1,0,0,0,1
Ben Rortvedt,Tampa Bay Rays,Texas Rangers,1,2,0,1,0,0,1,2,0.444,0.5,0.944,-0.006,1.09,-0.0,0.98,-0.1,1,0,1,0,0,2
Curtis Mead,Tampa Bay Rays,Texas Rangers,1,2,0,1,0,0,0,2,0.4,0.357,0.757,0.074,2.26,0.04,2.03,-0.1,1,1,0,0,0,1
Jose Siri,Tampa Bay Rays,Texas Rangers,1,3,0,1,0,0,2,3,0.333,0.417,0.75,0.045,2.17,0.02,1.95,-0.2,1,1,0,0,0,1
Jarren Duran,Boston Red Sox,Oakland Athletics,0,4,0,4,0,0,0,4,0.469,0.393,0.862,0.107,0.78,0.07,0.79,1.1,4,4,0,0,0,4
Rafael Devers,Boston Red Sox,Oakland Athletics,0,4,0,1,0,0,0,4,0.28,0.435,0.715,-0.051,1.44,-0.03,1.46,-0.4,1,-1,2,0,0,2
Trevor Story,Boston Red Sox,Oakland Athletics,0,3,0,0,0,1,1,4,0.313,0.345,0.657,-0.097,1.18,-0.06,1.2,-0.8,0,0,0,0,0,0
Triston Casas,Boston Red Sox,Oakland Athletics,0,4,1,1,0,0,0,4,0.3,0.231,0.531,-0.145,1.18,-0.09,1.2,-1.7,2,1,0,0,0,1
Masataka Yoshida,Boston Red Sox,Oakland Athletics,0,4,0,1,0,0,1,4,0.333,0.333,0.667,0.001,0.79,0.0,0.81,-0.1,1,1,0,0,0,1
Ceddanne Rafaela,Boston Red Sox,Oakland Athletics,0,4,0,1,0,0,0,4,0.231,0.348,0.579,0.028,1.05,0.02,1.07,0.2,1,1,0,0,0,1
Enmanuel Valdez,Boston Red Sox,Oakland Athletics,0,3,0,1,1,0,2,4,0.182,0.333,0.515,-0.002,1.29,-0.0,1.31,-0.2,2,1,0,0,0,1
Reese McGuire,Boston Red Sox,Oakland Athletics,0,3,0,0,0,0,1,3,0.375,0.4,0.775,-0.114,1.21,-0.07,1.23,-1.1,0,0,0,0,0,0
Wilyer Abreu,Boston Red Sox,Oakland Athletics,0,3,0,1,0,0,0,3,0.267,0.154,0.421,-0.031,0.74,-0.02,0.76,-0.3,1,1,0,0,0,1
Ryan Noda,Oakland Athletics,Boston Red Sox,1,5,0,1,0,0,1,5,0.259,0.2,0.459,-0.202,2.84,-0.09,2.13,-0.4,1,1,0,0,0,1
Zack Gelof,Oakland Athletics,Boston Red Sox,1,4,0,1,0,0,1,4,0.207,0.185,0.392,-0.182,1.71,-0.08,1.29,-1.5,1,1,0,0,0,1
JJ Bleday,Oakland Athletics,Boston Red Sox,1,4,0,1,0,0,0,4,0.379,0.593,0.972,-0.094,1.63,-0.04,1.22,-0.4,1,1,0,0,0,1
J.D. Davis,Oakland Athletics,Boston Red Sox,1,4,0,2,0,0,0,4,0.417,0.727,1.144,0.039,1.66,0.02,1.25,0.1,2,0,2,0,0,0
Seth Brown,Oakland Athletics,Boston Red Sox,1,4,0,1,0,0,2,4,0.2,0.091,0.291,-0.187,2.13,-0.08,1.6,-0.9,1,1,0,0,0,1
Brent Rooker,Oakland Athletics,Boston Red Sox,1,4,0,0,0,0,1,4,0.143,0.15,0.293,-0.186,1.78,-0.08,1.34,-0.9,0,0,0,0,0,0
Kyle McCann,Oakland Athletics,Boston Red Sox,1,2,0,0,0,1,0,3,0.429,0.0,0.429,-0.069,1.23,-0.03,0.93,-0.3,0,0,0,0,0,0
Shea Langeliers,Oakland Athletics,Boston Red Sox,1,0,0,0,0,1,0,1,0.3,0.412,0.712,0.095,2.53,0.04,1.9,0.2,0,0,0,0,0,0
Tyler Nevin,Oakland Athletics,Boston Red Sox,1,2,0,1,0,0,0,2,0.333,0.333,0.667,0.015,0.91,0.01,0.68,0.0,1,1,0,0,0,1
Lawrence Butler,Oakland Athletics,Boston Red Sox,1,1,0,0,0,1,0,2,0.292,0.2,0.492,0.091,2.99,0.04,2.25,0.2,0,0,0,0,0,0
Nick Allen,Oakland Athletics,Boston Red Sox,1,3,0,1,0,0,0,3,0.263,0.368,0.632,0.007,1.25,0.0,0.94,0.1,1,1,0,0,0,1
Abraham Toro,Oakland Athletics,Boston Red Sox,1,1,0,0,0,0,0,1,0.2,0.0,0.2,-0.132,7.12,-0.06,5.35,-0.4,0,0,0,0,0,0
Gleyber Torres,New York Yankees,Arizona Diamondbacks,0,5,1,2,0,0,1,5,0.333,0.25,0.583,0.028,1.88,0.02,1.94,-0.2,3,2,0,0,0,2
Juan Soto,New York Yankees,Arizona Diamondbacks,0,5,1,0,0,0,0,5,0.441,0.483,0.924,-0.184,1.44,-0.11,1.48,-1.3,1,0,0,0,0,0
Aaron Judge,New York Yankees,Arizona Diamondbacks,0,4,1,2,3,1,1,5,0.273,0.357,0.63,0.35,1.46,0.22,1.51,2.6,6,-1,2,0,1,6
Anthony Rizzo,New York Yankees,Arizona Diamondbacks,0,5,0,2,0,0,1,5,0.323,0.259,0.582,-0.055,1.25,-0.03,1.29,-0.2,2,2,0,0,0,2
Anthony Volpe,New York Yankees,Arizona Diamondbacks,0,5,1,0,0,0,1,5,0.5,0.682,1.182,-0.189,1.15,-0.12,1.19,-1.8,1,0,0,0,0,0
Alex Verdugo,New York Yankees,Arizona Diamondbacks,0,4,1,1,2,0,0,4,0.214,0.28,0.494,0.239,1.69,0.15,1.74,0.8,4,0,0,0,1,4
Oswaldo Cabrera,New York Yankees,Arizona Diamondbacks,0,4,0,0,0,0,1,4,0.393,0.615,1.008,-0.098,0.95,-0.06,0.98,-0.9,0,0,0,0,0,0
Austin Wells,New York Yankees,Arizona Diamondbacks,0,4,0,1,0,0,0,4,0.333,0.214,0.548,-0.026,0.68,-0.02,0.7,-0.2,1,1,0,0,0,1
Trent Grisham,New York Yankees,Arizona Diamondbacks,0,1,0,0,0,0,1,2,0.2,0.0,0.2,0.024,0.86,0.01,0.89,0.3,0,0,0,0,0,0
Jon Berti,New York Yankees,Arizona Diamondbacks,0,2,1,0,0,0,1,2,0.167,0.167,0.333,0.06,2.36,0.04,2.44,-0.1,1,0,0,0,0,0
Ketel Marte,Arizona Diamondbacks,New York Yankees,1,5,1,2,1,0,1,5,0.412,0.552,0.963,-0.08,1.79,-0.05,1.76,0.7,4,-1,2,0,1,6
Corbin Carroll,Arizona Diamondbacks,New York Yankees,1,5,0,2,1,0,0,5,0.393,0.273,0.666,0.296,2.06,0.18,2.02,0.0,3,1,1,0,0,3
Lourdes Gurriel Jr.,Arizona Diamondbacks,New York Yankees,1,4,1,0,0,1,0,5,0.333,0.633,0.967,-0.157,1.41,-0.09,1.39,-1.0,1,0,0,0,0,0
Christian Walker,Arizona Diamondbacks,New York Yankees,1,4,0,0,0,0,3,5,0.344,0.607,0.951,0.0,1.62,0.0,1.6,-0.6,0,0,0,0,0,0
Eugenio Suárez,Arizona Diamondbacks,New York Yankees,1,5,0,2,0,0,2,5,0.379,0.5,0.879,-0.116,2.05,-0.07,2.01,-0.4,2,1,1,0,0,3
Blaze Alexander,Arizona Diamondbacks,New York Yankees,1,2,1,1,1,1,0,3,0.5,0.667,1.167,0.091,1.36,0.05,1.33,0.9,3,0,0,0,1,4
Jace Peterson,Arizona Diamondbacks,New York Yankees,1,2,0,0,0,0,1,2,0.333,0.0,0.333,-0.157,3.3,-0.09,3.24,-0.7,0,0,0,0,0,0
Jorge Barrosa,Arizona Diamondbacks,New York Yankees,1,5,1,1,1,0,0,5,0.2,0.3,0.5,-0.129,1.89,-0.08,1.85,-0.5,3,1,0,0,0,1
Tucker Barnhart,Arizona Diamondbacks,New York Yankees,1,3,0,1,0,0,1,3,0.5,0.4,0.9,-0.063,1.08,-0.04,1.06,-0.4,1,1,0,0,0,1
Joc Pederson,Arizona Diamondbacks,New York Yankees,1,1,0,0,0,0,0,1,0.643,0.6,1.243,-0.081,3.26,-0.05,3.2,-0.2,0,0,0,0,0,0
Gabriel Moreno,Arizona Diamondbacks,New York Yankees,1,0,0,0,0,1,0,1,0.318,0.368,0.687,0.102,6.72,0.06,6.6,0.3,0,0,0,0,0,0
Geraldo Perdomo,Arizona Diamondbacks,New York Yankees,1,4,0,0,1,0,2,4,0.333,0.292,0.625,0.087,1.42,0.05,1.39,0.2,1,0,0,0,0,0
Scott McGough,Arizona Diamondbacks,New York Yankees,1,1,0,0,0,0,1,1,0.0,0.0,0.0,-0.277,10.86,-0.16,10.66,-0.8,0,0,0,0,0,0
Jonathan India,Cincinnati Reds,Philadelphia Phillies,0,2,1,0,0,1,2,4,0.393,0.364,0.756,0.053,0.76,0.03,0.71,0.5,1,0,0,0,0,0
Will Benson,Cincinnati Reds,Philadelphia Phillies,0,4,0,0,0,0,2,4,0.32,0.565,0.885,-0.087,1.11,-0.05,1.05,-1.0,0,0,0,0,0,0
Christian Encarnacion-Strand,Cincinnati Reds,Philadelphia Phillies,0,4,0,1,2,0,1,4,0.192,0.385,0.577,0.133,1.11,0.07,1.05,1.0,3,-1,2,0,0,2
Jeimer Candelario,Cincinnati Reds,Philadelphia Phillies,0,4,0,1,0,0,1,4,0.2,0.375,0.575,-0.048,0.63,-0.03,0.6,-0.5,1,-1,2,0,0,2
Jake Fraley,Cincinnati Reds,Philadelphia Phillies,0,3,1,1,0,0,0,3,0.467,0.6,1.067,0.022,0.66,0.01,0.62,0.4,2,-1,2,0,0,2
Stuart Fairchild,Cincinnati Reds,Philadelphia Phillies,0,1,0,0,0,0,1,1,0.444,0.375,0.819,-0.021,0.74,-0.01,0.7,-0.3,0,0,0,0,0,0
Elly De La Cruz,Cincinnati Reds,Philadelphia Phillies,0,4,0,1,1,0,2,4,0.28,0.417,0.697,0.037,0.76,0.02,0.72,0.2,2,-1,2,0,0,2
Spencer Steer,Cincinnati Reds,Philadelphia Phillies,0,4,0,1,0,0,2,4,0.48,0.739,1.219,-0.023,0.56,-0.01,0.53,-0.1,1,0,0,1,0,3
Nick Martini,Cincinnati Reds,Philadelphia Phillies,0,4,1,1,1,0,1,4,0.353,0.8,1.153,0.022,0.63,0.01,0.6,0.3,3,1,0,0,0,1
Tyler Stephenson,Cincinnati Reds,Philadelphia Phillies,0,4,0,0,0,0,3,4,0.188,0.25,0.438,-0.072,0.78,-0.04,0.73,-1.1,0,0,0,0,0,0
Kyle Schwarber,Philadelphia Phillies,Cincinnati Reds,1,3,1,1,1,1,1,4,0.308,0.52,0.828,0.064,0.99,0.03,0.87,0.6,3,-1,0,0,2,4
Trea Turner,Philadelphia Phillies,Cincinnati Reds,1,4,0,0,0,0,2,4,0.308,0.217,0.525,-0.117,1.07,-0.06,0.94,-0.9,0,0,0,0,0,0
Bryce Harper,Philadelphia Phillies,Cincinnati Reds,1,4,0,1,0,0,0,4,0.286,0.684,0.97,-0.087,1.06,-0.05,0.93,-0.5,1,1,0,0,0,1
J.T. Realmuto,Philadelphia Phillies,Cincinnati Reds,1,4,0,1,0,0,2,4,0.35,0.444,0.794,-0.053,0.84,-0.03,0.74,-0.4,1,1,0,0,0,0
Bryson Stott,Philadelphia Phillies,Cincinnati Reds,1,3,0,0,0,1,0,4,0.364,0.278,0.641,-0.022,0.82,-0.01,0.72,-0.3,0,0,0,0,0,0
Nick Castellanos,Philadelphia Phillies,Cincinnati Reds,1,2,0,0,0,2,1,4,0.292,0.15,0.442,-0.003,1.26,-0.0,1.1,-0.1,0,0,0,0,0,0
Brandon Marsh,Philadelphia Phillies,Cincinnati Reds,1,4,0,1,0,0,1,4,0.333,0.667,1.0,-0.126,1.81,-0.07,1.59,-1.0,1,1,0,0,0,1
Whit Merrifield,Philadelphia Phillies,Cincinnati Reds,1,4,0,1,0,0,1,4,0.25,0.143,0.393,-0.095,1.01,-0.05,0.89,-0.6,1,1,0,0,0,1
Johan Rojas,Philadelphia Phillies,Cincinnati Reds,1,2,0,1,0,0,1,2,0.176,0.067,0.243,-0.002,0.92,-0.0,0.81,0.0,1,1,0,0,0,1
Alec Bohm,Philadelphia Phillies,Cincinnati Reds,1,2,0,0,0,0,1,2,0.273,0.286,0.558,-0.044,0.83,-0.02,0.73,-0.5,0,0,0,0,0,0
Brendan Donovan,St Louis Cardinals,San Diego Padres,0,2,0,1,0,0,0,4,0.438,0.5,0.938,0.118,1.43,0.07,1.32,0.8,1,1,0,0,0,1
Paul Goldschmidt,St Louis Cardinals,San Diego Padres,0,4,0,1,0,0,1,4,0.367,0.36,0.727,-0.106,1.89,-0.06,1.74,-0.8,1,1,0,0,0,1
Willson Contreras,St Louis Cardinals,San Diego Padres,0,2,1,1,0,1,1,4,0.4,0.579,0.979,0.087,1.23,0.05,1.14,0.6,2,0,1,0,0,2
Nolan Arenado,St Louis Cardinals,San Diego Padres,0,4,0,1,1,0,1,4,0.226,0.241,0.467,-0.228,2.04,-0.13,1.88,-0.9,2,1,0,0,0,1
Nolan Gorman,St Louis Cardinals,San Diego Padres,0,3,0,0,0,1,1,4,0.25,0.231,0.481,-0.059,1.5,-0.03,1.39,-0.2,0,0,0,0,0,0
Iván Herrera,St Louis Cardinals,San Diego Padres,0,4,0,2,0,0,1,4,0.222,0.286,0.508,0.05,1.42,0.03,1.31,0.1,2,2,0,0,0,2
Brandon Crawford,St Louis Cardinals,San Diego Padres,0,2,0,0,0,2,2,4,0.375,0.167,0.542,0.091,2.04,0.05,1.88,0.2,0,0,0,0,0,0
Jordan Walker,St Louis Cardinals,San Diego Padres,0,3,0,0,0,0,2,3,0.227,0.238,0.465,-0.163,1.48,-0.09,1.36,-1.3,0,0,0,0,0,0
