,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
0,E.Tovar,Colorado Rockies,Detroit Tigers,0,4,0,0,0,0,0,4,.291,.461,.752,-0.154,1.41,0,0.00,-1.1,0,0,0,0,0,0,912
1,B.Doyle,Colorado Rockies,Detroit Tigers,0,4,0,1,0,0,0,4,.325,.459,.784,-0.064,1.21,0,0.00,-0.2,1,1,0,0,0,1,912
2,R.McMahon,Colorado Rockies,Detroit Tigers,0,4,0,1,0,0,1,4,.333,.407,.740,-0.017,1.07,0,0.00,0.2,1,1,0,0,0,1,912
3,M.Toglia,Colorado Rockies,Detroit Tigers,0,4,0,0,0,0,2,4,.305,.465,.770,-0.118,1.09,0,0.00,-1.0,0,0,0,0,0,0,912
4,B.Rodgers,Colorado Rockies,Detroit Tigers,0,4,1,1,0,0,2,4,.311,.409,.720,0.075,2.02,0,0.00,-0.2,2,1,0,0,0,1,912
5,J.Stallings,Colorado Rockies,Detroit Tigers,0,4,1,2,1,0,1,4,.356,.443,.799,0.232,1.54,0,0.00,0.8,4,-12,14,0,0,4,912
6,H.Goodman,Colorado Rockies,Detroit Tigers,0,4,0,1,0,0,1,4,.220,.369,.589,0.074,1.36,0,0.00,0.1,1,1,0,0,0,1,912
7,J.Beck,Colorado Rockies,Detroit Tigers,0,3,1,1,1,0,2,3,.256,.299,.555,-0.053,1.53,0,0.00,0.0,3,-2,0,0,3,4,912
8,J.Cave,Colorado Rockies,Detroit Tigers,0,0,0,0,1,0,0,1,.298,.401,.699,0.031,1.18,0,0.00,0.2,1,0,0,0,0,0,912
9,A.Schunk,Colorado Rockies,Detroit Tigers,0,2,0,1,0,0,1,2,.229,.273,.501,0.003,0.59,0,0.00,-0.0,1,1,0,0,0,1,912
10,C.Blackmon,Colorado Rockies,Detroit Tigers,0,1,0,1,1,0,0,1,.318,.388,.706,0.174,4.01,0,0.00,0.9,2,1,0,0,0,1,912
11,S.Hilliard,Colorado Rockies,Detroit Tigers,0,1,0,0,0,0,0,1,.296,.500,.796,-0.004,0.16,0,0.00,-0.1,0,0,0,0,0,0,912
12,P.Meadows,Detroit Tigers,Colorado Rockies,1,3,0,0,0,1,0,4,.306,.427,.733,-0.073,0.92,-0.03,0.70,-0.5,0,0,0,0,0,0,912
