Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
J.Crawford,Seattle Mariners,New York Yankees,0,4,0,1,0,0,3,4,0.301,0.293,0.594,-0.019,1.13,-0.01,1.32,-0.5,1,1,0,0,0,0,523
D.Moore,Seattle Mariners,New York Yankees,0,2,0,0,0,2,0,4,0.359,0.504,0.863,-0.014,0.96,-0.01,1.12,0.0,0,0,0,0,0,0,523
L.Raley,Seattle Mariners,New York Yankees,0,4,0,0,0,0,2,4,0.311,0.43,0.741,-0.135,1.25,-0.1,1.46,-1.7,0,0,0,0,0,0,523
M.Garver,Seattle Mariners,New York Yankees,0,4,0,1,0,0,0,4,0.287,0.34,0.627,-0.087,0.92,-0.06,1.07,-0.4,1,1,0,0,0,1,523
D.Canzone,Seattle Mariners,New York Yankees,0,2,0,0,0,0,2,2,0.278,0.5,0.778,-0.046,0.9,-0.03,1.04,-0.4,0,0,0,0,0,0,523
M.Haniger,Seattle Mariners,New York Yankees,0,2,0,0,0,0,1,2,0.277,0.357,0.634,-0.031,0.65,-0.02,0.76,-0.5,0,0,0,0,0,0,523
J.Rodriguez,Seattle Mariners,New York Yankees,0,4,0,0,0,0,2,4,0.306,0.312,0.617,-0.05,0.49,-0.03,0.57,-0.7,0,0,0,0,0,0,523
J.Rojas,Seattle Mariners,New York Yankees,0,2,0,0,0,0,0,2,0.354,0.421,0.775,-0.039,0.76,-0.03,0.88,-0.4,0,0,0,0,0,0,523
L.Urias,Seattle Mariners,New York Yankees,0,1,0,0,0,0,1,1,0.264,0.316,0.58,-0.007,0.29,-0.01,0.34,-0.2,0,0,0,0,0,0,523
J.Polanco,Seattle Mariners,New York Yankees,0,1,0,1,0,0,0,1,0.295,0.305,0.599,0.003,0.05,0.0,0.06,0.2,1,1,0,0,0,1,523
T.France,Seattle Mariners,New York Yankees,0,2,0,0,0,1,0,4,0.298,0.37,0.668,0.038,0.6,0.03,0.7,0.0,0,0,0,0,0,0,523
S.Zavala,Seattle Mariners,New York Yankees,0,2,0,0,0,1,1,3,0.222,0.324,0.546,-0.047,0.97,-0.03,1.14,-0.1,0,0,0,0,0,0,523
A.Volpe,New York Yankees,Seattle Mariners,1,5,1,2,0,0,0,5,0.349,0.429,0.779,0.029,0.65,0.02,0.78,0.5,3,-7,9,0,0,3,523
J.Soto,New York Yankees,Seattle Mariners,1,4,1,1,1,1,1,5,0.409,0.563,0.972,-0.063,0.62,-0.05,0.75,-0.4,3,1,0,0,0,1,523
A.Judge,New York Yankees,Seattle Mariners,1,2,2,2,1,2,0,4,0.416,0.611,1.026,0.163,0.47,0.12,0.57,2.9,5,-30,17,0,15,6,523
