,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
35,J.Wood,Washington Nationals,Kansas City Royals,1,3,1,1,0,1,1,4,.360,.420,.780,0.040,1.25,0,0.00,0.8,2,1,0,0,0,1,926
36,J.Yepez,Washington Nationals,Kansas City Royals,1,4,1,2,1,0,0,4,.336,.437,.773,0.044,1.26,0,0.00,0.2,4,2,0,0,0,2,926
37,L.Garcia,Washington Nationals,Kansas City Royals,1,4,1,1,3,0,0,4,.315,.438,.753,0.165,1.52,0,0.00,1.7,5,-16,0,0,17,0,926
38,J.Tena,Washington Nationals,Kansas City Royals,1,4,0,0,0,0,2,4,.313,.373,.685,-0.120,1.13,0,0.00,-0.8,0,0,0,0,0,0,926
39,K.Ruiz,Washington Nationals,Kansas City Royals,1,4,0,1,0,0,0,4,.256,.358,.614,-0.021,0.81,0,0.00,-0.1,1,1,0,0,0,1,926
40,J.Gallo,Washington Nationals,Kansas City Royals,1,4,0,1,0,0,3,4,.277,.327,.604,-0.022,0.94,0,0.00,-0.2,1,1,0,0,0,1,926
41,J.Young,Washington Nationals,Kansas City Royals,1,3,0,1,0,0,0,4,.312,.330,.642,0.004,1.16,0,0.00,-0.2,1,1,0,0,0,1,926
42,N.Nunez,Washington Nationals,Kansas City Royals,1,3,0,0,0,0,0,3,.381,.269,.650,-0.115,1.57,0,0.00,-0.9,0,0,0,0,0,0,926
43,C.Morel,Tampa Bay Rays,Detroit Tigers,0,4,0,0,0,0,0,4,.286,.346,.632,-0.074,0.98,0,0.00,-0.8,0,0,0,0,0,0,926
44,B.Lowe,Tampa Bay Rays,Detroit Tigers,0,4,0,2,2,0,0,4,.310,.476,.786,0.156,0.99,0,0.00,1.4,4,2,0,0,0,2,926
45,J.Caminero,Tampa Bay Rays,Detroit Tigers,0,4,0,0,0,0,0,4,.299,.414,.713,-0.057,0.54,0,0.00,-0.7,0,0,0,0,0,0,926
46,J.Aranda,Tampa Bay Rays,Detroit Tigers,0,4,0,1,0,0,0,4,.300,.449,.749,-0.023,0.62,0,0.00,0.1,1,-6,7,0,0,2,926
47,D.Carlson,Tampa Bay Rays,Detroit Tigers,0,4,0,1,0,0,2,4,.280,.268,.548,-0.089,1.13,0,0.00,-0.6,1,1,0,0,0,1,926
48,J.Lowe,Tampa Bay Rays,Detroit Tigers,0,4,0,0,0,0,4,4,.299,.390,.689,-0.101,1.00,0,0.00,-0.9,0,0,0,0,0,0,926
49,J.Siri,Tampa Bay Rays,Detroit Tigers,0,4,0,0,0,0,2,4,.257,.369,.626,-0.096,0.91,0,0.00,-0.9,0,0,0,0,0,0,926
50,B.Rortvedt,Tampa Bay Rays,Detroit Tigers,0,3,1,1,0,0,1,3,.318,.307,.625,-0.013,0.79,0,0.00,-0.2,2,1,0,0,0,1,926
51,T.Walls,Tampa Bay Rays,Detroit Tigers,0,3,2,2,0,0,0,3,.286,.252,.539,0.114,0.92,0,0.00,1.2,4,-1,0,3,0,4,926
52,A.Ibanez,Detroit Tigers,Tampa Bay Rays,1,3,0,0,0,0,1,3,.294,.356,.650,-0.105,1.33,-0.09,1.90,-1.0,0,0,0,0,0,0,926
53,J.Jung,Detroit Tigers,Tampa Bay Rays,1,1,0,0,0,0,1,1,.356,.312,.667,-0.024,0.93,-0.02,1.33,-0.1,0,0,0,0,0,0,926
54,W.Perez,Detroit Tigers,Tampa Bay Rays,1,4,0,0,0,0,2,4,.297,.378,.675,-0.133,1.31,-0.11,1.89,-0.8,0,0,0,0,0,0,926
55,R.Greene,Detroit Tigers,Tampa Bay Rays,1,4,1,1,0,0,2,4,.350,.483,.833,0.073,1.41,0.06,2.02,-0.0,2,1,0,0,0,1,926
56,M.Vierling,Detroit Tigers,Tampa Bay Rays,1,2,2,1,0,2,1,4,.312,.424,.736,0.051,1.33,0.04,1.91,0.2,3,1,0,0,0,1,926
57,C.Keith,Detroit Tigers,Tampa Bay Rays,1,4,1,2,2,0,0,4,.310,.382,.692,0.410,1.94,0.35,2.79,2.0,5,-2,0,4,0,4,926
58,S.Torkelson,Detroit Tigers,Tampa Bay Rays,1,2,0,0,0,0,1,2,.287,.376,.663,-0.036,0.72,-0.03,1.03,-0.3,0,0,0,0,0,0,926
59,K.Carpenter,Detroit Tigers,Tampa Bay Rays,1,1,0,1,1,0,0,1,.347,.588,.935,0.115,1.87,0.10,2.68,0.9,2,1,0,0,0,1,926
60,J.Malloy,Detroit Tigers,Tampa Bay Rays,1,0,0,0,1,0,0,1,.293,.374,.667,0.112,4.08,0.10,5.85,0.1,1,0,0,0,0,0,926
61,T.Sweeney,Detroit Tigers,Tampa Bay Rays,1,4,0,1,0,0,1,4,.279,.398,.677,-0.061,1.00,-0.05,1.44,-0.5,1,1,0,0,0,1,926
62,J.Rogers,Detroit Tigers,Tampa Bay Rays,1,2,0,0,0,0,0,2,.255,.352,.607,-0.050,1.03,-0.04,1.48,-0.4,0,0,0,0,0,0,926
63,Z.McKinstry,Detroit Tigers,Tampa Bay Rays,1,1,0,0,0,0,0,1,.280,.341,.622,-0.049,1.91,-0.04,2.74,-0.2,0,0,0,0,0,0,926
64,P.Meadows,Detroit Tigers,Tampa Bay Rays,1,3,0,2,0,0,1,3,.309,.440,.749,0.014,0.90,0.01,1.29,0.3,2,-10,12,0,0,3,926
65,T.Ward,Los Angeles Angels,Chicago White Sox,0,4,0,1,0,0,1,4,.328,.434,.761,0.007,0.51,0,0.00,-0.1,1,1,0,0,0,1,926
66,Z.Neto,Los Angeles Angels,Chicago White Sox,0,2,0,1,0,0,0,2,.318,.443,.761,-0.092,1.22,0,0.00,-0.9,1,1,0,0,0,1,926
67,M.Stefanic,Los Angeles Angels,Chicago White Sox,0,2,0,0,0,0,0,2,.295,.248,.542,-0.002,0.03,0,0.00,-0.3,0,0,0,0,0,0,926
68,E.Wagaman,Los Angeles Angels,Chicago White Sox,0,2,0,1,0,2,1,4,.279,.441,.719,0.011,0.22,0,0.00,0.8,1,1,0,0,0,1,926
69,B.Drury,Los Angeles Angels,Chicago White Sox,0,4,0,1,0,0,2,4,.245,.231,.476,-0.055,0.54,0,0.00,-0.4,1,1,0,0,0,1,926
70,L.O'Hoppe,Los Angeles Angels,Chicago White Sox,0,4,0,2,0,0,1,4,.298,.403,.701,0.035,0.50,0,0.00,0.1,2,2,0,0,0,2,926
71,M.Moniak,Los Angeles Angels,Chicago White Sox,0,4,0,0,0,0,1,4,.266,.380,.646,-0.062,0.67,0,0.00,-1.3,0,0,0,0,0,0,926
72,G.Campero,Los Angeles Angels,Chicago White Sox,0,3,0,0,0,0,2,3,.306,.324,.629,-0.068,0.93,0,0.00,-1.1,0,0,0,0,0,0,926
73,M.Thaiss,Los Angeles Angels,Chicago White Sox,0,3,0,0,0,0,0,3,.320,.293,.614,-0.050,0.63,0,0.00,-0.6,0,0,0,0,0,0,926
74,J.Lopez,Los Angeles Angels,Chicago White Sox,0,3,0,0,0,0,2,3,.246,.291,.537,-0.016,0.21,0,0.00,-0.5,0,0,0,0,0,0,926
75,M.Vargas,Chicago White Sox,Los Angeles Angels,1,5,1,0,0,0,0,5,.247,.266,.513,-0.065,0.80,0,0.00,-1.3,1,0,0,0,0,0,926
76,L.Robert,Chicago White Sox,Los Angeles Angels,1,3,1,1,0,2,2,5,.282,.384,.666,0.048,0.62,0,0.00,0.9,2,1,0,0,0,0,926
77,A.Vaughn,Chicago White Sox,Los Angeles Angels,1,4,1,3,2,0,0,5,.300,.408,.708,0.229,1.11,0,0.00,1.9,6,3,0,0,0,3,926
78,L.Sosa,Chicago White Sox,Los Angeles Angels,1,5,1,2,2,0,1,5,.279,.350,.629,0.031,0.98,0,0.00,1.1,5,-11,13,0,0,3,926
79,B.Ramos,Chicago White Sox,Los Angeles Angels,1,5,1,1,1,0,0,5,.240,.303,.543,-0.069,0.72,0,0.00,-0.9,3,1,0,0,0,1,926
80,Z.DeLoach,Chicago White Sox,Los Angeles Angels,1,3,1,2,1,1,0,4,.274,.268,.542,0.019,0.55,0,0.00,1.8,4,-2,4,0,0,4,926
81,C.Robinson,Chicago White Sox,Los Angeles Angels,1,4,0,0,0,0,2,4,.194,.134,.329,-0.071,0.70,0,0.00,-1.4,0,0,0,0,0,0,926
82,D.Fletcher,Chicago White Sox,Los Angeles Angels,1,4,1,2,1,0,1,4,.257,.259,.516,0.044,0.46,0,0.00,0.8,4,2,0,0,0,2,926
83,J.Amaya,Chicago White Sox,Los Angeles Angels,1,4,0,1,0,0,1,4,.238,.203,.441,0.045,0.73,0,0.00,0.3,1,1,0,0,0,1,926
84,M.Winn,St Louis Cardinals,Colorado Rockies,0,5,1,0,0,0,2,5,.311,.412,.724,0.000,0.91,0,0.00,0.0,1,0,0,0,0,0,926
85,L.Nootbaar,St Louis Cardinals,Colorado Rockies,0,5,2,2,2,0,0,5,.344,.411,.754,0.085,1.08,0,0.00,1.2,6,-27,18,0,11,6,926
86,P.Goldschmidt,St Louis Cardinals,Colorado Rockies,0,5,1,1,1,0,2,5,.299,.406,.705,0.082,0.95,0,0.00,1.3,3,-21,0,0,22,4,926
87,I.Herrera,St Louis Cardinals,Colorado Rockies,0,3,1,1,1,1,2,4,.368,.427,.794,0.131,0.73,0,0.00,0.7,3,-4,0,0,5,4,926
88,B.Donovan,St Louis Cardinals,Colorado Rockies,0,1,0,1,0,0,0,1,.338,.409,.747,0.025,0.47,0,0.00,0.1,1,1,0,0,0,1,926
89,J.Walker,St Louis Cardinals,Colorado Rockies,0,4,0,2,0,0,0,4,.248,.364,.613,-0.022,0.79,0,0.00,-0.3,2,-7,9,0,0,4,926
90,A.Burleson,St Louis Cardinals,Colorado Rockies,0,1,0,0,0,0,0,1,.308,.421,.729,-0.038,1.28,0,0.00,-0.2,0,0,0,0,0,0,926
91,T.Saggese,St Louis Cardinals,Colorado Rockies,0,3,1,1,0,1,0,4,.256,.341,.597,-0.018,1.01,0,0.00,-0.1,2,1,0,0,0,1,926
92,P.Pages,St Louis Cardinals,Colorado Rockies,0,4,1,1,2,0,2,4,.274,.374,.648,0.064,1.17,0,0.00,0.6,4,-6,0,0,7,4,926
93,J.Fermin,St Louis Cardinals,Colorado Rockies,0,4,0,1,0,0,1,4,.240,.194,.434,0.030,0.80,0,0.00,0.0,1,1,0,0,0,1,926
94,V.Scott,St Louis Cardinals,Colorado Rockies,0,4,1,2,0,0,0,4,.219,.283,.502,-0.022,0.96,0,0.00,-0.4,3,2,0,0,0,2,926
95,C.Blackmon,Colorado Rockies,St. Louis Cardinals,1,3,3,1,3,1,0,5,.326,.414,.739,0.191,1.55,0,0.00,2.1,7,-11,0,0,12,4,926
96,E.Tovar,Colorado Rockies,St. Louis Cardinals,1,5,1,2,2,0,2,5,.293,.463,.756,0.421,1.59,0,0.00,1.6,5,-43,45,0,0,3,926
97,R.McMahon,Colorado Rockies,St. Louis Cardinals,1,4,2,2,1,1,1,5,.331,.404,.735,0.368,1.76,0,0.00,1.6,5,-26,28,0,0,3,926
98,M.Toglia,Colorado Rockies,St. Louis Cardinals,1,4,0,3,2,1,0,5,.311,.464,.775,0.041,1.69,0,0.00,1.5,5,-11,14,0,0,4,926
99,N.Jones,Colorado Rockies,St. Louis Cardinals,1,3,0,1,1,0,0,3,.313,.314,.628,0.019,1.83,0,0.00,0.4,2,-12,13,0,0,2,926
100,B.Doyle,Colorado Rockies,St. Louis Cardinals,1,2,0,0,0,0,0,2,.317,.448,.765,-0.096,1.69,0,0.00,-0.7,0,0,0,0,0,0,926
101,S.Hilliard,Colorado Rockies,St. Louis Cardinals,1,3,0,0,0,1,3,4,.304,.496,.800,-0.138,1.19,0,0.00,-1.3,0,0,0,0,0,0,926
102,H.Goodman,Colorado Rockies,St. Louis Cardinals,1,4,0,1,0,0,2,4,.230,.421,.651,-0.043,1.29,0,0.00,-0.7,1,1,0,0,0,1,926
103,J.Cave,Colorado Rockies,St. Louis Cardinals,1,3,2,2,0,0,0,4,.293,.403,.696,0.045,1.22,0,0.00,0.4,4,-18,15,5,0,5,926
104,A.Schunk,Colorado Rockies,St. Louis Cardinals,1,4,2,2,1,0,0,4,.289,.360,.649,0.009,1.36,0,0.00,0.6,5,2,0,0,0,2,926
105,M.Semien,Texas Rangers,Oakland Athletics,0,4,0,0,0,0,0,4,.303,.384,.687,-0.180,1.39,0,0.00,-1.4,0,0,0,0,0,0,926
106,J.Smith,Texas Rangers,Oakland Athletics,0,3,1,1,0,1,0,4,.344,.402,.746,-0.001,0.79,0,0.00,0.2,2,-28,29,0,0,2,926
107,W.Langford,Texas Rangers,Oakland Athletics,0,2,1,1,0,2,0,4,.326,.407,.733,0.073,1.19,0,0.00,0.4,2,1,0,0,0,1,926
108,A.Garcia,Texas Rangers,Oakland Athletics,0,4,0,1,1,0,0,4,.283,.395,.678,-0.001,1.74,0,0.00,0.5,2,1,0,0,0,1,926
109,N.Lowe,Texas Rangers,Oakland Athletics,0,4,0,1,1,0,1,4,.358,.384,.741,-0.059,1.79,0,0.00,0.1,2,1,0,0,0,1,926
110,L.Taveras,Texas Rangers,Oakland Athletics,0,4,0,0,0,0,3,4,.286,.353,.639,-0.133,1.35,0,0.00,-0.8,0,0,0,0,0,0,926
111,T.Jankowski,Texas Rangers,Oakland Athletics,0,4,0,0,0,0,0,4,.262,.246,.508,-0.134,1.36,0,0.00,-0.8,0,0,0,0,0,0,926
112,C.Kelly,Texas Rangers,Oakland Athletics,0,3,0,0,0,0,1,3,.313,.360,.673,-0.072,0.95,0,0.00,-0.5,0,0,0,0,0,0,926
113,J.Ornelas,Texas Rangers,Oakland Athletics,0,3,0,1,0,0,1,3,.237,.250,.487,0.009,0.75,0,0.00,0.2,1,1,0,0,0,1,926
114,L.Butler,Oakland Athletics,Texas Rangers,1,4,1,1,0,0,1,4,.324,.501,.825,-0.012,1.09,0,0.00,-0.4,2,1,0,0,0,1,926
115,B.Rooker,Oakland Athletics,Texas Rangers,1,3,0,2,0,1,1,4,.369,.567,.937,0.110,1.11,0,0.00,1.1,2,2,0,0,0,2,926
116,J.Bleday,Oakland Athletics,Texas Rangers,1,4,0,1,2,0,0,4,.325,.441,.766,0.012,1.44,0,0.00,0.0,3,1,0,0,0,1,926
117,S.Langeliers,Oakland Athletics,Texas Rangers,1,3,0,1,1,0,0,4,.287,.446,.733,-0.026,1.06,0,0.00,-0.3,2,1,0,0,0,1,926
118,T.Soderstrom,Oakland Athletics,Texas Rangers,1,3,0,1,0,1,1,4,.315,.418,.733,0.054,0.80,0,0.00,0.3,1,1,0,0,0,1,926
119,Z.Gelof,Oakland Athletics,Texas Rangers,1,3,0,0,0,0,0,4,.271,.365,.636,-0.057,0.92,0,0.00,-0.8,0,0,0,0,0,0,926
120,S.Brown,Oakland Athletics,Texas Rangers,1,4,0,1,0,0,0,4,.283,.380,.662,-0.060,0.81,0,0.00,-0.4,1,1,0,0,0,1,926
121,M.Schuemann,Oakland Athletics,Texas Rangers,1,4,0,0,0,0,0,4,.306,.304,.609,-0.095,0.81,0,0.00,-1.2,0,0,0,0,0,0,926
122,J.Wilson,Oakland Athletics,Texas Rangers,1,3,2,2,0,1,0,4,.309,.318,.626,0.078,0.82,0,0.00,0.9,4,2,0,0,0,2,926
123,G.Henderson,Baltimore Orioles,New York Yankees,0,3,0,0,0,0,0,3,.367,.534,.901,-0.104,1.40,-0.01,0.23,-0.8,0,0,0,0,0,0,926
124,J.Holliday,Baltimore Orioles,New York Yankees,0,1,0,1,0,0,0,1,.231,.293,.525,0.000,0.01,0,0.00,0.2,1,1,0,0,0,1,926
125,J.Westburg,Baltimore Orioles,New York Yankees,0,4,0,0,0,0,0,4,.317,.490,.807,-0.076,0.93,-0.01,0.15,-1.0,0,0,0,0,0,0,926
126,A.Santander,Baltimore Orioles,New York Yankees,0,3,0,0,0,0,1,3,.308,.510,.819,-0.083,1.03,-0.01,0.16,-0.6,0,0,0,0,0,0,926
127,H.Kjerstad,Baltimore Orioles,New York Yankees,0,1,0,0,0,0,0,1,.352,.366,.717,0.000,0.00,0,0.00,-0.2,0,0,0,0,0,0,926
128,C.Cowser,Baltimore Orioles,New York Yankees,0,3,0,0,0,0,3,3,.324,.447,.771,-0.039,0.52,-0.00,0.08,-0.6,0,0,0,0,0,0,926
129,A.Slater,Baltimore Orioles,New York Yankees,0,1,1,1,0,0,0,1,.320,.267,.588,0.000,0.00,0,0.00,0.3,2,1,0,0,0,1,926
130,A.Rutschman,Baltimore Orioles,New York Yankees,0,4,0,1,0,0,0,4,.319,.392,.712,-0.050,0.49,-0.01,0.08,-0.2,1,1,0,0,0,1,926
131,R.O'Hearn,Baltimore Orioles,New York Yankees,0,3,0,0,0,0,0,3,.329,.411,.740,-0.034,0.45,-0.00,0.07,-0.4,0,0,0,0,0,0,926
132,R.Mountcastle,Baltimore Orioles,New York Yankees,0,1,0,1,0,0,0,1,.306,.424,.730,0.000,0.00,0,0.00,0.7,1,1,0,0,0,1,926
133,R.Urias,Baltimore Orioles,New York Yankees,0,2,0,1,0,0,0,2,.324,.429,.753,-0.009,0.80,-0.00,0.12,-0.1,1,1,0,0,0,1,926
134,E.Rivera,Baltimore Orioles,New York Yankees,0,1,0,0,1,0,1,2,.300,.306,.607,0.000,0.01,0,0.00,-0.3,1,0,0,0,0,0,926
135,C.Mullins,Baltimore Orioles,New York Yankees,0,4,0,1,0,0,1,4,.301,.404,.705,-0.051,0.47,-0.01,0.08,-0.6,1,1,0,0,0,1,926
136,J.McCann,Baltimore Orioles,New York Yankees,0,2,0,1,0,1,1,3,.279,.376,.656,0.074,0.64,0.01,0.10,0.2,1,1,0,0,0,1,926
137,G.Torres,New York Yankees,Baltimore Orioles,1,4,1,0,0,1,3,5,.328,.374,.702,-0.014,0.42,-0.00,0.15,-0.6,1,0,0,0,0,0,926
138,J.Soto,New York Yankees,Baltimore Orioles,1,4,2,1,0,0,2,4,.418,.572,.990,0.006,0.53,0.00,0.18,0.4,3,1,0,0,0,1,926
139,A.Judge,New York Yankees,Baltimore Orioles,1,2,2,1,2,2,1,4,.461,.708,1.169,0.076,0.74,0.02,0.26,2.7,5,-57,0,0,58,4,926
140,A.Wells,New York Yankees,Baltimore Orioles,1,3,1,0,1,1,1,4,.320,.400,.720,-0.019,1.11,-0.00,0.39,-0.2,2,0,0,0,0,0,926
141,G.Stanton,New York Yankees,Baltimore Orioles,1,4,2,2,4,0,2,4,.300,.481,.781,0.178,0.60,0.04,0.21,2.9,8,-45,20,0,27,6,926
142,J.Chisholm,New York Yankees,Baltimore Orioles,1,4,0,1,0,0,0,4,.321,.426,.747,-0.003,0.38,-0.00,0.13,-0.5,1,1,0,0,0,0,926
143,J.Dominguez,New York Yankees,Baltimore Orioles,1,2,1,0,0,1,2,3,.296,.340,.637,-0.038,0.43,-0.01,0.15,-0.2,1,0,0,0,0,0,926
144,A.Verdugo,New York Yankees,Baltimore Orioles,1,1,1,1,1,0,0,1,.293,.359,.652,0.000,0.00,0,0.00,1.0,3,-12,0,0,13,4,926
145,A.Rizzo,New York Yankees,Baltimore Orioles,1,4,0,2,2,0,1,4,.298,.334,.633,-0.014,0.39,-0.00,0.14,1.6,4,2,0,0,0,2,926
146,A.Volpe,New York Yankees,Baltimore Orioles,1,4,0,0,0,0,2,4,.294,.368,.662,-0.042,0.41,-0.01,0.14,-1.0,0,0,0,0,0,0,926
147,X.Edwards,Miami Marlins,Minnesota Twins,0,4,3,2,1,3,1,7,.390,.390,.781,0.217,1.84,0,0.00,1.5,6,-9,11,0,0,3,926
148,C.Norby,Miami Marlins,Minnesota Twins,0,6,0,0,0,1,5,7,.302,.460,.762,-0.304,2.16,0,0.00,-2.0,0,0,0,0,0,0,926
149,J.Burger,Miami Marlins,Minnesota Twins,0,5,0,2,2,0,1,5,.300,.462,.761,0.068,1.39,0,0.00,1.6,4,-20,22,0,0,3,926
150,G.Conine,Miami Marlins,Minnesota Twins,0,2,1,1,2,0,1,2,.316,.406,.722,0.140,3.91,0,0.00,1.2,4,1,0,0,0,1,926
151,J.Sanchez,Miami Marlins,Minnesota Twins,0,6,0,3,0,1,2,7,.310,.418,.727,-0.072,2.10,0,0.00,1.1,3,3,0,0,0,3,926
152,J.Bride,Miami Marlins,Minnesota Twins,0,5,0,2,1,0,2,6,.347,.434,.782,0.240,2.37,0,0.00,0.4,3,-8,10,0,0,3,926
153,K.Stowers,Miami Marlins,Minnesota Twins,0,2,0,0,0,0,1,2,.259,.335,.594,-0.079,1.42,0,0.00,-0.9,0,0,0,0,0,0,926
154,D.Myers,Miami Marlins,Minnesota Twins,0,4,1,0,0,0,2,4,.330,.402,.732,-0.253,2.33,0,0.00,-1.9,1,0,0,0,0,0,926
155,D.Hill,Miami Marlins,Minnesota Twins,0,5,0,0,0,0,3,5,.271,.420,.690,-0.122,0.93,0,0.00,-1.7,0,0,0,0,0,0,926
156,J.Sanoja,Miami Marlins,Minnesota Twins,0,1,0,0,0,0,1,1,.290,.333,.624,-0.106,3.94,0,0.00,-0.4,0,0,0,0,0,0,926
157,O.Lopez,Miami Marlins,Minnesota Twins,0,6,2,2,1,0,0,6,.307,.371,.679,0.204,1.56,0,0.00,0.7,5,-20,22,0,0,3,926
