,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
16,R.O'Hearn,Baltimore Orioles,San Francisco Giants,1,4,0,2,0,0,1,4,.329,.413,.742,-0.066,0.87,-0.03,0.55,-0.4,2,2,0,0,0,2,919
17,H.Kjerstad,Baltimore Orioles,San Francisco Giants,1,4,0,0,0,0,1,4,.355,.388,.742,-0.153,1.00,-0.06,0.63,-1.4,0,0,0,0,0,0,919
18,J.Holliday,Baltimore Orioles,San Francisco Giants,1,3,0,1,2,1,1,4,.230,.299,.530,0.248,1.24,0.09,0.78,1.6,3,1,0,0,0,1,919
19,E.Rivera,Baltimore Orioles,San Francisco Giants,1,4,0,1,0,0,2,4,.306,.310,.617,-0.094,1.29,-0.04,0.81,-0.5,1,1,0,0,0,1,919
20,M.Harris,Atlanta Braves,Cincinnati Reds,0,5,4,3,4,0,0,6,.291,.405,.697,-0.017,0.41,-0.02,0.63,3.9,11,-12,0,0,15,9,919
21,J.Soler,Atlanta Braves,Cincinnati Reds,0,3,3,2,3,0,1,4,.337,.439,.776,0.052,0.56,0.05,0.87,2.8,8,-18,0,0,20,5,919
22,E.White,Atlanta Braves,Cincinnati Reds,0,2,0,1,0,0,0,2,.333,.471,.804,0.000,0.00,0,0.00,0.2,1,1,0,0,0,1,919
23,M.Ozuna,Atlanta Braves,Cincinnati Reds,0,4,1,1,1,0,2,4,.381,.559,.941,0.023,0.62,0.02,0.96,0.9,3,-30,31,0,0,2,919
24,A.Duvall,Atlanta Braves,Cincinnati Reds,0,2,0,0,0,0,0,2,.245,.323,.569,0.000,0.00,0,0.00,-0.5,0,0,0,0,0,0,919
25,M.Olson,Atlanta Braves,Cincinnati Reds,0,4,3,2,4,1,1,5,.326,.459,.785,0.155,0.44,0.14,0.68,2.3,9,-26,0,0,28,8,919
26,R.Laureano,Atlanta Braves,Cincinnati Reds,0,5,1,2,3,0,2,5,.314,.430,.743,0.210,0.51,0.19,0.78,2.1,6,-7,0,0,9,5,919
27,T.d'Arnaud,Atlanta Braves,Cincinnati Reds,0,3,0,1,0,2,0,5,.311,.444,.755,0.020,0.18,0.02,0.28,0.2,1,1,0,0,0,1,919
28,W.Merrifield,Atlanta Braves,Cincinnati Reds,0,4,0,2,0,0,1,4,.311,.314,.625,0.014,0.46,0.01,0.71,-0.0,2,2,0,0,0,2,919
29,C.Biggio,Atlanta Braves,Cincinnati Reds,0,1,1,1,0,0,0,1,.314,.303,.617,0.000,0.00,0,0.00,0.4,2,1,0,0,0,1,919
30,G.Urshela,Atlanta Braves,Cincinnati Reds,0,5,1,2,0,0,2,5,.281,.336,.617,-0.030,0.46,-0.03,0.71,-0.3,3,2,0,0,0,2,919
31,O.Arcia,Atlanta Braves,Cincinnati Reds,0,5,1,1,0,0,1,5,.271,.354,.625,-0.070,0.46,-0.07,0.71,-1.8,2,1,0,0,0,1,919
32,J.India,Cincinnati Reds,Atlanta Braves,1,3,0,1,1,0,0,3,.351,.390,.741,0.005,0.84,0,0.00,-0.1,2,1,0,0,0,1,919
33,W.Benson,Cincinnati Reds,Atlanta Braves,1,2,0,0,0,0,2,2,.279,.388,.667,-0.004,0.08,0,0.00,-0.8,0,0,0,0,0,0,919
34,E.De,Cincinnati Reds,Atlanta Braves,1,5,0,3,1,0,1,5,.343,.473,.816,0.014,0.49,0,0.00,1.0,4,3,0,0,0,3,919
35,S.Steer,Cincinnati Reds,Atlanta Braves,1,2,0,0,0,1,1,3,.325,.414,.739,0.046,0.96,0,0.00,0.2,0,0,0,0,0,0,919
36,R.Hinds,Cincinnati Reds,Atlanta Braves,1,2,0,0,0,0,1,2,.333,.717,1.051,-0.005,0.10,0,0.00,-0.7,0,0,0,0,0,0,919
37,T.France,Cincinnati Reds,Atlanta Braves,1,4,0,0,0,0,3,4,.314,.374,.688,-0.191,1.04,0,0.00,-2.6,0,0,0,0,0,0,919
38,S.Espinal,Cincinnati Reds,Atlanta Braves,1,4,0,1,0,0,0,4,.304,.372,.676,-0.043,0.44,0,0.00,-0.4,1,1,0,0,0,1,919
39,N.Marte,Cincinnati Reds,Atlanta Braves,1,3,0,1,0,1,2,4,.253,.313,.566,-0.005,0.30,0,0.00,-0.1,1,1,0,0,0,1,919
40,A.Rosario,Cincinnati Reds,Atlanta Braves,1,4,0,0,0,0,3,4,.307,.381,.688,-0.038,0.34,0,0.00,-0.9,0,0,0,0,0,0,919
41,B.Dunn,Cincinnati Reds,Atlanta Braves,1,3,3,2,1,1,1,4,.259,.333,.593,0.087,0.57,0,0.00,2.0,6,1,0,0,1,5,919
42,L.Maile,Cincinnati Reds,Atlanta Braves,1,4,0,2,0,0,0,4,.262,.244,.506,-0.009,0.41,0,0.00,0.5,2,-2,4,0,0,3,919
43,M.Margot,Minnesota Twins,Cleveland Guardians,0,4,0,1,1,1,1,5,.294,.341,.636,0.129,2.70,0.13,4.49,0.8,2,-15,16,0,0,2,919
44,C.Correa,Minnesota Twins,Cleveland Guardians,0,3,0,0,0,2,1,5,.384,.521,.905,-0.197,2.18,-0.20,3.62,-0.6,0,0,0,0,0,0,919
45,B.Buxton,Minnesota Twins,Cleveland Guardians,0,5,0,0,0,0,3,5,.332,.523,.856,-0.333,2.61,-0.33,4.34,-1.9,0,0,0,0,0,0,919
46,C.Santana,Minnesota Twins,Cleveland Guardians,0,4,0,0,0,0,2,4,.324,.424,.747,-0.113,1.09,-0.11,1.81,-0.9,0,0,0,0,0,0,919
47,R.Lewis,Minnesota Twins,Cleveland Guardians,0,3,0,1,0,1,1,4,.311,.496,.807,-0.028,1.19,-0.03,1.98,0.0,1,1,0,0,0,1,919
48,R.Jeffers,Minnesota Twins,Cleveland Guardians,0,4,0,0,0,0,2,4,.304,.438,.742,-0.128,1.29,-0.13,2.14,-0.9,0,0,0,0,0,0,919
49,K.Farmer,Minnesota Twins,Cleveland Guardians,0,4,1,1,0,0,1,4,.305,.379,.684,0.010,1.08,0.01,1.80,0.1,2,-12,13,0,0,2,919
50,M.Wallner,Minnesota Twins,Cleveland Guardians,0,3,0,0,0,0,3,4,.370,.536,.906,-0.072,2.04,-0.07,3.38,-0.5,0,0,0,0,0,0,919
51,W.Castro,Minnesota Twins,Cleveland Guardians,0,2,1,0,0,1,0,4,.337,.394,.731,0.050,2.12,0.05,3.52,0.4,1,0,0,0,0,0,919
52,A.Martinez,Cleveland Guardians,Minnesota Twins,1,5,0,0,0,0,3,5,.315,.368,.684,-0.181,1.45,-0.04,0.55,-1.2,0,0,0,0,0,0,919
53,K.Manzardo,Cleveland Guardians,Minnesota Twins,1,3,1,3,1,0,0,3,.301,.452,.752,0.155,0.82,0.03,0.31,1.5,5,-1,0,0,4,6,919
54,D.Fry,Cleveland Guardians,Minnesota Twins,1,1,0,1,0,0,0,1,.356,.445,.801,0.040,1.15,0.01,0.44,0.3,1,1,0,0,0,1,919
55,D.Schneemann,Cleveland Guardians,Minnesota Twins,1,1,0,0,0,0,1,1,.300,.378,.678,-0.044,1.79,-0.01,0.68,-0.2,0,0,0,0,0,0,919
56,J.Ramirez,Cleveland Guardians,Minnesota Twins,1,4,1,0,0,1,0,5,.329,.510,.839,-0.105,1.51,-0.02,0.57,-0.8,1,0,0,0,0,0,919
57,J.Naylor,Cleveland Guardians,Minnesota Twins,1,5,1,1,0,0,2,5,.321,.465,.785,-0.149,1.70,-0.03,0.64,-0.9,2,1,0,0,0,1,919
58,L.Thomas,Cleveland Guardians,Minnesota Twins,1,4,0,1,0,1,2,5,.313,.399,.712,-0.107,2.00,-0.02,0.76,-0.3,1,1,0,0,0,1,919
59,A.Gimenez,Cleveland Guardians,Minnesota Twins,1,5,0,3,1,0,1,5,.301,.337,.638,0.303,1.98,0.07,0.75,1.0,4,-18,21,0,0,4,919
60,J.Noel,Cleveland Guardians,Minnesota Twins,1,3,0,1,0,1,1,4,.303,.518,.821,0.092,1.76,0.02,0.67,0.3,1,1,0,0,0,1,919
61,B.Rocchio,Cleveland Guardians,Minnesota Twins,1,2,0,1,1,1,0,4,.302,.320,.621,0.031,2.21,0.01,0.84,0.2,2,1,0,0,0,1,919
62,A.Hedges,Cleveland Guardians,Minnesota Twins,1,3,0,0,0,0,1,3,.204,.221,.426,-0.164,2.14,-0.04,0.81,-1.3,0,0,0,0,0,0,919
63,B.Naylor,Cleveland Guardians,Minnesota Twins,1,1,0,0,0,0,1,1,.266,.351,.617,-0.050,1.80,-0.01,0.68,-0.2,0,0,0,0,0,0,919
64,N.Lukes,Toronto Blue Jays,Texas Rangers,0,4,0,0,1,0,0,5,.386,.469,.855,-0.063,1.06,0,0.00,-1.1,1,0,0,0,0,0,919
65,E.Clement,Toronto Blue Jays,Texas Rangers,0,5,0,1,0,0,1,5,.281,.407,.688,-0.046,0.69,0,0.00,-0.7,1,1,0,0,0,1,919
66,V.Guerrero,Toronto Blue Jays,Texas Rangers,0,4,3,3,2,1,0,5,.397,.553,.951,0.086,0.67,0,0.00,1.9,8,-27,0,0,30,0,919
67,S.Horwitz,Toronto Blue Jays,Texas Rangers,0,4,0,2,0,1,1,5,.364,.460,.824,0.089,0.64,0,0.00,0.9,2,2,0,0,0,2,919
68,D.Schneider,Toronto Blue Jays,Texas Rangers,0,4,0,1,0,0,2,4,.288,.361,.649,-0.059,1.19,0,0.00,-0.5,1,1,0,0,0,1,919
69,A.Barger,Toronto Blue Jays,Texas Rangers,0,3,1,0,0,1,2,4,.249,.382,.630,-0.040,1.07,0,0.00,-0.7,1,0,0,0,0,0,919
70,L.Jimenez,Toronto Blue Jays,Texas Rangers,0,3,0,0,0,0,1,4,.330,.358,.688,0.137,1.24,0,0.00,1.1,0,0,0,0,0,0,919
71,J.Loperfido,Toronto Blue Jays,Texas Rangers,0,3,0,0,0,1,3,4,.274,.366,.640,-0.143,1.09,0,0.00,-1.8,0,0,0,0,0,0,919
72,T.Heineman,Toronto Blue Jays,Texas Rangers,0,2,0,0,0,2,2,4,.429,.000,.429,0.072,0.88,0,0.00,0.7,0,0,0,0,0,0,919
73,M.Semien,Texas Rangers,Toronto Blue Jays,1,4,0,0,0,0,2,4,.304,.391,.694,-0.076,0.64,0,0.00,-0.7,0,0,0,0,0,0,919
74,J.Smith,Texas Rangers,Toronto Blue Jays,1,4,0,1,0,0,1,4,.342,.393,.735,-0.066,0.66,0,0.00,-0.8,1,1,0,0,0,1,919
75,W.Langford,Texas Rangers,Toronto Blue Jays,1,3,0,0,0,0,1,3,.324,.402,.725,-0.039,0.51,0,0.00,-0.3,0,0,0,0,0,0,919
76,A.Garcia,Texas Rangers,Toronto Blue Jays,1,3,0,0,0,0,3,3,.280,.389,.668,-0.065,0.86,0,0.00,-0.5,0,0,0,0,0,0,919
77,N.Lowe,Texas Rangers,Toronto Blue Jays,1,2,0,0,0,1,0,3,.361,.386,.747,-0.007,0.86,0,0.00,-0.1,0,0,0,0,0,0,919
78,L.Taveras,Texas Rangers,Toronto Blue Jays,1,3,0,0,0,0,1,3,.285,.352,.637,-0.066,0.91,0,0.00,-0.5,0,0,0,0,0,0,919
79,E.Duran,Texas Rangers,Toronto Blue Jays,1,3,0,0,0,0,1,3,.285,.320,.604,-0.064,0.81,0,0.00,-0.5,0,0,0,0,0,0,919
80,C.Kelly,Texas Rangers,Toronto Blue Jays,1,3,0,0,0,0,1,3,.316,.368,.685,-0.062,0.83,0,0.00,-0.6,0,0,0,0,0,0,919
81,J.Heim,Texas Rangers,Toronto Blue Jays,1,3,0,1,0,0,0,3,.261,.326,.587,-0.023,0.55,0,0.00,0.0,1,1,0,0,0,1,919
82,G.Torres,New York Yankees,Seattle Mariners,0,4,0,0,0,1,2,5,.326,.368,.695,-0.114,1.39,-0.03,0.61,-0.6,0,0,0,0,0,0,919
83,J.Soto,New York Yankees,Seattle Mariners,0,3,0,0,0,1,2,4,.418,.575,.993,-0.009,1.23,-0.00,0.54,-0.4,0,0,0,0,0,0,919
84,A.Judge,New York Yankees,Seattle Mariners,0,3,1,1,0,1,0,4,.455,.687,1.142,0.054,1.29,0.01,0.56,0.6,2,1,0,0,0,1,919
85,J.Chisholm,New York Yankees,Seattle Mariners,0,4,1,1,2,0,2,4,.326,.437,.763,0.167,1.94,0.04,0.85,1.8,4,-22,0,0,23,0,919
86,G.Stanton,New York Yankees,Seattle Mariners,0,4,0,0,0,0,3,4,.293,.469,.762,-0.219,1.66,-0.06,0.73,-1.5,0,0,0,0,0,0,919
87,J.Dominguez,New York Yankees,Seattle Mariners,0,4,0,2,0,0,0,4,.306,.323,.628,-0.020,1.61,-0.01,0.70,0.3,2,1,1,0,0,3,919
88,A.Rizzo,New York Yankees,Seattle Mariners,0,4,0,1,0,0,2,4,.285,.329,.614,-0.023,1.42,-0.01,0.62,-0.1,1,1,0,0,0,1,919
89,J.Trevino,New York Yankees,Seattle Mariners,0,3,0,0,0,0,0,3,.285,.362,.647,-0.126,1.59,-0.03,0.70,-1.0,0,0,0,0,0,0,919
90,A.Wells,New York Yankees,Seattle Mariners,0,1,0,0,0,0,1,1,.332,.419,.751,-0.069,2.78,-0.02,1.21,-0.2,0,0,0,0,0,0,919
91,A.Volpe,New York Yankees,Seattle Mariners,0,3,0,1,0,0,1,3,.292,.367,.659,-0.100,1.41,-0.03,0.62,-0.8,1,1,0,0,0,1,919
92,O.Cabrera,New York Yankees,Seattle Mariners,0,1,0,0,0,0,1,1,.299,.369,.668,-0.048,2.00,-0.01,0.87,-0.1,0,0,0,0,0,0,919
93,J.Rodriguez,Seattle Mariners,New York Yankees,1,5,1,1,0,0,2,5,.321,.387,.708,-0.067,0.95,-0.02,0.41,-1.0,2,1,0,0,0,1,919
94,C.Raleigh,Seattle Mariners,New York Yankees,1,5,0,1,0,0,1,5,.309,.422,.731,-0.065,0.81,-0.02,0.36,-0.8,1,1,0,0,0,1,919
95,R.Arozarena,Seattle Mariners,New York Yankees,1,1,1,0,0,2,0,4,.332,.392,.724,0.039,0.84,0.01,0.37,0.5,1,0,0,0,0,0,919
96,L.Raley,Seattle Mariners,New York Yankees,1,3,1,2,0,0,1,4,.323,.470,.793,0.037,1.14,0.01,0.50,0.4,3,2,0,0,0,2,919
97,J.Turner,Seattle Mariners,New York Yankees,1,2,0,0,1,1,1,4,.352,.385,.737,0.060,1.30,0.02,0.57,0.6,1,0,0,0,0,0,919
98,J.Polanco,Seattle Mariners,New York Yankees,1,3,0,0,1,0,2,4,.287,.339,.626,-0.054,1.32,-0.01,0.58,-0.9,1,0,0,0,0,0,919
99,J.Crawford,Seattle Mariners,New York Yankees,1,4,0,1,1,0,2,4,.306,.323,.629,0.005,0.96,0.00,0.42,0.2,2,1,0,0,0,0,919
100,D.Moore,Seattle Mariners,New York Yankees,1,2,0,1,0,2,0,4,.319,.378,.697,0.043,0.56,0.01,0.25,0.8,1,1,0,0,0,1,919
101,J.Rojas,Seattle Mariners,New York Yankees,1,1,0,0,0,1,0,4,.308,.335,.643,-0.003,1.02,-0.00,0.45,-0.4,0,0,0,0,0,0,919
102,S.Ohtani,Los Angeles Dodgers,Miami Marlins,0,6,4,6,10,0,0,6,.376,.629,1.005,0.331,0.86,0.28,1.22,9.7,20,-79,34,0,51,17,919
103,M.Betts,Los Angeles Dodgers,Miami Marlins,0,4,0,1,0,0,1,4,.380,.495,.876,-0.080,0.63,-0.07,0.89,-0.7,1,1,0,0,0,1,919
104,K.Kiermaier,Los Angeles Dodgers,Miami Marlins,0,1,1,0,0,1,1,2,.230,.302,.532,0.000,0.00,0,0.00,0.0,1,0,0,0,0,0,919
105,F.Freeman,Los Angeles Dodgers,Miami Marlins,0,3,0,0,0,1,0,4,.380,.481,.861,-0.011,0.59,-0.01,0.83,-0.5,0,0,0,0,0,0,919
106,E.Hernandez,Los Angeles Dodgers,Miami Marlins,0,2,1,1,0,0,1,2,.270,.353,.624,0.000,0.00,0,0.00,0.0,2,1,0,0,0,1,919
107,W.Smith,Los Angeles Dodgers,Miami Marlins,0,2,1,0,1,0,0,4,.324,.434,.758,0.008,0.59,0.01,0.83,-0.8,2,0,0,0,0,0,919
108,H.Feduccia,Los Angeles Dodgers,Miami Marlins,0,1,1,0,0,1,1,2,.500,.375,.875,0.000,0.00,0,0.00,0.1,1,0,0,0,0,0,919
109,T.Edman,Los Angeles Dodgers,Miami Marlins,0,5,2,2,2,1,1,6,.319,.505,.824,-0.001,0.42,-0.00,0.59,1.6,6,2,0,0,0,2,919
110,M.Muncy,Los Angeles Dodgers,Miami Marlins,0,3,4,2,1,2,0,6,.357,.514,.871,0.092,0.43,0.08,0.60,3.1,7,2,0,0,0,2,919
111,G.Lux,Los Angeles Dodgers,Miami Marlins,0,3,2,1,1,3,0,6,.313,.380,.693,0.129,0.54,0.11,0.76,2.4,4,1,0,0,0,1,919
112,A.Pages,Los Angeles Dodgers,Miami Marlins,0,5,3,2,3,1,1,6,.305,.391,.696,0.036,0.66,0.03,0.93,1.5,8,-21,23,0,0,3,919
113,C.Taylor,Los Angeles Dodgers,Miami Marlins,0,4,1,1,1,0,0,5,.283,.267,.551,-0.040,0.75,-0.03,1.05,-1.4,3,1,0,0,0,1,919
114,X.Edwards,Miami Marlins,Los Angeles Dodgers,1,3,0,1,0,0,1,3,.387,.389,.776,-0.021,0.51,0,0.00,-0.3,1,1,0,0,0,1,919
115,J.Sanoja,Miami Marlins,Los Angeles Dodgers,1,2,0,1,0,0,0,2,.333,.385,.718,0.000,0.00,0,0.00,0.1,1,-1,2,0,0,2,919
116,C.Norby,Miami Marlins,Los Angeles Dodgers,1,3,0,1,0,2,0,5,.309,.500,.809,-0.003,0.29,0,0.00,0.2,1,1,0,0,0,1,919
117,J.Sanchez,Miami Marlins,Los Angeles Dodgers,1,5,0,0,0,0,2,5,.304,.416,.720,-0.060,0.45,0,0.00,-1.5,0,0,0,0,0,0,919
118,J.Burger,Miami Marlins,Los Angeles Dodgers,1,3,1,1,1,0,1,3,.296,.449,.745,0.083,0.53,0,0.00,0.6,3,-26,0,0,27,4,919
119,J.Pereda,Miami Marlins,Los Angeles Dodgers,1,1,0,1,0,0,0,1,.296,.269,.566,0.000,0.00,0,0.00,0.4,1,1,0,0,0,1,919
120,J.Bride,Miami Marlins,Los Angeles Dodgers,1,4,0,0,0,0,0,4,.345,.404,.749,-0.036,0.34,0,0.00,-0.9,0,0,0,0,0,0,919
121,K.Stowers,Miami Marlins,Los Angeles Dodgers,1,3,0,1,0,0,1,3,.268,.347,.615,-0.025,0.41,0,0.00,-0.3,1,1,0,0,0,1,919
122,D.Hill,Miami Marlins,Los Angeles Dodgers,1,1,0,0,0,0,1,1,.260,.424,.684,0.000,0.00,0,0.00,-0.3,0,0,0,0,0,0,919
123,O.Lopez,Miami Marlins,Los Angeles Dodgers,1,3,1,1,0,1,1,4,.306,.373,.678,0.033,0.37,0,0.00,0.0,2,1,0,0,0,1,919
124,G.Conine,Miami Marlins,Los Angeles Dodgers,1,3,1,1,2,0,1,3,.302,.404,.705,0.018,0.65,0,0.00,1.1,4,-1,0,0,2,4,919
125,C.Pache,Miami Marlins,Los Angeles Dodgers,1,1,0,0,0,0,1,1,.272,.278,.550,0.000,0.00,0,0.00,-0.3,0,0,0,0,0,0,919
126,N.Fortes,Miami Marlins,Los Angeles Dodgers,1,4,1,1,1,0,1,4,.262,.325,.587,-0.026,0.25,0,0.00,0.4,3,-3,0,0,4,4,919
127,J.Duran,Boston Red Sox,Tampa Bay Rays,0,3,0,0,0,0,0,3,.340,.495,.835,-0.064,0.82,-0.01,0.17,-0.5,0,0,0,0,0,0,919
128,C.Wong,Boston Red Sox,Tampa Bay Rays,0,1,0,0,0,0,0,1,.336,.435,.771,-0.011,0.42,-0.00,0.09,-0.1,0,0,0,0,0,0,919
129,R.Devers,Boston Red Sox,Tampa Bay Rays,0,3,0,0,0,0,3,3,.354,.518,.872,-0.087,1.16,-0.01,0.24,-0.6,0,0,0,0,0,0,919
130,T.O'Neill,Boston Red Sox,Tampa Bay Rays,0,3,0,0,0,0,0,3,.341,.528,.868,-0.060,0.82,-0.01,0.17,-0.4,0,0,0,0,0,0,919
131,M.Yoshida,Boston Red Sox,Tampa Bay Rays,0,3,0,0,0,0,0,3,.351,.423,.774,-0.057,0.75,-0.01,0.16,-0.4,0,0,0,0,0,0,919
132,T.Story,Boston Red Sox,Tampa Bay Rays,0,3,0,0,0,0,2,3,.297,.377,.674,-0.084,1.11,-0.01,0.24,-0.6,0,0,0,0,0,0,919
133,T.Casas,Boston Red Sox,Tampa Bay Rays,0,3,0,0,0,0,1,3,.327,.430,.757,-0.056,0.76,-0.01,0.16,-0.4,0,0,0,0,0,0,919
134,D.Jansen,Boston Red Sox,Tampa Bay Rays,0,3,0,0,0,0,2,3,.307,.353,.660,-0.053,0.69,-0.01,0.15,-0.4,0,0,0,0,0,0,919
135,W.Abreu,Boston Red Sox,Tampa Bay Rays,0,2,0,0,0,0,1,2,.324,.476,.800,-0.054,1.08,-0.01,0.23,-0.4,0,0,0,0,0,0,919
136,R.Refsnyder,Boston Red Sox,Tampa Bay Rays,0,1,0,0,0,0,1,1,.359,.471,.830,-0.037,1.46,-0.01,0.31,-0.2,0,0,0,0,0,0,919
137,N.Sogard,Boston Red Sox,Tampa Bay Rays,0,2,0,1,0,0,0,2,.313,.276,.588,-0.012,0.74,-0.00,0.16,-0.0,1,1,0,0,0,1,919
138,R.Gonzalez,Boston Red Sox,Tampa Bay Rays,0,1,0,0,0,0,1,1,.316,.424,.740,-0.023,0.92,-0.00,0.19,-0.2,0,0,0,0,0,0,919
139,D.Carlson,Tampa Bay Rays,Boston Red Sox,1,4,0,1,1,0,2,4,.278,.269,.547,0.064,1.08,0,0.01,0.4,2,1,0,0,0,1,919
140,B.Lowe,Tampa Bay Rays,Boston Red Sox,1,3,0,1,1,0,1,4,.316,.477,.794,0.024,0.90,0,0.01,0.1,2,1,0,0,0,1,919
141,Y.Diaz,Tampa Bay Rays,Boston Red Sox,1,3,0,1,0,0,0,4,.341,.417,.757,-0.002,0.63,0,0.01,0.3,1,1,0,0,0,1,919
142,J.Aranda,Tampa Bay Rays,Boston Red Sox,1,4,0,1,0,0,1,4,.300,.384,.684,-0.099,0.96,-0.00,0.01,-1.3,1,1,0,0,0,1,919
143,J.Lowe,Tampa Bay Rays,Boston Red Sox,1,3,0,0,0,1,1,4,.303,.402,.704,-0.029,0.66,0,0.01,-0.5,0,0,0,0,0,0,919
144,J.Caballero,Tampa Bay Rays,Boston Red Sox,1,4,0,1,0,0,2,4,.285,.353,.638,-0.008,0.73,0,0.01,-0.2,1,1,0,0,0,1,919
145,B.Rortvedt,Tampa Bay Rays,Boston Red Sox,1,2,0,0,0,1,0,3,.316,.304,.621,-0.017,0.79,0,0.01,-0.1,0,0,0,0,0,0,919
146,T.Walls,Tampa Bay Rays,Boston Red Sox,1,3,1,1,0,0,1,3,.291,.246,.537,0.020,1.16,0,0.01,0.2,2,1,0,0,0,1,919
147,J.Siri,Tampa Bay Rays,Boston Red Sox,1,3,1,1,0,0,2,3,.263,.379,.642,-0.049,1.01,0,0.01,-0.6,2,1,0,0,0,1,919
148,C.Carroll,Arizona Diamondbacks,Milwaukee Brewers,0,5,1,0,0,0,3,5,.321,.433,.754,0.043,0.99,0.04,1.45,-0.0,1,0,0,0,0,0,919
149,K.Marte,Arizona Diamondbacks,Milwaukee Brewers,0,4,0,1,1,1,1,5,.364,.544,.908,0.106,0.80,0.09,1.17,1.0,2,1,0,0,0,1,919
150,J.Pederson,Arizona Diamondbacks,Milwaukee Brewers,0,2,0,1,0,0,1,2,.397,.520,.917,-0.036,1.13,-0.03,1.66,-0.3,1,1,0,0,0,1,919
151,R.Grichuk,Arizona Diamondbacks,Milwaukee Brewers,0,3,0,0,0,0,1,3,.342,.519,.861,-0.057,0.52,-0.05,0.76,-1.0,0,0,0,0,0,0,919
152,C.Walker,Arizona Diamondbacks,Milwaukee Brewers,0,3,1,1,1,0,1,4,.342,.484,.826,-0.019,0.93,-0.02,1.36,-0.2,3,1,0,0,0,1,919
153,P.Smith,Arizona Diamondbacks,Milwaukee Brewers,0,4,1,1,2,0,1,4,.378,.591,.969,0.040,0.71,0.03,1.04,1.1,4,-7,0,0,8,4,919
154,E.Suarez,Arizona Diamondbacks,Milwaukee Brewers,0,4,0,1,0,0,1,4,.319,.471,.790,-0.015,0.43,-0.01,0.62,-0.4,1,1,0,0,0,1,919
155,J.McCarthy,Arizona Diamondbacks,Milwaukee Brewers,0,4,0,1,0,0,1,4,.351,.407,.759,-0.044,0.38,-0.04,0.55,-0.3,1,1,0,0,0,1,919
