Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
M.Betts,Los Angeles Dodgers,Toronto Blue Jays,0,5,1,3,1,0,0,5,0.489,0.661,1.15,0.073,0.6,0.05,0.68,1.0,5,1,0,2,0,5,427
S.Ohtani,Los Angeles Dodgers,Toronto Blue Jays,0,5,0,1,1,0,1,5,0.41,0.661,1.071,0.021,0.65,0.01,0.73,0.1,2,1,0,0,0,1,427
F.Freeman,Los Angeles Dodgers,Toronto Blue Jays,0,3,0,1,1,1,1,5,0.423,0.41,0.833,-0.008,0.6,-0.01,0.67,-0.0,2,1,0,0,0,1,427
W.Smith,Los Angeles Dodgers,Toronto Blue Jays,0,5,0,1,0,0,0,5,0.404,0.52,0.924,-0.016,0.38,-0.01,0.43,-1.1,1,-8,9,0,0,2,427
T.Hernandez,Los Angeles Dodgers,Toronto Blue Jays,0,4,0,1,0,0,0,4,0.333,0.477,0.81,-0.033,0.52,-0.02,0.59,-0.7,1,1,0,0,0,1,427
E.Hernandez,Los Angeles Dodgers,Toronto Blue Jays,0,4,1,1,0,0,0,4,0.246,0.276,0.522,0.005,0.48,0.0,0.55,-0.3,2,1,0,0,0,1,427
A.Pages,Los Angeles Dodgers,Toronto Blue Jays,0,4,1,1,0,0,0,4,0.31,0.513,0.822,0.024,0.57,0.02,0.64,-0.0,2,1,0,0,0,1,427
M.Rojas,Los Angeles Dodgers,Toronto Blue Jays,0,4,1,1,0,0,0,4,0.318,0.463,0.782,0.006,0.63,0.0,0.72,0.0,2,-1,2,0,0,2,427
C.Taylor,Los Angeles Dodgers,Toronto Blue Jays,0,3,0,1,1,0,1,4,0.193,0.063,0.255,0.072,0.66,0.05,0.75,0.5,2,1,0,0,0,1,427
B.Bichette,Toronto Blue Jays,Los Angeles Dodgers,1,4,0,0,0,0,1,4,0.264,0.307,0.571,-0.074,0.72,-0.04,0.61,-0.7,0,0,0,0,0,0,427
V.Guerrero,Toronto Blue Jays,Los Angeles Dodgers,1,4,0,1,0,0,3,4,0.317,0.33,0.647,-0.031,0.61,-0.02,0.52,-0.3,1,-3,4,0,0,0,427
D.Varsho,Toronto Blue Jays,Los Angeles Dodgers,1,4,0,0,0,0,2,4,0.33,0.518,0.848,-0.061,0.57,-0.03,0.48,-0.7,0,0,0,0,0,0,427
J.Turner,Toronto Blue Jays,Los Angeles Dodgers,1,4,0,0,0,0,3,4,0.396,0.481,0.877,-0.072,0.7,-0.04,0.59,-0.8,0,0,0,0,0,0,427
D.Jansen,Toronto Blue Jays,Los Angeles Dodgers,1,2,1,0,0,2,1,4,0.37,0.522,0.892,0.031,0.58,0.02,0.49,0.3,1,0,0,0,0,0,427
D.Schneider,Toronto Blue Jays,Los Angeles Dodgers,1,3,1,1,1,1,1,4,0.317,0.436,0.754,0.086,0.75,0.04,0.63,1.3,3,-2,3,0,0,2,427
C.Biggio,Toronto Blue Jays,Los Angeles Dodgers,1,3,0,1,1,0,2,4,0.351,0.348,0.699,-0.02,0.92,-0.01,0.77,0.4,2,1,0,0,0,1,427
E.Clement,Toronto Blue Jays,Los Angeles Dodgers,1,2,0,0,0,0,1,2,0.283,0.451,0.734,-0.061,1.18,-0.03,0.99,-0.7,0,0,0,0,0,0,427
D.Vogelbach,Toronto Blue Jays,Los Angeles Dodgers,1,1,0,0,0,0,0,1,0.304,0.167,0.471,-0.041,1.48,-0.02,1.25,-0.4,0,0,0,0,0,0,427
I.Kiner-Falefa,Toronto Blue Jays,Los Angeles Dodgers,1,1,0,0,0,0,0,1,0.316,0.361,0.678,-0.046,1.57,-0.02,1.32,-0.2,0,0,0,0,0,0,427
A.Barger,Toronto Blue Jays,Los Angeles Dodgers,1,3,0,0,0,0,1,3,0.0,0.0,0.0,-0.067,0.83,-0.03,0.7,-0.7,0,0,0,0,0,0,427
E.Ruiz,Oakland Athletics,Baltimore Orioles,0,4,0,1,0,0,1,4,0.343,0.567,0.91,-0.048,0.55,-0.02,0.41,-0.8,1,1,0,0,0,1,427
T.Nevin,Oakland Athletics,Baltimore Orioles,0,4,0,1,0,0,0,4,0.338,0.354,0.692,0.004,0.44,0.0,0.33,-0.6,1,1,0,0,0,1,427
B.Rooker,Oakland Athletics,Baltimore Orioles,0,3,0,1,0,0,2,3,0.292,0.517,0.81,-0.029,0.73,-0.01,0.54,-0.0,1,1,0,0,0,1,427
S.Brown,Oakland Athletics,Baltimore Orioles,0,0,0,0,0,1,0,1,0.256,0.276,0.532,0.001,0.04,0.0,0.03,0.4,0,0,0,0,0,0,427
