Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
D.Varsho,Toronto Blue Jays,Detroit Tigers,0,4,0,0,0,0,1,4,0.296,0.447,0.743,-0.043,0.42,-0.02,0.27,-0.8,0,0,0,0,0,0,524
A.Kirk,Toronto Blue Jays,Detroit Tigers,0,1,0,1,1,0,0,1,0.297,0.287,0.584,0.008,0.13,0.0,0.08,1.0,2,1,0,0,0,1,524
D.Jansen,Toronto Blue Jays,Detroit Tigers,0,4,0,0,0,1,0,5,0.391,0.625,1.016,-0.059,0.48,-0.02,0.3,-1.0,0,0,0,0,0,0,524
V.Guerrero,Toronto Blue Jays,Detroit Tigers,0,3,0,2,0,1,0,4,0.382,0.414,0.795,0.007,0.34,0.0,0.21,0.4,2,-7,9,0,0,0,524
B.Bichette,Toronto Blue Jays,Detroit Tigers,0,4,0,2,0,0,1,4,0.301,0.359,0.66,-0.026,0.51,-0.01,0.32,-0.9,2,2,0,0,0,2,524
J.Turner,Toronto Blue Jays,Detroit Tigers,0,4,0,1,0,0,1,4,0.307,0.374,0.681,-0.045,0.56,-0.02,0.35,-0.3,1,1,0,0,0,1,524
G.Springer,Toronto Blue Jays,Detroit Tigers,0,4,0,1,0,0,1,4,0.269,0.279,0.548,0.003,0.45,0.0,0.28,-0.3,1,1,0,0,0,1,524
C.Biggio,Toronto Blue Jays,Detroit Tigers,0,3,0,0,0,0,2,3,0.322,0.268,0.59,-0.046,0.63,-0.02,0.4,-0.8,0,0,0,0,0,0,524
E.Clement,Toronto Blue Jays,Detroit Tigers,0,1,1,1,0,0,0,1,0.278,0.384,0.661,0.0,0.01,0.0,0.01,0.1,2,1,0,0,0,1,524
I.Kiner-Falefa,Toronto Blue Jays,Detroit Tigers,0,4,1,1,0,0,0,4,0.293,0.369,0.662,-0.051,0.52,-0.02,0.33,-0.6,2,1,0,0,0,1,524
K.Kiermaier,Toronto Blue Jays,Detroit Tigers,0,3,0,0,0,0,0,3,0.278,0.322,0.601,-0.038,0.47,-0.01,0.3,-0.7,0,0,0,0,0,0,524
D.Schneider,Toronto Blue Jays,Detroit Tigers,0,1,0,1,1,0,0,1,0.345,0.441,0.786,0.002,0.03,0.0,0.02,1.1,2,1,0,0,0,1,524
W.Perez,Detroit Tigers,Toronto Blue Jays,1,4,0,0,0,0,1,4,0.352,0.477,0.83,-0.077,0.59,-0.03,0.34,-1.1,0,0,0,0,0,0,524
