Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
M.Winn,St Louis Cardinals,Chicago Cubs,0,5,0,0,0,0,2,5,0.339,0.417,0.756,-0.081,0.65,-0.04,0.6,-1.0,0,0,0,0,0,0,616
A.Burleson,St Louis Cardinals,Chicago Cubs,0,4,0,1,0,0,0,4,0.304,0.433,0.737,-0.038,0.54,-0.02,0.5,-0.4,1,1,0,0,0,1,616
D.Carlson,St Louis Cardinals,Chicago Cubs,0,1,0,0,0,0,0,1,0.269,0.214,0.484,-0.018,0.65,-0.01,0.6,-0.2,0,0,0,0,0,0,616
P.Goldschmidt,St Louis Cardinals,Chicago Cubs,0,4,0,2,0,0,0,4,0.297,0.349,0.647,0.006,0.46,0.0,0.43,0.1,2,2,0,0,0,2,616
N.Gorman,St Louis Cardinals,Chicago Cubs,0,4,0,1,0,0,1,4,0.287,0.442,0.729,-0.027,1.0,-0.02,0.93,-0.4,1,1,0,0,0,1,616
N.Arenado,St Louis Cardinals,Chicago Cubs,0,4,0,1,0,0,1,4,0.316,0.381,0.697,-0.075,0.94,-0.04,0.88,-0.7,1,1,0,0,0,1,616
B.Donovan,St Louis Cardinals,Chicago Cubs,0,4,0,1,0,0,0,4,0.319,0.372,0.691,-0.05,0.75,-0.03,0.69,-0.6,1,1,0,0,0,1,616
B.Crawford,St Louis Cardinals,Chicago Cubs,0,1,1,1,0,2,0,3,0.279,0.316,0.595,0.077,0.61,0.04,0.56,0.9,2,-1,2,0,0,2,616
J.Fermin,St Louis Cardinals,Chicago Cubs,0,1,0,0,0,0,0,1,0.265,0.233,0.498,-0.025,0.89,-0.01,0.83,-0.2,0,0,0,0,0,0,616
P.Pages,St Louis Cardinals,Chicago Cubs,0,3,1,1,2,1,1,4,0.239,0.316,0.555,0.132,1.03,0.07,0.96,1.2,4,-1,0,0,2,4,616
M.Siani,St Louis Cardinals,Chicago Cubs,0,4,0,1,0,0,1,4,0.25,0.259,0.509,-0.07,0.73,-0.04,0.68,-1.0,1,1,0,0,0,1,616
M.Tauchman,Chicago Cubs,St. Louis Cardinals,1,3,0,1,0,1,2,4,0.354,0.379,0.733,0.088,1.47,0.04,1.23,0.3,1,1,0,0,0,1,616
