,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,Y.Kikuchi u5.5 Ks,PropBetGuy,-125,1.25,Y.Kikuchi,2.25,1.0,Toronto Blue Jays,Houston Astros,1.0,0.4705882352941176,0,0.4,0,0.5,0
6,T.Rogers u5.5 Ks,kylemurray03,-116,1.16,T.Rogers,2.16,0.9999999999999998,Miami Marlins,Boston Red Sox,1.0,0.8125,1,1.0,1,0.9,1
7,J.Hicks u15.5 Outs,SBK5065,-155,1.25,J.Hicks,2.056451612903225,0.8064516129032255,San Francisco Giants,Atlanta Braves,0.0,0.7647058823529411,1,1.0,1,0.9,1
14,M.Wacha u5.5 strikeouts,Rotowire,100,0.75,M.Wacha,1.5,0.75,Kansas City Royals,Tampa Bay Rays,1.0,0.6428571428571429,1,0.6,1,0.6,1
15,Y.Kikuchi o4.5 strikeouts,Rotowire,100,0.75,Y.Kikuchi,1.5,0.75,Toronto Blue Jays,Houston Astros,1.0,0.5882352941176471,1,0.8,1,0.6,1
16,L.Gilbert o5.5 strikeouts,Rotowire,100,0.75,L.Gilbert,1.5,0.75,Seattle Mariners,Baltimore Orioles,1.0,0.6470588235294118,1,0.6,1,0.4,0
18,M.Parker u4.5 strikeouts,Rotowire,100,0.75,M.Parker,1.5,0.75,Washington Nationals,New York Mets,1.0,0.5,0,0.6,1,0.5,0
23,Z.Wheeler u6.5 strikeouts,Rotowire Prizepicks,100,1.5,Z.Wheeler,3.0,1.5,Philadelphia Phillies,Chicago Cubs,0.0,0.5882352941176471,1,0.8,1,0.7,1
24,A.Abbott u4.5 strikeouts,Rotowire Prizepicks,100,1.5,A.Abbott,3.0,1.5,Cincinnati Reds,New York Yankees,0.0,0.625,1,0.4,0,0.6,1
25,J.Gray u3.5 strikeouts,Rotowire Prizepicks,100,1.5,J.Gray,3.0,1.5,Texas Rangers,San Diego Padres,1.0,0.5714285714285714,1,0.8,1,0.6,1
1,K.Montero o4.5 Ks,MrTuttle05,-110,1.1,K.Montero,2.1,1.0,Detroit Tigers,Minnesota Twins,0.0,1.0,1,1.0,1,1.0,1
4,C.Sale o7.5 Ks,kylemurray03,-115,1.15,C.Sale,2.1499999999999995,0.9999999999999996,Atlanta Braves,San Francisco Giants,1.0,0.5333333333333333,1,0.6,1,0.8,1
