,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv
0,B.Woo o5.5 strikeouts,Chris Landers,-125,1.0,1.8,0.8,B.Woo,Seattle Mariners,San Francisco Giants,0
1,G.Williams o4.5 Ks,AnthonyDabbundo,-122,1.22,2.22,1.0000000000000002,G.Williams,Cleveland Guardians,Atlanta Braves,1
