,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv
7,V.Pasquantino o1.5 Total Bases,charliedisturco,100,0.5,V.Pasquantino,1.0,0.5,Kansas City Royals,Oakland Athletics,1.0
8,S.Perez o1.5 Total Bases,charliedisturco,-120,0.5,S.Perez,0.9166666666666669,0.4166666666666668,Kansas City Royals,Oakland Athletics,1.0
11,P.Goldschmidt o1.5 Total Bases,NicholaskMartin,100,0.5,P.Goldschmidt,1.0,0.5,St. Louis Cardinals,Detroit Tigers,1.0
13,P.Goldschmidt o1.5 Total Bases,charliedisturco,105,0.5,P.Goldschmidt,1.025,0.5249999999999999,St. Louis Cardinals,Detroit Tigers,1.0
24,C.Walker o1.5 total bases,Benjamin Zweiman,125,1.0,C.Walker,2.25,1.25,Arizona Diamondbacks,Washington Nationals,1.0
