,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
2,M.Stroman o2.5 BB,GreenDotDaily,150,1.0,M.Stroman,2.5,1.5,New York Yankees,Oakland Athletics,1.0,0.25,0,0.25,0,0.25,0
3,M.Stroman o2.5 BB,The_Oddsmaker,145,1.0,M.Stroman,2.45,1.4500000000000002,New York Yankees,Oakland Athletics,1.0,0.25,0,0.25,0,0.25,0
4,M.Stroman o1.5 BB,The_Oddsmaker,-165,1.65,M.Stroman,2.65,1.0,New York Yankees,Oakland Athletics,1.0,0.75,1,0.75,1,0.75,1
9,A.Abbott u5.5 Ks,PropBetGuy,-104,1.04,A.Abbott,2.04,1.0,Cincinnati Reds,Philadelphia Phillies,1.0,0.75,1,0.75,1,0.75,1
11,K.Gausman u2.5 BB,SBK5065,-198,1.5,K.Gausman,2.257575757575758,0.7575757575757578,Toronto Blue Jays,Kansas City Royals,0.0,0.75,1,0.75,1,0.75,1
